
[00:00:00.000 --> 00:00:04.000]   (music)
[00:00:04.000 --> 00:00:07.000]   Well, last time we were together on Wednesday,
[00:00:07.000 --> 00:00:12.000]   we looked at a warning text in the Bible that applies to our media diets.
[00:00:12.000 --> 00:00:15.000]   It's Hebrews 2.1. That was the text.
[00:00:15.000 --> 00:00:20.000]   It encourages us to focus our attention and not get distracted from the cross.
[00:00:20.000 --> 00:00:25.000]   An incredibly important text for our lives inside the attention economy,
[00:00:25.000 --> 00:00:28.000]   as it's been called now.
[00:00:28.000 --> 00:00:31.000]   Today's question also relates to our media diets.
[00:00:31.000 --> 00:00:35.000]   It comes from an anonymous listener asking about a Christian view of fiction.
[00:00:35.000 --> 00:00:37.000]   Here it is. Pastor John, hello.
[00:00:37.000 --> 00:00:42.000]   I've been struggling to understand 1 Timothy 1.4 and Paul's warning against myths.
[00:00:42.000 --> 00:00:48.000]   What implications does this verse against ancient myths have for a culture like ours,
[00:00:48.000 --> 00:00:53.000]   full of contemporary myths and fictional storytelling?
[00:00:53.000 --> 00:00:57.000]   Jesus told stories. C.S. Lewis wrote great fictional stories.
[00:00:57.000 --> 00:01:02.000]   Harry Potter is a best-selling series of contemporary mythology.
[00:01:02.000 --> 00:01:09.000]   So how do we view our own cultural myths, our captivating novels and superhero movies
[00:01:09.000 --> 00:01:18.000]   and long-running TV series, considering Paul's warning to believers to not be devoted to myths?
[00:01:18.000 --> 00:01:24.000]   Do we face a spiritual danger in our fiction today or not?
[00:01:24.000 --> 00:01:29.000]   That's a good question. It's a good question exegetically for what Paul meant.
[00:01:29.000 --> 00:01:34.000]   We want to start there and then relate it to some things today.
[00:01:34.000 --> 00:01:41.000]   Let's put the New Testament word "myth" or Greek "mythos"—it's the very same word in Greek.
[00:01:41.000 --> 00:01:47.000]   Let's put it in front of us. It's used five times in the New Testament,
[00:01:47.000 --> 00:01:52.000]   four in Paul and one in 2 Peter.
[00:01:52.000 --> 00:01:55.000]   So here they are. 1 Timothy 1.4.
[00:01:55.000 --> 00:02:00.000]   "Charge certain persons not to teach any different doctrine,
