
[00:00:00.000 --> 00:00:04.640]   [Music]
[00:00:04.640 --> 00:00:08.560]   I love strong women.
[00:00:08.560 --> 00:00:13.120]   That's a classic Piper quote from T4G 2008 in a panel discussion, and it was
[00:00:13.120 --> 00:00:15.920]   not the only famous Piper quote from the conference either.
[00:00:15.920 --> 00:00:19.040]   In your message there you said, "Bethlehem is a church
[00:00:19.040 --> 00:00:22.560]   teeming with strong women," and something about polygamy or something, I forget all
[00:00:22.560 --> 00:00:25.200]   the details now. Okay, so explain this, Pastor John,
[00:00:25.200 --> 00:00:28.720]   because strength is often considered to be a masculine
[00:00:28.720 --> 00:00:34.400]   trait. Of course, the Proverbs 31 woman has strong arms, verse 17. So how would
[00:00:34.400 --> 00:00:38.240]   you define strong feminine womanhood?
[00:00:38.240 --> 00:00:42.080]   Yes, good question, and if I were a polygamist,
[00:00:42.080 --> 00:00:46.320]   that's the kind of woman I'd want, or the kind of women I'd want. I've got one,
[00:00:46.320 --> 00:00:52.080]   she's great, she's strong, and she's... I don't want any more. She's just perfect.
[00:00:52.080 --> 00:00:56.240]   Now here's what I mean, and I really do mean it. I feel very strong,
[00:00:56.240 --> 00:01:02.240]   strongly, about the strength of women. In Proverbs 31, it's not just her
[00:01:02.240 --> 00:01:07.360]   arms that are strong. Verse 25, "Strength
[00:01:07.360 --> 00:01:13.440]   and dignity are her clothing. She laughs at the time to come." That's got to be one
[00:01:13.440 --> 00:01:19.280]   of my favorite verses in all the Bible. A woman laughing at the time to come is
[00:01:19.280 --> 00:01:23.440]   not a woman who is looking at her biceps and getting
[00:01:23.440 --> 00:01:27.280]   encouragement. She's looking at her God and getting
[00:01:27.280 --> 00:01:31.440]   encouragement, because the time to come is a time of
[00:01:31.440 --> 00:01:35.840]   trouble. It's a time of unknown. Her biceps are not going to help her,
[00:01:35.840 --> 00:01:39.680]   you know, she may be carrying kindling or carrying the pots or doing whatever they
[00:01:39.680 --> 00:01:44.000]   did in that culture, but she knows that if the the Amorites
[00:01:44.000 --> 00:01:48.640]   sweep across, or if a flood comes,
[00:01:48.640 --> 00:01:56.800]   or if a horrible plague comes, it's only her great God laid hold on by
[00:01:56.800 --> 00:02:00.880]   faith and becoming strong in Him that's going to make the difference.
[00:02:00.880 --> 00:02:03.920]   In the New Testament, the text that says that
[00:02:03.920 --> 00:02:08.000]   so powerfully for me, and is one of my favorite ones, if I were going to preach
[00:02:08.000 --> 00:02:11.280]   on the strong woman in a conference, I'd go
[00:02:11.280 --> 00:02:17.120]   to 1 Peter 3, where it says that this
[00:02:17.120 --> 00:02:20.960]   woman who's got this unbelieving husband, who wants
[00:02:20.960 --> 00:02:24.320]   so much, and rightly so, for her husband to be converted,
