
[00:00:00.000 --> 00:00:05.360]   For a while, I've been fascinated by how our gut microbiome can have such a visible impact on our
[00:00:05.360 --> 00:00:10.160]   lives, affecting everything from energy to immunity to inflammation and even our mood.
[00:00:10.160 --> 00:00:14.240]   But for all the buzz around gut health, it is still a black box for most of us,
[00:00:14.240 --> 00:00:18.920]   and I wanted to go deeper. So today I'm talking with Dr. Robin Chutkin, a board-certified
[00:00:18.920 --> 00:00:23.800]   gastroenterologist, founder of the Digestive Center for Wellness, and author of several books
[00:00:23.800 --> 00:00:28.680]   on the microbiome. She's treated thousands of patients over three decades and brings a perspective
[00:00:28.680 --> 00:00:32.700]   that's both clinically grounded and refreshingly practical. As she puts it,
[00:00:32.700 --> 00:00:38.220]   There is no brain health, no immune health, no lung health without gut health.
[00:00:38.220 --> 00:00:41.900]   In this episode, we're going to explore what your gut might be trying to tell you,
[00:00:41.900 --> 00:00:47.140]   from reflux or bloating to what your stool says about your health. We'll also cover how probiotics,
[00:00:47.140 --> 00:00:51.780]   fermented vegetables, hydration, fiber, and more actually impact your digestion,
[00:00:51.780 --> 00:00:56.160]   and whether washing your hands or sanitizing too much might be doing more harm than good.
[00:00:56.160 --> 00:01:00.300]   I'm Chris Hutchins. If you enjoy this episode, please share it with a friend or leave a comment
[00:01:00.300 --> 00:01:05.120]   or review. And if you want to keep upgrading your life, money, and travel, click follow or subscribe.
[00:01:05.120 --> 00:01:08.780]   Robin, why is gut health such a critical part of our health?
[00:01:08.780 --> 00:01:14.600]   Chris, I want you to look down at your belly and see where your gut is located. It is right in the
[00:01:14.600 --> 00:01:21.100]   center of your body. It is literally the engine for your entire body, for your brain to function,
[00:01:21.100 --> 00:01:25.740]   your kidneys, your lungs, your liver, your immune system. So if your gut health is off,
[00:01:25.740 --> 00:01:30.420]   it means your body is not functioning properly. Now, I know you went to Yale for pre-med,
[00:01:30.420 --> 00:01:35.840]   Columbia for med school. How much of your medical training and education even touched on the gut?
[00:01:35.840 --> 00:01:45.380]   Less than 1%. Less than 1%. And less than 0.01% of my training and education touched on what we
[00:01:45.380 --> 00:01:49.540]   should be eating and how we should be feeding this incredible engine that's fueling our entire body.
[00:01:49.540 --> 00:01:53.480]   And so what are some of the common myths or misconceptions that people might not
[00:01:53.480 --> 00:01:55.280]   be thinking correctly about their gut?
[00:01:55.280 --> 00:01:59.860]   The gut for most people is this black box. Like they don't understand it. They think,
[00:01:59.860 --> 00:02:04.160]   I'm just going to throw some stuff in there and hope that it works. So they don't understand this
[00:02:04.160 --> 00:02:10.520]   basic idea of input and output that you put in something at the top through your mouth and something
[00:02:10.520 --> 00:02:16.420]   comes out at the bottom through your anus. And everything that happens in between your mouth and
[00:02:16.420 --> 00:02:22.100]   your anus is dependent on the input. So the input really informs the output. And I think people are
[00:02:22.100 --> 00:02:27.740]   just guessing and they're just kind of throwing stuff against the wall of their gut and hoping for
[00:02:27.740 --> 00:02:28.200]   the best.
[00:02:28.200 --> 00:02:34.920]   And what's actually going on inside the gut? How do we think about all the bacteria? And I guess like
[00:02:34.920 --> 00:02:37.780]   maybe a one-on-one, a one-on-one on gut health for people.
[00:02:37.780 --> 00:02:41.660]   The first thing I want people to know is that the gut actually starts right at the top with the mouth.
[00:02:42.100 --> 00:02:46.880]   And that's where digestion happens. And in fact, even before the food hits your mouth,
[00:02:46.880 --> 00:02:52.740]   you start digesting. The sight of food, the smell of food, sometimes even the thought of food can
[00:02:52.740 --> 00:02:57.560]   start to release enzymes from our salivary glands. So as soon as a food hits the mouth, it starts to
