
[00:00:00.000 --> 00:00:02.440]   (upbeat music)
[00:00:02.440 --> 00:00:04.740]   - Welcome friends to this episode
[00:00:04.740 --> 00:00:07.440]   of the "Everyday Educator" podcast.
[00:00:07.440 --> 00:00:09.440]   I'm your host, Lisa Bailey,
[00:00:09.440 --> 00:00:12.040]   and I'm excited to spend some time with you today
[00:00:12.040 --> 00:00:15.360]   as we encourage one another, learn together,
[00:00:15.360 --> 00:00:18.180]   and ponder the delights and challenges
[00:00:18.180 --> 00:00:21.360]   that make homeschooling the adventure of a lifetime.
[00:00:21.360 --> 00:00:23.440]   Whether you're just considering
[00:00:23.440 --> 00:00:25.560]   this homeschooling possibility,
[00:00:25.560 --> 00:00:29.460]   or deep into the daily delight of family learning,
[00:00:29.460 --> 00:00:33.080]   I believe you'll enjoy thinking along with us.
[00:00:33.080 --> 00:00:34.720]   But don't forget,
[00:00:34.720 --> 00:00:38.060]   although this online community is awesome,
[00:00:38.060 --> 00:00:43.060]   you will find even closer support in a local CC community.
[00:00:43.060 --> 00:00:46.800]   So go to classicalconversations.com
[00:00:46.800 --> 00:00:50.960]   and find a community near you today.
[00:00:50.960 --> 00:00:55.760]   Well, listeners, welcome to this second session
[00:00:55.760 --> 00:00:57.400]   about assessment.
[00:00:57.400 --> 00:01:00.680]   We had such a great time with Rachel last week,
[00:01:00.680 --> 00:01:06.200]   introducing us to a new way to look at assessment
[00:01:06.200 --> 00:01:09.200]   that she has come back with us today
[00:01:09.200 --> 00:01:13.160]   to give us some very practical how-tos.
[00:01:13.160 --> 00:01:16.840]   If, however, you missed the last episode,
[00:01:16.840 --> 00:01:20.360]   I wanna give you a teaser and set the stage
[00:01:20.360 --> 00:01:23.360]   for what we learned together last week
[00:01:23.360 --> 00:01:26.840]   so that we can jump ahead a little farther
[00:01:26.840 --> 00:01:28.920]   in our exploration of assessment.
[00:01:28.920 --> 00:01:33.920]   So last time, Rachel helped us see assessment
[00:01:33.920 --> 00:01:37.640]   as relational first,
[00:01:37.640 --> 00:01:41.480]   all about considering our student
[00:01:41.480 --> 00:01:44.600]   and how he or she is growing,
[00:01:44.600 --> 00:01:49.600]   not just how well our student finished the work, okay?
[00:01:49.600 --> 00:01:52.960]   That may be a new view of assessment for some of us.
[00:01:52.960 --> 00:01:56.000]   We also got a new view of assessment
[00:01:56.000 --> 00:01:58.960]   as potentially restful,
[00:01:58.960 --> 00:02:01.440]   a whole new idea for many of us.
[00:02:01.440 --> 00:02:06.440]   Restful assessment is all about sitting with the Lord
[00:02:06.440 --> 00:02:10.160]   as we help our student to grow.
[00:02:10.160 --> 00:02:13.560]   Last time, we also recognized that assessment
[00:02:13.560 --> 00:02:17.080]   is not just about the end.
[00:02:17.080 --> 00:02:20.600]   It's not something we do just at the end of the course
[00:02:20.600 --> 00:02:23.960]   or the end of a semester or the end of a year.
[00:02:23.960 --> 00:02:27.960]   Assessment is the daily process
[00:02:27.960 --> 00:02:32.520]   that helps us gauge and get in touch
[00:02:32.520 --> 00:02:36.520]   with the up and back experience
[00:02:36.520 --> 00:02:39.680]   of growing alongside our student.
[00:02:39.680 --> 00:02:43.400]   Rachel helped us see that there's a rhythm to assessment,
[00:02:43.400 --> 00:02:45.800]   an ebb and a flow.
[00:02:45.800 --> 00:02:49.360]   And, and this was perhaps for some of us
[00:02:49.360 --> 00:02:51.960]   the most convicting,
[00:02:51.960 --> 00:02:56.320]   we learned that joyful assessment
[00:02:56.320 --> 00:02:59.720]   really rest with us.
[00:02:59.720 --> 00:03:03.320]   It's not the student,
[00:03:03.320 --> 00:03:06.160]   it's not the assessing.
[00:03:06.160 --> 00:03:11.160]   If we change the way we see our job
[00:03:11.160 --> 00:03:15.000]   as parent, teacher, assessors,
[00:03:15.000 --> 00:03:18.560]   if we change the way we see our children,
[00:03:18.560 --> 00:03:22.120]   if we change the way we see the skills
[00:03:22.120 --> 00:03:24.560]   that we are assessing,
[00:03:24.560 --> 00:03:27.880]   our assessment might become more joyful.
[00:03:27.880 --> 00:03:32.520]   So that sets us up for where we find ourselves today.
[00:03:32.520 --> 00:03:34.880]   The new question becomes,
[00:03:34.880 --> 00:03:37.440]   how in the world do we do this?
[00:03:37.440 --> 00:03:38.800]   Rachel, did you realize
[00:03:38.800 --> 00:03:42.440]   that you helped us do so many great things last time?
[00:03:42.440 --> 00:03:44.160]   - I know, I was thinking, wow,
[00:03:44.160 --> 00:03:46.840]   that sounds like an episode I should go listen to.
[00:03:47.880 --> 00:03:50.600]   I frequently think that when I've told somebody
[00:03:50.600 --> 00:03:52.520]   something that the Lord's placed on my heart
[00:03:52.520 --> 00:03:54.320]   and they tell me what they heard.
[00:03:54.320 --> 00:03:56.320]   And I think, really, you heard that?
[00:03:56.320 --> 00:03:58.400]   Oh, that was really great.
[00:03:58.400 --> 00:04:02.600]   Good going, Lord, you produced a good message.
[00:04:02.600 --> 00:04:04.040]   But that's what I got
[00:04:04.040 --> 00:04:05.560]   from what you shared with us last time.
[00:04:05.560 --> 00:04:08.200]   So listeners, if you missed
[00:04:08.200 --> 00:04:13.200]   the joy of assessment, assessing joyfully last time,
[00:04:13.200 --> 00:04:16.200]   go back and pick up that episode.
[00:04:16.200 --> 00:04:18.680]   I think that you will be blessed
[00:04:18.680 --> 00:04:23.160]   by getting a new view of assessment.
[00:04:23.160 --> 00:04:24.800]   But here we are now, Rachel,
[00:04:24.800 --> 00:04:27.640]   and the question becomes, how do we do this?
