
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.300]   - Welcome friends to this episode
[00:00:06.300 --> 00:00:08.980]   of the "Everyday Educator" podcast.
[00:00:08.980 --> 00:00:10.620]   I'm your host, Lisa Bailey,
[00:00:10.620 --> 00:00:13.860]   and I'm excited to spend some time with you today
[00:00:13.860 --> 00:00:17.100]   as we encourage one another, learn together,
[00:00:17.100 --> 00:00:20.180]   and ponder the delights and challenges
[00:00:20.180 --> 00:00:23.420]   that make homeschooling the adventure of a lifetime.
[00:00:23.420 --> 00:00:25.300]   Whether you're just considering
[00:00:25.300 --> 00:00:27.420]   this homeschooling possibility
[00:00:27.420 --> 00:00:31.260]   or deep into the daily delight of family learning,
[00:00:31.260 --> 00:00:34.980]   I believe you'll enjoy thinking along with us.
[00:00:34.980 --> 00:00:39.540]   But don't forget, although this online community is awesome,
[00:00:39.540 --> 00:00:44.460]   you'll find even closer support in a local CC community.
[00:00:44.460 --> 00:00:48.420]   So go to classicalconversations.com
[00:00:48.420 --> 00:00:52.680]   and find a community near you today.
[00:00:52.680 --> 00:00:55.500]   Well, listeners, welcome to summer.
[00:00:55.500 --> 00:01:00.180]   As I record this podcast with you today,
[00:01:00.180 --> 00:01:05.180]   it is early June and many of our students
[00:01:05.180 --> 00:01:10.340]   have had enough time since community ended
[00:01:10.340 --> 00:01:13.700]   to begin maybe not being bored,
[00:01:13.700 --> 00:01:16.700]   but to start looking around for something to do.
[00:01:16.700 --> 00:01:20.840]   And maybe you, as moms and dads are thinking,
[00:01:20.840 --> 00:01:25.840]   "Hmm, I don't want us to lose all of the learning skills
[00:01:25.840 --> 00:01:29.980]   that we practice together and all of the routines
[00:01:29.980 --> 00:01:33.180]   that we enjoyed throughout the year.
[00:01:33.180 --> 00:01:36.020]   I want something for us to do together."
[00:01:36.020 --> 00:01:40.300]   And reading aloud together is a wonderful way
[00:01:40.300 --> 00:01:43.780]   to start the day or end the day
[00:01:43.780 --> 00:01:48.020]   or take a break during the day or all of the above.
[00:01:48.020 --> 00:01:53.020]   Reading aloud as a family has multiple benefits, right?
[00:01:53.020 --> 00:01:55.420]   You know this.
[00:01:55.420 --> 00:01:59.260]   It builds community, even community in your family.
[00:01:59.260 --> 00:02:04.180]   It builds closeness between you and all of your children
[00:02:04.180 --> 00:02:05.980]   of various ages.
[00:02:05.980 --> 00:02:08.820]   Many families have from preschoolers
[00:02:08.820 --> 00:02:11.780]   to challenge students in the same family.
[00:02:11.780 --> 00:02:13.000]   And a lot of families wonder,
[00:02:13.000 --> 00:02:16.520]   "What could I read that would interest everybody,
[00:02:16.520 --> 00:02:21.180]   that everybody could grab a hold of in some way?"
[00:02:21.180 --> 00:02:23.860]   So we wanna talk this summer
[00:02:23.860 --> 00:02:26.380]   over the course of the next month
[00:02:26.380 --> 00:02:29.000]   and even a little bit into July
[00:02:29.000 --> 00:02:35.340]   about ways that we can read together as a family.
[00:02:35.340 --> 00:02:41.220]   Having shared memories of stories that become beloved
[00:02:41.220 --> 00:02:45.140]   or poems that really resonate with your family,
[00:02:45.140 --> 00:02:48.440]   even songs that you learn together,
[00:02:48.440 --> 00:02:51.280]   Bible passages that you memorize together
[00:02:51.280 --> 00:02:55.880]   or study together become shared memories
[00:02:55.880 --> 00:03:00.700]   for you and your family that will last a lifetime,
[00:03:00.700 --> 00:03:04.640]   that will continue to draw your family close together,
[00:03:04.640 --> 00:03:08.600]   maybe even become touchstones for your family.
[00:03:08.600 --> 00:03:13.560]   Read aloud time becomes a really sweet time of connection
[00:03:13.560 --> 00:03:17.440]   where you can exchange ideas,
[00:03:17.440 --> 00:03:21.480]   wrestle with feelings, ask questions,
[00:03:21.480 --> 00:03:23.240]   like, "What does that word mean?"
[00:03:23.240 --> 00:03:26.280]   Or, "Is that what that word looks like
[00:03:26.280 --> 00:03:28.080]   when you write it down?"
[00:03:28.080 --> 00:03:32.400]   I can remember as a child, I read voraciously,
[00:03:32.400 --> 00:03:34.480]   but I read to myself.
[00:03:34.480 --> 00:03:36.920]   And my parents really didn't read to me
[00:03:36.920 --> 00:03:39.400]   after I learned to read on my own.
[00:03:39.400 --> 00:03:42.760]   So there were lots of words that I knew the meaning of
[00:03:42.760 --> 00:03:44.240]   because I had read them,
[00:03:44.240 --> 00:03:47.400]   but I'd never heard them said aloud.
[00:03:47.400 --> 00:03:50.480]   And boy, that cost me some degree of embarrassment
[00:03:50.480 --> 00:03:51.680]   several times.
[00:03:51.680 --> 00:03:55.200]   So reading together aloud as a family
[00:03:55.200 --> 00:03:58.740]   allows you to learn new things that you might not learn
[00:03:58.740 --> 00:04:01.160]   if you're reading by yourself.
[00:04:01.160 --> 00:04:06.000]   Reading as a family becomes heart time.
[00:04:06.000 --> 00:04:08.360]   I'd encourage you to find time.
[00:04:08.360 --> 00:04:11.360]   So reading as a family has multiple benefits
[00:04:11.360 --> 00:04:14.680]   and community is one of them.
[00:04:14.680 --> 00:04:19.280]   Context sharing is also one of them.
[00:04:19.280 --> 00:04:22.480]   There are lots of pieces of literature
[00:04:22.480 --> 00:04:24.880]   that you can share with your children,
[00:04:24.880 --> 00:04:26.800]   even when they're very young.
[00:04:26.800 --> 00:04:30.720]   Fables, myths, legends,
[00:04:30.720 --> 00:04:36.880]   historical stories, biographical sketches
[00:04:36.880 --> 00:04:40.640]   that will build context for your students
[00:04:40.640 --> 00:04:44.840]   as they read more advanced literature later on.
[00:04:44.840 --> 00:04:51.000]   Years ago, when I was still tutoring Challenge One,
[00:04:51.000 --> 00:04:55.360]   I had a student who would say,
[00:04:55.360 --> 00:04:58.040]   I bet he said it at least once a week
[00:04:58.040 --> 00:04:59.480]   during our community time.
[00:04:59.480 --> 00:05:01.240]   He would look up and he would say,
[00:05:01.240 --> 00:05:04.360]   "Oh, was that a reference?"
