
[00:00:00.160 --> 00:00:02.320]   - Welcome to Huberman Lab Essentials,
[00:00:02.320 --> 00:00:05.280]   where we revisit past episodes for the most potent
[00:00:05.280 --> 00:00:08.480]   and actionable science-based tools for mental health,
[00:00:08.480 --> 00:00:10.320]   physical health, and performance.
[00:00:10.320 --> 00:00:12.840]   I'm Andrew Huberman,
[00:00:12.840 --> 00:00:15.760]   and I'm a professor of neurobiology and ophthalmology
[00:00:15.760 --> 00:00:17.760]   at Stanford School of Medicine.
[00:00:17.760 --> 00:00:19.600]   This podcast is separate from my teaching
[00:00:19.600 --> 00:00:21.440]   and research roles at Stanford.
[00:00:21.440 --> 00:00:23.480]   It is, however, part of my desire and effort
[00:00:23.480 --> 00:00:26.560]   to bring zero cost to consumer information about science
[00:00:26.560 --> 00:00:29.160]   and science-related tools to the general public.
[00:00:29.160 --> 00:00:32.360]   Today, we're going to focus on how particular hormones
[00:00:32.360 --> 00:00:35.840]   influence our energy levels and our immune system.
[00:00:35.840 --> 00:00:38.880]   We're going to talk about the hormones cortisol
[00:00:38.880 --> 00:00:41.660]   and epinephrine, also called adrenaline.
[00:00:41.660 --> 00:00:43.480]   If you're somebody who has challenges with sleep,
[00:00:43.480 --> 00:00:44.760]   or you're somebody who has challenges
[00:00:44.760 --> 00:00:47.840]   getting your energy level up throughout the day
[00:00:47.840 --> 00:00:50.400]   and getting your energy level down when you want to sleep,
[00:00:50.400 --> 00:00:52.320]   today's episode is also for you.
[00:00:52.320 --> 00:00:54.600]   And we're going to talk about the immune system
[00:00:54.600 --> 00:00:57.120]   and how to enhance the function of your immune system.
[00:00:57.120 --> 00:00:58.320]   I think it's fair to say that most people
[00:00:58.320 --> 00:01:02.120]   would like to have a lot of energy during the day,
[00:01:02.120 --> 00:01:04.200]   if you work during the day,
[00:01:04.200 --> 00:01:07.500]   and they'd like their energy to taper off at night.
[00:01:07.500 --> 00:01:09.040]   And I think it's fair to say that most people
[00:01:09.040 --> 00:01:11.120]   don't enjoy being sick.
[00:01:11.120 --> 00:01:13.320]   And it turns out that the two hormones
[00:01:13.320 --> 00:01:16.920]   that dominate those processes of having enough energy
[00:01:16.920 --> 00:01:21.040]   and having a healthy immune system are cortisol and epinephrine.
[00:01:21.040 --> 00:01:25.160]   I just want to cover a little bit about what cortisol and epinephrine are,
[00:01:25.160 --> 00:01:30.340]   where they are released in the body and brain, because if you can understand that,
[00:01:30.340 --> 00:01:33.220]   you will understand better how to control them.
[00:01:33.220 --> 00:01:46.060]   cortisol is a steroid hormone, much like estrogen and testosterone, in that it is derived from cholesterol.
[00:01:46.060 --> 00:01:54.900]   So understand that cholesterol is a precursor molecule, meaning it's the substrate from which a lot of things like testosterone and estrogen are made.
[00:01:55.240 --> 00:02:07.540]   Please also understand that cholesterol can be made into estrogen or testosterone or cortisol, and that cortisol is sort of the competitive partner to estrogen and testosterone.
