
[00:00:00.000 --> 00:00:10.260]   Hello, everyone. Welcome to another episode of the official, unofficial Grace Point podcast.
[00:00:10.260 --> 00:00:14.440]   I'm Stephen. I'm Isaiah. We are your co-hosts, and we are in the middle of a series called
[00:00:14.440 --> 00:00:18.780]   Why the Hate? We try to answer the question, why does our church get so much hate online?
[00:00:18.780 --> 00:00:22.900]   And it's a special episode today. We have a very special guest. Yeah, I guess today we're
[00:00:22.900 --> 00:00:30.500]   the official Grace Point podcast because today we have Pastor Ed, a.k.a. my dad, on the show.
[00:00:30.500 --> 00:00:33.720]   And we have kind of something interesting. Who's the senior pastor of Grace Point?
[00:00:33.720 --> 00:00:37.760]   Oh, yeah. Okay, yeah. He's the senior pastor of Grace Point Church, if you did not know that.
[00:00:37.760 --> 00:00:43.940]   Yeah. And we wanted to try something kind of different today. And we want to introduce...
[00:00:43.940 --> 00:00:47.880]   How about before we get into the topic? I mean, you guys see it in the title. Why don't you
[00:00:47.880 --> 00:00:51.640]   just start by introducing yourself? I don't think people know the story. I wanted to ask,
[00:00:51.640 --> 00:00:55.480]   how did you become the senior pastor of Grace Point? Because a lot of people have this impression
[00:00:55.480 --> 00:00:59.540]   that you founded the church and all this stuff. I was surprised the impression that you didn't
[00:00:59.540 --> 00:01:03.440]   and all that. So maybe just talk about that a little bit. Just like...
[00:01:03.440 --> 00:01:05.280]   You really want to go there, like the whole history?
[00:01:05.280 --> 00:01:07.960]   As much as you want. Yeah. I think people are interested.
[00:01:07.960 --> 00:01:08.360]   Okay.
[00:01:08.360 --> 00:01:09.180]   People want to know.
[00:01:09.180 --> 00:01:16.780]   Yeah. You know, that's not as straightforward as it should be. We're a 40-year-old church
[00:01:16.780 --> 00:01:24.680]   in some way. Yeah. Because it's in Berkeley where it all started. And current expression of Grace
[00:01:24.680 --> 00:01:31.340]   Point is from that period. That's true. In 1981, when I was a freshman, this church started as
[00:01:31.340 --> 00:01:36.720]   Berkeley Baptist Church. Berkeley and Oakland, Berkeley Baptist Church. I was a freshman in 81.
[00:01:36.720 --> 00:01:40.820]   The church started in 81. But I didn't join until 88. Wow.
[00:01:40.820 --> 00:01:47.920]   January of 88. We were recently married, 87. And we decided that, you know, we went to a Korean church.
[00:01:49.920 --> 00:01:56.240]   And we decided, well, we need better discipleship. We need people to mentor us. And I had known
[00:01:56.240 --> 00:02:03.120]   the leaders and my friends at Berkeley and had lots of admiration for the church. I was involved in
[00:02:03.120 --> 00:02:08.320]   youth ministry. And so I felt really obligated. I started it as a college and it just continued.
[00:02:08.820 --> 00:02:14.580]   And so we joined the church in 88. It's getting long already.
[00:02:14.580 --> 00:02:15.780]   No, no, no. It's good. It's good.
[00:02:15.780 --> 00:02:23.060]   So, yeah. So then, yeah, so I was working as a corporate lawyer in San Francisco on a big farm.
[00:02:23.060 --> 00:02:28.820]   Kelly was a coder before coders became really cool, working for Sun Microsystems.
[00:02:28.820 --> 00:02:29.140]   Wow.
[00:02:29.140 --> 00:02:32.900]   That's why we lived in Alameda. We're the only ones living in Alameda because she had a commute down to
[00:02:32.900 --> 00:02:40.340]   the South Bay. And so, and we're just lay leaders. And one day I looked at what I was doing at the law
[00:02:40.340 --> 00:02:46.260]   firm. And like, I had this moment, I was representing clients like Pechtoll and Kaiser. They really didn't
[00:02:46.260 --> 00:02:58.100]   need little Ed Kang working on their stuff. Whereas back at church, you know, and that was right when
[00:02:58.100 --> 00:03:03.780]   we were shifting into all, all English. Oh yeah. Okay. Right around we weren't 88. No, we were a
[00:03:03.780 --> 00:03:12.820]   Korean, Korean speaking, Korean culture Baptist church. I don't actually know we spoke Korean.
[00:03:12.820 --> 00:03:20.580]   So no, it was, it was exclusively Korean speaking. We're a Korean speaking church. And then, um, yeah,
[00:03:20.580 --> 00:03:27.620]   when we joined in 88, uh, actually correct that we were still largely a Korean speaking church.
[00:03:27.620 --> 00:03:33.780]   Okay. But we had started an English speaking ministry, which I think by like 1990 became
[00:03:33.780 --> 00:03:40.260]   completely exclusively English speaking, but we're always a collegiate church. So, um, so anyway,
[00:03:40.260 --> 00:03:46.820]   so we joined in 88, uh, we started, um, teaching Bible and, you know, right around in a couple of years.
[00:03:46.820 --> 00:03:54.420]   Uh, so I guess it was in 93 when, when I finally decided to, uh, leave law and do, do this full time. And,
[00:03:54.420 --> 00:04:00.420]   um, you know, my own calling story is very different from your typical, like, how did God call you into the
