
[00:00:00.000 --> 00:00:03.800]   Let's see what AI knows about football.
[00:00:03.800 --> 00:00:07.000]   Hey, chatbot, should I bet on my team to win the big game this year?
[00:00:07.000 --> 00:00:12.700]   Bet on Valley High Toyota to get you a great deal on a new 2023 Toyota.
[00:00:12.700 --> 00:00:15.500]   What? I'm talking about football, not a new car.
[00:00:15.500 --> 00:00:18.500]   Well, your team is trash and will never make it.
[00:00:18.500 --> 00:00:20.800]   Save your money and spend it on the car you need.
[00:00:20.800 --> 00:00:21.700]   Ouch.
[00:00:21.700 --> 00:00:26.400]   Score big on a new 2023 Toyota this season at Valley High Toyota.
[00:00:26.400 --> 00:00:28.300]   It's way easier than you think.
[00:00:28.800 --> 00:00:34.300]   Today on Radical Personal Finance, we talk about transitioning to retirement
[00:00:34.300 --> 00:00:38.800]   with Fritz Gilbert, writer at The Retirement Manifesto.
[00:00:38.800 --> 00:00:40.300]   He's got a cool story to share with you.
[00:00:40.300 --> 00:00:44.300]   He is 52 years old, two years away from retirement.
[00:00:44.300 --> 00:00:50.300]   We're going to talk about what it's like and how he's preparing for that transition.
[00:00:50.300 --> 00:01:06.800]   [Music]
[00:01:06.800 --> 00:01:08.800]   Welcome to the Radical Personal Finance podcast.
[00:01:08.800 --> 00:01:10.800]   My name is Joshua Sheets and I'm your host.
[00:01:10.800 --> 00:01:12.300]   Thank you for being with me today.
[00:01:12.300 --> 00:01:16.800]   Today we talk with somebody who has pursued for many years
[00:01:16.800 --> 00:01:18.800]   the path of financial independence
[00:01:18.800 --> 00:01:22.300]   and who was on the brink of that transition.
[00:01:22.300 --> 00:01:24.300]   I'm excited for him.
[00:01:24.300 --> 00:01:25.800]   I think you can be excited for him.
[00:01:25.800 --> 00:01:29.300]   Most importantly, he's a dude who's put in his homework.
[00:01:29.300 --> 00:01:31.800]   He's going to share with you some of the lessons he's learned.
[00:01:31.800 --> 00:01:38.800]   [Music]
[00:01:38.800 --> 00:01:40.800]   Very glad to have Fritz on the show with me today.
[00:01:40.800 --> 00:01:44.300]   Fritz reached out to me, he's a listener of the show, and he offered to connect.
[00:01:44.300 --> 00:01:45.300]   And he's doing a cool thing.
[00:01:45.300 --> 00:01:46.800]   He's writing at The Retirement Manifesto.
[00:01:46.800 --> 00:01:48.300]   He's not a financial advisor.
[00:01:48.300 --> 00:01:49.800]   He doesn't have anything to sell.
[00:01:49.800 --> 00:01:51.800]   He's not pushing something, anything.
[00:01:51.800 --> 00:01:55.300]   He's just trying to help and educate and pass along some of the same type of help
[00:01:55.300 --> 00:01:58.800]   that other people have helped him with, with writing about financial topics.
[00:01:58.800 --> 00:02:00.800]   But he's a very knowledgeable guy.
[00:02:00.800 --> 00:02:09.300]   And he's really great to bring out a perspective that I think you'll find really, really valuable and really useful.
[00:02:09.300 --> 00:02:14.800]   I'm not quite sure how it has happened, but I get emails from listeners from time to time.
[00:02:14.800 --> 00:02:22.300]   And listeners emailed me a couple of days ago and they made some comments about the average age of the audience.
[00:02:22.300 --> 00:02:30.800]   And I guess probably because I'm young, I'm 30, probably because of that, I talk with a lot of young people and I talk about young issues.
[00:02:30.800 --> 00:02:37.800]   But I never set out to intend to make radical personal finance targeted at young people.
[00:02:37.800 --> 00:02:43.800]   I wasn't trying to target 30-year-olds or 40-year-olds or any – I'm not really trying to target any particular age group.
[00:02:43.800 --> 00:02:56.800]   And so given that it seems that the content has skewed towards young people, I'm going to make sure that in the future that I properly represent people of traditional retirement ages.
[00:02:56.800 --> 00:03:02.800]   I'm going to properly represent the planning issues and things, being 50 years old, being 60 years old, 65.
[00:03:02.800 --> 00:03:05.800]   I'm going to do a bunch of work on social security and things like that in the future.
