
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.740]   You're listening to Let's Talk Jobs,
[00:00:08.740 --> 00:00:12.340]   where we give you practical insights into jobs and careers.
[00:00:12.340 --> 00:00:14.520]   I'm Tim Chen, and today we're talking
[00:00:14.520 --> 00:00:16.760]   about demand generation.
[00:00:16.760 --> 00:00:18.860]   Now, early in my 20s, I had the opportunity
[00:00:18.860 --> 00:00:21.540]   to visit Kolkata, India for my cousin's wedding.
[00:00:21.540 --> 00:00:26.220]   Now, I'm a naturally curious person, and I love food.
[00:00:26.220 --> 00:00:28.420]   So I was just dying to try something
[00:00:28.420 --> 00:00:30.500]   that I've never had before.
[00:00:30.500 --> 00:00:33.860]   Now, everyone warned me, and rightfully so,
[00:00:33.860 --> 00:00:38.220]   that I should stay far, far away from street vendor food,
[00:00:38.220 --> 00:00:40.020]   because my stomach had not yet gotten used
[00:00:40.020 --> 00:00:41.640]   to my new environment.
[00:00:41.640 --> 00:00:43.620]   There was also this legitimate fear
[00:00:43.620 --> 00:00:46.700]   that I could get sick due to lack of sanitation.
[00:00:46.700 --> 00:00:48.180]   But I didn't care.
[00:00:48.180 --> 00:00:49.340]   I didn't listen.
[00:00:49.340 --> 00:00:51.820]   I was so fascinated by the culture, the people,
[00:00:51.820 --> 00:00:54.060]   and the entrepreneurial hustle around me,
[00:00:54.060 --> 00:00:56.020]   I had to try something.
[00:00:56.020 --> 00:00:58.300]   So I remember going down a street,
[00:00:58.300 --> 00:01:00.740]   and a man and his daughter offered me some jalebi
[00:01:00.740 --> 00:01:02.340]   from the roadside cart.
[00:01:02.340 --> 00:01:04.740]   Now, if you're not familiar with jalebi,
[00:01:04.740 --> 00:01:07.620]   think of an American funnel cake
[00:01:07.620 --> 00:01:09.000]   that you would find at a county fair.
[00:01:09.000 --> 00:01:12.560]   But instead of it being this large, twisted donut thing,
[00:01:12.560 --> 00:01:14.860]   they're much smaller, and they're thinner,
[00:01:14.860 --> 00:01:16.960]   and they're crunchy, orange in color,
[00:01:16.960 --> 00:01:19.380]   and they're soaked in rose syrup.
[00:01:19.380 --> 00:01:21.740]   Now, I could tell that a man knew I was a foreigner,
[00:01:21.740 --> 00:01:23.900]   and that I had no idea what I was looking at.
[00:01:23.900 --> 00:01:27.620]   So between broken English, and sign language,
