
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.560]   Two weeks back, we looked at missions
[00:00:06.560 --> 00:00:09.240]   and personal evangelism, the goal of it all.
[00:00:09.240 --> 00:00:11.680]   Why did Paul specifically give his life
[00:00:11.680 --> 00:00:13.720]   to spreading the gospel?
[00:00:13.720 --> 00:00:14.760]   And we got the answer.
[00:00:14.760 --> 00:00:17.880]   Paul was all about winning, winning.
[00:00:17.880 --> 00:00:21.400]   He mentions the word win five times in four verses
[00:00:21.400 --> 00:00:24.360]   in 1 Corinthians 9, verses 19 to 22.
[00:00:24.360 --> 00:00:28.520]   Now is our focus in APJ 1898 recently.
[00:00:28.520 --> 00:00:30.940]   It's pretty easy to speak of evangelism
[00:00:30.940 --> 00:00:33.100]   in the abstract like that.
[00:00:33.100 --> 00:00:36.560]   And it's far more challenging to actually do evangelism.
[00:00:36.560 --> 00:00:39.160]   So today I want to encourage you with a story.
[00:00:39.160 --> 00:00:41.600]   This is the story of one man's attempt
[00:00:41.600 --> 00:00:45.560]   to win another man to Christ, a story of two neighbors.
[00:00:45.560 --> 00:00:47.020]   And it's a story that will challenge us
[00:00:47.020 --> 00:00:49.440]   to consider the all important question
[00:00:49.440 --> 00:00:51.520]   behind all of our evangelism.
[00:00:51.520 --> 00:00:54.400]   What is Jesus worth to me?
[00:00:54.400 --> 00:00:57.040]   Your answer to that question
[00:00:57.040 --> 00:00:59.000]   becomes your shareable testimony.
[00:00:59.000 --> 00:01:01.120]   It's what you offer others
[00:01:01.120 --> 00:01:04.480]   as you seek to win them to Christ.
[00:01:04.480 --> 00:01:06.320]   When it comes to personal evangelism,
[00:01:06.320 --> 00:01:09.640]   I'm encouraged by gritty and honest stories
[00:01:09.640 --> 00:01:13.840]   of doubt and hesitation and overcoming fears.
[00:01:13.840 --> 00:01:15.320]   And that's what we get today.
[00:01:15.320 --> 00:01:18.260]   The story of one man, Pastor John,
[00:01:18.260 --> 00:01:20.440]   seeking to win his next door neighbor to Christ,
[00:01:20.440 --> 00:01:22.460]   a man named Alan.
[00:01:22.460 --> 00:01:26.480]   And a very rare extended story told by Pastor John
[00:01:26.480 --> 00:01:30.280]   back in 1982, over 40 years ago.
[00:01:30.280 --> 00:01:31.820]   Here it is.
[00:01:31.820 --> 00:01:33.800]   - I have a neighbor named Alan.
[00:01:33.800 --> 00:01:40.080]   And he's a single man and in his 40s, I would guess.
[00:01:40.080 --> 00:01:43.520]   When Noel and I moved into the neighborhood over here,
[00:01:43.520 --> 00:01:47.320]   I met him probably the first or second day.
[00:01:47.320 --> 00:01:49.520]   And in that conversation,
[00:01:49.520 --> 00:01:51.720]   I asked if he went to church anywhere.
[00:01:51.720 --> 00:01:53.400]   He said, "No."
[00:01:54.700 --> 00:01:57.300]   And my response to that was,
[00:01:57.300 --> 00:02:00.280]   "Well, you're sure welcome to come to Bethlehem anytime."
[00:02:00.280 --> 00:02:02.740]   Knew I was the pastor there, I told him that.
[00:02:02.740 --> 00:02:04.260]   And I dropped.
