
[00:00:00.000 --> 00:00:00.840]   (upbeat music)
[00:00:00.840 --> 00:00:02.600]   - Struggling with your electric bill?
[00:00:02.600 --> 00:00:05.880]   Get an energy assist from SDG&E and SAFE.
[00:00:05.880 --> 00:00:09.360]   You may qualify for an 18% discount.
[00:00:09.360 --> 00:00:14.300]   Visit sdge.com/fera to find out more.
[00:00:14.300 --> 00:00:17.180]   - Welcome to Radical Personal Finance,
[00:00:17.180 --> 00:00:19.320]   a show dedicated to providing you with the knowledge,
[00:00:19.320 --> 00:00:21.760]   skills, insight, and encouragement you need
[00:00:21.760 --> 00:00:24.120]   to live a rich and meaningful life now
[00:00:24.120 --> 00:00:25.840]   while building a plan for financial freedom
[00:00:25.840 --> 00:00:27.640]   in 10 years or less.
[00:00:27.640 --> 00:00:29.600]   My name is Joshua, I am your host.
[00:00:29.600 --> 00:00:31.800]   And today I wanna talk with you briefly
[00:00:31.800 --> 00:00:34.960]   about taking a vacation.
[00:00:34.960 --> 00:00:36.120]   And I'm gonna share an article with you
[00:00:36.120 --> 00:00:38.280]   that I recently read that I really enjoyed.
[00:00:38.280 --> 00:00:40.760]   But the impetus for this particular show
[00:00:40.760 --> 00:00:43.040]   comes from a conversation I overheard
[00:00:43.040 --> 00:00:45.000]   in a restaurant last night.
[00:00:45.000 --> 00:00:48.020]   I was sitting in a restaurant having a little bit of food
[00:00:48.020 --> 00:00:49.780]   and I was by myself.
[00:00:49.780 --> 00:00:53.640]   And while I was there, I was listening to the couple
[00:00:53.640 --> 00:00:57.260]   or to two people at the table next to me talk.
[00:00:57.260 --> 00:01:00.080]   And there were two ladies
[00:01:00.080 --> 00:01:02.040]   and one of the ladies was a single mom.
[00:01:02.040 --> 00:01:03.720]   And she was sharing with her friend
[00:01:03.720 --> 00:01:06.080]   about what she's doing this summer.
[00:01:06.080 --> 00:01:09.840]   And right now she's working four jobs.
[00:01:09.840 --> 00:01:10.680]   She's a single mom.
[00:01:10.680 --> 00:01:13.480]   Her daughter is with her daughter's grandmother
[00:01:13.480 --> 00:01:14.520]   right now for the summer.
[00:01:14.520 --> 00:01:16.840]   And the mom is using this time
[00:01:16.840 --> 00:01:19.600]   where she doesn't have to engage in childcare
[00:01:19.600 --> 00:01:21.160]   to basically work four jobs
[00:01:21.160 --> 00:01:23.080]   and save as much money as she can.
[00:01:23.080 --> 00:01:24.840]   And she's working hard to save money.
[00:01:24.840 --> 00:01:26.120]   And her goal for that money
[00:01:26.120 --> 00:01:28.060]   is to take her daughter on a vacation.
[00:01:28.060 --> 00:01:30.620]   Now, I of course applaud that,
[00:01:30.620 --> 00:01:32.800]   but my heart went out to this mother
[00:01:32.800 --> 00:01:37.800]   because she's stuck in the American rut
[00:01:37.800 --> 00:01:42.820]   of spending crazy amounts of money on vacation
[00:01:42.820 --> 00:01:45.800]   because of not being able to think creatively
[00:01:45.800 --> 00:01:47.000]   about how to do it.
[00:01:47.000 --> 00:01:51.320]   US Americans, as a general rule
[00:01:51.320 --> 00:01:54.600]   and a very strongly applicable stereotype,
[00:01:54.600 --> 00:01:57.080]   vacation very differently
[00:01:57.080 --> 00:01:59.280]   than much of the rest of the world.
[00:01:59.280 --> 00:02:02.120]   Now, you can vacation however you want,
[00:02:02.120 --> 00:02:04.760]   but I don't personally fit in very well
[00:02:04.760 --> 00:02:06.620]   to the US American stereotype.
[00:02:06.620 --> 00:02:07.880]   I first learned this number of years ago.
[00:02:07.880 --> 00:02:10.380]   I was in college and I was working in,
[00:02:10.380 --> 00:02:14.200]   I was living and studying in Costa Rica.
[00:02:14.200 --> 00:02:17.240]   And I was working with a company
[00:02:17.240 --> 00:02:20.400]   that did ecotourism in Costa Rica.
