
[00:00:00.000 --> 00:00:18.800]   Hello, everyone. So today I'm going to talk about how to fix bugs in open source models.
[00:00:18.800 --> 00:00:24.880]   Thanks for coming again. We had a talk yesterday, the three-hour workshop, and thanks for coming
[00:00:24.880 --> 00:00:33.280]   again. So we have slides. It's at tinyurl.com/unsloth2. For the workshop slides, which we did yesterday,
[00:00:33.280 --> 00:00:41.060]   you can also access that now. Tinyurl.com/unsloth as well. So you might know me from, like, the
[00:00:41.060 --> 00:00:44.920]   Gemma bug fixes that we did. So Gemma was an open source model by Google, and there was
[00:00:44.920 --> 00:00:51.060]   a few bugs in there, and we fixed a few of them. And we just did some tweets about this,
[00:00:51.060 --> 00:00:54.460]   and, you know, like, there's many bugs in there, like, you know, the activation function
[00:00:54.460 --> 00:01:00.620]   had to be approximate JLU, not exact JLU, and there are some other issues that we talked about
[00:01:00.620 --> 00:01:05.440]   for Gemma. We also have, like, some -- a few stickers, which you can, you know, get them
[00:01:05.440 --> 00:01:10.160]   from, like, when we're outside. But this is -- yeah, we won't be handing them during the
[00:01:10.160 --> 00:01:15.520]   talk. But, yeah, they're very cool and cute. And also there's, like, tokenization problems
[00:01:15.520 --> 00:01:20.860]   as well in language models, which we also help to fix. Today I'm just going to be talking
[00:01:20.860 --> 00:01:25.860]   about LLAMA 3 bugs. So yesterday I talked about Gemma and V3, and today we're just sharing
[00:01:25.860 --> 00:01:31.160]   all the stuff that we found with LLAMA 3. For Gemma, you can access, like, all the bug fixes
[00:01:31.160 --> 00:01:36.520]   that we did in our blog post, and we have a collab notebook for all of the Gemma bug fixes as
[00:01:36.520 --> 00:01:44.200]   well. For V3, for example, we talked about this yesterday, and I just pasted some slides
[00:01:44.200 --> 00:01:48.320]   again if you want to, like, review this in your own time. For example, like, the sliding
[00:01:48.320 --> 00:01:56.820]   window should be 2048, not 2047. You can also, like, you should unfuse all of the QKV matrices,
[00:01:56.820 --> 00:02:03.360]   otherwise lower fine tuning will not work that well. But we'll be talking mainly about LLAMA 3.
[00:02:03.360 --> 00:02:07.640]   So there's actually eight bugs in LLAMA 3. Some of them are not announced yet. We will
[00:02:07.640 --> 00:02:12.920]   be announcing these later. So this is, like, a pre-release. And we'll be going through each
[00:02:12.920 --> 00:02:19.880]   of them separately. The first one is you must not use double BOS tokens. So this is actually
[00:02:19.880 --> 00:02:24.240]   a very common theme in fine tuning LLAMA 3. Some people don't actually know that you're adding
[00:02:24.240 --> 00:02:28.980]   two beginning of sentence tokens to the fine tune. And this will actually ruin your fine tune
[00:02:28.980 --> 00:02:34.260]   by making the accuracy of your inference time lower. So please, like, check before you fine tune if you're
[00:02:34.260 --> 00:02:39.740]   using double BOS tokens. In Unsloft, we do this-- we check this automatically and we'll remove the
[00:02:39.740 --> 00:02:45.260]   extra BOS token automatically for you. So this will actually cause your model to lose accuracy because
[00:02:45.260 --> 00:02:50.700]   if you trained on two BOS tokens and you do inference on one, then your model template will be incorrect.
[00:02:50.700 --> 00:02:55.980]   So please check this. It's not just a LLAMA 3 problem. Other models like Mistral
[00:02:55.980 --> 00:03:01.100]   and Gemma also have problems like this. So just be careful of this issue.
[00:03:01.100 --> 00:03:06.380]   So a very easy way to check if you have double BOS tokens, if you use the apply chat template
[00:03:06.380 --> 00:03:12.380]   from Hugging Face, if you do the first one, your chat template must have a BOS token. Otherwise,
[00:03:12.380 --> 00:03:18.620]   it won't add it. LLAMA 3 does require a BOS token. If you do the second one, you're actually having
[00:03:18.620 --> 00:03:22.700]   two BOS tokens if you do this. So please do not add a BOS token to the chat template.
[00:03:24.380 --> 00:03:31.660]   The second issue we found was you must not use the LLAMA 3 base model if you're using the LLAMA 3 template.
[00:03:31.660 --> 00:03:38.460]   There are some untrained tokens in LLAMA 3 base. The Instruct version actually has these tokens trained.
[00:03:38.460 --> 00:03:43.340]   So please be careful when you want to use the LLAMA 3 base model when you want to do your fine tuning
[00:03:43.340 --> 00:03:47.580]   because some of these tokens will cause NANDs for your gradients. These tokens include the reserve
[00:03:47.580 --> 00:03:55.020]   special tokens from zero to 250, the end of turn token, the start header, and the end of header.
[00:03:55.020 --> 00:04:01.100]   And the graph I showed shows you the mean of the embeddings versus the other tokens. And some of
[00:04:01.100 --> 00:04:06.940]   them actually are zero. So the LLAMA 3 team made some of these tokens go to zero purposefully because
[00:04:06.940 --> 00:04:12.540]   these tokens are not actually used for the model. So just please don't use some of these tokens when
[00:04:12.540 --> 00:04:17.420]   you do fine tuning as well. If you want to fix them, set them to the mean of the entire
[00:04:17.420 --> 00:04:23.500]   tokens. And in Onsloft, we do this automatically as well for you. So we showed some code where you
[00:04:23.500 --> 00:04:29.740]   can take the mean of the trained tokens and set them for the untrained tokens. Just be careful,
[00:04:29.740 --> 00:04:34.700]   don't do this like incorrectly as well. If you want to take the average of all the tokens, don't just
[00:04:34.700 --> 00:04:39.340]   take the average. You must remove the untrained tokens from the average. If you do not do that,
[00:04:39.340 --> 00:04:43.980]   you might actually have an incorrect average, right? If there's like 10,000 tokens which are untrained,
[00:04:43.980 --> 00:04:50.220]   if you divide it by 10,000 plus the number of trained tokens, your average will be incorrect. So you
[00:04:50.220 --> 00:04:55.260]   have to do this more complicated method of masking out the untrained tokens and then take the average.
[00:04:55.260 --> 00:05:02.940]   Also, reminder, because of this issue, the LLAMA 3 chat template will not work for the base model. I have
[00:05:02.940 --> 00:05:08.940]   known that many fine tuning people have used LLAMA 3 Instruct chat template for the base model and your
[00:05:08.940 --> 00:05:13.740]   fine tune will actually be incorrect. You will get NANs in your gradients and your whole fine tune will be
[00:05:13.740 --> 00:05:19.820]   broken. So please do not use the LLAMA 3 Instruct chat template for the LLAMA 3 base model. Only use this
[00:05:19.820 --> 00:05:25.340]   for the Instruct model itself. Another way to fix this is to actually train the LM head and the embed tokens,
[00:05:25.340 --> 00:05:33.180]   which will actually learn and remove the NANs in your models. Another interesting fact, and not just a LLAMA 3
[00:05:33.180 --> 00:05:40.300]   problem, but for other models, is the pad token and the EOS token must not be the same. If you do this the
[00:05:40.300 --> 00:05:46.460]   same, your model will have infinite generations. The reason is because the pad token gets masked out
[00:05:46.460 --> 00:05:52.540]   during the error, during the cross entropy loss, and if you use the same pad token as the EOS token,
[00:05:52.540 --> 00:05:57.500]   then your EOS token, the end of sentence token, will be masked out. So just be very, very careful when
[00:05:57.500 --> 00:06:03.020]   you do fine tuning to check what is the pad token ID and the EOS token ID. For example, if you look at
[00:06:03.020 --> 00:06:10.460]   V3, they're the same. So technically, V3, when you do fine tuning, it will be infinite generations. So just be
[00:06:10.460 --> 00:06:15.340]   careful and look, you know, before you do the fine tune, check what is the EOS token and what is the pad
[00:06:15.340 --> 00:06:23.340]   token? It must be different. For unsloft, we also do this automatically. We fix this for you. And we
[00:06:23.340 --> 00:06:30.140]   essentially check if there is any unreserved tokens, and we just select one which is untrained. If there
[00:06:30.140 --> 00:06:35.900]   is no untrained tokens, then we will add an extra pad token ourselves. Be careful, do not add a pad
[00:06:35.900 --> 00:06:41.820]   token which has the same, like, vocabulary as your current vocabulary. So what we do is we actually check
[00:06:41.820 --> 00:06:47.580]   the tokens inside the vocabulary and add, like, extra hashes to see, you know, to make a new pad token.
[00:06:47.580 --> 00:06:54.380]   Another issue we found for fine tuning people is, like, when you finish your fine tune,
[00:06:54.380 --> 00:06:59.340]   you don't actually know how to export it to Olama. And that is because the chat template for Olama must
[00:06:59.340 --> 00:07:04.940]   be exactly the same as your fine tune. And this was actually very complicated to do before. And now we
[00:07:04.940 --> 00:07:09.740]   can actually automatically generate the model file for you during the fine tune. So we have, like,
