
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.560]   - We love to hear from our international listeners
[00:00:07.560 --> 00:00:09.800]   who are spread out all across the globe.
[00:00:09.800 --> 00:00:12.400]   Here's a question today from a young woman.
[00:00:12.400 --> 00:00:15.160]   Hello, Pastor John, greetings to you from Finland
[00:00:15.160 --> 00:00:16.880]   and thank you for this podcast.
[00:00:16.880 --> 00:00:20.040]   I am married, but my husband and I have no children.
[00:00:20.040 --> 00:00:22.960]   In Genesis, God tells the first couple
[00:00:22.960 --> 00:00:25.080]   to be fruitful and multiply,
[00:00:25.080 --> 00:00:28.820]   increase greatly on the earth and multiply in it.
[00:00:28.820 --> 00:00:30.760]   That's Genesis 9, 7.
[00:00:30.760 --> 00:00:32.720]   Today, many people in my nation,
[00:00:32.720 --> 00:00:35.520]   people who are married and capable of having children,
[00:00:35.520 --> 00:00:37.000]   choose not to.
[00:00:37.000 --> 00:00:41.100]   Intentional childlessness has become very common
[00:00:41.100 --> 00:00:44.000]   in the past decade and the reasons are diverse.
[00:00:44.000 --> 00:00:45.640]   Fears about climate change,
[00:00:45.640 --> 00:00:47.680]   worries about the fragile health of the mother,
[00:00:47.680 --> 00:00:49.760]   worries about being a bad parent
[00:00:49.760 --> 00:00:53.500]   and simply deprioritizing children entirely.
[00:00:53.500 --> 00:00:56.360]   I know you said it was permissible for couples
[00:00:56.360 --> 00:00:59.340]   to wait to have kids and to limit the number of children
[00:00:59.340 --> 00:01:00.540]   that they have.
[00:01:00.540 --> 00:01:03.580]   That was in episode 1176.
[00:01:03.580 --> 00:01:06.300]   And you said it's permissible in some cases
[00:01:06.300 --> 00:01:10.100]   for a missionary couple to forego children altogether.
[00:01:10.100 --> 00:01:12.060]   That's episode 286.
[00:01:12.060 --> 00:01:14.820]   But how about non-missionary Christians?
[00:01:14.820 --> 00:01:17.460]   Is it permissible for an ordinary Christian couple
[00:01:17.460 --> 00:01:20.740]   to simply choose to not have children at all?
[00:01:20.740 --> 00:01:22.960]   How would you respond, Pastor John?
[00:01:22.960 --> 00:01:25.580]   - My first response is,
[00:01:25.580 --> 00:01:30.580]   I don't think there is any such thing as simply choose.
[00:01:30.580 --> 00:01:36.980]   She asks, is it permissible for an ordinary Christian couple
[00:01:36.980 --> 00:01:40.940]   to simply choose to have children?
[00:01:40.940 --> 00:01:45.580]   And I'm not sure what she means by the word simply,
