
[00:00:00.000 --> 00:00:02.600]   [silence]
[00:00:02.600 --> 00:00:04.160]   I love to exercise.
[00:00:04.160 --> 00:00:06.720]   I know to some people this might seem foreign,
[00:00:06.720 --> 00:00:08.400]   but I love to exercise.
[00:00:08.400 --> 00:00:09.780]   I love to do resistance training.
[00:00:09.780 --> 00:00:11.400]   I love to run.
[00:00:11.400 --> 00:00:13.080]   I am not one of those people
[00:00:13.080 --> 00:00:16.080]   that doesn't like the experience of exercising,
[00:00:16.080 --> 00:00:18.480]   but likes the feeling afterwards, quote unquote.
[00:00:18.480 --> 00:00:19.320]   I hear that a lot.
[00:00:19.320 --> 00:00:20.280]   I don't like to exercise,
[00:00:20.280 --> 00:00:21.880]   but I love the way I feel afterwards.
[00:00:21.880 --> 00:00:23.840]   I love physical training,
[00:00:23.840 --> 00:00:26.000]   and I love the way I feel afterwards,
[00:00:26.000 --> 00:00:28.840]   but I mostly love the feeling during.
[00:00:28.840 --> 00:00:30.680]   I don't know why I'm wired that way.
[00:00:30.680 --> 00:00:32.300]   I can't say that I'm somebody
[00:00:32.300 --> 00:00:34.840]   who likes to do hard things across the board.
[00:00:34.840 --> 00:00:37.440]   There are plenty of difficult things in life that I dread
[00:00:37.440 --> 00:00:39.840]   or that I'm sort of meh about,
[00:00:39.840 --> 00:00:43.620]   but for me, hard exercise, intense exercise
[00:00:43.620 --> 00:00:45.560]   of a particular kind, resistance training
[00:00:45.560 --> 00:00:50.360]   and running in particular, both give me a yum, yes.
[00:00:50.360 --> 00:00:51.800]   I love this kind of feeling.
[00:00:51.800 --> 00:00:55.540]   And yes, it persists for me quite a long while afterwards,
[00:00:55.540 --> 00:00:58.000]   both for sake of the way that it changes my neurochemistry,
[00:00:58.000 --> 00:00:59.480]   but also my sense of satisfaction,
[00:00:59.480 --> 00:01:01.720]   but I just simply love it.
[00:01:01.720 --> 00:01:04.600]   Now, years ago, I discovered that if I drink
[00:01:04.600 --> 00:01:08.320]   a cup of black coffee or an Americano or a double espresso
[00:01:08.320 --> 00:01:09.920]   or some yerba mate,
[00:01:09.920 --> 00:01:12.200]   that my workouts can be quite a bit more intense.
[00:01:12.200 --> 00:01:13.720]   I can run further.
[00:01:13.720 --> 00:01:15.280]   And then I also discovered
[00:01:15.280 --> 00:01:18.460]   that if I were to take a pre-workout energy drink,
[00:01:18.460 --> 00:01:22.040]   or I took, say, 300 milligrams of alpha-GPC
[00:01:22.040 --> 00:01:25.160]   and 500 milligrams of phenolethylamine,
[00:01:25.160 --> 00:01:28.060]   and perhaps even 500 milligrams of L-tyrosine,
[00:01:28.060 --> 00:01:30.080]   and perhaps did that alongside the caffeine
[00:01:30.080 --> 00:01:32.700]   and the yerba mate, then yes, absolutely.
[00:01:32.700 --> 00:01:34.300]   I really liked those workouts.
[00:01:34.300 --> 00:01:36.480]   I could be like a laser in terms of focus.
[00:01:36.480 --> 00:01:39.740]   I could exert even more effort, put on some music,
[00:01:39.740 --> 00:01:43.180]   and I could achieve even better performance.
[00:01:43.180 --> 00:01:46.140]   And then I also discovered that I could export
[00:01:46.140 --> 00:01:48.840]   that protocol of caffeine, yerba mate,
[00:01:48.840 --> 00:01:50.720]   and various supplements to my cognitive work.
[00:01:50.720 --> 00:01:52.640]   So when I was studying or writing papers
[00:01:52.640 --> 00:01:54.760]   or writing grants or in the laboratory,
[00:01:54.760 --> 00:01:57.320]   when I was doing experiments with my hands in those days,
[00:01:57.320 --> 00:01:58.720]   cutting brain tissue and staining it
[00:01:58.720 --> 00:02:00.200]   and working really long hours,
[00:02:00.200 --> 00:02:03.440]   and I discovered that all of those things,
[00:02:03.440 --> 00:02:06.640]   all of those behaviors compounded with my love of exercise
[00:02:06.640 --> 00:02:08.560]   and my love of doing science
[00:02:08.560 --> 00:02:12.120]   and gave me these big peaks in what, to me,
[00:02:12.120 --> 00:02:14.520]   felt like even important experiences.
[00:02:14.520 --> 00:02:17.040]   They felt, you know, unlike anything else.
[00:02:17.040 --> 00:02:20.560]   They were just so, so peak in their nature,
[00:02:20.560 --> 00:02:23.800]   which was great, and it did indeed enhance my performance.
[00:02:23.800 --> 00:02:27.700]   However, while it did not create a dependency
[00:02:27.700 --> 00:02:30.040]   for those different substances,
[00:02:30.040 --> 00:02:32.280]   caffeine, supplements, et cetera,
[00:02:32.280 --> 00:02:35.280]   what I noticed was that in the days
[00:02:35.280 --> 00:02:36.820]   and sometimes weekends afterwards,
[00:02:36.820 --> 00:02:38.340]   even though for much of my career,
[00:02:38.340 --> 00:02:40.300]   I confess I've worked weekends as well,
[00:02:40.300 --> 00:02:42.060]   but I would notice that I'd experience
[00:02:42.060 --> 00:02:43.760]   a real trough in energy.
[00:02:43.760 --> 00:02:45.680]   I just would not feel that good.
