
[00:00:00.000 --> 00:00:03.000]   Your tough Tacoma is here.
[00:00:03.000 --> 00:00:05.000]   Your powerful 4Runner.
[00:00:05.000 --> 00:00:08.000]   Your stylish Camry.
[00:00:08.000 --> 00:00:10.000]   Your versatile RAV4.
[00:00:10.000 --> 00:00:14.000]   Even your fully electric VZ4X.
[00:00:14.000 --> 00:00:20.000]   Your new Toyota car, truck or SUV is available now.
[00:00:20.000 --> 00:00:23.000]   So see your Toyota dealer today.
[00:00:23.000 --> 00:00:26.000]   We make it easy.
[00:00:26.000 --> 00:00:29.000]   Toyota. Let's go places.
[00:00:30.000 --> 00:00:33.000]   Today on Radical Personal Finance it's live Q&A.
[00:00:33.000 --> 00:00:51.000]   Welcome to Radical Personal Finance.
[00:00:51.000 --> 00:00:56.000]   A show dedicated to providing you with the knowledge, skills, insight and encouragement you need to live a rich and meaningful life now.
[00:00:56.000 --> 00:00:59.000]   While building a plan for financial freedom in 10 years or less.
[00:00:59.000 --> 00:01:01.000]   My name is Joshua. I am your host.
[00:01:01.000 --> 00:01:03.000]   And today on the show we've got live Q&A.
[00:01:03.000 --> 00:01:05.000]   I've got a full phone line.
[00:01:05.000 --> 00:01:07.000]   Over a dozen callers lined up here.
[00:01:07.000 --> 00:01:09.000]   So this promises to be an interesting show.
[00:01:09.000 --> 00:01:11.000]   Lots of things going on in the markets.
[00:01:11.000 --> 00:01:13.000]   Lots of things going on in the world.
[00:01:13.000 --> 00:01:15.000]   I think we're going to have fun today.
[00:01:15.000 --> 00:01:24.000]   Well, I don't know if fun is exactly the right word.
[00:01:24.000 --> 00:01:26.000]   With all of the goings on this week.
[00:01:26.000 --> 00:01:28.000]   Obviously it's been quite the momentous week.
[00:01:28.000 --> 00:01:32.000]   I need to pull out and check out the internet and see what the market's doing today.
[00:01:32.000 --> 00:01:34.000]   But it's been quite the interesting week in the markets.
[00:01:34.000 --> 00:01:37.000]   I'd imagine we'll talk a little bit about some market related topics.
[00:01:37.000 --> 00:01:40.000]   It's been quite an interesting week in the coronavirus world.
[00:01:40.000 --> 00:01:43.000]   As we start to see coronavirus spread across the world.
[00:01:43.000 --> 00:01:45.000]   Kind of as expected.
[00:01:45.000 --> 00:01:47.000]   So we'll see what happens.
[00:01:47.000 --> 00:01:52.000]   These live Q&A shows I record them every Friday when I can reach a live internet connection.
[00:01:52.000 --> 00:01:54.000]   I record a live Q&A show.
[00:01:54.000 --> 00:01:58.000]   Most of the time these shows are exclusively open to patrons of the show.
[00:01:58.000 --> 00:02:02.000]   You can become a patron of the show at patreon.com/radicalpersonalfinance.
[00:02:02.000 --> 00:02:06.000]   That means you simply support the show financially at the amount of your choosing.
[00:02:06.000 --> 00:02:07.000]   That's really helpful.
[00:02:07.000 --> 00:02:10.000]   Allows me to spend less time going after advertisers and things like that.
[00:02:10.000 --> 00:02:14.000]   And more time just simply creating more interesting and useful content for you.
[00:02:14.000 --> 00:02:20.000]   But today's show however I put out a general announcement on Twitter and to the email list.
[00:02:20.000 --> 00:02:24.000]   Which by the way you can sign up for the email list at radicalbooklist.com.
[00:02:24.000 --> 00:02:27.000]   That's what puts you on the email list so that I can reach out to you.
[00:02:27.000 --> 00:02:29.000]   All right we're going to begin today with Daniel in Virginia.
[00:02:29.000 --> 00:02:30.000]   Daniel welcome to the call.
[00:02:30.000 --> 00:02:32.000]   How can I serve you today sir?
[00:02:32.000 --> 00:02:34.000]   Hey Josh.
[00:02:34.000 --> 00:02:36.000]   Thanks so much for talking to me.
[00:02:36.000 --> 00:02:38.000]   I'm pretty new to Radical Personal Finance.
[00:02:38.000 --> 00:02:45.000]   But I thought I had a question that I've kind of been searching through the back catalog for.
[00:02:45.000 --> 00:02:50.000]   And it just kind of concerns a master's degrees.
