
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:05.240]   - Hey, everyone.
[00:00:05.240 --> 00:00:06.960]   Welcome to the Latent Space Podcast.
[00:00:06.960 --> 00:00:08.800]   This is Alessio, partner and CTO
[00:00:08.800 --> 00:00:10.320]   on Residence and Decibel Partners,
[00:00:10.320 --> 00:00:13.440]   and I'm joined by my co-host Swiggs, founder of Small.ai.
[00:00:13.440 --> 00:00:15.320]   - Hey, and today we're excited to be
[00:00:15.320 --> 00:00:18.000]   in the in-person studio with Michelle, welcome.
[00:00:18.000 --> 00:00:20.040]   - Thanks, thanks for having me, very excited to be here.
[00:00:20.040 --> 00:00:21.680]   - This has been a long time coming.
[00:00:21.680 --> 00:00:23.200]   I've been following your work
[00:00:23.200 --> 00:00:25.140]   on the API platform for a little bit,
[00:00:25.140 --> 00:00:28.200]   and I'm finally glad that we could make this happen
[00:00:28.200 --> 00:00:30.240]   after you shipped the structured outputs.
[00:00:30.240 --> 00:00:31.200]   How does that feel?
[00:00:31.200 --> 00:00:32.520]   - Yeah, it feels great.
[00:00:32.520 --> 00:00:34.000]   We've been working on it for quite a while,
[00:00:34.000 --> 00:00:36.000]   so very excited to have it out there
[00:00:36.000 --> 00:00:37.240]   and have people using it.
[00:00:37.240 --> 00:00:38.720]   - We'll tell the story soon,
[00:00:38.720 --> 00:00:40.520]   but I want to give people a little intro
[00:00:40.520 --> 00:00:41.360]   to your backgrounds.
[00:00:41.360 --> 00:00:44.880]   So you've interned and/or worked at Google, Stripe,
[00:00:44.880 --> 00:00:47.760]   Coinbase, Clubhouse, and obviously OpenAI.
[00:00:47.760 --> 00:00:49.240]   What was that journey like?
[00:00:49.240 --> 00:00:51.840]   You know, the one that has the most appeal to me
[00:00:51.840 --> 00:00:53.720]   is Clubhouse because that was a very,
[00:00:53.720 --> 00:00:55.440]   very hot company for a while.
[00:00:55.440 --> 00:00:57.080]   Basically, you seem to join companies
[00:00:57.080 --> 00:00:59.120]   when they're about to scale up really a lot,
[00:00:59.120 --> 00:01:01.640]   and obviously OpenAI has been the latest.
[00:01:01.640 --> 00:01:03.480]   But yeah, just what are your learnings
[00:01:03.480 --> 00:01:06.480]   and your history going into all these notable companies?
[00:01:06.480 --> 00:01:07.320]   - Yeah, totally.
[00:01:07.320 --> 00:01:09.200]   For a bit of my background, I'm Canadian.
[00:01:09.200 --> 00:01:10.920]   I went to the University of Waterloo,
[00:01:10.920 --> 00:01:12.600]   and there you do like six internships
[00:01:12.600 --> 00:01:13.840]   as part of your degree.
[00:01:13.840 --> 00:01:16.600]   So I started, actually, my first job was really rough.
[00:01:16.600 --> 00:01:19.360]   I worked at a bank, and I learned Visual Basic,
[00:01:19.360 --> 00:01:21.760]   and I like animated bond yield curves,
[00:01:21.760 --> 00:01:23.200]   and it was, you know, not--
[00:01:23.200 --> 00:01:24.040]   - Me too.
[00:01:24.040 --> 00:01:24.860]   - Oh, really?
[00:01:24.860 --> 00:01:26.200]   - Yeah, I was a derivatives trader.
[00:01:26.200 --> 00:01:28.200]   - Interest rate swaps, that kind of stuff, yeah.
[00:01:28.200 --> 00:01:30.000]   - Yeah, so I liked, you know, having a job,
[00:01:30.000 --> 00:01:31.080]   but I didn't love that job.
[00:01:31.080 --> 00:01:33.680]   And then my next internship was Google,
[00:01:33.680 --> 00:01:35.120]   and I learned so much there.
[00:01:35.120 --> 00:01:36.160]   It was tremendous.
[00:01:36.160 --> 00:01:38.400]   But I had a bunch of friends that were into startups more,
[00:01:38.400 --> 00:01:40.720]   and, you know, Waterloo has like a big startup culture,
[00:01:40.720 --> 00:01:44.240]   and one of my friends interned at Stripe,
[00:01:44.240 --> 00:01:45.160]   and he said it was super cool.
[00:01:45.160 --> 00:01:46.360]   So that was kind of my,
[00:01:46.360 --> 00:01:48.880]   I also was a little bit into crypto at the time,
[00:01:48.880 --> 00:01:50.320]   then I got into it on Hacker News,
[00:01:50.320 --> 00:01:52.280]   and so Coinbase was on my radar.
[00:01:52.280 --> 00:01:54.720]   And so that was like my first real startup opportunity
[00:01:54.720 --> 00:01:55.720]   was Coinbase.
[00:01:55.720 --> 00:01:57.880]   I think I've never learned more in my life
[00:01:57.880 --> 00:01:59.080]   than in the four-month period
[00:01:59.080 --> 00:02:00.640]   when I was interning at Coinbase.
[00:02:00.640 --> 00:02:02.080]   They actually put me on call.
[00:02:02.080 --> 00:02:04.160]   I worked on like the ACH rails there,
[00:02:04.160 --> 00:02:05.440]   and it was absolutely crazy.
[00:02:05.440 --> 00:02:07.960]   You know, crypto was a very formative experience.
[00:02:07.960 --> 00:02:08.800]   Yeah.
[00:02:08.800 --> 00:02:10.480]   - This is 2018 to 2020,
[00:02:10.480 --> 00:02:11.720]   kind of like the first big wave.
[00:02:11.720 --> 00:02:13.360]   - That was my full-time.
[00:02:13.360 --> 00:02:16.480]   But I was there as an intern in 2016.
