
[00:00:00.000 --> 00:00:03.000]   Enjoying your podcast? We'll be brief.
[00:00:03.000 --> 00:00:05.000]   If you're looking for the perfect holiday gift,
[00:00:05.000 --> 00:00:07.000]   give Scratchers from the California Lottery.
[00:00:07.000 --> 00:00:09.000]   With so many to choose from,
[00:00:09.000 --> 00:00:12.000]   you're sure to find the right gift for anyone on your list.
[00:00:12.000 --> 00:00:15.000]   Now that your holiday shopping list is figured out,
[00:00:15.000 --> 00:00:17.000]   enjoy this bird singing Jingle Bells.
[00:00:17.000 --> 00:00:21.000]   [Birds chirping]
[00:00:21.000 --> 00:00:24.000]   Give the gift of Scratchers from the California Lottery.
[00:00:24.000 --> 00:00:26.000]   A little play can make your day.
[00:00:26.000 --> 00:00:27.000]   Please play responsibly.
[00:00:27.000 --> 00:00:30.000]   Must be 18 years or older to purchase, play, or claim.
[00:00:30.000 --> 00:00:33.000]   What could you do if you're basically stuck in a cycle
[00:00:33.000 --> 00:00:35.000]   that you're not very happy with?
[00:00:35.000 --> 00:00:38.000]   I guess the so-called rat race.
[00:00:38.000 --> 00:00:41.000]   Don't have a lot of money, have some bills,
[00:00:41.000 --> 00:00:45.000]   but have some debt and don't have enough money to really make progress.
[00:00:45.000 --> 00:00:47.000]   Well, you could keep doing it,
[00:00:47.000 --> 00:00:51.000]   or you could, little by little, radically transform your life,
[00:00:51.000 --> 00:00:53.000]   sell your car, get rid of all your stuff,
[00:00:53.000 --> 00:00:55.000]   and move into a tiny house.
[00:00:55.000 --> 00:00:58.000]   Would that help you achieve financial independence?
[00:00:58.000 --> 00:01:01.000]   Well, it worked for today's guest.
[00:01:01.000 --> 00:01:17.000]   [Music]
[00:01:17.000 --> 00:01:19.000]   Welcome to the Radical Personal Finance Podcast.
[00:01:19.000 --> 00:01:20.000]   Thank you for being here.
[00:01:20.000 --> 00:01:21.000]   My name is Joshua Sheets,
[00:01:21.000 --> 00:01:25.000]   and today is Tuesday, November 18, 2014.
[00:01:25.000 --> 00:01:28.000]   Tuesdays are interview days on the show,
[00:01:28.000 --> 00:01:32.000]   and today I am thrilled to bring you an interview with Tammy Strobel,
[00:01:32.000 --> 00:01:36.000]   who is author of the blog RowdyKittens.com.
[00:01:36.000 --> 00:01:39.000]   She's going to share with us her story toward financial freedom
[00:01:39.000 --> 00:01:41.000]   and how minimalism played a major role.
[00:01:41.000 --> 00:01:50.000]   [Music]
[00:01:50.000 --> 00:01:53.000]   One of the themes that I've explored a couple times on the show
[00:01:53.000 --> 00:01:56.000]   is basically the theme of requiring less.
[00:01:56.000 --> 00:02:01.000]   To me, that's a powerful theme that we don't talk about enough in modern society.
[00:02:01.000 --> 00:02:03.000]   There's a famous quote.
[00:02:03.000 --> 00:02:06.000]   At the moment, I can't place who it was that originated it,
[00:02:06.000 --> 00:02:12.000]   but this simply said, "He is wealthiest not who has the most but who needs the least."
[00:02:12.000 --> 00:02:14.000]   So I've always been intrigued by minimalism,
[00:02:14.000 --> 00:02:20.000]   and that's why I've done an interview with Joshua Becker on the show.
[00:02:20.000 --> 00:02:24.000]   Now, today, I'm thrilled to bring an interview with Tammy Strobel.
[00:02:24.000 --> 00:02:28.000]   Tammy has a really great blog that I've read for years at RowdyKittens.com.
[00:02:28.000 --> 00:02:30.000]   My favorite thing, she just has beautiful photographs,
[00:02:30.000 --> 00:02:33.000]   and I'm always amazed at the photographs she takes.
[00:02:33.000 --> 00:02:35.000]   She takes, these days, all of them with her cell phone,
[00:02:35.000 --> 00:02:37.000]   so it just blows my mind how she does it.
[00:02:37.000 --> 00:02:38.000]   So that's what I enjoy.
[00:02:38.000 --> 00:02:45.000]   But she also has a really neat story about her transition and her financial plan
[00:02:45.000 --> 00:02:47.000]   and the things over the years that have worked and that haven't.
[00:02:47.000 --> 00:02:51.000]   She has written a book on living a life that is car-free.
[00:02:51.000 --> 00:02:57.000]   She's also written a lot about her and her husband's experience living in a tiny house,
[00:02:57.000 --> 00:03:02.000]   which is those little--you've probably seen them online--cute little wooden houses,
[00:03:02.000 --> 00:03:04.000]   but usually that go on a trailer.
[00:03:04.000 --> 00:03:09.000]   Very small, a couple hundred square feet or a hundred and something square feet.
[00:03:09.000 --> 00:03:11.000]   Very small, very cute, though, usually.
[00:03:11.000 --> 00:03:13.000]   So she's done that.
[00:03:13.000 --> 00:03:17.000]   Now, the neat thing about Tammy is that she and her husband now own a car
[00:03:17.000 --> 00:03:19.000]   and have since moved from their tiny house.
[00:03:19.000 --> 00:03:28.000]   So hopefully we'll get a fairly accurate assessment of what it's actually like to live their kind of lifestyle.
[00:03:28.000 --> 00:03:30.000]   So stay tuned at the end, though.
[00:03:30.000 --> 00:03:34.000]   We'll get to that at the end of the interview and share with you
[00:03:34.000 --> 00:03:45.000]   and tie together the financial concepts to show how the exact same wealth formula
[00:03:45.000 --> 00:03:50.000]   that we always talk about, the three-part formula, is what Tammy is exploiting in her situation.
[00:03:50.000 --> 00:03:54.000]   I'm going to show how just several of our guests recently have pulled it together
[00:03:54.000 --> 00:04:00.000]   and are working that formula in ways that you would probably think seem contradictory.
[00:04:00.000 --> 00:04:04.000]   For example, the interview I played last Thursday was with James Wesley Rawls,
[00:04:04.000 --> 00:04:08.000]   author of Survival Blog, and he's talking about survivalism.
[00:04:08.000 --> 00:04:11.000]   So how is it that a survivalist who is stockpiling stuff
[00:04:11.000 --> 00:04:14.000]   and a minimalist who is getting rid of stuff are applying the same principles?
[00:04:14.000 --> 00:04:19.000]   Well, stay tuned at the end of the show, and I will tie that together for you
[00:04:19.000 --> 00:04:23.000]   and just explain it in light of the three-part formula.
[00:04:23.000 --> 00:04:27.000]   I want to make a quick note to all of you who are subscribed to the show
[00:04:27.000 --> 00:04:29.000]   or have been subscribed to the show in iTunes.
[00:04:29.000 --> 00:04:33.000]   After episode 99, which was last Friday, I broke the iTunes feed.
[00:04:33.000 --> 00:04:36.000]   If you are not receiving updates, it's a very simple fix.
[00:04:36.000 --> 00:04:38.000]   I apologize. I made a mistake.
