
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.560]   - Let's say we've now picked a place.
[00:00:07.560 --> 00:00:09.520]   Let's say we have decided the why
[00:00:09.520 --> 00:00:11.260]   and we know why we're going.
[00:00:11.260 --> 00:00:12.920]   What kind of research do you think
[00:00:12.920 --> 00:00:14.280]   people should be doing in advance
[00:00:14.280 --> 00:00:16.440]   versus leaving up to that serendipity
[00:00:16.440 --> 00:00:17.640]   you described earlier?
[00:00:17.640 --> 00:00:18.680]   - What I like to do is,
[00:00:18.680 --> 00:00:20.080]   so I'm just gonna give you an example
[00:00:20.080 --> 00:00:23.800]   of from the 52 places trip I did,
[00:00:23.800 --> 00:00:27.280]   because I mean, I think it's very out of the ordinary,
[00:00:27.280 --> 00:00:29.200]   of course, but I think there's a lot
[00:00:29.200 --> 00:00:30.120]   that can be learned for it.
[00:00:30.120 --> 00:00:31.920]   One of the things was that I,
[00:00:31.920 --> 00:00:34.320]   because I was going to 52 places in 52 weeks,
[00:00:34.320 --> 00:00:36.280]   I didn't have time to prepare, right?
[00:00:36.280 --> 00:00:40.160]   I luckily had someone at the times who was helping me
[00:00:40.160 --> 00:00:41.880]   and she would send me like a really great,
[00:00:41.880 --> 00:00:44.600]   like one pager of like,
[00:00:44.600 --> 00:00:46.040]   here's what you need to know about currency
[00:00:46.040 --> 00:00:47.240]   and here's what you need to know about,
[00:00:47.240 --> 00:00:48.480]   you know, public transportation
[00:00:48.480 --> 00:00:50.840]   and here's like the top 10 things to do
[00:00:50.840 --> 00:00:52.080]   when you Google the place, right?
[00:00:52.080 --> 00:00:55.080]   Like these are the big tourist hits or whatever.
[00:00:55.080 --> 00:00:57.560]   I would try to like knock out those 10 things
[00:00:57.560 --> 00:00:59.600]   in like an afternoon and be like,
[00:00:59.600 --> 00:01:01.400]   okay, so I've done the brass tacks,
[00:01:01.400 --> 00:01:02.480]   I've seen that now, like,
[00:01:02.480 --> 00:01:05.240]   let me actually have an experience, you know?
[00:01:05.240 --> 00:01:07.120]   And I think that goes back to this idea
[00:01:07.120 --> 00:01:11.640]   of like travel being more serendipitous,
[00:01:11.640 --> 00:01:15.680]   more spontaneous, more connective than it is extractive.
[00:01:15.680 --> 00:01:17.840]   I think a lot of the times we think of travel as extractive
[00:01:17.840 --> 00:01:19.040]   where it's like, I need to go in there,
[00:01:19.040 --> 00:01:20.880]   get things that make me fulfilled and leave
[00:01:20.880 --> 00:01:22.680]   and that's, and wash my hands of it
[00:01:22.680 --> 00:01:24.600]   and plan the next trip.
[00:01:24.600 --> 00:01:27.600]   And I think leaving things open has been,
[00:01:27.600 --> 00:01:29.720]   has always led to the best experiences.
[00:01:29.720 --> 00:01:33.160]   In terms of preparation, like, yeah, have a place to stay.
[00:01:33.160 --> 00:01:35.920]   If it's city-based, find a place to stay.
[00:01:35.920 --> 00:01:39.760]   I think beforehand, if you can, go as local as possible.
[00:01:39.760 --> 00:01:40.840]   And I don't mean Airbnb.
[00:01:40.840 --> 00:01:43.560]   I mean, Airbnb is fine if that's what you want to do.
[00:01:43.560 --> 00:01:46.640]   But I think there's nothing better than staying
[00:01:46.640 --> 00:01:49.240]   at like a family run bed and breakfast.
[00:01:49.240 --> 00:01:50.680]   I think it's the best, you know,
[00:01:50.680 --> 00:01:53.200]   bathrooms down the hall, you know,
[00:01:54.160 --> 00:01:55.840]   dad's making you breakfast in the morning.
[00:01:55.840 --> 00:01:57.760]   Mom's giving you tips of where to go shopping.
[00:01:57.760 --> 00:02:02.440]   You know, like that vibe, I think opens up so much
[00:02:02.440 --> 00:02:04.600]   just in terms of local recommendations,
[00:02:04.600 --> 00:02:07.000]   in terms of the feeling of being a local,
[00:02:07.000 --> 00:02:08.960]   in terms of supporting local economies,
[00:02:08.960 --> 00:02:11.240]   you're staying at like a family run hotel
[00:02:11.240 --> 00:02:12.720]   versus the Hilton or whatever.
[00:02:12.720 --> 00:02:14.200]   Like that thing goes a long way
[00:02:14.200 --> 00:02:16.520]   in terms of where you're putting your money.
[00:02:16.520 --> 00:02:20.800]   So I think that's a great place to start.
[00:02:20.800 --> 00:02:23.040]   I've had incredible experiences literally just from,
[00:02:23.040 --> 00:02:25.120]   you know, an innkeeper in Bulgaria,
[00:02:25.120 --> 00:02:27.960]   who over the course of five days of me staying there,
[00:02:27.960 --> 00:02:29.040]   kind of gains my trust.
[00:02:29.040 --> 00:02:31.840]   And all of a sudden he's showing me old family photos
[00:02:31.840 --> 00:02:33.000]   and he's showing me into the basement
[00:02:33.000 --> 00:02:35.000]   where there's like a fresco on the wall
[00:02:35.000 --> 00:02:36.880]   from like the Ottoman times.
[00:02:36.880 --> 00:02:39.320]   And he like keeps it under, like behind glass,
[00:02:39.320 --> 00:02:41.120]   'cause it's like his greatest possession now.
[00:02:41.120 --> 00:02:42.960]   And it's in this house that he's owned
[00:02:42.960 --> 00:02:44.200]   and his family has owned.
[00:02:44.200 --> 00:02:45.960]   So just like these experiences that you unlock
[00:02:45.960 --> 00:02:48.120]   by like going local, by going small.
[00:02:48.120 --> 00:02:51.320]   I feel like you didn't ask me
[00:02:51.320 --> 00:02:53.400]   where you should stay,
[00:02:53.400 --> 00:02:55.400]   but I do think that is kind of where most people start.
[00:02:55.400 --> 00:02:59.800]   And I think thinking even the why in that decision
[00:02:59.800 --> 00:03:01.040]   goes a long way.
[00:03:01.040 --> 00:03:02.840]   You could just look at TripAdvisor
[00:03:02.840 --> 00:03:05.680]   and go with the one with the most reviews with five stars,
[00:03:05.680 --> 00:03:08.560]   but then you're just kind of doing what everyone else did.
[00:03:08.560 --> 00:03:09.560]   - Right.
[00:03:09.560 --> 00:03:11.240]   And is there a time and a place sometimes
[00:03:11.240 --> 00:03:14.400]   for staying in like the city center,
[00:03:14.400 --> 00:03:15.440]   being really close to things?
[00:03:15.440 --> 00:03:16.880]   I don't know if the, you know,
