
[00:00:00.000 --> 00:00:09.120]   15% on all goods coming from Europe, 0% on US goods going to Europe, so an opening up
[00:00:09.120 --> 00:00:15.480]   of Europe markets, paying us 15% and on top of that, getting commitments like $750 billion,
[00:00:15.480 --> 00:00:18.580]   almost a trillion dollars of energy purchases from the US.
[00:00:18.580 --> 00:00:22.760]   Or look at Japan, which they announced last week, another huge market.
[00:00:22.760 --> 00:00:28.380]   Again, similar, they're going to pay tariffs to the United States, no tariffs imposed on
[00:00:28.380 --> 00:00:35.380]   the United States, and they're going to invest $550 billion into the US in a way the President
[00:00:35.380 --> 00:00:36.460]   gets to direct.
[00:00:36.460 --> 00:00:44.200]   So I just think we need to give the President credit where credit is due.
[00:00:44.200 --> 00:00:49.160]   Everybody said this was going to lead to retaliation, to trade wars, was going to be disastrous for
[00:00:49.160 --> 00:00:50.160]   the US.
[00:00:50.160 --> 00:00:54.700]   And all we've seen so far is deals, deals, deals, deals.
[00:00:54.700 --> 00:00:59.420]   And I have to say, if this was the CEO of one of our companies, let's say we had a board
[00:00:59.420 --> 00:01:01.700]   meeting at the start of the year and he outlined these plans.
[00:01:01.700 --> 00:01:04.940]   And we said, hey, we're really nervous about this.
[00:01:04.940 --> 00:01:07.560]   This is a high risk, high reward strategy.
[00:01:07.560 --> 00:01:12.020]   It's either going to backfire and we're going to fire you, or it's going to work really well
[00:01:12.020 --> 00:01:13.960]   and we give you a bonus.
[00:01:13.960 --> 00:01:17.960]   If we're measuring them halfway through the year, I would say that he's in line for a
[00:01:17.960 --> 00:01:18.960]   bonus.
[00:01:18.960 --> 00:01:33.960]   All right, the Summer Pod's back in action.
[00:01:33.960 --> 00:01:35.680]   Good to see you guys.
[00:01:35.680 --> 00:01:40.460]   We have our good friend, Sunny Madra, the CEO of Grok joining from, I don't know, Sunny, it
[00:01:40.460 --> 00:01:43.960]   looks like some fancy hotel in Saudi Arabia in the middle of the night.
[00:01:43.960 --> 00:01:44.960]   Good to see you.
[00:01:44.960 --> 00:01:45.960]   You picked it up.
[00:01:45.960 --> 00:01:46.960]   You picked it up.
[00:01:46.960 --> 00:01:48.960]   You have a good eye for the Middle East.
[00:01:48.960 --> 00:01:54.480]   And Bill, you got off your boat catching bluefin tuna.
[00:01:54.480 --> 00:01:57.480]   You look like you're in some office somewhere, so good to see you.
[00:01:57.480 --> 00:02:05.960]   I am borrowing Mitch Lasky's incredible podcast set up in our Woodside office with the high-def
[00:02:05.960 --> 00:02:06.960]   SLR camera.
[00:02:06.960 --> 00:02:07.960]   Nice.
[00:02:07.960 --> 00:02:08.960]   You're looking good.
[00:02:08.960 --> 00:02:09.960]   I appreciate it.
[00:02:09.960 --> 00:02:14.380]   Sunny, of course, our good buddy Sunny is the CEO of Grok.
