
[00:00:00.000 --> 00:00:02.720]   (upbeat music)
[00:00:02.720 --> 00:00:04.040]   - What we see right now in the field
[00:00:04.040 --> 00:00:07.920]   is that there's lots of interesting reinforcement learning
[00:00:07.920 --> 00:00:10.120]   results that come out of industry labs
[00:00:10.120 --> 00:00:12.300]   that have a lot of computational resources.
[00:00:12.300 --> 00:00:13.960]   And that makes it basically impossible
[00:00:13.960 --> 00:00:16.540]   for anyone outside, specifically in academia,
[00:00:16.540 --> 00:00:17.560]   to reproduce these results.
[00:00:17.560 --> 00:00:19.420]   And that was exactly the kind of motivation
[00:00:19.420 --> 00:00:22.460]   behind that environment in that it's really complex,
[00:00:22.460 --> 00:00:24.840]   but at the same time should be affordable
[00:00:24.840 --> 00:00:27.680]   for grad students and master's students and whatnot
[00:00:27.680 --> 00:00:29.720]   to actually do experiments with.
[00:00:29.720 --> 00:00:31.680]   You're listening to Gradient Dissent,
[00:00:31.680 --> 00:00:34.080]   a show where we learn about making machine learning models
[00:00:34.080 --> 00:00:35.320]   work in the real world.
[00:00:35.320 --> 00:00:37.680]   I'm your host, Lucas Biewald.
[00:00:37.680 --> 00:00:41.160]   Tim is a research scientist at Facebook AI Research
[00:00:41.160 --> 00:00:44.360]   and a lecturer at the University College of London.
[00:00:44.360 --> 00:00:47.520]   Heinrich is a research engineer at Facebook AI Research
[00:00:47.520 --> 00:00:49.520]   and previously worked at DeepMind.
[00:00:49.520 --> 00:00:51.920]   Together, they built the NetHack learning environment,
[00:00:51.920 --> 00:00:54.560]   which is a super exciting project to make it easier
[00:00:54.560 --> 00:00:56.240]   for people to build and experiment
[00:00:56.240 --> 00:00:58.160]   with reinforcement learning algorithms.
[00:00:58.160 --> 00:00:59.960]   It also operates in a game called NetHack
[00:00:59.960 --> 00:01:01.520]   that I've played for the last three decades.
[00:01:01.520 --> 00:01:04.520]   And so I'm especially excited to talk to these guys.
[00:01:04.520 --> 00:01:05.680]   I had been thinking for a while,
[00:01:05.680 --> 00:01:08.880]   I was wondering how well reinforcement learning
[00:01:08.880 --> 00:01:10.160]   would work on the game NetHack.
[00:01:10.160 --> 00:01:11.440]   And then I came across your project
[00:01:11.440 --> 00:01:13.080]   and you're actually making an environment
[00:01:13.080 --> 00:01:15.960]   where people could try out different algorithms in NetHack.
[00:01:15.960 --> 00:01:18.160]   So maybe you could start by kind of telling me
[00:01:18.160 --> 00:01:21.400]   how you came to this idea as a learning environment
[00:01:21.400 --> 00:01:24.160]   and maybe describe what the game NetHack is.
[00:01:24.160 --> 00:01:26.640]   So NetHack is this really old game
[00:01:26.640 --> 00:01:28.520]   that grew out of an even older game
[00:01:28.520 --> 00:01:31.480]   in I think the 80s or thereabouts.
[00:01:31.480 --> 00:01:33.680]   So it's as old as Unix basically.
[00:01:33.680 --> 00:01:36.000]   And it's this like text-based game,
[00:01:36.000 --> 00:01:37.160]   Dungeons and Dragons style.
[00:01:37.160 --> 00:01:39.080]   The object is to go down a dungeon
[00:01:39.080 --> 00:01:43.160]   and retrieve a certain item and then go back up and win.
[00:01:43.160 --> 00:01:45.320]   And that kind of undersells it
[00:01:45.320 --> 00:01:47.880]   because the actual fun is in interacting
[00:01:47.880 --> 00:01:50.240]   with all the monsters or picking up objects.
[00:01:50.240 --> 00:01:52.560]   And then there's loads of in-game jokes.
[00:01:52.560 --> 00:01:55.160]   And it's also generally quite a hard game.
[00:01:55.160 --> 00:01:57.640]   So I've been playing NetHack since I was quite young,
[00:01:57.640 --> 00:01:59.000]   I think about 12.
[00:01:59.000 --> 00:02:00.440]   And it was like some dust box
[00:02:00.440 --> 00:02:02.000]   where someone installed NetHack.
[00:02:02.000 --> 00:02:04.360]   And I didn't really like understand what to do.
[00:02:04.360 --> 00:02:06.760]   And then later on when I had the internet
[00:02:06.760 --> 00:02:09.440]   and there were some so-called spoilers,
[00:02:09.440 --> 00:02:10.640]   and I started being able to look
[00:02:10.640 --> 00:02:12.400]   at this actual source code of NetHack,
[00:02:12.400 --> 00:02:15.040]   I started being able to like do more in the game.
[00:02:15.040 --> 00:02:17.560]   So it's really easy to die in NetHack.
[00:02:17.560 --> 00:02:19.720]   You don't have a second chance.
[00:02:19.720 --> 00:02:21.520]   Like you can save the game, but then it exits.
[00:02:21.520 --> 00:02:23.760]   And when you enter it, go back in,
[00:02:23.760 --> 00:02:26.040]   it's like it's fixed up where you were.
[00:02:26.040 --> 00:02:28.040]   And it's a really hard and really fun game
[00:02:28.040 --> 00:02:30.320]   with a still active community.
[00:02:30.320 --> 00:02:33.480]   And it's text-based, but still pretty complex.
[00:02:33.480 --> 00:02:35.640]   - I feel like what's notable to me about NetHack
[00:02:35.640 --> 00:02:39.320]   is I've probably played it more than maybe any other game.
[00:02:39.320 --> 00:02:40.840]   And yet I'm still kind of surprised
[00:02:40.840 --> 00:02:41.920]   by things that happen in it.
[00:02:41.920 --> 00:02:45.040]   Like I still find myself looking up like what's going on.
[00:02:45.040 --> 00:02:47.960]   And like, it seems like people even will kind of come
[00:02:47.960 --> 00:02:50.840]   to like interesting ideas about how to use the objects
[00:02:50.840 --> 00:02:52.720]   in the game and the game will actually have
[00:02:52.720 --> 00:02:54.040]   kind of supported these sort of
[00:02:54.040 --> 00:02:56.400]   one in a million chance occurrences.
[00:02:56.400 --> 00:02:58.400]   So it seems like incredibly deep.
[00:02:58.400 --> 00:03:00.720]   Like I don't even actually know how deep it goes
[00:03:00.720 --> 00:03:02.880]   for how simple it looks at first.
[00:03:02.880 --> 00:03:03.880]   - Yeah, I fully agree.
[00:03:03.880 --> 00:03:06.120]   I mean, so the reason why we believe
[00:03:06.120 --> 00:03:08.800]   this is an interesting challenge for reinforcement learning
[00:03:08.800 --> 00:03:10.640]   is exactly that kind of depth, right?
[00:03:10.640 --> 00:03:14.240]   It's as Heiner mentioned, from the looks of it,
[00:03:14.240 --> 00:03:17.280]   it's a quite simple game in that it's a terminal based,
[00:03:17.280 --> 00:03:18.680]   right, so everything is rendered
[00:03:18.680 --> 00:03:20.800]   as these ASCII characters in terminal.
[00:03:20.800 --> 00:03:24.400]   But in fact, it's so deep in terms of the number of items
[00:03:24.400 --> 00:03:25.440]   and the number of monsters
[00:03:25.440 --> 00:03:27.200]   that you have to learn to interact with.
[00:03:27.200 --> 00:03:29.360]   There's always new things to discover.
[00:03:29.360 --> 00:03:32.400]   And on top of that, it's procedurally generated.
[00:03:32.400 --> 00:03:34.840]   That means every time you enter the game,
[00:03:34.840 --> 00:03:36.400]   every time you enter the dungeon,
[00:03:36.400 --> 00:03:38.360]   it will be generated in front of you
[00:03:38.360 --> 00:03:41.200]   and it will look different from any other episode
[00:03:41.200 --> 00:03:43.320]   that you have been playing before.
[00:03:43.320 --> 00:03:46.880]   So that gives it also a lot of, I guess, replayability.
[00:03:46.880 --> 00:03:48.720]   And it's much closer, I guess, in spirit
[00:03:48.720 --> 00:03:51.200]   to more modern games like Minecraft, right,
[00:03:51.200 --> 00:03:52.800]   where also every time you play Minecraft,
[00:03:52.800 --> 00:03:53.880]   the world is generated.
[00:03:53.880 --> 00:03:57.160]   That poses very unique challenges to reinforcement learning
[00:03:57.160 --> 00:03:59.280]   because so far, or for a long time,
[00:03:59.280 --> 00:04:03.640]   we've been mostly using games like Atari games
[00:04:03.640 --> 00:04:06.800]   to test the limits of reinforcement learning agents.
[00:04:06.800 --> 00:04:09.960]   And that has been going on for a while and has been good.
[00:04:09.960 --> 00:04:13.040]   But at some point, I think people started to realize
[00:04:13.040 --> 00:04:16.960]   that in Atari, when you, let's say, play Breakout
[00:04:16.960 --> 00:04:18.640]   or you play even Montezuma's Revenge,
[00:04:18.640 --> 00:04:19.880]   which is one of the hardest games
[00:04:19.880 --> 00:04:22.120]   in the arcade learning environment,
[00:04:22.120 --> 00:04:23.920]   every time you play that game, it's the same, right?
[00:04:23.920 --> 00:04:27.880]   I mean, you can basically memorize sequences of actions
[00:04:27.880 --> 00:04:30.320]   through the game that lead you to win the game.
[00:04:30.320 --> 00:04:33.400]   And that's exactly what then approaches like Go Explore
[00:04:33.400 --> 00:04:37.240]   by Ubai have been exploited to win the game.
[00:04:37.240 --> 00:04:40.200]   So I think it started roughly two, three years ago
[00:04:40.200 --> 00:04:41.840]   when people started to look
[00:04:41.840 --> 00:04:44.120]   into these procedurally generated games.
[00:04:44.120 --> 00:04:45.800]   I mean, Minecraft is one example,
[00:04:45.800 --> 00:04:47.880]   but it's very expensive to render
[00:04:47.880 --> 00:04:49.440]   and expensive to simulate.
[00:04:49.440 --> 00:04:51.760]   But also, I guess, the Obstacle Tower Challenge
[00:04:51.760 --> 00:04:53.320]   by Unity AI is another example
[00:04:53.320 --> 00:04:54.960]   of such a procedurally generated environment
[00:04:54.960 --> 00:04:56.520]   for reinforcement learning.
