
[00:00:00.000 --> 00:00:03.240]   (upbeat music)
[00:00:03.240 --> 00:00:05.540]   - Welcome friends to this episode
[00:00:05.540 --> 00:00:08.320]   of the "Everyday Educator" podcast.
[00:00:08.320 --> 00:00:09.880]   I'm your host, Lisa Bailey,
[00:00:09.880 --> 00:00:12.620]   and I'm excited to spend some time with you today
[00:00:12.620 --> 00:00:16.080]   as we encourage one another, learn together,
[00:00:16.080 --> 00:00:19.080]   and ponder the delights and challenges
[00:00:19.080 --> 00:00:22.480]   that make homeschooling the adventure of a lifetime.
[00:00:22.480 --> 00:00:24.440]   Whether you're just considering
[00:00:24.440 --> 00:00:26.600]   this homeschooling possibility,
[00:00:26.600 --> 00:00:30.680]   or deep into the daily delight of family learning,
[00:00:30.680 --> 00:00:35.000]   I believe you will enjoy thinking along with us.
[00:00:35.000 --> 00:00:36.240]   But don't forget,
[00:00:36.240 --> 00:00:39.640]   although this online community is awesome,
[00:00:39.640 --> 00:00:44.260]   you will find even closer support in a local CC community.
[00:00:44.260 --> 00:00:48.680]   So, go to classicalconversations.com
[00:00:48.680 --> 00:00:51.480]   and find a community near you today.
[00:00:51.480 --> 00:00:54.280]   All right, welcome listeners.
[00:00:54.280 --> 00:00:56.460]   I'm so excited to be here with you today.
[00:00:56.460 --> 00:00:59.480]   To talk about the finer things in life.
[00:00:59.480 --> 00:01:02.600]   And by that, I mean protocol.
[00:01:02.600 --> 00:01:07.600]   We are getting into the middle of our second semester.
[00:01:07.600 --> 00:01:11.960]   Many of our challenge classes
[00:01:11.960 --> 00:01:15.780]   are on the cusp of big projects.
[00:01:15.780 --> 00:01:18.900]   We've got challenge beers working on mock trial.
[00:01:18.900 --> 00:01:23.900]   We have students writing short stories and doing debates.
[00:01:24.200 --> 00:01:26.220]   And our challenge two classes
[00:01:26.220 --> 00:01:29.540]   are turning their eyes toward protocol.
[00:01:29.540 --> 00:01:31.920]   And so today, we wanna talk a little bit
[00:01:31.920 --> 00:01:34.460]   about what is protocol?
[00:01:34.460 --> 00:01:36.740]   Maybe, what is it not?
[00:01:36.740 --> 00:01:40.380]   How can we as parents and directors and tutors
[00:01:40.380 --> 00:01:43.000]   help our students enjoy protocol?
[00:01:43.000 --> 00:01:45.940]   And I have just the person who's gonna help us out
[00:01:45.940 --> 00:01:48.680]   with some thoughts and some ideas.
[00:01:48.680 --> 00:01:50.940]   Deb Switzer is here today.
[00:01:50.940 --> 00:01:53.460]   Deb, thank you so much for coming.
[00:01:53.460 --> 00:01:55.420]   - Thanks for having me, I'm excited.
[00:01:55.420 --> 00:01:58.780]   - Well, Deb is one of our academic advisors.
[00:01:58.780 --> 00:02:01.780]   And so she provides a lot of support
[00:02:01.780 --> 00:02:05.640]   for directors of challenges two, three, and four
[00:02:05.640 --> 00:02:06.600]   all over the world.
[00:02:06.600 --> 00:02:09.300]   And so Deb has probably heard
[00:02:09.300 --> 00:02:13.100]   every question there is about protocol.
