
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.040]   - Welcome back to the Ask Pastor John podcast
[00:00:07.040 --> 00:00:08.400]   and welcome back Pastor John.
[00:00:08.400 --> 00:00:11.240]   We have a question from a listener named Tuck Warner
[00:00:11.240 --> 00:00:13.520]   in Coldstream, Canada.
[00:00:13.520 --> 00:00:15.380]   Dear Pastor John, although I see that the Bible
[00:00:15.380 --> 00:00:17.360]   supports a predestination concept,
[00:00:17.360 --> 00:00:19.520]   I'm still having trouble reconciling the fact
[00:00:19.520 --> 00:00:21.600]   that a perfectly loving God would in essence
[00:00:21.600 --> 00:00:25.720]   force us to love him and leave us no other options.
[00:00:25.720 --> 00:00:29.200]   If his love is perfect, then how can he not allow us
[00:00:29.200 --> 00:00:32.360]   the freedom to accept or reject it?
[00:00:32.360 --> 00:00:34.320]   How would you respond to Tuck?
[00:00:34.320 --> 00:00:36.280]   - I have three responses.
[00:00:36.280 --> 00:00:40.880]   And mainly, these are responses to the way
[00:00:40.880 --> 00:00:44.520]   the question is asked, but I think can help
[00:00:44.520 --> 00:00:47.720]   get at the underlying issues he's concerned about.
[00:00:47.720 --> 00:00:51.340]   The first response has to do with assuming
[00:00:51.340 --> 00:00:55.560]   that we know what it means for God to be perfectly loving.
[00:00:57.640 --> 00:01:02.160]   Before we actually see from the Bible how he loved.
[00:01:02.160 --> 00:01:07.160]   Second is a response that has to do with the word force.
[00:01:07.160 --> 00:01:13.660]   When he asks, would God force us to love him?
[00:01:13.660 --> 00:01:16.000]   I wanna say a word about force.
[00:01:16.000 --> 00:01:21.000]   And third is a response to God allowing us freedom
[00:01:21.000 --> 00:01:25.520]   to accept or reject his love.
[00:01:25.520 --> 00:01:27.020]   So those are my three things
[00:01:27.020 --> 00:01:28.360]   I wanna say a word about.
[00:01:28.360 --> 00:01:34.040]   When Tuck asks how a perfectly loving God
[00:01:34.040 --> 00:01:38.000]   could do this or that, it seems to suggest,
[00:01:38.000 --> 00:01:41.540]   and I could be wrong, that he has in mind
[00:01:41.540 --> 00:01:45.680]   the way a perfectly loving God must act.
[00:01:45.680 --> 00:01:50.640]   But we humans are not in a very good position
[00:01:50.640 --> 00:01:55.160]   to define what perfect love in the creator
[00:01:55.160 --> 00:01:56.800]   of the universe must look like.
[00:01:56.800 --> 00:02:00.980]   We are too sinful, too finite, too culturally bound.
[00:02:00.980 --> 00:02:05.080]   For example, this is right off my front burner,
[00:02:05.080 --> 00:02:08.660]   I think that if the federal government of Norway
[00:02:08.660 --> 00:02:14.660]   were to vote on what a loving God must or may not do,
[00:02:14.660 --> 00:02:18.380]   they wouldn't allow him to spank his children.
[00:02:18.380 --> 00:02:21.500]   This has been very much in the news recently
[00:02:21.500 --> 00:02:24.580]   because Norway has become increasingly,
[00:02:24.580 --> 00:02:28.940]   it seems, heavy-handed, I would say that anyway,
[00:02:28.940 --> 00:02:32.000]   in removing children from their parents
[00:02:32.000 --> 00:02:37.260]   who don't measure up precisely to the ideas
[00:02:37.260 --> 00:02:41.460]   of what parental love looks like to the government.
[00:02:41.460 --> 00:02:43.580]   Whoa, government.
[00:02:43.580 --> 00:02:46.980]   Well, it's as plain as the nose on your face
[00:02:46.980 --> 00:02:49.500]   that God spanks his children.
[00:02:49.500 --> 00:02:53.140]   God takes the life of his children
[00:02:54.540 --> 00:02:57.860]   in 1 Corinthians 11 over the Lord's Supper
[00:02:57.860 --> 00:03:01.420]   and he spanks them in Hebrews 12.
[00:03:01.420 --> 00:03:04.660]   "In your struggle against sin, you have not yet resisted
[00:03:04.660 --> 00:03:07.480]   "to the point of shedding your blood.
[00:03:07.480 --> 00:03:10.000]   "And have you forgotten the exhortation
[00:03:10.000 --> 00:03:12.320]   "that addresses you as sons?
[00:03:12.320 --> 00:03:15.640]   "My son, do not regard lightly the discipline of the Lord,
[00:03:15.640 --> 00:03:19.440]   "nor be weary when reproved by him.
