
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.020]   - Welcome friends to this episode
[00:00:06.020 --> 00:00:08.800]   of the "Everyday Educator" podcast.
[00:00:08.800 --> 00:00:10.640]   I'm your host, Lisa Bailey,
[00:00:10.640 --> 00:00:13.620]   and I'm excited to spend some time with you today
[00:00:13.620 --> 00:00:16.920]   as we encourage one another, learn together,
[00:00:16.920 --> 00:00:19.760]   and ponder the delights and challenges
[00:00:19.760 --> 00:00:23.200]   that make homeschooling the adventure of a lifetime.
[00:00:23.200 --> 00:00:25.280]   Whether you're just considering
[00:00:25.280 --> 00:00:27.360]   this homeschooling possibility
[00:00:27.360 --> 00:00:31.600]   or deep into the daily delight of family learning,
[00:00:31.600 --> 00:00:35.460]   I believe you'll enjoy thinking along with us.
[00:00:35.460 --> 00:00:36.800]   But don't forget,
[00:00:36.800 --> 00:00:40.240]   although this online community is awesome,
[00:00:40.240 --> 00:00:45.240]   you'll find even closer support in a local CC community.
[00:00:45.240 --> 00:00:49.520]   So go to classicalconversations.com
[00:00:49.520 --> 00:00:54.060]   and find a community near you today.
[00:00:54.060 --> 00:00:58.080]   Well, listeners, I'm excited to welcome you today.
[00:00:58.080 --> 00:01:01.200]   And as we look toward the beginning
[00:01:01.200 --> 00:01:04.680]   of our fall communities,
[00:01:04.680 --> 00:01:07.120]   I've got a great guest
[00:01:07.120 --> 00:01:09.880]   who is going to usher you into thinking
[00:01:09.880 --> 00:01:12.240]   about the challenge years.
[00:01:12.240 --> 00:01:15.040]   I have with me today, Tim Knott,
[00:01:15.040 --> 00:01:17.880]   who is a lead curriculum developer
[00:01:17.880 --> 00:01:20.560]   with Classical Conversations Multimedia.
[00:01:20.560 --> 00:01:22.720]   Tim, welcome.
[00:01:22.720 --> 00:01:24.860]   - Hey, Lisa, good to be with you.
[00:01:24.860 --> 00:01:27.020]   - I always like to have times
[00:01:27.020 --> 00:01:29.260]   when we can talk and think together.
[00:01:29.260 --> 00:01:31.000]   I always learn something new
[00:01:31.000 --> 00:01:32.960]   and you always push me to think
[00:01:32.960 --> 00:01:34.860]   in a different way about something.
[00:01:34.860 --> 00:01:36.700]   So I'm looking forward to sharing that
[00:01:36.700 --> 00:01:39.060]   with our listeners today.
[00:01:39.060 --> 00:01:44.060]   I want to ask you as I just get to know you,
[00:01:44.060 --> 00:01:46.940]   when you were a little kid,
[00:01:46.940 --> 00:01:49.780]   did you like challenges?
[00:01:51.740 --> 00:01:52.900]   - I think it depended a lot
[00:01:52.900 --> 00:01:55.660]   on what kind of challenge you're talking about.
[00:01:55.660 --> 00:02:00.320]   I loved to go and play outside
[00:02:00.320 --> 00:02:02.040]   with my brother or my friends
[00:02:02.040 --> 00:02:04.820]   and we would build tree forts
[00:02:04.820 --> 00:02:08.440]   and go down and explore the woods.
[00:02:08.440 --> 00:02:09.280]   And so we would invent
[00:02:09.280 --> 00:02:11.440]   all kinds of challenges for ourselves.
[00:02:11.440 --> 00:02:14.700]   And those kinds of challenges were just the best.
[00:02:14.700 --> 00:02:19.240]   We would, too much to my mother's chagrin,
[00:02:19.240 --> 00:02:20.080]   challenge one another
[00:02:20.080 --> 00:02:21.520]   to see who could climb the tallest
[00:02:21.520 --> 00:02:22.540]   in the pine tree
[00:02:22.540 --> 00:02:24.880]   that had all the little tiny branches at the top.
[00:02:24.880 --> 00:02:26.820]   - Yes, yes, yes.
[00:02:26.820 --> 00:02:28.560]   - And I loved the challenges
[00:02:28.560 --> 00:02:32.140]   of playing board games with my dad.
[00:02:32.140 --> 00:02:36.600]   But other kinds of challenges weren't my favorite.
[00:02:36.600 --> 00:02:39.200]   I was never all that terribly motivated
[00:02:39.200 --> 00:02:41.840]   by competitive sports.
[00:02:41.840 --> 00:02:44.840]   So it kind of depended
[00:02:44.840 --> 00:02:47.000]   what kind of challenge you put in front of me.
[00:02:47.000 --> 00:02:49.520]   - Yeah, yeah, I think that's really true.
[00:02:49.520 --> 00:02:52.800]   Now, I do think that most of the little kids
[00:02:52.800 --> 00:02:53.920]   that I have known
[00:02:53.920 --> 00:02:56.320]   have loved pushing the envelope
[00:02:56.320 --> 00:02:58.400]   at one time or another.
[00:02:58.400 --> 00:03:01.280]   The kind that you're talking about, though,
[00:03:01.280 --> 00:03:04.200]   who can throw the rock the farthest,
[00:03:04.200 --> 00:03:07.000]   or yeah, who can climb the highest in the tree
[00:03:07.000 --> 00:03:10.420]   or go farthest down the path or whatever.
[00:03:10.420 --> 00:03:14.200]   And so, yeah, those kinds of challenges.
[00:03:14.200 --> 00:03:17.520]   It resonates with me, too, Tim, your experience,
[00:03:17.520 --> 00:03:21.920]   'cause I never loved those be the fastest runner
[00:03:21.920 --> 00:03:24.680]   or the fastest swimmer.
[00:03:24.680 --> 00:03:27.600]   Those kinds of challenges did not,
[00:03:27.600 --> 00:03:30.800]   they didn't grab me.
[00:03:30.800 --> 00:03:31.640]   They didn't grab me.
[00:03:31.640 --> 00:03:34.720]   Like personal challenges sometimes did.
[00:03:34.720 --> 00:03:38.560]   Could I read all of the books
[00:03:38.560 --> 00:03:42.380]   on the third shelf of the library in one summer?
[00:03:42.380 --> 00:03:44.760]   Those kinds of challenges.
[00:03:44.760 --> 00:03:47.920]   - So think about as a student,
[00:03:47.920 --> 00:03:51.200]   and you can answer for little kid Tim
[00:03:51.200 --> 00:03:53.920]   or high school Tim or college Tim.
[00:03:53.920 --> 00:03:57.560]   As a student, what challenged you?
[00:03:57.560 --> 00:04:02.560]   - I was always excited by and challenged by new ideas,
[00:04:02.560 --> 00:04:08.760]   trying to understand what it meant and how it worked.
