
[00:00:00.000 --> 00:00:02.440]   (upbeat music)
[00:00:02.440 --> 00:00:04.760]   - Welcome friends to this episode
[00:00:04.760 --> 00:00:07.400]   of the "Everyday Educator" podcast.
[00:00:07.400 --> 00:00:09.240]   I'm your host, Lisa Bailey,
[00:00:09.240 --> 00:00:12.200]   and I'm excited to spend some time with you today
[00:00:12.200 --> 00:00:16.000]   as we encourage one another, learn together,
[00:00:16.000 --> 00:00:18.980]   and ponder the delights and challenges
[00:00:18.980 --> 00:00:22.400]   that make homeschooling the adventure of a lifetime.
[00:00:22.400 --> 00:00:24.640]   Whether you're just considering
[00:00:24.640 --> 00:00:26.720]   this homeschooling possibility,
[00:00:26.720 --> 00:00:31.120]   or deep into the daily delight of family learning,
[00:00:31.120 --> 00:00:34.720]   I believe you'll enjoy thinking along with us.
[00:00:34.720 --> 00:00:36.080]   But don't forget,
[00:00:36.080 --> 00:00:39.500]   although this online community is awesome,
[00:00:39.500 --> 00:00:44.500]   you'll find even closer support in a local CC community.
[00:00:44.500 --> 00:00:49.280]   So, go to classicalconversations.com
[00:00:49.280 --> 00:00:53.020]   and find a community near you today.
[00:00:54.080 --> 00:00:57.560]   Well, listeners, I'm excited to welcome you to this episode
[00:00:57.560 --> 00:00:59.800]   of the "Everyday Educator" podcast,
[00:00:59.800 --> 00:01:04.240]   and I'm excited to introduce you to my friend, Barbara Harrell.
[00:01:04.240 --> 00:01:06.540]   Barbara is gonna talk to us,
[00:01:06.540 --> 00:01:10.000]   or help us explore the math map.
[00:01:10.000 --> 00:01:15.000]   Navigating the math map is exciting and scary
[00:01:15.000 --> 00:01:22.180]   and beautiful and confounding.
[00:01:22.180 --> 00:01:23.480]   It's all of the things.
[00:01:23.480 --> 00:01:28.160]   And so, Babs is gonna help us know what we need to know
[00:01:28.160 --> 00:01:32.080]   about embarking on this new adventure
[00:01:32.080 --> 00:01:35.640]   to learn math more classically.
[00:01:35.640 --> 00:01:38.880]   Babs, thank you so much for being with me today.
[00:01:38.880 --> 00:01:40.540]   - Absolutely, I'm honored.
[00:01:40.540 --> 00:01:41.840]   I'm honored to be here.
[00:01:41.840 --> 00:01:45.680]   - So, how long have you been homeschooling, Babs?
[00:01:45.680 --> 00:01:49.060]   - So, I was just telling somebody forever
[00:01:49.060 --> 00:01:53.800]   because my oldest, he just graduated last year,
[00:01:53.800 --> 00:01:56.960]   and we started when he was five, and we started with CC.
[00:01:56.960 --> 00:02:01.480]   So, we went to a, it was like a curriculum fair.
[00:02:01.480 --> 00:02:05.600]   And this was when a lot of stuff had changed,
[00:02:05.600 --> 00:02:06.600]   has changed over the years.
[00:02:06.600 --> 00:02:08.900]   But when we first started,
[00:02:08.900 --> 00:02:11.240]   the biggest thing that drew me was
[00:02:11.240 --> 00:02:14.960]   she was talking about history and how they did this timeline
[00:02:14.960 --> 00:02:17.720]   and how it included not just history
[00:02:17.720 --> 00:02:19.240]   that we probably know all about,
[00:02:19.240 --> 00:02:21.760]   but it also included biblical history.
[00:02:21.760 --> 00:02:25.280]   And honestly, I wanted to sign up for myself
[00:02:25.280 --> 00:02:27.080]   'cause I didn't know, right?
[00:02:27.080 --> 00:02:28.800]   I was always separating the two.
[00:02:28.800 --> 00:02:31.160]   And so, I wanted to do it for myself
[00:02:31.160 --> 00:02:34.160]   and then having my kids do it was a bonus, so.
[00:02:34.160 --> 00:02:35.160]   - Isn't that funny?
[00:02:35.160 --> 00:02:36.960]   I'm sort of the same way.
[00:02:36.960 --> 00:02:41.960]   I was really intrigued with that whole integration idea
[00:02:41.960 --> 00:02:46.260]   and using history kind of like a spine
[00:02:46.260 --> 00:02:50.640]   and branching off and studying all these different things,
[00:02:50.640 --> 00:02:54.800]   government and literature and science and language,
[00:02:54.800 --> 00:02:57.800]   all based off the spine of a timeline.
[00:02:57.800 --> 00:03:00.480]   So yeah, I was really intrigued by that too.
[00:03:00.480 --> 00:03:01.880]   That's really cool.
[00:03:01.880 --> 00:03:04.880]   Well, and so you, were you looking,
[00:03:04.880 --> 00:03:09.240]   did you know that you were looking for a classical education
[00:03:09.240 --> 00:03:11.360]   when you started homeschooling?
[00:03:11.360 --> 00:03:14.200]   - No, I didn't even know what classical education was.
[00:03:14.200 --> 00:03:19.200]   And as a matter of fact, when we first had my oldest son,
[00:03:19.200 --> 00:03:23.340]   we did not plan to homeschool
[00:03:23.340 --> 00:03:26.460]   and I wasn't even sure I was gonna stay home.
[00:03:26.460 --> 00:03:28.960]   And then once he arrived
[00:03:28.960 --> 00:03:31.520]   and I just couldn't imagine going back to work.
[00:03:31.520 --> 00:03:34.640]   And then the church that we were attending at the time
[00:03:34.640 --> 00:03:39.640]   had so many homeschoolers there that the thought was planted
[00:03:39.640 --> 00:03:41.880]   and then we just started looking into it.
[00:03:41.880 --> 00:03:44.500]   So yeah, never planned on homeschooling
[00:03:44.500 --> 00:03:46.700]   and didn't really know what classical education was.
[00:03:46.700 --> 00:03:50.040]   And honestly, I'll say it probably took me
[00:03:50.040 --> 00:03:53.260]   at least five years to kind of really understand
[00:03:53.260 --> 00:03:58.260]   what classical education is, was, and can be.
[00:03:58.260 --> 00:04:00.420]   And I feel like we're all still learning,
[00:04:00.420 --> 00:04:02.900]   especially now with the math math.
[00:04:02.900 --> 00:04:05.160]   - Yes, I was gonna say that.
[00:04:05.160 --> 00:04:09.100]   When our girls were born,
[00:04:09.100 --> 00:04:12.400]   I started reading about homeschooling.
[00:04:12.400 --> 00:04:14.140]   I had friends who were doing it who said,
[00:04:14.140 --> 00:04:16.020]   "Oh, you'd be a natural, you're already doing it.
[00:04:16.020 --> 00:04:17.180]   "I watch you with your kids
[00:04:17.180 --> 00:04:18.660]   "and you love to teach them things."
[00:04:18.660 --> 00:04:19.860]   And that was true.
[00:04:19.860 --> 00:04:22.700]   But I had read a little bit about classical education,
[00:04:22.700 --> 00:04:25.180]   but I didn't really know it.
[00:04:25.180 --> 00:04:26.900]   I didn't really fully get it.
[00:04:26.900 --> 00:04:30.220]   Even like you said, even when we signed up,
[00:04:30.220 --> 00:04:33.500]   I was still learning about the classical model.
[00:04:33.500 --> 00:04:38.420]   And I still feel like I am getting better and better
[00:04:38.420 --> 00:04:40.980]   as I go farther and farther in.
[00:04:40.980 --> 00:04:44.140]   I have a richer and deeper understanding now.
[00:04:44.140 --> 00:04:47.940]   But this whole idea, okay,
[00:04:47.940 --> 00:04:52.940]   of a classical math curriculum sort of blew my mind
[00:04:52.940 --> 00:04:56.280]   when I heard Lee talking about this some years ago.
[00:04:56.280 --> 00:05:00.980]   So that's what we want you to help us navigate today,
[00:05:00.980 --> 00:05:05.980]   the whole idea of how a math curriculum is classical
[00:05:06.340 --> 00:05:07.860]   and how different that is
[00:05:07.860 --> 00:05:10.660]   and how do we get over it being so different
[00:05:10.660 --> 00:05:13.820]   and why is it so wonderful and all of that stuff.
[00:05:13.820 --> 00:05:16.820]   But before I jump in in the middle,
[00:05:16.820 --> 00:05:18.700]   I wanna ask you,
[00:05:18.700 --> 00:05:25.940]   'cause Babs, you are a specialist in the math.
[00:05:25.940 --> 00:05:29.380]   Tell people what you do with classical conversations now
[00:05:29.380 --> 00:05:31.520]   so they'll know why they should listen to you
[00:05:31.520 --> 00:05:33.180]   about the math now.
[00:05:33.180 --> 00:05:34.940]   - Okay, so I guess to start,
[00:05:34.940 --> 00:05:36.060]   like just so everybody knows,
[00:05:36.060 --> 00:05:37.820]   like I don't have a master's in math
[00:05:37.820 --> 00:05:40.460]   or a doctorate or anything like that.
[00:05:40.460 --> 00:05:42.700]   I am going to school to get my master's.
[00:05:42.700 --> 00:05:44.660]   I don't really know what my concentration is yet,
[00:05:44.660 --> 00:05:47.620]   but so I'm just a regular homeschool mom.
[00:05:47.620 --> 00:05:50.380]   And when about five years ago,
[00:05:50.380 --> 00:05:54.860]   I started working with Lee and Kirstie in the pilot.
[00:05:54.860 --> 00:05:58.700]   And honestly, the very first meeting we had,
[00:05:58.700 --> 00:06:00.540]   my area representative,
[00:06:00.540 --> 00:06:02.660]   he asked, did I wanna be a part of a pilot?
[00:06:02.660 --> 00:06:05.940]   And I said, yes, but I really didn't know it was math.
[00:06:05.940 --> 00:06:08.620]   And so when we had this very first meeting
[00:06:08.620 --> 00:06:10.060]   and they were talking about it,
[00:06:10.060 --> 00:06:13.020]   I was like, I think I might be in the wrong place.
[00:06:13.020 --> 00:06:16.100]   I was thinking they probably need people
[00:06:16.100 --> 00:06:18.940]   who feel like they're very well-versed in mathematics.
[00:06:18.940 --> 00:06:21.380]   And I did not feel that way.
[00:06:21.380 --> 00:06:23.500]   But the response was, no, no, no,
[00:06:23.500 --> 00:06:27.500]   we need people to realize that anybody can learn math.
[00:06:27.500 --> 00:06:29.940]   You don't have to be this expert
[00:06:29.940 --> 00:06:32.180]   that went to school to get your doctorate in math,
[00:06:32.180 --> 00:06:35.020]   that anybody can learn mathematics.
[00:06:35.020 --> 00:06:37.660]   And so that was the kind of the start.
[00:06:37.660 --> 00:06:39.540]   And so we worked through the pilot,
[00:06:39.540 --> 00:06:41.460]   we've been piloting for like four years
[00:06:41.460 --> 00:06:45.100]   and in different communities all over the United States.
[00:06:45.100 --> 00:06:48.500]   And so now I get to be what the title
[00:06:48.500 --> 00:06:49.860]   is a curriculum assistant.
[00:06:49.860 --> 00:06:52.060]   And so what I do is just help directors
[00:06:52.060 --> 00:06:53.940]   as they're getting ready to launch,
[00:06:53.940 --> 00:06:59.060]   directing using the new complex materials.
[00:06:59.060 --> 00:07:01.500]   We answer questions from parents,
[00:07:01.500 --> 00:07:03.460]   we answer questions from directors,
[00:07:03.460 --> 00:07:06.940]   really anybody that has questions, they email us,
[00:07:06.940 --> 00:07:08.860]   we have orientations for directors.
[00:07:08.860 --> 00:07:13.020]   So really just kind of supporting the directors and families
[00:07:13.020 --> 00:07:15.500]   as they're trying to learn this new curriculum.
[00:07:15.500 --> 00:07:17.900]   And Shauna Howell, she's the other curriculum assistant,
[00:07:17.900 --> 00:07:20.900]   she works with me, we're a really good team.
[00:07:20.900 --> 00:07:23.460]   She has a lot of different experience than I do.
[00:07:23.460 --> 00:07:26.180]   And so she brings a lot of different things to the table,
[00:07:26.180 --> 00:07:29.460]   but between the two of us, we try to answer questions.
[00:07:29.460 --> 00:07:32.460]   And really, again, we're just regular moms.
[00:07:32.460 --> 00:07:34.460]   And so it's not like-- - I love that.
[00:07:34.460 --> 00:07:36.940]   - You know, we don't have that.
[00:07:36.940 --> 00:07:40.820]   I will say I've learned more in the mathematics field
[00:07:40.820 --> 00:07:43.220]   over the last five years than I ever learned
[00:07:43.220 --> 00:07:44.500]   when I was in school.
[00:07:44.500 --> 00:07:47.340]   - Oh my gosh, but see, that is so encouraging.
[00:07:47.340 --> 00:07:50.300]   I wanted people to hear all that stuff that you said,
[00:07:50.300 --> 00:07:54.300]   that you are a quote unquote regular person,
[00:07:54.300 --> 00:07:59.300]   that you're not a math genius, that you didn't have a PhD,
[00:07:59.340 --> 00:08:03.500]   that you didn't have a master's in math when you started.
[00:08:03.500 --> 00:08:05.580]   And in fact, you never thought of yourself
[00:08:05.580 --> 00:08:09.500]   as particularly mathy when you started this.
[00:08:09.500 --> 00:08:13.180]   So the math map is not a curriculum
[00:08:13.180 --> 00:08:17.260]   for quote unquote math people, but for all people,
[00:08:17.260 --> 00:08:19.700]   'cause you are that person.
[00:08:19.700 --> 00:08:21.900]   And so are most of us.
[00:08:21.900 --> 00:08:26.540]   So how, you said something while you were talking
[00:08:26.540 --> 00:08:30.500]   that I've heard people say before,
[00:08:30.500 --> 00:08:32.100]   I've heard Lee say it before,
[00:08:32.100 --> 00:08:34.900]   and there were times when I thought, yeah, right.
[00:08:34.900 --> 00:08:37.100]   But I believe it more and more now.
[00:08:37.100 --> 00:08:42.100]   You said, Babs, that math is really for all of us.
[00:08:42.100 --> 00:08:47.500]   So why is math really for all of us?
[00:08:47.500 --> 00:08:51.900]   And how does the math map help us discover that?
[00:08:53.940 --> 00:08:58.420]   - So I feel like, okay, when you think about,
[00:08:58.420 --> 00:09:00.940]   well, today's Halloween, we're recording this on Halloween.
[00:09:00.940 --> 00:09:04.140]   And it always makes me think about like Reformation Day.
[00:09:04.140 --> 00:09:06.980]   And honestly, I knew nothing about Reformation Day
[00:09:06.980 --> 00:09:08.180]   until we started CC.
[00:09:08.180 --> 00:09:10.500]   So just gotta make that known.
[00:09:10.500 --> 00:09:13.100]   But I think about back then,
[00:09:13.100 --> 00:09:17.700]   we had priests who felt like they were the only ones
[00:09:17.700 --> 00:09:19.220]   who could have access to the Bible
[00:09:19.220 --> 00:09:21.500]   and they were just gonna tell people
[00:09:21.500 --> 00:09:23.460]   what they wanted to know, right?
[00:09:23.460 --> 00:09:26.060]   Or what they wanted them to know.
[00:09:26.060 --> 00:09:28.060]   And we know how that ended, right?
[00:09:28.060 --> 00:09:29.500]   - Yes.
[00:09:29.500 --> 00:09:34.020]   - So I feel like with math, our whole lives,
[00:09:34.020 --> 00:09:39.500]   we've got these experts sometimes telling us,
[00:09:39.500 --> 00:09:42.580]   well, I'm not really sure that you're smart enough
[00:09:42.580 --> 00:09:45.180]   to know all these advanced things.
[00:09:45.180 --> 00:09:47.860]   So we're gonna teach you addition and subtraction
[00:09:47.860 --> 00:09:49.780]   and multiplication and division,
[00:09:49.780 --> 00:09:53.140]   maybe a little geometry, maybe a little bit of algebra,
[00:09:53.140 --> 00:09:55.140]   but all these other advanced things,
[00:09:55.140 --> 00:09:58.380]   we're gonna save for some smarter people.
[00:09:58.380 --> 00:10:02.300]   And I feel like that's why we feel like
[00:10:02.300 --> 00:10:03.380]   we're not math people,
[00:10:03.380 --> 00:10:07.820]   because we don't get to that, the more advanced things.
[00:10:07.820 --> 00:10:09.460]   And so I feel like with the math,
[00:10:09.460 --> 00:10:12.100]   what they've done is they just, they lay it all out there.
[00:10:12.100 --> 00:10:14.500]   This is everything you could possibly wanna know
[00:10:14.500 --> 00:10:16.900]   in the mathematics field.
[00:10:16.900 --> 00:10:19.900]   And now we get to decide, like, what do I wanna do?
[00:10:19.900 --> 00:10:23.140]   Do I wanna dig in deeper and learn about a derivative
[00:10:23.140 --> 00:10:25.140]   or an integral, which honestly,
[00:10:25.140 --> 00:10:27.820]   vocabulary never heard of before the math math?
[00:10:27.820 --> 00:10:28.660]   - Yes, yes.
[00:10:28.660 --> 00:10:33.220]   - And so, I feel like there are these groups out there
[00:10:33.220 --> 00:10:36.060]   that kinda wanna say, no, it's not for all people.
[00:10:36.060 --> 00:10:39.340]   But what the math math does is say, no, it is for you.
[00:10:39.340 --> 00:10:43.340]   And another thing too, is that like, God is a God of order.
[00:10:43.340 --> 00:10:46.220]   And so I feel like He's like the first mathematician, right?
[00:10:46.220 --> 00:10:51.220]   And so if He had this creation and He had this order
[00:10:51.220 --> 00:10:55.900]   and He's created all these things that are related to math,
[00:10:55.900 --> 00:10:58.260]   why do I not get to study it?
[00:10:58.260 --> 00:11:01.620]   And so the math math brings all that together, right?
[00:11:01.620 --> 00:11:05.580]   We're trying to learn how to see God in math.
[00:11:05.580 --> 00:11:08.440]   We're actually using art and trying to see,
[00:11:08.440 --> 00:11:11.020]   like look at an art picture, how is this related to math?
[00:11:11.020 --> 00:11:13.020]   How is this related to God?
[00:11:13.100 --> 00:11:16.480]   And so really just bringing all these connections together.
[00:11:16.480 --> 00:11:22.580]   And so I feel like that is, that's why, God created this.
[00:11:22.580 --> 00:11:25.260]   And so He wants us to know.
[00:11:25.260 --> 00:11:27.420]   He wouldn't just create something and say,
[00:11:27.420 --> 00:11:28.260]   well, I'm gonna create this,
[00:11:28.260 --> 00:11:30.620]   but I don't really want you to know about it, right?
[00:11:30.620 --> 00:11:32.900]   - Or I'm gonna create it for some of you
[00:11:32.900 --> 00:11:35.580]   and hide it from others of you.
[00:11:35.580 --> 00:11:36.420]   - Right, no.
[00:11:36.420 --> 00:11:40.340]   - Yeah, that is so beautiful.
[00:11:40.340 --> 00:11:42.980]   - I think too, one thing that the math math does,
[00:11:42.980 --> 00:11:45.100]   which I don't think anybody else does this,
[00:11:45.100 --> 00:11:49.780]   is we're all studying the same topic on the same week.
[00:11:49.780 --> 00:11:51.500]   And so like, if I have a five-year-old
[00:11:51.500 --> 00:11:53.380]   and I have a 16-year-old,
[00:11:53.380 --> 00:11:58.020]   we have the same concept that we're looking at this week.
[00:11:58.020 --> 00:12:00.340]   Now, obviously the five-year-old's lesson pages
[00:12:00.340 --> 00:12:02.380]   are gonna look a little different than my 16-year-old,
[00:12:02.380 --> 00:12:04.740]   but they're studying the same concept.
[00:12:04.740 --> 00:12:07.620]   And so I can dig as deep as I want to.
[00:12:07.620 --> 00:12:10.060]   That five-year-old, if he really enjoys that topic,
[00:12:10.060 --> 00:12:12.380]   I can let him keep going, right?
[00:12:12.380 --> 00:12:13.820]   And so I think that's another way
[00:12:13.820 --> 00:12:17.700]   we can use this curriculum to bring our family together
[00:12:17.700 --> 00:12:19.660]   and try to have those conversations together
[00:12:19.660 --> 00:12:20.940]   and help each other.
