
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:05.000]   - Hey, everyone.
[00:00:05.000 --> 00:00:06.680]   Welcome to the Latent Space Podcast.
[00:00:06.680 --> 00:00:08.440]   This is Alessio, partner and CTO
[00:00:08.440 --> 00:00:09.940]   in Residence at Decibel Partners,
[00:00:09.940 --> 00:00:13.000]   and I'm joined by my co-host, Swiggs, founder of Small AI.
[00:00:13.000 --> 00:00:15.520]   - Hey, and today we're in the in-person studio,
[00:00:15.520 --> 00:00:19.080]   which Alessio has gorgeously set up for us,
[00:00:19.080 --> 00:00:20.160]   with Nicholas Carlini.
[00:00:20.160 --> 00:00:20.980]   Welcome.
[00:00:20.980 --> 00:00:21.920]   - Thank you. (laughing)
[00:00:21.920 --> 00:00:23.960]   - You're a research scientist at DeepMind.
[00:00:23.960 --> 00:00:25.040]   You work at the intersection
[00:00:25.040 --> 00:00:26.960]   of machine learning and computer security.
[00:00:26.960 --> 00:00:29.640]   You got your PhD from Berkeley in 2018,
[00:00:29.640 --> 00:00:32.800]   and also your BA from Berkeley as well.
[00:00:32.800 --> 00:00:35.780]   And mostly we're here to talk about your blogs,
[00:00:35.780 --> 00:00:39.440]   because you are so generous in just writing up what you know.
[00:00:39.440 --> 00:00:40.880]   Well, actually, why do you write?
[00:00:40.880 --> 00:00:41.880]   - Because I like,
[00:00:41.880 --> 00:00:44.600]   I feel like it's fun to share what you've done.
[00:00:44.600 --> 00:00:46.120]   I don't like writing.
[00:00:46.120 --> 00:00:47.160]   Sufficiently didn't like writing,
[00:00:47.160 --> 00:00:48.360]   I almost didn't do a PhD,
[00:00:48.360 --> 00:00:49.600]   because I knew how much writing
[00:00:49.600 --> 00:00:51.600]   was involved in writing papers.
[00:00:51.600 --> 00:00:54.860]   I was terrible at writing when I was younger.
[00:00:54.860 --> 00:00:57.040]   I do like the remedial writing classes
[00:00:57.040 --> 00:00:57.920]   when I was in university,
[00:00:57.920 --> 00:00:59.680]   'cause I was really bad at it.
[00:00:59.680 --> 00:01:00.520]   So I don't actually enjoy,
[00:01:00.520 --> 00:01:02.220]   I still don't enjoy the active writing,
[00:01:02.220 --> 00:01:05.480]   but I feel like it is useful to share what you're doing,
[00:01:05.480 --> 00:01:07.520]   and I like being able to talk about the things
[00:01:07.520 --> 00:01:08.960]   that I'm doing that I think are fun.
[00:01:08.960 --> 00:01:11.240]   And so I write because I think
[00:01:11.240 --> 00:01:12.300]   I want to have something to say,
[00:01:12.300 --> 00:01:14.600]   not because I enjoy the active writing, but yeah.
[00:01:14.600 --> 00:01:17.360]   - It's a tool for thought, as they often say.
[00:01:17.360 --> 00:01:19.160]   Is there any sort of backgrounds
[00:01:19.160 --> 00:01:22.000]   or thing that people should know about you as a person,
[00:01:22.000 --> 00:01:22.920]   like, you know, just--
[00:01:22.920 --> 00:01:26.160]   - Yeah, so I tend to focus on, like you said,
[00:01:26.160 --> 00:01:27.600]   I do security work.
[00:01:27.600 --> 00:01:29.440]   I try to, like, attacking things,
[00:01:29.440 --> 00:01:32.680]   and I want to do, like, high-quality security research,
[00:01:32.680 --> 00:01:36.560]   and that's mostly what I spend my actual time
[00:01:36.560 --> 00:01:38.640]   trying to be productive members of society doing that.
[00:01:38.640 --> 00:01:40.960]   But then I get distracted by things,
[00:01:40.960 --> 00:01:42.040]   and I just like, you know,
[00:01:42.040 --> 00:01:43.680]   working on random, fun projects.
[00:01:43.680 --> 00:01:44.520]   And so--
[00:01:44.520 --> 00:01:45.680]   - Like a Doom clone in JavaScript.
[00:01:45.680 --> 00:01:48.480]   - Yes, like that, or, you know,
[00:01:48.480 --> 00:01:49.760]   I've done a number of, yeah,
[00:01:49.760 --> 00:01:51.800]   sort of things that have absolutely no utility,
[00:01:51.800 --> 00:01:54.560]   but are fun things to have done.
[00:01:54.560 --> 00:01:56.520]   And so it's interesting to say, like,
[00:01:56.520 --> 00:01:59.720]   you should work on fun things that just are interesting,
[00:01:59.720 --> 00:02:01.680]   even if they're not useful in any real way.
[00:02:01.680 --> 00:02:03.600]   And so that's what I tend to put up there,
[00:02:03.600 --> 00:02:06.440]   is after I have completed something I think is fun,
[00:02:06.440 --> 00:02:07.800]   or if I think it's sufficiently interesting,
[00:02:07.800 --> 00:02:09.480]   write something down there.
[00:02:09.480 --> 00:02:11.880]   - Before we go into, like, AI, LLMs, and whatnot,
[00:02:11.880 --> 00:02:14.240]   why are you obsessed with the game of life?
[00:02:14.240 --> 00:02:18.600]   So you built multiplexing circuits in the game of life,
[00:02:18.600 --> 00:02:20.800]   which is mind-boggling.
[00:02:20.800 --> 00:02:22.160]   So where did that come from?
[00:02:22.160 --> 00:02:25.160]   And then how do you go from just clicking boxes
[00:02:25.160 --> 00:02:27.680]   on the UI web version to, like,
[00:02:27.680 --> 00:02:29.640]   building multiplexing circuits?
[00:02:29.640 --> 00:02:31.640]   - I like Turing completeness.
[00:02:31.640 --> 00:02:33.880]   The definition of Turing completeness is
[00:02:33.880 --> 00:02:36.240]   a computer that can run anything, essentially.
[00:02:36.240 --> 00:02:38.440]   And the game of life, Conway's game of life,
[00:02:38.440 --> 00:02:41.240]   is a very simple cellular 2D automata
[00:02:41.240 --> 00:02:43.360]   where you have cells that are either on or off,
[00:02:43.360 --> 00:02:45.680]   and a cell becomes on if, in the previous generation,
[00:02:45.680 --> 00:02:48.960]   some configuration holds true and off otherwise.
[00:02:48.960 --> 00:02:51.560]   And it turns out there is a proof
[00:02:51.560 --> 00:02:53.240]   that the game of life is Turing complete,
[00:02:53.240 --> 00:02:55.400]   that you can run any program in principle
[00:02:55.400 --> 00:02:57.040]   using Conway's game of life.
[00:02:57.040 --> 00:02:57.880]   I don't know.
[00:02:57.880 --> 00:02:59.920]   And so you can, therefore someone should.
[00:02:59.920 --> 00:03:01.240]   And so I wanted to do it.
[00:03:01.240 --> 00:03:03.920]   And some other people have done some similar things,
[00:03:03.920 --> 00:03:05.840]   but I got obsessed into, like,
[00:03:05.840 --> 00:03:07.360]   if you're gonna try and make it work,
[00:03:07.360 --> 00:03:08.960]   like, we already know it's possible in theory.
[00:03:08.960 --> 00:03:10.280]   I want to try and, like, actually make something
[00:03:10.280 --> 00:03:13.400]   I can run on my computer, like, a real computer I can run.
[00:03:13.400 --> 00:03:15.520]   And so, yeah, I've been going down this rabbit hole
[00:03:15.520 --> 00:03:18.280]   of trying to make a CPU that I can run
[00:03:18.280 --> 00:03:20.120]   semi-real-time on the game of life,
[00:03:20.120 --> 00:03:22.720]   and I have been making some reasonable progress there.
[00:03:22.720 --> 00:03:25.120]   And yeah, but, you know, Turing completeness
[00:03:25.120 --> 00:03:28.480]   is just, like, a very fun trap you can go down.
[00:03:28.480 --> 00:03:31.320]   A while ago, as part of a research paper,
[00:03:31.320 --> 00:03:33.560]   I was able to show that in C,
[00:03:33.560 --> 00:03:36.840]   if you call into printf, it's Turing complete.
[00:03:36.840 --> 00:03:38.280]   Like, printf, you know, like, which, like, you know,
[00:03:38.280 --> 00:03:39.920]   you can print numbers or whatever, right?
[00:03:39.920 --> 00:03:41.120]   - Yeah, but there should be, you know,
[00:03:41.120 --> 00:03:41.960]   like, control flow stuff in there.
[00:03:41.960 --> 00:03:45.840]   - There is, because printf has a %n specifier
[00:03:45.840 --> 00:03:48.160]   that lets you write an arbitrary amount of data
[00:03:48.160 --> 00:03:49.640]   to an arbitrary location.
[00:03:49.720 --> 00:03:53.080]   And the printf format specifier has an index
[00:03:53.080 --> 00:03:56.040]   into where it is in the loop that is in memory.
[00:03:56.040 --> 00:03:58.920]   So you can overwrite the location
[00:03:58.920 --> 00:04:02.760]   of where printf is, currently indexing, using %n.
[00:04:02.760 --> 00:04:04.920]   So you can get loops, you can get conditionals,
[00:04:04.920 --> 00:04:06.640]   and you can get arbitrary data rates again.
[00:04:06.640 --> 00:04:08.680]   So we sort of have another Turing complete language
[00:04:08.680 --> 00:04:10.960]   using printf, which, again, like,
[00:04:10.960 --> 00:04:13.160]   this has essentially zero practical utility,
[00:04:13.160 --> 00:04:17.040]   but, like, it's just, I feel like a lot of people
[00:04:17.040 --> 00:04:18.920]   get into programming because they enjoy
[00:04:18.920 --> 00:04:21.040]   the art of doing these things.
[00:04:21.040 --> 00:04:23.360]   And then they go work on developing
[00:04:23.360 --> 00:04:25.240]   some software application and lose all joy.
[00:04:25.240 --> 00:04:27.240]   - Need a little sass with the boys, as they say.
[00:04:27.240 --> 00:04:30.720]   - Yeah, and I want to still have joy in doing these things.
[00:04:30.720 --> 00:04:33.560]   And so on occasion, I try to stop doing
[00:04:33.560 --> 00:04:36.040]   productive, meaningful things and just, like,
[00:04:36.040 --> 00:04:37.880]   what's a fun thing that we can do
[00:04:37.880 --> 00:04:39.480]   and try and make that happen?
[00:04:39.480 --> 00:04:42.160]   - Awesome, and you've been kind of like a pioneer
[00:04:42.160 --> 00:04:43.800]   in the AI security space.
[00:04:43.800 --> 00:04:46.720]   You've done a lot of talks starting back in 2018.
[00:04:46.720 --> 00:04:48.360]   We'll kind of leave that to the end.
[00:04:48.360 --> 00:04:49.200]   - Sure.
[00:04:49.200 --> 00:04:51.000]   - Because I know the security part is,
[00:04:51.000 --> 00:04:52.640]   there's maybe a smaller audience,
[00:04:52.640 --> 00:04:54.480]   but it's a very intense audience.
[00:04:54.480 --> 00:04:55.400]   So I think that'll be fun.
[00:04:55.400 --> 00:04:58.080]   But everybody in our Discord started posting
[00:04:58.080 --> 00:05:00.400]   your "How I Use AI" blog post.
[00:05:00.400 --> 00:05:02.480]   And we were like, "We should get Carlini on the podcast."
[00:05:02.480 --> 00:05:03.760]   And then--
[00:05:03.760 --> 00:05:04.840]   - And you were so nice to just--
[00:05:04.840 --> 00:05:06.400]   - Yeah, and then I sent you an email and you're like,
[00:05:06.400 --> 00:05:07.240]   "Okay, I'll come."
[00:05:07.240 --> 00:05:09.720]   And I was like, "Oh, I thought that would be harder."
[00:05:09.720 --> 00:05:12.520]   So I think there's, as you said in the blog post,
[00:05:12.520 --> 00:05:15.480]   a lot of misunderstanding about what LLMs
[00:05:15.480 --> 00:05:18.160]   can actually be used for, what are they useful at,
[00:05:18.160 --> 00:05:19.280]   what are they not good at,
[00:05:19.280 --> 00:05:21.000]   and whether or not it's even worth arguing
[00:05:21.000 --> 00:05:23.800]   what they're not good at, because they're obviously not.
[00:05:23.800 --> 00:05:26.480]   So if you cannot count the Rs in a word,
