
[00:00:00.000 --> 00:00:01.520]   (upbeat music)
[00:00:01.520 --> 00:00:06.520]   I'm Cal Newport, and this is Deep Questions, episode 201.
[00:00:06.520 --> 00:00:15.380]   I'm here in my Deep Work HQ, joined by my producer, Jesse.
[00:00:15.380 --> 00:00:18.320]   Jesse, did you notice when you came in,
[00:00:18.320 --> 00:00:21.480]   I emptied the garbage before you got here?
[00:00:21.480 --> 00:00:25.940]   - I did notice that, it's been full for months.
[00:00:25.940 --> 00:00:27.320]   I probably should have taken it out,
[00:00:27.320 --> 00:00:28.800]   but I didn't, it got too much.
[00:00:28.800 --> 00:00:30.240]   - Let me say this. - I didn't know where it was.
[00:00:30.240 --> 00:00:33.420]   - Let me say this, I don't use the word hero lightly,
[00:00:33.420 --> 00:00:36.020]   but in this case, without reservation,
[00:00:36.020 --> 00:00:38.520]   I think I can describe myself that way.
[00:00:38.520 --> 00:00:39.920]   I was quite proud of myself.
[00:00:39.920 --> 00:00:43.700]   Two updates that I think, one in particular,
[00:00:43.700 --> 00:00:46.220]   our audience is gonna care a lot about
[00:00:46.220 --> 00:00:47.960]   based on email volume.
[00:00:47.960 --> 00:00:52.060]   Yesterday, Jesse, was the big day at my house.
[00:00:52.060 --> 00:00:56.320]   The new upstairs air conditioner, installed.
[00:00:56.320 --> 00:00:57.560]   - How is it?
[00:00:57.560 --> 00:00:59.680]   - We're testing it out.
[00:00:59.680 --> 00:01:01.720]   It's gonna take a couple of days to feel it out.
[00:01:01.720 --> 00:01:04.200]   - It's not like unbelievable?
[00:01:04.200 --> 00:01:05.540]   - Well, here's the issue.
[00:01:05.540 --> 00:01:07.560]   The first day you get a new AC installed,
[00:01:07.560 --> 00:01:10.860]   that whole day, you have no air conditioner on.
[00:01:10.860 --> 00:01:11.840]   So your house gets up,
[00:01:11.840 --> 00:01:13.840]   my house got up to 85 degrees up there.
[00:01:13.840 --> 00:01:17.640]   So it takes it all evening to kind of catch up
[00:01:17.640 --> 00:01:19.640]   and get rid of, they called it the heat mass,
[00:01:19.640 --> 00:01:20.920]   that's the technical term.
[00:01:20.920 --> 00:01:23.280]   So by night, it was cold up there, it did catch up.
[00:01:23.280 --> 00:01:25.480]   But today's the first normal day.
[00:01:25.480 --> 00:01:27.400]   I set it before I left.
[00:01:27.400 --> 00:01:29.680]   So it'll be interesting to see when we get back.
[00:01:29.680 --> 00:01:30.620]   But there's a parable.
[00:01:30.620 --> 00:01:34.840]   So there's a parable for the stuff we talk about here
[00:01:34.840 --> 00:01:37.040]   in the AC installation,
[00:01:37.040 --> 00:01:39.160]   because these new ACs are,
[00:01:39.160 --> 00:01:41.240]   especially like we bought a fancy one
[00:01:41.240 --> 00:01:43.280]   for no real good reason,
[00:01:43.280 --> 00:01:46.240]   but they're complicated, right?
[00:01:46.240 --> 00:01:47.720]   They're more advanced than they used to be.
[00:01:47.720 --> 00:01:50.800]   My old AC we replaced was 20 years old.
[00:01:50.800 --> 00:01:53.360]   I believe if you opened up that AC to look inside,
[00:01:53.360 --> 00:01:57.140]   there was a pigeon and a thermometer.
[00:01:57.140 --> 00:01:59.840]   And then if the thermometer got too high,
[00:01:59.840 --> 00:02:02.400]   it would pull a string with its beak.
[00:02:02.400 --> 00:02:06.360]   And this new AC has roughly speaking
[00:02:06.360 --> 00:02:09.880]   the supercomputer HAL from 2001, trying to control it.
[00:02:09.880 --> 00:02:12.440]   So the technology has gotten really advanced.
[00:02:12.440 --> 00:02:14.400]   I don't know what all those chips do.
[00:02:14.400 --> 00:02:17.000]   There's three different computer chips in these things.
[00:02:17.000 --> 00:02:19.480]   I believe if I'm reading the manual correctly,
[00:02:19.480 --> 00:02:22.760]   in addition to automatically adjusting
[00:02:22.760 --> 00:02:25.040]   the stage of the compressor,
[00:02:25.040 --> 00:02:28.260]   this AC unit can also make novel policy prescriptions
[00:02:28.260 --> 00:02:29.760]   to fight climate change.
[00:02:29.760 --> 00:02:31.400]   It's all built into the circuitry.
[00:02:31.400 --> 00:02:32.720]   But here's the thing.
[00:02:32.720 --> 00:02:35.540]   It's wired out of the factory
[00:02:35.540 --> 00:02:40.440]   for this incredibly complex control panel.
[00:02:40.440 --> 00:02:45.800]   It's a control panel that is the size of an iPad Pro,
[00:02:45.800 --> 00:02:47.400]   like a really big screen,
[00:02:47.400 --> 00:02:50.040]   like full of all these fancy interfaces.
[00:02:50.040 --> 00:02:51.680]   It's $1,200.
[00:02:51.680 --> 00:02:54.480]   And I told my guys, I was like, I don't want that.
[00:02:54.480 --> 00:02:58.840]   I don't want a computerized cockpit to control my AC.
[00:02:58.840 --> 00:03:00.080]   I was like, I want my old thermostat.
[00:03:00.080 --> 00:03:03.080]   It tells me what the temperature is,
[00:03:03.080 --> 00:03:05.360]   what it's supposed to be, like what it's set to.
[00:03:05.360 --> 00:03:08.520]   And it has an up arrow and a down arrow.
[00:03:08.520 --> 00:03:10.080]   Like, I want that.
[00:03:10.080 --> 00:03:11.720]   And so like, okay, we'll make that work for you.
[00:03:11.720 --> 00:03:15.560]   They had to be on the phone with technical support,
[00:03:15.560 --> 00:03:17.600]   a carrier for probably an hour
[00:03:17.600 --> 00:03:21.800]   to figure out basically how to retrograde back the AC
[00:03:21.800 --> 00:03:25.440]   so that we could just control it old style analog.
[00:03:25.440 --> 00:03:27.840]   Because the wires that are wired up by default
[00:03:27.840 --> 00:03:30.080]   to go to the thermostat are like digital control wires.
[00:03:30.080 --> 00:03:33.080]   So you can strap on your virtual reality helmet
[00:03:33.080 --> 00:03:36.660]   and drag your temperature gauges through the landscape
[00:03:36.660 --> 00:03:38.880]   that carrier created of the metaverse or whatever.
[00:03:38.880 --> 00:03:40.120]   And I wanted up and down arrows,
[00:03:40.120 --> 00:03:41.960]   which just requires these low voltage wires
[00:03:41.960 --> 00:03:44.120]   that aren't digital, just turn on, turn off,
[00:03:44.120 --> 00:03:44.960]   turn on, turn off.
[00:03:44.960 --> 00:03:47.000]   So they had to rewire this thing.
[00:03:47.000 --> 00:03:48.440]   I mean, they were in there like connecting wires,
[00:03:48.440 --> 00:03:49.280]   but we did it.
[00:03:49.280 --> 00:03:51.520]   So I think that's a case study
[00:03:51.520 --> 00:03:53.840]   of digital minimalism in action.
[00:03:53.840 --> 00:03:56.480]   I rejected a $1,200 computerized cockpit
[00:03:56.480 --> 00:03:57.800]   for my air conditioner.
[00:03:57.800 --> 00:04:01.040]   And we successfully got a 20 year old
[00:04:01.040 --> 00:04:02.920]   up arrow, down arrow thermostat.
[00:04:02.920 --> 00:04:05.600]   - So when you go home today, it should be golden, right?
[00:04:05.600 --> 00:04:06.780]   - I hope so.
[00:04:06.780 --> 00:04:08.960]   Yeah, yeah, I've got it set somewhere cool.
[00:04:08.960 --> 00:04:10.640]   Tomorrow's going to be hot.
