
[00:00:00.000 --> 00:00:02.000]   [MUSIC PLAYING]
[00:00:02.000 --> 00:00:04.920]   Who all those people are out there skipping my talk?
[00:00:04.920 --> 00:00:08.720]   But it's being loud.
[00:00:08.720 --> 00:00:12.680]   Anyway, I want to talk about AI, the future,
[00:00:12.680 --> 00:00:16.240]   and all the other stuff, because there's just a lot of stuff
[00:00:16.240 --> 00:00:18.920]   happening right now in the world.
[00:00:18.920 --> 00:00:23.280]   I want to start by imagining that human history, all
[00:00:23.280 --> 00:00:28.960]   of human history is written in an 800-page book
[00:00:28.960 --> 00:00:33.960]   with 250 years covered on each page.
[00:00:33.960 --> 00:00:36.120]   And if we took out all the pages and laid them out,
[00:00:36.120 --> 00:00:37.760]   it would look something like this.
[00:00:37.760 --> 00:00:41.280]   And so most of this--
[00:00:41.280 --> 00:00:42.960]   this is a very boring book.
[00:00:42.960 --> 00:00:45.920]   If you're reading it, most of it is just hunter-gatherers,
[00:00:45.920 --> 00:00:46.840]   hunting and gathering.
[00:00:46.840 --> 00:00:48.880]   That's it.
[00:00:48.880 --> 00:00:50.720]   Only when you get to the second to last row
[00:00:50.720 --> 00:00:53.840]   do you even have the very earliest cities
[00:00:53.840 --> 00:00:56.960]   in agriculture, still mostly hunting and gathering.
[00:00:56.960 --> 00:00:58.880]   And only on the bottom row do you
[00:00:58.880 --> 00:01:01.360]   have recorded history when writing starts happening.
[00:01:01.360 --> 00:01:02.960]   So when we talk about history, we're
[00:01:02.960 --> 00:01:04.200]   talking about the bottom row.
[00:01:04.200 --> 00:01:08.120]   Everything else is prehistory, prehistoric.
[00:01:08.120 --> 00:01:10.000]   Now, even within the bottom row, most of that
[00:01:10.000 --> 00:01:11.920]   is incredibly ancient.
[00:01:11.920 --> 00:01:14.160]   It's only on page-- remember, out of 800.
[00:01:14.160 --> 00:01:18.640]   Page 790 is like Buddha, right?
[00:01:18.640 --> 00:01:21.440]   And like, you know, really long ago shit.
[00:01:21.440 --> 00:01:23.760]   Page 793 is when AD starts.
[00:01:23.760 --> 00:01:26.340]   So you're reading the book, and it's like the last eight pages.
[00:01:26.340 --> 00:01:27.600]   It's like epilogue AD.
[00:01:27.600 --> 00:01:29.720]   It's like the very end.
[00:01:29.720 --> 00:01:33.280]   And so the reason I show you this
[00:01:33.280 --> 00:01:35.720]   is because there's a crazy trend that's
[00:01:35.720 --> 00:01:37.260]   happening here that sometimes you
[00:01:37.260 --> 00:01:39.080]   need to just zoom out to see.
[00:01:39.080 --> 00:01:41.200]   So imagine we went and took a time machine,
[00:01:41.200 --> 00:01:46.360]   and we grabbed a caveman from, I don't know, page 621,
[00:01:46.360 --> 00:01:49.040]   and we brought him forward in the time machine
[00:01:49.040 --> 00:01:52.520]   exactly one page and then let him out, 250 years.
[00:01:52.520 --> 00:01:55.280]   He'd be like, uh-huh, yeah, it's the same thing, basically,
[00:01:55.280 --> 00:01:57.020]   that I had before, no big deal.
[00:01:57.020 --> 00:01:59.780]   But as you get closer to the end of the book,
[00:01:59.780 --> 00:02:02.300]   taking someone a leap forward one page
[00:02:02.300 --> 00:02:04.820]   becomes a bigger and bigger, crazier thing.
[00:02:04.820 --> 00:02:09.820]   So like George Washington, right, born on page 799,
[00:02:09.820 --> 00:02:13.180]   right, a little over 250 years ago,
[00:02:13.180 --> 00:02:15.620]   what would it be like to do the same thing we did with the cave
[00:02:15.620 --> 00:02:18.740]   man to him, to take him in the time machine
[00:02:18.740 --> 00:02:20.740]   and bring him to today?
[00:02:20.740 --> 00:02:22.580]   To understand that, let's look at--
[00:02:22.580 --> 00:02:28.520]   compare page 1 through 799 to the very last page, our page.
[00:02:28.520 --> 00:02:34.680]   So on page 1 through 799--
[00:02:34.680 --> 00:02:40.340]   think this isn't working, but that's a you problem--
[00:02:40.340 --> 00:02:45.160]   we have under a billion people for 799 pages.
[00:02:45.160 --> 00:02:48.880]   On page 800 alone, we crossed the 1, 2, 3, 4, 5, 6,
[00:02:48.880 --> 00:02:52.200]   and 7 billion person marks.
[00:02:52.200 --> 00:02:57.720]   On page 1 through 799, what is transportation like?
[00:02:57.720 --> 00:03:01.640]   Sailboats, horses, walking, right,
[00:03:01.640 --> 00:03:03.220]   just basic things like that.
[00:03:03.220 --> 00:03:05.560]   And that's what George Washington would be used to.
[00:03:05.560 --> 00:03:09.480]   On page 800, we're going to the moon, right, cars, planes,
[00:03:09.480 --> 00:03:11.200]   submarines, trains.
[00:03:11.200 --> 00:03:13.040]   All of that is all entirely page 800.
[00:03:13.040 --> 00:03:17.640]   Communication, talking mostly, and then writing,
[00:03:17.640 --> 00:03:19.360]   maybe writing letters.
[00:03:19.360 --> 00:03:21.320]   Long distance communication, like a smoke signal
[00:03:21.320 --> 00:03:21.920]   or something.
[00:03:21.920 --> 00:03:26.200]   Of course, today we have phones and TV and FaceTime
[00:03:26.200 --> 00:03:27.320]   and all of that, right?
[00:03:27.320 --> 00:03:28.920]   So you can just keep going here.
[00:03:28.920 --> 00:03:31.480]   And oh, he died too early.
[00:03:31.480 --> 00:03:32.520]   He died too early.
[00:03:32.520 --> 00:03:38.280]   OK, well, anyway, the point is that this is all before you
[00:03:38.280 --> 00:03:42.280]   even show him the internet and talk about general relativity
[00:03:42.280 --> 00:03:43.920]   and talk about space travel.
[00:03:43.920 --> 00:03:49.040]   And you show him the crazy ways we're using energy.
[00:03:49.040 --> 00:03:53.960]   Fossil fuels era is entirely a page 800 phenomenon, right?
[00:03:53.960 --> 00:03:59.080]   There was no such thing as using fossil fuels
[00:03:59.080 --> 00:04:00.400]   on any of the pages before it.
[00:04:00.400 --> 00:04:02.920]   So people in his world, they just
[00:04:02.920 --> 00:04:06.360]   had water wheels and basic windmills
[00:04:06.360 --> 00:04:08.560]   and mostly pushing stuff with their arms.
[00:04:08.560 --> 00:04:11.200]   So you take him here, and I don't
[00:04:11.200 --> 00:04:14.400]   think he would just be mind blown or shocked.
[00:04:14.400 --> 00:04:16.920]   I think he would actually die, which you knew already
[00:04:16.920 --> 00:04:18.440]   because you saw the slide.
[00:04:18.440 --> 00:04:20.480]   And so this is dead George Washington, right?
[00:04:20.480 --> 00:04:22.640]   And so the trend here is that the farther you
[00:04:22.640 --> 00:04:25.000]   go into the book, the crazier it would
[00:04:25.000 --> 00:04:27.520]   be to take someone one page forward until eventually you
[00:04:27.520 --> 00:04:30.160]   get someone from 799, bring them out here, and show them
[00:04:30.160 --> 00:04:32.840]   the world, and they keel over because it's so shocking.
[00:04:32.840 --> 00:04:35.320]   So the reason I like to start with this
[00:04:35.320 --> 00:04:39.920]   is because it's human nature to think we live in special times.
[00:04:39.920 --> 00:04:40.800]   This time is special.
[00:04:40.800 --> 00:04:42.520]   These are the end of days, right?
[00:04:42.520 --> 00:04:45.640]   This has never been like this before.
[00:04:45.640 --> 00:04:49.480]   And almost all the time, people are wrong.
[00:04:49.480 --> 00:04:51.800]   So we have this instinct to override that thought
[00:04:51.800 --> 00:04:52.920]   and think, no, it's naive.
[00:04:52.920 --> 00:04:54.500]   Everyone thinks their time is special.
[00:04:54.500 --> 00:04:55.600]   This is just another time.
[00:04:55.600 --> 00:04:57.240]   And actually, no, it's not.
[00:04:57.240 --> 00:05:01.160]   This page we're on is an anomaly in every way.
[00:05:01.160 --> 00:05:03.480]   It can be an anomaly.
[00:05:03.480 --> 00:05:06.040]   And so what does that mean about the future, right?
[00:05:06.040 --> 00:05:10.360]   What does that imply about where we're going,
[00:05:10.360 --> 00:05:11.840]   which is page 801, right?
[00:05:11.840 --> 00:05:15.120]   If taking George here was that extreme,
[00:05:15.120 --> 00:05:17.400]   well, if things were moving quicker,
[00:05:17.400 --> 00:05:19.920]   maybe us going forward just a few decades
[00:05:19.920 --> 00:05:22.560]   would be the same level of shock that George Washington
[00:05:22.560 --> 00:05:24.720]   experienced coming 250 years.
[00:05:24.720 --> 00:05:27.640]   In our lifetimes, we might witness that level of change.
[00:05:27.640 --> 00:05:29.480]   And you can see this all around.
[00:05:29.480 --> 00:05:32.360]   There's a lot of paradigm shifts happening.
[00:05:32.360 --> 00:05:34.400]   So driverless cars, taking a little longer,
[00:05:34.400 --> 00:05:36.280]   taking a little longer than we thought maybe.
[00:05:36.280 --> 00:05:38.080]   But the bigger fact here, if you zoom out,
[00:05:38.080 --> 00:05:45.040]   is the driving era basically was about 120, 130 years long.
[00:05:45.040 --> 00:05:46.400]   And we're at the very end of it.
[00:05:46.400 --> 00:05:48.160]   The driving era is about to be over.
[00:05:48.160 --> 00:05:50.960]   That's crazy.
[00:05:50.960 --> 00:05:54.080]   Probably all saw this thing recently.
[00:05:54.080 --> 00:05:58.880]   The rectangle glass devices era may be coming to an end.
[00:05:58.880 --> 00:06:01.920]   Maybe you're going to see a picture or a movie scene,
[00:06:01.920 --> 00:06:04.200]   and there's going to be a bunch of people on the subway
[00:06:04.200 --> 00:06:05.160]   on their phones.
[00:06:05.160 --> 00:06:07.600]   And you're going to say, oh, that's the 2010s or 2020s.
[00:06:07.600 --> 00:06:08.680]   That's the only time it could be,
[00:06:08.680 --> 00:06:10.720]   because that was the era when that happened.
[00:06:10.720 --> 00:06:12.280]   When you're in it, it feels like this is normal.
[00:06:12.280 --> 00:06:14.680]   But if you zoom out, you're like, wow, that's an era,
[00:06:14.680 --> 00:06:17.040]   and we're moving out of that maybe.
[00:06:17.040 --> 00:06:19.360]   And of course, this is just child's play compared
[00:06:19.360 --> 00:06:22.120]   to what would be coming next, which is going straight--
[00:06:22.120 --> 00:06:24.920]   going from immersing yourself with a mask
[00:06:24.920 --> 00:06:27.600]   to just brain-machine interface, actually
[00:06:27.600 --> 00:06:31.080]   having your visual cortex taken over by a brain-machine
[00:06:31.080 --> 00:06:31.560]   interface.
[00:06:31.560 --> 00:06:34.720]   So you actually see something different out of your real eyes,
[00:06:34.720 --> 00:06:36.240]   and you don't need any more devices.
[00:06:36.240 --> 00:06:39.080]   You just have this device in your head,
[00:06:39.080 --> 00:06:41.840]   and you can think with each other.
[00:06:41.840 --> 00:06:45.080]   And you want to show someone a visual in your head,
[00:06:45.080 --> 00:06:46.880]   you can broadcast it onto the screen.
[00:06:46.880 --> 00:06:48.160]   You want to play your music.
[00:06:48.160 --> 00:06:49.880]   Instead of just saying, I want to play it
[00:06:49.880 --> 00:06:53.400]   from my headphones or my speaker or my phone,
[00:06:53.400 --> 00:06:55.640]   you can now say, I also want to play it directly
[00:06:55.640 --> 00:06:59.480]   into my auditory cortex with no sound needed at all.
[00:06:59.480 --> 00:07:01.120]   So this is coming.
[00:07:01.120 --> 00:07:03.760]   It doesn't seem real, like a lot of things,
[00:07:03.760 --> 00:07:05.320]   because it's hard to imagine things
[00:07:05.320 --> 00:07:07.760]   that are totally different than anything we've experienced.
[00:07:07.760 --> 00:07:09.520]   But this is going to come.
[00:07:09.520 --> 00:07:11.920]   A lot of you will have one of these in your head,
[00:07:11.920 --> 00:07:15.120]   I'm pretty sure, before you die.
[00:07:15.120 --> 00:07:16.480]   How about genetic engineering?
[00:07:16.480 --> 00:07:19.040]   How about the fact that your grandkids
[00:07:19.040 --> 00:07:20.200]   are going to be blown away?
[00:07:20.200 --> 00:07:22.760]   They're going to say, so you guys just had a baby,
[00:07:22.760 --> 00:07:24.720]   and you just hoped it was a good baby?
[00:07:24.720 --> 00:07:26.960]   And you just kind of hoped for the best?
[00:07:26.960 --> 00:07:29.280]   And then the baby was born, and that was just what--
[00:07:29.280 --> 00:07:30.120]   no, it's like, of course, you're going
[00:07:30.120 --> 00:07:31.620]   to be making sure it's a good baby.
[00:07:31.620 --> 00:07:33.240]   You're going to be tweaking things around,
[00:07:33.240 --> 00:07:35.440]   and all the different gene editing things,
[00:07:35.440 --> 00:07:38.720]   and all the implications for our health that are coming,
[00:07:38.720 --> 00:07:41.760]   that are, again, crazy madness, the things that could
[00:07:41.760 --> 00:07:43.080]   come with this industry.
[00:07:43.080 --> 00:07:45.200]   How about this one?
[00:07:45.200 --> 00:07:48.680]   If you counted the great leaps for life, not just humans,
[00:07:48.680 --> 00:07:53.320]   but for all of life, on one hand, you're like, OK,
