
[00:00:00.000 --> 00:00:06.440]   Welcome back everyone.
[00:00:06.440 --> 00:00:08.360]   This is part 2 in our series on
[00:00:08.360 --> 00:00:10.640]   advanced behavioral methods for NLU.
[00:00:10.640 --> 00:00:11.800]   We're going to talk about
[00:00:11.800 --> 00:00:13.580]   some analytic considerations that
[00:00:13.580 --> 00:00:16.520]   surround this kind of assessment and analysis.
[00:00:16.520 --> 00:00:18.720]   The key questions for us are,
[00:00:18.720 --> 00:00:21.520]   what can behavioral testing tell us?
[00:00:21.520 --> 00:00:23.680]   Just as crucially, what can't it
[00:00:23.680 --> 00:00:27.040]   tell us about the nature of our systems?
[00:00:27.040 --> 00:00:29.080]   I said this in the first part of
[00:00:29.080 --> 00:00:31.480]   these screencasts it bears repeating.
[00:00:31.480 --> 00:00:34.360]   We talk about adversarial testing as a shorthand,
[00:00:34.360 --> 00:00:36.160]   but there is no intrinsic need to
[00:00:36.160 --> 00:00:38.140]   be adversarial in all cases.
[00:00:38.140 --> 00:00:39.600]   We could just be trying to
[00:00:39.600 --> 00:00:42.280]   explore what our systems are capable of.
[00:00:42.280 --> 00:00:44.280]   Here are some example questions
[00:00:44.280 --> 00:00:46.160]   that you might be thinking of in this mode.
[00:00:46.160 --> 00:00:48.520]   They start off purely exploratory
[00:00:48.520 --> 00:00:50.920]   and they end up being quite adversarial.
[00:00:50.920 --> 00:00:52.960]   For example, has my system
[00:00:52.960 --> 00:00:54.920]   learned anything about numerical terms?
[00:00:54.920 --> 00:00:57.440]   You could ask this in an open-ended way and
[00:00:57.440 --> 00:00:59.120]   construct a test dataset that
[00:00:59.120 --> 00:01:01.380]   would help you address this question.
[00:01:01.380 --> 00:01:03.760]   Does my system understand how negation works?
[00:01:03.760 --> 00:01:05.440]   Same thing, maybe you did an audit of
[00:01:05.440 --> 00:01:07.280]   the training data and you found that
[00:01:07.280 --> 00:01:10.560]   negation was sparsely represented and you want to ask,
[00:01:10.560 --> 00:01:12.040]   given what it did see,
[00:01:12.040 --> 00:01:13.520]   was it able to induce
[00:01:13.520 --> 00:01:15.960]   a reasonable theory of how negation works?
[00:01:15.960 --> 00:01:19.160]   Behavioral testing could help you address that question.
[00:01:19.160 --> 00:01:22.600]   Does my system work with a new style or genre?
[00:01:22.600 --> 00:01:25.320]   That's an important subtle domain shift.
[00:01:25.320 --> 00:01:28.200]   Maybe it was trained on text from newspapers and you would
[00:01:28.200 --> 00:01:30.120]   just want to find out whether
[00:01:30.120 --> 00:01:33.480]   its behavior is accurate on Twitter data.
[00:01:33.480 --> 00:01:36.840]   This system is supposed to know about numerical terms,
[00:01:36.840 --> 00:01:38.880]   but here are some test cases that are
[00:01:38.880 --> 00:01:42.280]   outside of its training experiences for such terms.
[00:01:42.280 --> 00:01:44.760]   What will happen? We are now moving into
[00:01:44.760 --> 00:01:47.280]   a mode of being more thoroughly adversarial.
[00:01:47.280 --> 00:01:49.280]   We might have discovered about
[00:01:49.280 --> 00:01:51.980]   the system that it's not good at numerical terms,
[00:01:51.980 --> 00:01:53.880]   and now we're trying to expose
[00:01:53.880 --> 00:01:56.040]   that gap in its abilities.
[00:01:56.040 --> 00:01:58.380]   When applied to invented genres,
[00:01:58.380 --> 00:02:00.640]   that is very unfamiliar kinds of inputs,
[00:02:00.640 --> 00:02:03.120]   does the system produce socially problematic,
[00:02:03.120 --> 00:02:04.800]   say stereotyped outputs?
[00:02:04.800 --> 00:02:08.560]   At this point, you're actively trying to construct examples
[00:02:08.560 --> 00:02:10.920]   that you know will be outside of
[00:02:10.920 --> 00:02:13.760]   standard experiences for the model in an effort to
[00:02:13.760 --> 00:02:15.760]   discover what its behaviors are like in
[00:02:15.760 --> 00:02:18.400]   those unusual tail situations.
[00:02:18.400 --> 00:02:21.560]   That is probably more thoroughly adversarial.
[00:02:21.560 --> 00:02:25.440]   Maybe the most adversarial of all would be exploring
[00:02:25.440 --> 00:02:27.160]   random inputs that lead
[00:02:27.160 --> 00:02:29.280]   the system to produce problematic outputs.
[00:02:29.280 --> 00:02:30.980]   This is the mode where you take
[00:02:30.980 --> 00:02:33.360]   normal examples and append a certain sequence of
[00:02:33.360 --> 00:02:35.840]   Unicode characters onto the end and see
[00:02:35.840 --> 00:02:38.680]   something very surprising happen as a result,
[00:02:38.680 --> 00:02:41.260]   as a way of auditing the system
[00:02:41.260 --> 00:02:45.520]   for gaps in its security in some general sense.
[00:02:45.520 --> 00:02:47.360]   All these things are on the table for us.
[00:02:47.360 --> 00:02:51.160]   These are all interesting behavioral tests to run.
[00:02:51.160 --> 00:02:55.040]   But behavioral testing has its limits.
[00:02:55.040 --> 00:02:57.200]   I think we all know this in our hearts,
[00:02:57.200 --> 00:02:59.220]   but it's worth dwelling on it.
[00:02:59.220 --> 00:03:02.600]   No amount of behavioral testing can truly offer
[00:03:02.600 --> 00:03:06.400]   you a guarantee about what our systems will be like.
[00:03:06.400 --> 00:03:08.500]   You are at the mercy of
[00:03:08.500 --> 00:03:11.600]   the set of examples that you decided to construct.
[00:03:11.600 --> 00:03:13.160]   I think this is pretty clear.
[00:03:13.160 --> 00:03:14.760]   This often goes under the heading of
[00:03:14.760 --> 00:03:17.880]   the limits of scientific induction.
[00:03:17.880 --> 00:03:20.200]   But let's linger over an example to see
[00:03:20.200 --> 00:03:22.820]   just how this can become pressing.
[00:03:22.820 --> 00:03:24.320]   For an illustration, I've got
[00:03:24.320 --> 00:03:26.120]   an even-odd model in the middle here,
[00:03:26.120 --> 00:03:28.520]   and I've drawn it as a big opaque rectangle.
[00:03:28.520 --> 00:03:30.520]   We don't know how this model works.
[00:03:30.520 --> 00:03:33.360]   But the promise of this model is that it takes in
[00:03:33.360 --> 00:03:36.120]   strings like four and predicts whether
[00:03:36.120 --> 00:03:39.120]   those strings refer to even or odd numbers.
[00:03:39.120 --> 00:03:42.200]   Here four has come in and it has predicted even.
[00:03:42.200 --> 00:03:46.020]   So far so good. 21 comes in and it predicted odd.
