
[00:00:00.000 --> 00:00:01.000]   Hello, everybody.
[00:00:01.000 --> 00:00:04.000]   It's Sam from the Financial Samurai podcast.
[00:00:04.000 --> 00:00:10.080]   And in this episode, I have a special guest with me, Brad Stolberg, author of his newly
[00:00:10.080 --> 00:00:12.040]   written book, Master of Change.
[00:00:12.040 --> 00:00:13.320]   Welcome to the podcast, Brad.
[00:00:13.320 --> 00:00:14.960]   Sam, it's great to be here.
[00:00:14.960 --> 00:00:15.960]   Thanks for having me.
[00:00:15.960 --> 00:00:17.960]   Well, thanks for coming on.
[00:00:17.960 --> 00:00:22.440]   The reason why I wanted you on was initially because I read your previous book, The Practice
[00:00:22.440 --> 00:00:26.840]   of Groundedness, which was very helpful during the pandemic.
[00:00:26.840 --> 00:00:28.800]   Because during the pandemic, it was quite chaotic.
[00:00:28.800 --> 00:00:30.600]   You didn't really know what was going on.
[00:00:30.600 --> 00:00:36.040]   And I read the book, and you were with Portfolio Penguin Random House at the time, as was I.
[00:00:36.040 --> 00:00:39.120]   And I thought, wow, this made me feel pretty good.
[00:00:39.120 --> 00:00:42.700]   So I'm excited to talk to you about your new book, Master of Change.
[00:00:42.700 --> 00:00:46.560]   Why did you decide to write Master of Change?
[00:00:46.560 --> 00:00:55.720]   I think that it started off as just a personal inquiry and curiosity around change and conventional
[00:00:55.720 --> 00:00:59.560]   ways of thinking about change and stress testing those.
[00:00:59.560 --> 00:01:05.680]   So over the past five years in my own life, I've undergone all sorts of change.
[00:01:05.680 --> 00:01:11.680]   I became a father for the first time, moved across the country, suffered an injury that
[00:01:11.680 --> 00:01:16.560]   led to pretty significant orthopedic surgery that ended my career in a sport that had been
[00:01:16.560 --> 00:01:19.960]   a real outsized part of my identity.
[00:01:19.960 --> 00:01:23.840]   I was doing some contract work with large corporations, and I decided that I'm ready
[00:01:23.840 --> 00:01:27.640]   just to go at it on my own completely as an author.
[00:01:27.640 --> 00:01:30.880]   And then became a father again for the second time.
[00:01:30.880 --> 00:01:31.880]   Oh, congrats.
[00:01:31.880 --> 00:01:33.280]   Yeah, thank you.
[00:01:33.280 --> 00:01:37.880]   Within the last five, six years, it just seems like there was all of this change that was
[00:01:37.880 --> 00:01:38.880]   very compressed.
[00:01:38.880 --> 00:01:42.360]   And I was talking to other people, and they're like, yeah, it's just like things just feel
[00:01:42.360 --> 00:01:45.620]   like they happen fast, and they never stop.
[00:01:45.620 --> 00:01:50.800]   And then, of course, this is against the backdrop of the pandemic, which is a significant disorder,
[00:01:50.800 --> 00:01:56.960]   disruption, chaos, change, whatever you want to call it, that we all live through and was
[00:01:56.960 --> 00:02:00.360]   a challenge for all of us in many similar ways and also in unique ways.
[00:02:00.360 --> 00:02:05.320]   And I distinctly remember when I decided that I wanted to dive deep into change.
[00:02:05.320 --> 00:02:11.360]   I was in my kitchen here in Asheville, North Carolina, and it was midday, and I was just
[00:02:11.360 --> 00:02:14.760]   doing what I do midday, which is sometimes taking a break to read.
[00:02:14.760 --> 00:02:18.960]   And went to the New York Times.com, and the headline was about getting back to normal.
[00:02:18.960 --> 00:02:20.440]   Went to the WallStreetJournal.com.
[00:02:20.440 --> 00:02:22.480]   The headline was about getting back to normal.
[00:02:22.480 --> 00:02:23.840]   Saw The Economist.
[00:02:23.840 --> 00:02:25.040]   When are we going to get back to normal?
[00:02:25.040 --> 00:02:30.520]   And it occurred to me that getting back to normal is probably never going to happen.
[00:02:30.520 --> 00:02:35.280]   And why do we conceive of change as something that we want to get back to where we were?
[00:02:35.280 --> 00:02:39.480]   And this was about three, three and a half years ago, and that started this – what
[00:02:39.480 --> 00:02:43.760]   started off as just a personal project and then became a book into looking at some of
[00:02:43.760 --> 00:02:47.520]   the historical roots of why we think about change the way that we do and exploring if
[00:02:47.520 --> 00:02:49.320]   there are alternative, better models.
[00:02:49.320 --> 00:02:50.320]   >> Right.
[00:02:50.320 --> 00:02:56.320]   In your book and in your previous book, you actually talked about going through a session
[00:02:56.320 --> 00:03:02.940]   of OCD, severe OCD for eight months, and then what you call secondary depression.
[00:03:02.940 --> 00:03:06.440]   Can you talk about how that came to be?
[00:03:06.440 --> 00:03:12.080]   Was it a sudden onset or have you been feeling this kind of OCD lingering for a while?
[00:03:12.080 --> 00:03:15.600]   And how did that motivate you to write this book and try to help others?
[00:03:15.600 --> 00:03:16.720]   >> That's right.
[00:03:16.720 --> 00:03:21.160]   So that's a big part of the practice of groundedness, which is the book that came
[00:03:21.160 --> 00:03:22.840]   prior to this.
[00:03:22.840 --> 00:03:29.360]   And let's see, right around – that was what, 29, 30?
[00:03:29.360 --> 00:03:32.440]   So this is almost seven years ago now, over seven years ago.
[00:03:32.440 --> 00:03:34.040]   It was a very stark onset.
[00:03:34.040 --> 00:03:37.920]   I didn't have a history of mental illness.
[00:03:37.920 --> 00:03:44.280]   I was wired to be a pusher and I am probably a very – I'd score high in conscientiousness
[00:03:44.280 --> 00:03:47.280]   in terms of a personality test or temperament.
[00:03:47.280 --> 00:03:48.880]   But it was always something that was productive for me.
[00:03:48.880 --> 00:03:51.160]   I was always able to channel that.
[00:03:51.160 --> 00:03:56.680]   And for whatever reason, things went haywire and I descended really quickly into a very
[00:03:56.680 --> 00:04:02.520]   rough, utterly debilitating, to be honest, spot with obsessive compulsive disorder and
[00:04:02.520 --> 00:04:04.760]   then secondary depression.
[00:04:04.760 --> 00:04:09.160]   And when I was going through that, there was no thinking about writing books.
[00:04:09.160 --> 00:04:11.680]   Like my whole goal was just to survive.
[00:04:11.680 --> 00:04:16.000]   I was so fortunate that I had great care from a psychiatrist and a therapist.
[00:04:16.000 --> 00:04:22.240]   However, when I got to the other side of that, I of course did look back and say like, "Huh,
[00:04:22.240 --> 00:04:25.960]   I want to explore more about why this happened and how this happened and also some of the
[00:04:25.960 --> 00:04:30.840]   tools that I learned in my journey in recovery and how these tools can apply more broadly
[00:04:30.840 --> 00:04:34.640]   to people that aren't even necessarily struggling with clinical mental illness."
[00:04:34.640 --> 00:04:39.040]   And I didn't mention that because that was like seven years ago.
[00:04:39.040 --> 00:04:44.960]   But talk about another big life change, cruising along, performing really well, just completely,
[00:04:44.960 --> 00:04:49.200]   utterly upended by mental illness.
[00:04:49.200 --> 00:04:52.400]   Go through that and then recover and have that perspective.
[00:04:52.400 --> 00:04:56.400]   So I guess we can just add that to the list of these pretty significant changes that I
[00:04:56.400 --> 00:04:57.400]   underwent.
[00:04:57.400 --> 00:05:03.080]   I feel like there's been a lot of discussion on mental illness since the pandemic began,
[00:05:03.080 --> 00:05:06.240]   especially loneliness, mental illness.
[00:05:06.240 --> 00:05:11.720]   I feel like society, at least here in the United States, is really a striving culture,
[00:05:11.720 --> 00:05:12.720]   go, go, go.
[00:05:12.720 --> 00:05:16.560]   You're seeking accolades, achievements and so forth.
[00:05:16.560 --> 00:05:22.880]   How much do you think that part of achievement and success drove you to have this episode
[00:05:22.880 --> 00:05:23.880]   of OCD?
[00:05:23.880 --> 00:05:27.480]   It's a good question and I think about that a lot.
[00:05:27.480 --> 00:05:32.560]   And the short answer is I don't think at all, to be totally frank and honest.
[00:05:32.560 --> 00:05:40.560]   I think the experience of true clinical OCD is so far removed from what I thought being
[00:05:40.560 --> 00:05:42.960]   neurotic or anxious was.
[00:05:42.960 --> 00:05:47.560]   I mean, it is just a 24/7, your brain is broken.
[00:05:47.560 --> 00:05:50.480]   It's like living in a different galaxy.
[00:05:50.480 --> 00:05:56.560]   And whether or not striving and pursuing success kind of primed the pump for that, I can't
[00:05:56.560 --> 00:05:57.760]   say.
[00:05:57.760 --> 00:06:02.040]   I think that there's all sorts of challenges and issues that are wrong with our striving
[00:06:02.040 --> 00:06:03.040]   culture.
[00:06:03.040 --> 00:06:06.880]   But I don't think that that was part and parcel of OCD, particularly because I kind of got
[00:06:06.880 --> 00:06:11.000]   off that hamster wheel long before I got sick.
[00:06:11.000 --> 00:06:15.200]   I wasn't in a place when I got sick that I was striving for the next thing.
[00:06:15.200 --> 00:06:18.320]   I was actually pretty content with how things were going.
[00:06:18.320 --> 00:06:23.840]   And so yeah, it's not as tidy of a narrative to say like, "Oh, I was burning the Midnight
[00:06:23.840 --> 00:06:29.920]   Oil and I wasn't sleeping and I was just striving and chasing and therefore I got OCD."
[00:06:29.920 --> 00:06:34.320]   I think that, and I'm careful with this, I think that true significant clinical mental
[00:06:34.320 --> 00:06:40.000]   illness, while it can result from that, it often feels just like otherworldly levels
[00:06:40.000 --> 00:06:41.000]   of different.
[00:06:41.000 --> 00:06:44.000]   Well, I'm glad you got out of it.
[00:06:44.000 --> 00:06:48.100]   What were some of the steps you took to get out of it and move forward?
[00:06:48.100 --> 00:06:56.160]   So the most important thing was finding a therapist who practices evidence-based third
[00:06:56.160 --> 00:06:57.600]   wave clinical therapies.
[00:06:57.600 --> 00:07:03.800]   For me, what was most helpful was something called acceptance and commitment therapy.
[00:07:03.800 --> 00:07:08.000]   And then working with that therapist for the better part of a year.
