
[00:00:00.000 --> 00:00:02.160]   (beeping)
[00:00:02.160 --> 00:00:13.280]   Welcome back to Ask The Compound,
[00:00:13.280 --> 00:00:15.280]   where I think we have one of the most intelligent audiences
[00:00:15.280 --> 00:00:16.920]   in all of financial entertainment.
[00:00:16.920 --> 00:00:18.560]   The people who ask the more in-depth questions
[00:00:18.560 --> 00:00:19.640]   have always done their homework.
[00:00:19.640 --> 00:00:21.520]   The people who ask more general questions
[00:00:21.520 --> 00:00:23.060]   seem to always be on the right path,
[00:00:23.060 --> 00:00:25.120]   so I like that we get a kind of mix of the two.
[00:00:25.120 --> 00:00:27.000]   We're gonna talk about a mix of those two today.
[00:00:27.000 --> 00:00:28.960]   Remember, if you have a question for us, email us,
[00:00:28.960 --> 00:00:30.960]   askthecompoundshow@gmail.com.
[00:00:30.960 --> 00:00:34.280]   Today, we are sponsored by our friends at Bird Dogs.
[00:00:34.280 --> 00:00:35.520]   One of the things I like to do in the summer,
[00:00:35.520 --> 00:00:36.440]   I like to be a little active,
[00:00:36.440 --> 00:00:39.200]   so I take the kids on a bike ride once or twice a weekend,
[00:00:39.200 --> 00:00:41.220]   and I like to be both stylish and comfortable
[00:00:41.220 --> 00:00:42.520]   because I'm riding the bike,
[00:00:42.520 --> 00:00:44.480]   and I still have one of my little ones on the back with me,
[00:00:44.480 --> 00:00:45.740]   on those little trailer bikes, you know?
[00:00:45.740 --> 00:00:47.540]   You hook it up to the back, so I got like three wheels,
[00:00:47.540 --> 00:00:49.060]   so I'm doing a lot of the work.
[00:00:49.060 --> 00:00:51.040]   She pedals sometimes, but I'm,
[00:00:51.040 --> 00:00:52.400]   so I have to be, I have to have some movement.
[00:00:52.400 --> 00:00:54.160]   The Bird Dogs give me some movement.
[00:00:54.160 --> 00:00:55.080]   They're stretchy, they're nice,
[00:00:55.080 --> 00:00:57.160]   but then when I get there, I look good as well,
[00:00:57.160 --> 00:00:59.280]   so I love the fact that you can do a little of both,
[00:00:59.280 --> 00:01:00.120]   look good.
[00:01:00.120 --> 00:01:01.580]   I had a friend last week, said, "What are those shorts?"
[00:01:01.580 --> 00:01:02.920]   I said, "Oh, come on, these are Bird Dogs."
[00:01:02.920 --> 00:01:04.560]   Get yourself a pair, so I think I talked him into them.
[00:01:04.560 --> 00:01:08.080]   Remember, if you go to birddog.com/atc,
[00:01:08.080 --> 00:01:09.860]   you get one of these free tumblers,
