
[00:00:00.000 --> 00:00:03.440]   [MUSIC PLAYING]
[00:00:03.440 --> 00:00:09.360]   First of all, welcome everybody to another session
[00:00:09.360 --> 00:00:11.240]   at Widths and Biases on a different day
[00:00:11.240 --> 00:00:12.560]   at a different hour.
[00:00:12.560 --> 00:00:16.000]   But this time, it's a different type of an event.
[00:00:16.000 --> 00:00:17.400]   It's a code first event.
[00:00:17.400 --> 00:00:20.960]   It's the first time we're starting
[00:00:20.960 --> 00:00:22.280]   to look into ML frameworks.
[00:00:22.280 --> 00:00:24.520]   And we have with us Sylvain.
[00:00:24.520 --> 00:00:27.360]   So Sylvain, thank you very much for joining us.
[00:00:27.360 --> 00:00:30.960]   I know it's like 7 AM and really early your time.
[00:00:30.960 --> 00:00:32.400]   And you had a flight yesterday.
[00:00:32.400 --> 00:00:34.240]   But thanks very much for making the effort
[00:00:34.240 --> 00:00:36.960]   and joining us today at Widths and Biases.
[00:00:36.960 --> 00:00:41.240]   We really, really appreciate you taking the time.
[00:00:41.240 --> 00:00:42.120]   Thanks for having me.
[00:00:42.120 --> 00:00:44.280]   I'm super glad to be here.
[00:00:44.280 --> 00:00:45.800]   Really, I'm more excited.
[00:00:45.800 --> 00:00:48.000]   I think I'm going to be the one person who's
[00:00:48.000 --> 00:00:49.440]   going to be the most excited today.
[00:00:49.440 --> 00:00:51.720]   But we'll talk about that very soon.
[00:00:51.720 --> 00:00:53.200]   So thanks, everybody.
[00:00:53.200 --> 00:00:56.920]   Just in terms of what ML frameworks is,
[00:00:56.920 --> 00:00:58.840]   so as deep learning engineers, I feel
[00:00:58.840 --> 00:01:02.440]   we are surrounded by these great, great ML frameworks,
[00:01:02.440 --> 00:01:05.080]   like Hugging Face, Accelerate being one of them,
[00:01:05.080 --> 00:01:07.720]   that makes our lives really, really easy.
[00:01:07.720 --> 00:01:10.920]   And we don't realize the amount of effort,
[00:01:10.920 --> 00:01:13.240]   the amount of work that goes into building
[00:01:13.240 --> 00:01:14.280]   these kinds of frameworks.
[00:01:14.280 --> 00:01:17.280]   And I thought, and we at Widths and Biases
[00:01:17.280 --> 00:01:20.480]   thought that it would be a lovely idea to maybe start
[00:01:20.480 --> 00:01:22.560]   a series where we could start looking
[00:01:22.560 --> 00:01:24.000]   into these kinds of frameworks.
[00:01:24.000 --> 00:01:26.040]   And the one that we're going to be looking today
[00:01:26.040 --> 00:01:28.000]   is Hugging Face, Accelerate.
[00:01:28.000 --> 00:01:30.480]   I won't go into much detail about what
[00:01:30.480 --> 00:01:32.000]   Hugging Face, Accelerate is.
[00:01:32.000 --> 00:01:34.840]   I think we'll leave that to Sylvain.
[00:01:34.840 --> 00:01:36.600]   But just in a few words, it really
[00:01:36.600 --> 00:01:38.040]   helps with distributed learning.
[00:01:38.040 --> 00:01:42.440]   And you can train models on various different hardwares
[00:01:42.440 --> 00:01:44.920]   with minimal lines of code.
[00:01:44.920 --> 00:01:48.160]   So the agenda for today, then, is going to look like this.
[00:01:48.160 --> 00:01:50.800]   We're going to have a welcome and introduction.
[00:01:50.800 --> 00:01:52.920]   We're just going to spend a few minutes on that.
[00:01:52.920 --> 00:01:55.200]   We're going to move to introduction to Hugging Face,
[00:01:55.200 --> 00:01:56.040]   Accelerate.
[00:01:56.040 --> 00:01:58.000]   That's going to be by Sylvain.
[00:01:58.000 --> 00:02:00.560]   Then we're going to look at some live coding examples.
[00:02:00.560 --> 00:02:03.240]   This could be looking into the source code
[00:02:03.240 --> 00:02:06.480]   or just looking at some design ideas.
[00:02:06.480 --> 00:02:08.920]   And then towards the end, we're going to have an
[00:02:08.920 --> 00:02:12.040]   Ask Me Anything with Sylvain.
[00:02:12.040 --> 00:02:13.440]   So Sylvain joins us today.
[00:02:13.440 --> 00:02:14.480]   And I'm so excited.
[00:02:14.480 --> 00:02:17.400]   Sylvain is a research engineer at Hugging Face.
[00:02:17.400 --> 00:02:19.280]   Sylvain has been one of my heroes.
[00:02:19.280 --> 00:02:21.920]   I still want to call you a fast AI hero,
[00:02:21.920 --> 00:02:23.480]   but now you're my Hugging Face hero.
[00:02:23.480 --> 00:02:26.680]   So thanks for all the years of hard work
[00:02:26.680 --> 00:02:28.920]   that you did at Fast AI.
[00:02:28.920 --> 00:02:31.440]   And now you're at Hugging Face and doing
[00:02:31.440 --> 00:02:32.920]   all this excellent work.
[00:02:32.920 --> 00:02:36.400]   I think when you joined, the first tweet I saw
[00:02:36.400 --> 00:02:38.520]   is like, Sylvain's adding some hugs today.
[00:02:38.520 --> 00:02:40.160]   So I think you replaced all the images.
[00:02:40.160 --> 00:02:42.040]   That was the very, very first day,
[00:02:42.040 --> 00:02:45.520]   I believe, that the tweet went out from Hugging Face.
[00:02:45.520 --> 00:02:47.800]   And now you've got Hugging Face Accelerate
[00:02:47.800 --> 00:02:50.920]   and you've got Transformers and all the excellent work
[00:02:50.920 --> 00:02:51.720]   that you're doing.
[00:02:51.720 --> 00:02:54.280]   So really, really appreciate all the hard work
[00:02:54.280 --> 00:02:55.840]   that you do for the community, Sylvain.
[00:02:55.840 --> 00:02:59.360]   And thanks for joining us.
[00:02:59.360 --> 00:03:00.840]   Thanks a lot.
[00:03:00.840 --> 00:03:05.080]   And so I wanted to mention the Hugging Face course, which
[00:03:05.080 --> 00:03:08.400]   I took a deep part in preparing and organizing.
[00:03:08.400 --> 00:03:09.320]   Oh, you had a slide.
[00:03:09.320 --> 00:03:10.480]   So perfect.
[00:03:10.480 --> 00:03:11.400]   No, please go for it.
[00:03:11.400 --> 00:03:12.240]   Please, please.
[00:03:12.240 --> 00:03:16.240]   So yeah, this is very exciting because we launched that
[00:03:16.240 --> 00:03:18.240]   three, four weeks ago.
[00:03:18.240 --> 00:03:21.520]   So this is a course aimed at not exactly beginners.
[00:03:21.520 --> 00:03:23.840]   If you're a beginner, I would deeply
[00:03:23.840 --> 00:03:27.200]   recommend Fast.AI MOOC, not only because I worked there,
[00:03:27.200 --> 00:03:30.560]   but because it's really, really good to learn from scratch
[00:03:30.560 --> 00:03:32.800]   what deep learning is with a good first approach.
[00:03:32.800 --> 00:03:34.880]   And then once you've done that MOOC,
[00:03:34.880 --> 00:03:36.800]   this is what would go next if you
[00:03:36.800 --> 00:03:39.040]   want to learn more about what Transformers model are,
[00:03:39.040 --> 00:03:41.680]   what the Transformers library is, how to use it.
[00:03:41.680 --> 00:03:45.160]   And so for now, the first section of the course is out.
[00:03:45.160 --> 00:03:48.360]   And we are aiming to release the second section in the fall.
[00:03:48.360 --> 00:03:50.120]   So the first section is going to teach you
[00:03:50.120 --> 00:03:53.880]   how to download a pre-trained model like BERT or GPT-2
[00:03:53.880 --> 00:03:56.800]   and how to fine tune it on a text classification task
[00:03:56.800 --> 00:03:59.280]   or how to use it for inference.
[00:03:59.280 --> 00:04:02.480]   And then share the results of your fine-tuned model
[00:04:02.480 --> 00:04:04.400]   back with the community so that anyone
[00:04:04.400 --> 00:04:05.840]   can use it around the world.
[00:04:05.840 --> 00:04:07.640]   And then in the section two of the course,
[00:04:07.640 --> 00:04:11.480]   we'll dive into all the classic NLP tasks for token
[00:04:11.480 --> 00:04:13.520]   classification, question answering,
[00:04:13.520 --> 00:04:16.840]   all the sequence-to-sequence problems.
[00:04:16.840 --> 00:04:20.000]   And yeah, that's pretty much it for the course.
[00:04:20.000 --> 00:04:20.520]   Excellent.
[00:04:20.520 --> 00:04:23.720]   I've been doing the course myself
[00:04:23.720 --> 00:04:25.560]   on and off for the past couple of weeks.
[00:04:25.560 --> 00:04:26.360]   And I really love it.
[00:04:26.360 --> 00:04:29.080]   I'm through to this chapter three.
[00:04:29.080 --> 00:04:32.000]   And I think the course is really presented in a nice way.
[00:04:32.000 --> 00:04:34.360]   And it's really easy to understand.
[00:04:34.360 --> 00:04:36.880]   And you see Sylvain there helping everybody
[00:04:36.880 --> 00:04:37.840]   with all the questions.
[00:04:37.840 --> 00:04:43.000]   And I believe there were live sessions as well in the past.
[00:04:43.000 --> 00:04:44.880]   Sylvain, are those still recorded?
[00:04:44.880 --> 00:04:46.560]   Are those still the answers?
[00:04:46.560 --> 00:04:49.000]   Yeah, you can find the recordings of the live sessions
[00:04:49.000 --> 00:04:51.280]   on our YouTube channel.
[00:04:51.280 --> 00:04:54.560]   And we'll do probably a few more when we release the section
[00:04:54.560 --> 00:04:54.840]   two.
[00:04:54.840 --> 00:04:57.840]   We'll do a few live sessions to go over the section one again
[00:04:57.840 --> 00:04:59.880]   before we release section two.
[00:04:59.880 --> 00:05:00.400]   Excellent.
[00:05:00.400 --> 00:05:02.040]   I'm really, really excited.
[00:05:02.040 --> 00:05:04.760]   And those of us joining us from Fastbook,
[00:05:04.760 --> 00:05:07.560]   Sylvain is the co-author of Fastbook as well.
