
[00:00:00.000 --> 00:00:09.360]   "I think this should be the live post."
[00:00:09.360 --> 00:00:18.640]   "Bringing should be live."
[00:00:18.640 --> 00:00:29.280]   "Okay, I have no idea if this works. This is an experiment.
[00:00:29.280 --> 00:00:39.280]   If you are, if you can hear me or something, write something into the stream chat.
[00:00:39.280 --> 00:00:42.400]   Because I don't know.
[00:00:42.400 --> 00:00:53.840]   Actually, let me open the stream. There can be some sort of live update on
[00:00:53.840 --> 00:00:56.640]   what I'm doing, so like some sort of feedback.
[00:00:58.560 --> 00:01:02.320]   So yeah, I have created a small little test project here just to
[00:01:02.320 --> 00:01:04.960]   maybe show a little bit how I'm doing this.
[00:01:04.960 --> 00:01:08.240]   Okay, so
[00:01:08.240 --> 00:01:14.800]   what I'm usually doing is I'm using plot code. There are a bunch of other options too.
[00:01:14.800 --> 00:01:22.960]   There's open code, there is amp, and a few others. And what all of these have in common is that they
[00:01:22.960 --> 00:01:30.720]   currently primarily run on the command line and detached from your editor. So I'm actually using now
[00:01:32.160 --> 00:01:40.080]   VS code for the most part again. I used to use cursor, but the way I'm working is I have cloth running here
[00:01:40.080 --> 00:01:47.760]   and I have an editor here. And I use the editor to review, and I'm using the editor primarily to
[00:01:48.880 --> 00:01:55.440]   make some small changes to it, right. So I have created a small little project here. And I just
[00:01:55.440 --> 00:02:01.760]   want to show the authentic setup. So what am I doing for agents to work at all, right?
[00:02:02.320 --> 00:02:10.960]   So the most important part here is to have a cloth MD file. This is actually auto-generated with
[00:02:10.960 --> 00:02:18.640]   /init. And just I did some minor modifications to it. For almost every single project that I'm doing,
[00:02:19.520 --> 00:02:25.760]   I use a makefile. In fact, I would say for 100% of projects I'm doing, I have a makefile. And the makefile
[00:02:25.760 --> 00:02:33.920]   acts as the main entry point for the agent to run things. So the agent, plot code in particular,
[00:02:33.920 --> 00:02:40.240]   will use bash, it will use python, it will write some code, it will run the code, and it can dig itself
[00:02:40.240 --> 00:02:46.400]   out of a bunch of nasty situations with this way. But I want to steer it in certain directions, right?
[00:02:47.280 --> 00:02:53.440]   And so what I usually have is a project overview. It just tells it what it is. I don't actually know
[00:02:53.440 --> 00:02:58.720]   if it's necessary. It will read the readme tool. But it gives you some context. And then I give it
[00:02:58.720 --> 00:03:04.000]   immediately next the commands that it should use. The most important command here is makedef.
[00:03:04.000 --> 00:03:11.920]   And the reason this is so important is because I actually don't really want it to run this command.
[00:03:11.920 --> 00:03:16.720]   I usually run this command myself. This brings up all the services.
[00:03:16.720 --> 00:03:22.720]   So this particular project has two services, as a front-end service, as a back-end service. And
[00:03:22.720 --> 00:03:30.400]   I tell it here that this brings up the server. It starts both the front-end and the back-end.
[00:03:30.400 --> 00:03:36.640]   I also tell it that it auto-reloads and it auto-compiles. And I also tell it it should never
[00:03:36.640 --> 00:03:40.480]   stop the server. And that's actually one of the first important things here is that
[00:03:42.160 --> 00:03:47.040]   because it can do anything. And in particular, because I run it in YOLO mode and it will just do anything,
[00:03:47.040 --> 00:03:53.280]   I also wanted to encourage it never to run in the wrong direction.
[00:03:55.040 --> 00:04:05.680]   So it's kind of annoying to explain, but it can, for instance, stop the server and restart the server.
[00:04:05.680 --> 00:04:07.440]   And I really don't want it to do that.
[00:04:08.720 --> 00:04:13.840]   Okay. So if the audio doesn't quite work, let me see if I can fix something here.
[00:04:13.840 --> 00:04:22.080]   I might have, I might have overdone this. Let me see.
[00:04:24.480 --> 00:04:32.480]   Let me maybe remove here. Let me, let me know if the audio fixes itself a little bit, if this is better.
[00:04:32.480 --> 00:04:38.720]   Okay. I did, I did the change here. Let me see if it works. But
[00:04:38.720 --> 00:04:47.360]   basically, I wanted to stay on the path of, of most success. And
[00:04:49.840 --> 00:04:56.560]   for this to work, I have to basically juggle me and the agent. So what I want to do is I want
[00:04:56.560 --> 00:05:02.880]   the dev environment to be in my, to the front. I always want to see it, right? So I have clawed up
[00:05:02.880 --> 00:05:07.600]   here doing stuff. And I always have the dev server running things and I can see what it's doing, right?
[00:05:07.600 --> 00:05:14.560]   So if I, for instance, go now to this website and I load it. Well, so far, nothing has happened
