
[00:00:00.000 --> 00:00:05.000]   [Music]
[00:00:05.000 --> 00:00:09.000]   Putting into words the relationship between the Father, the Son, and the Holy Spirit,
[00:00:09.000 --> 00:00:15.000]   the three persons of the Holy Trinity, has led to controversies for almost as long as there's been a church.
[00:00:15.000 --> 00:00:19.000]   And a library could be stuffed full of books on the topic to serve as proof.
[00:00:19.000 --> 00:00:24.000]   But to properly approach the Trinity, we must push through those debates.
[00:00:24.000 --> 00:00:33.000]   In 2010, Fred Sanders published an appropriately titled book, "The Deep Things of God, How the Trinity Changes Everything."
[00:00:33.000 --> 00:00:40.000]   In it, he wrote this, "The doctrine of the Trinity expels a host of unworthy ideas about God's love.
[00:00:40.000 --> 00:00:43.000]   God is not lonely or bored or selfish.
[00:00:43.000 --> 00:00:50.000]   This is what the doctrine of the Trinity helps us to learn with greater precision, that God is love.
[00:00:50.000 --> 00:00:58.000]   The triune God is a love that is infinitely high above you, eternally preceding you, and welcomes you in."
[00:00:58.000 --> 00:01:05.000]   That is powerful. In other words, the end of our pursuit is not merely knowing about this triune God more clearly,
[00:01:05.000 --> 00:01:07.000]   but knowing Him personally.
[00:01:07.000 --> 00:01:12.000]   In our theology, when it's done properly, it's an invitation to experience God's love and presence,
[00:01:12.000 --> 00:01:15.000]   and we delight in the Father, the Son, and the Holy Spirit.
[00:01:15.000 --> 00:01:22.000]   That's the theme of an excellent book called "Delighting in the Trinity," written by historian and theologian Michael Reeves,
[00:01:22.000 --> 00:01:27.000]   who serves as the president and professor of theology at Union School of Theology in Oxford.
[00:01:27.000 --> 00:01:32.000]   I asked Reeves to explain why he wrote his book, "Delighting in the Trinity."
[00:01:32.000 --> 00:01:39.000]   I wrote the book out of a simple pastoral desire to have people know the living God better.
[00:01:39.000 --> 00:01:52.000]   I see, particularly amongst UK students, I see just an enslavement to idolatry, is really how I'd put it,
[00:01:52.000 --> 00:02:01.000]   meaning that there's such an impoverished understanding of God that people don't see the beauty of the triune God.
[00:02:01.000 --> 00:02:09.000]   Therefore, the whole Christian life is shrunken and withered because they're thinking,
[00:02:09.000 --> 00:02:14.000]   "Well, okay, I've got out of hell, but I'm not sure I want to be with this God."
[00:02:14.000 --> 00:02:21.000]   Particularly if you're thinking that Trinity is something awkward or difficult in God,
[00:02:21.000 --> 00:02:27.000]   then you've got something very, very schizophrenic in your faith.
[00:02:27.000 --> 00:02:31.000]   You're thinking, "Okay, I've got a God who produces a good gospel,
[00:02:31.000 --> 00:02:36.000]   but the God behind that gospel isn't actually himself good or beautiful or desirable."
[00:02:36.000 --> 00:02:42.000]   Yeah, and to show the beauty of the triune God in your book, you often contrast Him with Islam.
[00:02:42.000 --> 00:02:45.000]   Explain why. Why does this contrast work so well?
[00:02:45.000 --> 00:02:52.000]   Well, I want to draw this comparison really, I think, not just so you can see the difference to Islam.
[00:02:52.000 --> 00:02:58.000]   I remember as a teenager, I was interested in Islam for a while just because of the simplicity,
[00:02:58.000 --> 00:03:03.000]   the cleanness of its monotheism, and that's quite attractive and was attractive to me then.
[00:03:03.000 --> 00:03:10.000]   And I now see, no, that was horribly reductive.
[00:03:10.000 --> 00:03:16.000]   And by snipping out Trinity, you're not snipping out what's ugly or awkward, but what's beautiful.
[00:03:16.000 --> 00:03:20.000]   But it's not simply a contrast with Islam that I wanted to bring across.
[00:03:20.000 --> 00:03:26.000]   It's a contrast with single-person gods of whom Allah is the best-known example.
[00:03:26.000 --> 00:03:36.000]   And the reason I wanted to make that contrast is I think that so many Christians are assuming that the living God is a single-person God.
[00:03:36.000 --> 00:03:43.000]   But if He is a single-person God, then He looks very much like Allah and will behave like Allah,
[00:03:43.000 --> 00:03:54.000]   which means that not being as He is, He won't offer a gracious gospel. He won't offer us an intimacy because the very nature of God is different.
[00:03:54.000 --> 00:03:59.000]   Allah does not offer free grace. He doesn't offer intimacy because of His very nature.
[00:03:59.000 --> 00:04:07.000]   I wanted to draw out that what you think about the nature of God is going to change your very understanding of the gospel from soup to nuts.
[00:04:07.000 --> 00:04:12.000]   Yes, everything top to bottom. And that's why your book is so good and so valuable.
[00:04:12.000 --> 00:04:18.000]   And I want to step back in and look at the big picture of the inter-Trinitarian relationship we see in Scripture.
[00:04:18.000 --> 00:04:22.000]   You work with college students, and you have a heart for college students and to care for them.
[00:04:22.000 --> 00:04:29.000]   Imagine a student approaches you who wants to understand the Trinity. How would you explain the biblical doctrine of the Trinity to them?
