
[00:00:00.000 --> 00:00:03.280]   [MUSIC PLAYING]
[00:00:03.280 --> 00:00:04.040]   Hi, everybody.
[00:00:04.040 --> 00:00:06.600]   I'm Thomas Davis, a lead researcher here
[00:00:06.600 --> 00:00:09.080]   at Monsters, Aliens, Robots, and Zombies.
[00:00:09.080 --> 00:00:11.660]   From now on, I'll call it Mars, but I always like the name
[00:00:11.660 --> 00:00:13.280]   because it's fun.
[00:00:13.280 --> 00:00:16.120]   As you might have guessed from the name and this title screen,
[00:00:16.120 --> 00:00:18.760]   Mars is a VFX company.
[00:00:18.760 --> 00:00:21.000]   But if you ask our marketing team,
[00:00:21.000 --> 00:00:24.680]   Mars is an AI technology startup and VFX studio
[00:00:24.680 --> 00:00:27.480]   on a mission to help Hollywood studios push creative
[00:00:27.480 --> 00:00:30.520]   boundaries and solve the systemic and growing
[00:00:30.520 --> 00:00:33.720]   challenges facing the entertainment industry today.
[00:00:33.720 --> 00:00:35.480]   So really, we're a VFX studio that
[00:00:35.480 --> 00:00:38.280]   has started to foray into AI tools
[00:00:38.280 --> 00:00:41.080]   to really just address some of the capacity constraints
[00:00:41.080 --> 00:00:44.760]   that exist in VFX today and the capacity constraints
[00:00:44.760 --> 00:00:49.200]   that we've all heard a ton of about in the industry.
[00:00:49.200 --> 00:00:51.200]   So just some cool slides, some of the things
[00:00:51.200 --> 00:00:53.960]   that we actually work on here at Mars.
[00:00:53.960 --> 00:00:57.240]   As a company, we've worked on some very cool projects
[00:00:57.240 --> 00:01:01.080]   like Thing from Netflix's new Wednesday Atoms series.
[00:01:01.080 --> 00:01:03.440]   And this was one where we actually received the greatest
[00:01:03.440 --> 00:01:07.480]   compliment of a VFX firm, where everybody actually thought
[00:01:07.480 --> 00:01:09.520]   this was practically shot.
[00:01:09.520 --> 00:01:12.200]   So practically shot as an actor was there and acting out
[00:01:12.200 --> 00:01:13.200]   every single scene.
[00:01:13.200 --> 00:01:17.040]   But in reality, each one of these, for the harder shots,
[00:01:17.040 --> 00:01:19.920]   were actually modeled, textured, animated, and integrated
[00:01:19.920 --> 00:01:21.760]   entirely by Mars.
[00:01:21.760 --> 00:01:24.000]   So there was the practical actor for some,
[00:01:24.000 --> 00:01:26.720]   but for a lot of the harder shots, Mars was responsible.
[00:01:26.720 --> 00:01:28.400]   Another one that you may have seen us on
[00:01:28.400 --> 00:01:31.440]   is Moon Knight, where we worked on the cape and its interaction
[00:01:31.440 --> 00:01:32.400]   with the surroundings.
[00:01:32.400 --> 00:01:35.200]   Sadly, these are kind of the last of the cool videos.
[00:01:35.200 --> 00:01:36.880]   I don't actually work on these projects,
[00:01:36.880 --> 00:01:39.840]   but I wanted to give context of our company as a whole.
[00:01:39.840 --> 00:01:41.240]   And I think they're really cool.
[00:01:41.240 --> 00:01:44.560]   So you might be asking, why am I actually here?
[00:01:44.560 --> 00:01:46.560]   It's not to show these cool visuals.
[00:01:46.560 --> 00:01:48.400]   Well, in general, our company has
[00:01:48.400 --> 00:01:51.320]   kind of two categories of solutions in our portfolio.
[00:01:51.320 --> 00:01:54.680]   One is core VFX, and the other is vanity AI.
[00:01:54.680 --> 00:01:57.160]   Today, I'll really be talking about vanity AI.
[00:01:57.160 --> 00:01:59.800]   I'm sorry, because you won't see any more of those cool visuals.
[00:01:59.800 --> 00:02:02.240]   But luckily, we're really excited to show
[00:02:02.240 --> 00:02:04.320]   what we've been working on and what we've built
[00:02:04.320 --> 00:02:05.880]   over the past few years.
[00:02:05.880 --> 00:02:11.440]   First, why is a VFX company building ML tools?
[00:02:11.440 --> 00:02:15.080]   And in short, there really are fewer artists, higher demand,
[00:02:15.080 --> 00:02:17.040]   and a sustaining level of quality
[00:02:17.040 --> 00:02:19.000]   being required by Hollywood.
[00:02:19.000 --> 00:02:21.360]   So last year, to give some numbers,
[00:02:21.360 --> 00:02:24.520]   television released 593 new series
[00:02:24.520 --> 00:02:27.960]   with over 27% growth rate from previous years.
[00:02:27.960 --> 00:02:30.080]   Spend is over $100 billion.
[00:02:30.080 --> 00:02:33.200]   And in general, people expect and want more spectacles.
[00:02:33.200 --> 00:02:34.000]   They want dragons.
[00:02:34.000 --> 00:02:35.000]   They want explosions.
[00:02:35.000 --> 00:02:38.760]   They want realistic hand motion like in Wednesday.
[00:02:38.760 --> 00:02:41.040]   And they want this at Hollywood quality.
[00:02:41.040 --> 00:02:45.520]   No longer can TV be at a lower grade.
[00:02:45.520 --> 00:02:47.680]   So all of this is really just to say that we
[00:02:47.680 --> 00:02:49.880]   need to be able to do this work faster,
[00:02:49.880 --> 00:02:52.520]   and we need to be able to do it cheaper for these industries
[00:02:52.520 --> 00:02:53.520]   to scale.
[00:02:53.520 --> 00:02:58.480]   So in general, like AI companies or startups,
[00:02:58.480 --> 00:03:01.240]   we are trying to democratize VFX.
[00:03:01.240 --> 00:03:03.000]   So what does that actually mean for Mars?
[00:03:03.000 --> 00:03:05.960]   As a leading AI-enabled technology organization,
[00:03:05.960 --> 00:03:07.960]   we're really just investing heavily
[00:03:07.960 --> 00:03:10.400]   in creating solutions that exceed
[00:03:10.400 --> 00:03:12.960]   four specific requirements.
[00:03:12.960 --> 00:03:15.880]   So as I said, we want to be able to produce feature film
[00:03:15.880 --> 00:03:18.920]   quality VFX so we can't compromise on the quality.
[00:03:18.920 --> 00:03:21.440]   We want to be able to offer it at affordable pricing.
[00:03:21.440 --> 00:03:24.360]   And we want to execute these on the rapid timelines required
[00:03:24.360 --> 00:03:26.320]   for these studios.
[00:03:26.320 --> 00:03:28.800]   Finally, we need to be able to do this on demand
[00:03:28.800 --> 00:03:32.080]   without constraints and without making concessions.
[00:03:32.080 --> 00:03:35.160]   So overall, our mission is to enable production
[00:03:35.160 --> 00:03:38.120]   with Hollywood content on TV timelines.
[00:03:38.120 --> 00:03:39.840]   And really, what I'm presenting today
[00:03:39.840 --> 00:03:43.040]   is that we're building AI tools to get us there.
[00:03:43.040 --> 00:03:46.920]   So the tool that I'll be talking about today is Vanity AI.
[00:03:46.920 --> 00:03:48.520]   We just released it publicly.
[00:03:48.520 --> 00:03:52.360]   I think maybe two months ago when you guys see this.
[00:03:52.360 --> 00:03:55.880]   Vanity AI, in general, is a production-ready solution
[00:03:55.880 --> 00:03:58.840]   that empowers VFX teams and Hollywood in general
[00:03:58.840 --> 00:04:02.440]   to deliver large volumes of high-end 2D aging,
[00:04:02.440 --> 00:04:06.280]   de-aging, cosmetic, wig, and prosthetic fixes.
[00:04:06.280 --> 00:04:08.560]   In general, really what we're offering here
[00:04:08.560 --> 00:04:11.560]   is a tool that can do this work, on average,
[00:04:11.560 --> 00:04:15.040]   300 times faster than traditional VFX pipelines
[00:04:15.040 --> 00:04:17.880]   at a significantly better cost.
[00:04:17.880 --> 00:04:20.000]   And with no real capacity constraints.
[00:04:20.000 --> 00:04:21.600]   So previous work is always limited
[00:04:21.600 --> 00:04:23.440]   by how many artists are available
[00:04:23.440 --> 00:04:26.680]   and what is the timeline and budget of the project.
[00:04:26.680 --> 00:04:30.840]   By using ML, we're able to bypass this capacity constraint.
[00:04:30.840 --> 00:04:34.320]   So in layman terms, our tool makes it really, really easy
[00:04:34.320 --> 00:04:35.960]   to produce shots like this one
[00:04:35.960 --> 00:04:37.800]   for cheaper and faster than before.
[00:04:37.800 --> 00:04:39.200]   So what we're actually seeing here
[00:04:39.200 --> 00:04:43.240]   is the original actor with wrinkles and some eye bags,
[00:04:43.240 --> 00:04:45.000]   and you can see the chin line as well.
[00:04:45.000 --> 00:04:46.160]   And to make them look younger,
[00:04:46.160 --> 00:04:49.640]   we are bringing those in, smoothing out wrinkles
[00:04:49.640 --> 00:04:53.040]   to essentially achieve the look desired by the studio.
[00:04:53.040 --> 00:04:55.720]   In general, what does Vanity AI do?
[00:04:55.720 --> 00:04:58.120]   Well, faces are extremely complex.
[00:04:58.120 --> 00:05:01.800]   These are just some of the edits that are required,
[00:05:01.800 --> 00:05:04.080]   or some of the features of a face
[00:05:04.080 --> 00:05:06.560]   that actually give a person an indication of age.
[00:05:06.560 --> 00:05:08.560]   So what our brain picks up on
[00:05:08.560 --> 00:05:11.440]   on how we identify the age of a person.
[00:05:11.440 --> 00:05:14.440]   And in general, Vanity AI tasks can be as simple
[00:05:14.440 --> 00:05:17.240]   as just removing eye bags in a few shots
[00:05:17.240 --> 00:05:20.560]   because someone didn't sleep well before the shoot,
[00:05:20.560 --> 00:05:23.560]   or they can be as complex as the one we saw before,
[00:05:23.560 --> 00:05:26.080]   where we're actually doing a 20-year de-age,
[00:05:26.080 --> 00:05:29.000]   targeting essentially all of the features here.
[00:05:29.000 --> 00:05:30.600]   So Vanity AI can actually be used
[00:05:30.600 --> 00:05:32.800]   for either just simple wig fixes,
[00:05:32.800 --> 00:05:35.520]   where we wanna bring that wig line that's visible
[00:05:35.520 --> 00:05:38.280]   in some shots out or eye bags,
[00:05:38.280 --> 00:05:40.680]   and can also be targeted to do a full de-age,
[00:05:40.680 --> 00:05:42.280]   like Benjamin Button style.
[00:05:42.280 --> 00:05:44.760]   So first I wanted to give a little bit of context
[00:05:44.760 --> 00:05:45.920]   on how it's done today,
[00:05:45.920 --> 00:05:49.520]   because I think it shows you why this solution
[00:05:49.520 --> 00:05:53.840]   is so important and needed for de-aging beauty fixes to scale.
[00:05:53.840 --> 00:05:58.840]   So essentially, vanity work today is extremely cumbersome
[00:05:58.840 --> 00:06:00.600]   and a very manual process.
[00:06:00.600 --> 00:06:02.920]   What we see happening here is that the artist
[00:06:02.920 --> 00:06:05.720]   is actually tracking key points on the face
[00:06:05.720 --> 00:06:07.320]   as a method of tracking edits
[00:06:07.320 --> 00:06:09.920]   that they then make to regions of a face.
[00:06:09.920 --> 00:06:11.480]   So for each region being edited,
[00:06:11.480 --> 00:06:15.960]   whether it's eye bags, lap lines, nasolabial folds,
[00:06:15.960 --> 00:06:18.720]   you kind of get the point, a mask has to be created.
[00:06:18.720 --> 00:06:22.640]   So for every single region of edit, you create a mask.
[00:06:22.640 --> 00:06:24.800]   Then within each one of these regions,
[00:06:24.800 --> 00:06:29.800]   you're essentially building a series of image manipulations
[00:06:29.800 --> 00:06:33.280]   that then target the desired look within that region.
[00:06:33.280 --> 00:06:35.480]   So these are things like blur, retexturing,
[00:06:35.480 --> 00:06:36.960]   changing the color.
[00:06:36.960 --> 00:06:38.200]   And what we see is that the artist
[00:06:38.200 --> 00:06:41.600]   is creating these polygons manually,
[00:06:41.600 --> 00:06:43.560]   tracking them from frame to frame.
[00:06:43.560 --> 00:06:45.680]   And then for the rest of this two-minute video,
[00:06:45.680 --> 00:06:49.200]   which is sped up, I think like 10 times,
[00:06:49.200 --> 00:06:51.760]   they're actually just tweaking that tracking,
[00:06:51.760 --> 00:06:55.400]   tweaking the regions that they're editing
[00:06:55.400 --> 00:06:58.160]   and ensuring that all the edits that they apply
[00:06:58.160 --> 00:07:01.280]   are actually temporarily consistent throughout the shot.
[00:07:01.280 --> 00:07:02.880]   And so as you can see,
[00:07:02.880 --> 00:07:05.760]   artists have complete control over the flow today
[00:07:05.760 --> 00:07:07.960]   with very advanced tools that allow them to do
[00:07:07.960 --> 00:07:09.480]   what's called rotoscoping
[00:07:09.480 --> 00:07:11.400]   and apply the edits to those regions.
[00:07:11.400 --> 00:07:15.680]   But it's still a very manual process.
[00:07:15.680 --> 00:07:17.000]   And on a shot like this,
[00:07:17.000 --> 00:07:19.840]   it actually takes them about over three days
[00:07:19.840 --> 00:07:21.160]   to do this work.
[00:07:21.160 --> 00:07:23.160]   And you can see here the before and after,
[00:07:23.160 --> 00:07:24.800]   which is pretty cool.
[00:07:24.800 --> 00:07:27.240]   So one of the big benefits of actually working at Mars
[00:07:27.240 --> 00:07:30.080]   is that we get to understand exactly the workflows
[00:07:30.080 --> 00:07:31.760]   that artists go through today
[00:07:31.760 --> 00:07:34.080]   and work directly with them to try to optimize
[00:07:34.080 --> 00:07:35.440]   and speed up those workflows.
[00:07:35.440 --> 00:07:37.480]   So we can benchmark performance,
[00:07:37.480 --> 00:07:38.720]   interview our customers
[00:07:38.720 --> 00:07:40.640]   'cause they're actually within the company
[00:07:40.640 --> 00:07:42.520]   and gather requirements on our products
[00:07:42.520 --> 00:07:44.720]   just by going into the office for the day.
[00:07:44.720 --> 00:07:46.480]   Now that we understand the actual work
