
[00:00:00.000 --> 00:00:01.720]   (upbeat music)
[00:00:01.720 --> 00:00:06.720]   I'm Cal Newport and this is "Eat Questions" episode 199.
[00:00:06.720 --> 00:00:15.600]   I'm here in my Deep Work HQ.
[00:00:15.600 --> 00:00:17.600]   No Jesse today.
[00:00:17.600 --> 00:00:20.780]   That's my fault, not his.
[00:00:20.780 --> 00:00:24.120]   I missed our last recording session.
[00:00:24.120 --> 00:00:27.200]   I had some travel and then I had a touch of the COVID.
[00:00:27.200 --> 00:00:28.400]   I was thinking about waiting
[00:00:28.400 --> 00:00:32.160]   until our next recording session to record this episode
[00:00:32.160 --> 00:00:33.560]   in the next back to back,
[00:00:33.560 --> 00:00:36.240]   but I wanted to get this out as quickly as possible.
[00:00:36.240 --> 00:00:40.120]   So as soon as I could break free from isolation,
[00:00:40.120 --> 00:00:43.960]   I ran over here to try to knock out this episode.
[00:00:43.960 --> 00:00:45.620]   It'll be a little bit late this week,
[00:00:45.620 --> 00:00:49.260]   but hopefully not too late.
[00:00:49.260 --> 00:00:50.700]   So since it was just me,
[00:00:50.700 --> 00:00:56.040]   I figured what if we did a blast from the past?
[00:00:56.040 --> 00:00:59.160]   What if I actually structure today's episode
[00:00:59.160 --> 00:01:02.640]   the same way I used to structure the podcast
[00:01:02.640 --> 00:01:03.740]   back in the very early days
[00:01:03.740 --> 00:01:06.680]   when it was just me recording out of the study in my house.
[00:01:06.680 --> 00:01:09.960]   Back then as long time listeners might remember,
[00:01:09.960 --> 00:01:12.560]   I would do only written questions in the main episodes
[00:01:12.560 --> 00:01:15.420]   and I would divide them into three categories,
[00:01:15.420 --> 00:01:18.740]   work, technology, and the deep life.
[00:01:18.740 --> 00:01:23.180]   Over time that then became just deep work and deep life.
[00:01:23.180 --> 00:01:25.160]   And then over time we got rid of the categories
[00:01:25.160 --> 00:01:26.600]   for questions altogether.
[00:01:26.600 --> 00:01:29.560]   And now of course we have this much more,
[00:01:29.560 --> 00:01:32.720]   let's say vibrant structure where there's written questions
[00:01:32.720 --> 00:01:34.880]   and voice questions and segments
[00:01:34.880 --> 00:01:36.300]   where I'm talking about different things.
[00:01:36.300 --> 00:01:40.040]   And I use the Telestrator, we go through articles
[00:01:40.040 --> 00:01:41.500]   and there's a lot more that goes on in today,
[00:01:41.500 --> 00:01:43.360]   but let's go back to the past.
[00:01:43.360 --> 00:01:45.600]   Questions all written three categories,
[00:01:45.600 --> 00:01:51.580]   deep work, technology, and the deep life.
[00:01:51.580 --> 00:01:54.320]   Before we get into that though,
[00:01:54.320 --> 00:01:58.100]   let me give you a quick update on my book writing.
[00:01:58.100 --> 00:02:02.840]   So as you know, I'm working on a new book.
[00:02:02.840 --> 00:02:04.120]   Let's see, what book is this for me?
[00:02:04.120 --> 00:02:06.480]   One, two, three, four, five, six, seven.
[00:02:06.480 --> 00:02:07.480]   This is my eighth book.
[00:02:07.480 --> 00:02:10.080]   Okay, so I'm working on my eighth book,
[00:02:10.080 --> 00:02:11.800]   slow productivity.
[00:02:11.800 --> 00:02:13.720]   And I wanna give you an update on how that's going.
[00:02:13.720 --> 00:02:15.280]   I have two observations I wanna make
[00:02:15.280 --> 00:02:17.840]   about the last week or two of working on this book.
[00:02:17.840 --> 00:02:19.920]   Observation number one,
[00:02:21.000 --> 00:02:23.840]   there was a period of roughly five days
[00:02:23.840 --> 00:02:27.640]   in which I was not on my game.
[00:02:27.640 --> 00:02:30.960]   So some combination of mild sickness symptoms
[00:02:30.960 --> 00:02:33.000]   plus disruption in the household,
[00:02:33.000 --> 00:02:35.240]   a little bit of travel disruption early on in that period.
[00:02:35.240 --> 00:02:39.000]   There's a period of five days where I was not on my game,
[00:02:39.000 --> 00:02:41.520]   where I was full energy writing in my normal routine.
[00:02:41.520 --> 00:02:45.640]   During those five days, I still wrote.
[00:02:45.640 --> 00:02:46.640]   Because it's what I do.
[00:02:46.640 --> 00:02:48.560]   I write every day except for Shabbat
[00:02:48.560 --> 00:02:50.640]   and I feel uncomfortable when I don't.
[00:02:50.640 --> 00:02:52.200]   So I still wrote, disrupted or not,
[00:02:52.200 --> 00:02:54.880]   I still wrote every day in these five days.
[00:02:54.880 --> 00:02:59.600]   And I spent all five days working on the same section
[00:02:59.600 --> 00:03:00.560]   of the new book.
[00:03:00.560 --> 00:03:05.160]   Now by section, let me give you quickly a survey
[00:03:05.160 --> 00:03:09.560]   of the hierarchy of sections in the book.
[00:03:09.560 --> 00:03:11.520]   Right now I'm doing a three level hierarchy.
[00:03:11.520 --> 00:03:13.240]   So you have numbered chapters.
[00:03:13.240 --> 00:03:15.080]   Numbered chapters are pretty long in this book.
[00:03:15.080 --> 00:03:17.400]   They could be 10,000 words plus.
[00:03:18.320 --> 00:03:21.200]   Numbered chapters are then broken down into named sections.
[00:03:21.200 --> 00:03:23.600]   So these are sections that each deal with a certain topic
[00:03:23.600 --> 00:03:26.760]   and have a title, sort of a bold headed title.
[00:03:26.760 --> 00:03:28.920]   And then sections themselves are broken down
[00:03:28.920 --> 00:03:31.440]   into subsections, which are broken up
[00:03:31.440 --> 00:03:35.240]   with just horizontal divider symbols.
[00:03:35.240 --> 00:03:37.100]   All right, so those are the three levels of hierarchy.
[00:03:37.100 --> 00:03:38.720]   So I was working on a section,
[00:03:38.720 --> 00:03:41.280]   which in other types of books might be roughly the length
