
[00:00:00.000 --> 00:00:02.000]   (music)
[00:00:02.000 --> 00:00:07.040]   What should we think of flashy pastors?
[00:00:07.040 --> 00:00:13.240]   That's the question this Monday morning from a listener named Emily. Emily writes in to ask this, Pastor John,
[00:00:13.240 --> 00:00:16.280]   thank you for sharing your wisdom with us all on this podcast.
[00:00:16.280 --> 00:00:25.040]   Recently social media accounts have surfaced and gained quite a bit of attention which show numerous well-known pastors wearing
[00:00:25.040 --> 00:00:28.600]   extremely expensive and flashy clothes and
[00:00:29.120 --> 00:00:31.480]   shoes and watches, etc.
[00:00:31.480 --> 00:00:35.040]   These accounts have raised controversy about whether these leaders are
[00:00:35.040 --> 00:00:40.280]   justified in doing this. Many say that they should be able to use the money they make however they please or
[00:00:40.280 --> 00:00:45.080]   that these items are gifts, but others are offended by their luxurious
[00:00:45.080 --> 00:00:49.360]   lifestyles and argue that regardless of how a pastor obtains these things,
[00:00:49.360 --> 00:00:57.760]   they should still be demonstrating humility and reverence towards their congregations and toward those who are struggling to simply survive.
[00:00:58.400 --> 00:01:02.120]   Many think their lavish lifestyles discredit Christ.
[00:01:02.120 --> 00:01:06.600]   1 Peter 3:3 seems to allude to this issue, but I'm curious Pastor John,
[00:01:06.600 --> 00:01:11.240]   what other text of Scripture speak to this and where do you stand on it all?
[00:01:11.240 --> 00:01:14.320]   Well, there's no question where I sympathize here.
[00:01:14.320 --> 00:01:20.000]   I mean my sympathies have been made clear over the years with regard to
[00:01:20.000 --> 00:01:23.120]   simplicity and wartime lifestyle.
[00:01:23.120 --> 00:01:29.840]   I get angry when I see pastors flaunting their luxury as if it were a compelling
[00:01:29.840 --> 00:01:37.280]   testimony that Jesus is more satisfying than what money can buy. Baloney. It's appalling.
[00:01:37.280 --> 00:01:41.840]   So let me say loud and clear right off the bat,
[00:01:41.840 --> 00:01:44.320]   nobody is
[00:01:44.320 --> 00:01:49.040]   drawn to Jesus as the spiritual, saving,
[00:01:49.040 --> 00:01:52.000]   satisfying treasure of their souls.
[00:01:53.000 --> 00:01:58.080]   By the luxurious lifestyle of those who supposedly preach the Word. Nobody.
[00:01:58.080 --> 00:02:05.080]   What people are drawn to in preachers who make much of their luxury is the hope of luxury.
[00:02:05.080 --> 00:02:09.480]   That's what they're drawn to, the hope of luxury. This is not Christianity.
[00:02:09.480 --> 00:02:17.160]   Christianity is to be drawn to a crucified and risen Savior whose greatness and beauty and worth in
[00:02:17.160 --> 00:02:20.600]   himself are so admirable and
[00:02:21.320 --> 00:02:23.320]   so satisfying
[00:02:23.320 --> 00:02:30.840]   that the heart cries out with the psalmist, Psalm 63, "The steadfast love of the Lord is better than life."
[00:02:30.840 --> 00:02:36.640]   Yes, and everything in this life. You cannot commend
[00:02:36.640 --> 00:02:40.600]   the truth that Jesus is better than money
[00:02:40.600 --> 00:02:49.560]   by giving the impression that you live for money. A decisive turn happened in redemptive history with the coming of Jesus
[00:02:50.040 --> 00:02:52.040]   that makes it invalid
[00:02:52.040 --> 00:02:56.160]   to use the lavish temple of the Old Testament,
[00:02:56.160 --> 00:03:03.200]   the priestly robes, the gold-plated utensils, the lavish curtains as a model for
[00:03:03.200 --> 00:03:11.480]   contemporary church buildings or Christian living. It's invalid. The Old Testament was by and large a come-see religion.
[00:03:11.480 --> 00:03:16.440]   Queen of Sheba was breathless at the wealth of Solomon.
[00:03:17.120 --> 00:03:20.480]   But the New Testament is largely a go-tell
[00:03:20.480 --> 00:03:22.320]   religion.
[00:03:22.320 --> 00:03:25.960]   Unlike the Old Testament, the Christian Church has no temple,
[00:03:25.960 --> 00:03:31.800]   no geographic center like Jerusalem, no ethnic identity like Jewishness, no
[00:03:31.800 --> 00:03:36.440]   theocentric civil structure that puts people to death for impieties.
[00:03:36.440 --> 00:03:41.000]   We are a pilgrim people, exiles, refugees,
[00:03:41.520 --> 00:03:48.800]   scattered among the nations with the grand mission given by the Lord Jesus to make disciples of all the peoples of the world.
[00:03:48.800 --> 00:03:51.240]   And we're not done with that.
[00:03:51.240 --> 00:03:52.960]   This
[00:03:52.960 --> 00:03:59.440]   revolutionizes the way we think about money and use our resources. It all tends toward
[00:03:59.440 --> 00:04:07.320]   the simplicity of wartime living where we strategize to glorify God by finishing the Great Commission and
[00:04:07.320 --> 00:04:11.120]   evangelizing our cities and showing love to our neighbors.
[00:04:11.720 --> 00:04:13.720]   The New Testament is relentless.
[00:04:13.720 --> 00:04:16.280]   It's amazing. Just read it.
[00:04:16.280 --> 00:04:23.600]   It is relentless in pushing us toward simplicity and economy for the sake of Christ and away from luxury and away from
[00:04:23.600 --> 00:04:26.040]   affluence and finery.
[00:04:26.040 --> 00:04:30.200]   For example, Luke 6 20, "Blessed are you poor,
[00:04:30.200 --> 00:04:37.560]   for yours is the kingdom of heaven. Woe to you rich, for you have received your consolation." Luke 8 14,
[00:04:37.640 --> 00:04:45.600]   "They are choked by the riches and pleasures of life." Luke 9 58, "The Son of Man has nowhere to lay his head."
[00:04:45.600 --> 00:04:52.000]   Luke 12 15, "A person's life does not consist in the possessions that he has."
[00:04:52.000 --> 00:04:54.520]   Matthew 6 19,
[00:04:54.520 --> 00:05:01.200]   "Don't lay up for yourselves treasures on earth, but lay up for yourselves treasures in heaven." Matthew 6 25,
[00:05:01.200 --> 00:05:03.200]   "Don't be anxious about your life,
[00:05:03.400 --> 00:05:09.200]   what you shall eat or what you should drink or your body, what you should put on is not life more than food and the
[00:05:09.200 --> 00:05:10.680]   body more than clothing."
[00:05:10.680 --> 00:05:14.720]   Luke 12 31, "Seek the kingdom. These other things will be added."
[00:05:14.720 --> 00:05:23.040]   Luke 12 33, "Sell your possessions, give alms, provide yourselves with purses in heaven." Luke 14 33,
[00:05:23.040 --> 00:05:28.800]   "Whoever does not renounce all that he has cannot be my disciple." Luke 18 24,
