
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.160]   - Whatever we're struggling with,
[00:00:06.160 --> 00:00:07.800]   whatever we're struggling to get started with,
[00:00:07.800 --> 00:00:09.640]   there's always a little bit of a push of energy
[00:00:09.640 --> 00:00:11.760]   that we need to get started with the thing.
[00:00:11.760 --> 00:00:14.520]   Now, the question is like, how do we get there?
[00:00:14.520 --> 00:00:16.360]   Like once we've got the clarity on the thing,
[00:00:16.360 --> 00:00:17.420]   once we've tried to figure out
[00:00:17.420 --> 00:00:19.000]   what our emotions are getting in the way,
[00:00:19.000 --> 00:00:21.600]   at some points, some stuff is just kind of boring
[00:00:21.600 --> 00:00:22.600]   and you just kind of have to do it.
[00:00:22.600 --> 00:00:25.580]   So like, how do you nudge yourself to just get started?
[00:00:25.580 --> 00:00:26.420]   At this point, you know,
[00:00:26.420 --> 00:00:28.040]   some people would say that motivation is a thing.
[00:00:28.040 --> 00:00:29.720]   And so like, you got to motivate yourself to do it.
[00:00:29.720 --> 00:00:30.880]   You got to like really want it.
[00:00:30.880 --> 00:00:32.600]   You got to want it so much that you can't breathe
[00:00:32.600 --> 00:00:34.960]   or whatever these motivational videos say.
[00:00:34.960 --> 00:00:36.080]   And that's fine.
[00:00:36.080 --> 00:00:37.920]   But like, there's a great book by Jeff Hayden
[00:00:37.920 --> 00:00:39.520]   called "The Motivation Myth,"
[00:00:39.520 --> 00:00:40.800]   which basically argues that like,
[00:00:40.800 --> 00:00:41.840]   motivation is a bit of a myth.
[00:00:41.840 --> 00:00:44.500]   Like, we don't summon up the motivation magically
[00:00:44.500 --> 00:00:45.520]   to do a thing.
[00:00:45.520 --> 00:00:46.560]   We do the thing.
[00:00:46.560 --> 00:00:48.580]   And by seeing a small success,
[00:00:48.580 --> 00:00:51.280]   that then helps us summon the motivation
[00:00:51.280 --> 00:00:53.160]   to continue to do the thing.
[00:00:53.160 --> 00:00:55.600]   And so really, motivation doesn't lead to action.
[00:00:55.600 --> 00:00:57.280]   Action leads to motivation.
[00:00:57.280 --> 00:00:59.840]   And so understanding that I think was a big,
[00:00:59.840 --> 00:01:02.200]   big unlock for me that like, really,
[00:01:02.200 --> 00:01:04.040]   just because I don't feel like doing something
[00:01:04.040 --> 00:01:07.000]   doesn't actually stop me from doing the thing.
[00:01:07.000 --> 00:01:09.620]   And therefore, I can just do it.
[00:01:09.620 --> 00:01:13.120]   And sometimes that works where I just tell myself that like,
[00:01:13.120 --> 00:01:14.860]   I could just get out of bed right now,
[00:01:14.860 --> 00:01:16.080]   even though I don't feel like it.
[00:01:16.080 --> 00:01:19.440]   Oh, that's like the motivation approach.
[00:01:19.440 --> 00:01:20.760]   And you've got like the discipline approach,
[00:01:20.760 --> 00:01:23.040]   the willpower approach, the David Goggins approach of like,
[00:01:23.040 --> 00:01:24.620]   well, if you're not doing it at that point,
[00:01:24.620 --> 00:01:25.460]   you're just soft.
[00:01:25.460 --> 00:01:27.040]   You just got to, you know, use the willpower.
[00:01:27.040 --> 00:01:28.800]   You've got to use grit, determination, discipline
[00:01:28.800 --> 00:01:30.960]   to kind of push through and do the thing.
[00:01:30.960 --> 00:01:33.840]   That's fine as well, that works.
[00:01:33.840 --> 00:01:35.200]   The thing that I personally like to do
[00:01:35.200 --> 00:01:37.700]   is I like to tell myself,
[00:01:37.700 --> 00:01:39.600]   I'm just going to do the thing for two minutes
[00:01:39.600 --> 00:01:41.280]   and then I'm going to stop doing the thing.
[00:01:41.280 --> 00:01:43.260]   So I've got a couple of songs on my Spotify playlist,
[00:01:43.260 --> 00:01:45.360]   which are like two minutes long, like instrumental songs.
[00:01:45.360 --> 00:01:47.440]   I'm just like, if I, yeah,
[00:01:47.440 --> 00:01:48.960]   I'll just like put on one of the songs.
[00:01:48.960 --> 00:01:49.960]   I'll be like, I'm just going to do this thing
[00:01:49.960 --> 00:01:51.400]   until the end of the song.
[00:01:51.400 --> 00:01:54.080]   And usually the song ends, the next one plays on shuffle.
[00:01:54.080 --> 00:01:54.920]   And I don't even realize
[00:01:54.920 --> 00:01:56.400]   that I've just continued doing the thing.
[00:01:56.400 --> 00:01:57.860]   Occasionally I just do it for two minutes
[00:01:57.860 --> 00:01:59.440]   and then I stop and I think, cool, that's fine.
[00:01:59.440 --> 00:02:00.280]   That's not my day.
[00:02:00.280 --> 00:02:01.460]   But I say 90% of the time,
