
[00:00:00.000 --> 00:00:03.460]   [MUSIC PLAYING]
[00:00:03.460 --> 00:00:09.160]   Hello, everybody.
[00:00:09.160 --> 00:00:11.920]   It's Sam and Sydney from the Financial Samurai podcast.
[00:00:11.920 --> 00:00:16.640]   And in this episode, we want to talk about the savers mindset,
[00:00:16.640 --> 00:00:20.600]   whether we can all have it or whether it's just
[00:00:20.600 --> 00:00:22.460]   inherent or not.
[00:00:22.460 --> 00:00:25.280]   So guess where we just came back from, Sydney?
[00:00:25.280 --> 00:00:26.440]   Where did we come back from?
[00:00:26.440 --> 00:00:27.360]   The mall?
[00:00:27.360 --> 00:00:29.100]   Actually, we did come back from the mall.
[00:00:29.100 --> 00:00:30.920]   We went to some Panda Express.
[00:00:30.920 --> 00:00:36.200]   I bought some sides, some sweet shrimp, and some Kung Pao
[00:00:36.200 --> 00:00:37.320]   chicken and all that.
[00:00:37.320 --> 00:00:40.480]   And the funny thing is, I had never gone to Panda Express
[00:00:40.480 --> 00:00:42.720]   until about eight months ago.
[00:00:42.720 --> 00:00:45.320]   And now, every time I go, there are long lines.
[00:00:45.320 --> 00:00:48.760]   And I'm thinking to myself, wow, this place is good business.
[00:00:48.760 --> 00:00:51.040]   And the owners are billionaires, by the way.
[00:00:51.040 --> 00:00:52.240]   And it's a private company.
[00:00:52.240 --> 00:00:55.500]   And I realize, wow, the food tastes pretty good.
[00:00:55.500 --> 00:00:57.080]   And I'm an Asian person.
[00:00:57.080 --> 00:00:58.960]   I've grown up-- I grew up in Asia.
[00:00:58.960 --> 00:01:01.200]   I like good Asian food, great Asian food.
[00:01:01.200 --> 00:01:03.400]   So I would think, ah, Panda Express, whatever.
[00:01:03.400 --> 00:01:04.020]   But I tried it.
[00:01:04.020 --> 00:01:05.320]   I was like, eh, it's not bad.
[00:01:05.320 --> 00:01:07.760]   It's probably full of sugar and stuff like that.
[00:01:07.760 --> 00:01:10.800]   But the main thing is that it's so cheap.
[00:01:10.800 --> 00:01:15.300]   I basically bought enough to feed four of us for $38
[00:01:15.300 --> 00:01:16.360]   after tip and tax.
[00:01:16.360 --> 00:01:17.860]   And I thought that was pretty good.
[00:01:17.860 --> 00:01:18.600]   What do you think?
[00:01:18.600 --> 00:01:19.480]   That's good pricing.
[00:01:19.480 --> 00:01:21.600]   Food is crazy expensive today.
[00:01:21.600 --> 00:01:22.680]   Crazy expensive.
[00:01:22.680 --> 00:01:26.000]   You were asking me to go buy some of the Korean barbecue
[00:01:26.000 --> 00:01:26.560]   stuff.
[00:01:26.560 --> 00:01:27.680]   Because it's so good.
[00:01:27.680 --> 00:01:29.280]   I mean, it's so good.
[00:01:29.280 --> 00:01:30.320]   But it's so expensive.
[00:01:30.320 --> 00:01:33.720]   It's like $18 to $20 for an entree, right, for one.
[00:01:33.720 --> 00:01:36.880]   So if you multiply that by four, that's $80 versus $38
[00:01:36.880 --> 00:01:38.120]   I spent for four.
[00:01:38.120 --> 00:01:39.280]   And luckily, it was closed.
[00:01:39.280 --> 00:01:41.480]   Because that means I didn't have to spend the $18, $20
[00:01:41.480 --> 00:01:42.200]   to buy your entree.
[00:01:42.200 --> 00:01:43.940]   You're going to have to eat Panda Express.
[00:01:43.940 --> 00:01:44.440]   Ha, ha, ha.
[00:01:44.440 --> 00:01:45.240]   It's all good.
[00:01:45.240 --> 00:01:48.960]   So on the way home, guess where we also stopped by.
[00:01:48.960 --> 00:01:49.680]   Oh, that's right.
[00:01:49.680 --> 00:01:53.460]   We made a pit stop at the gas station.
[00:01:53.460 --> 00:01:54.160]   The gas station.
[00:01:54.160 --> 00:01:55.080]   Not any gas station.
[00:01:55.080 --> 00:01:56.360]   Not the Shell gas station.
[00:01:56.360 --> 00:01:58.680]   Not the Chevron gas station.
[00:01:58.680 --> 00:02:02.240]   But the Speedway Express gas station.
[00:02:02.240 --> 00:02:05.000]   Which, for folks who don't know, at least I didn't really know,
[00:02:05.000 --> 00:02:10.160]   it's just the non-top-tier gasoline that's way cheaper.
[00:02:10.160 --> 00:02:14.280]   So on our car, it's a Range Rover Sport 2015.
[00:02:14.280 --> 00:02:17.080]   When you open up the lid to fill up the gas,
[00:02:17.080 --> 00:02:18.720]   it says premium recommended.
[00:02:18.720 --> 00:02:22.520]   So since we bought it in 2016, December,
[00:02:22.520 --> 00:02:25.840]   I had always thought that premium meant anything
[00:02:25.840 --> 00:02:27.240]   above 87 octane.
[00:02:27.240 --> 00:02:31.240]   So 89 octane or 91 octane in California.
[00:02:31.240 --> 00:02:33.760]   So given I want to save money, I was like, OK.
[00:02:33.760 --> 00:02:36.240]   I'm just going to add 89 octane sometime.
[00:02:36.240 --> 00:02:38.080]   Because it's more expensive than 87 octane.
[00:02:38.080 --> 00:02:41.880]   And what I didn't realize until 2024,
[00:02:41.880 --> 00:02:46.320]   when I started on this kick to save as much money as possible,
[00:02:46.320 --> 00:02:50.960]   is that premium actually really means 91 octane or greater.
[00:02:50.960 --> 00:02:53.600]   And there are parts of the country that have 93 octane.
[00:02:53.600 --> 00:02:54.360]   Did you know that?
[00:02:54.360 --> 00:02:55.720]   93 in some place.
[00:02:55.720 --> 00:02:56.680]   I did not know that.
[00:02:56.680 --> 00:03:00.280]   Anyway, so for all this time, since December 2016,
[00:03:00.280 --> 00:03:03.040]   I've been filling up Moose, our Range Rover Sport,
[00:03:03.040 --> 00:03:07.640]   with premium 89 octane or 87 octane.
[00:03:07.640 --> 00:03:11.320]   And all this time, the car has run just fine.
[00:03:11.320 --> 00:03:12.600]   No knocking noises.
[00:03:12.600 --> 00:03:13.600]   No nothing.
[00:03:13.600 --> 00:03:15.880]   And so I went on this deep dive.
[00:03:15.880 --> 00:03:16.760]   And I thought, uh-oh.
[00:03:16.760 --> 00:03:18.560]   Maybe this has been bad.
[00:03:18.560 --> 00:03:21.160]   This is because my check engine light did go on.
[00:03:21.160 --> 00:03:23.400]   But it went on for a completely different reason.
[00:03:23.400 --> 00:03:26.280]   Because a PVC valve was cracked and broken.
[00:03:26.280 --> 00:03:29.440]   And it was allowing more air to flow into the engine
[00:03:29.440 --> 00:03:30.800]   than it was supposed to be.
[00:03:30.800 --> 00:03:33.480]   So I went down this deep dive rabbit hole.
[00:03:33.480 --> 00:03:35.720]   And so there are top-tier gasolines
[00:03:35.720 --> 00:03:38.520]   with supposedly twice the amount of, quote,
[00:03:38.520 --> 00:03:42.440]   "detergents and additives" to clean up the fuel injectors
[00:03:42.440 --> 00:03:45.640]   and carbon deposits in your engine.
[00:03:45.640 --> 00:03:48.920]   And then there are the non-top-tier gasoline,
[00:03:48.920 --> 00:03:51.640]   such as Speedway Express.
[00:03:51.640 --> 00:03:54.000]   And I've been adding non-top-tier gasoline
[00:03:54.000 --> 00:03:57.640]   and 87 octane gasoline to a premium-recommended car
[00:03:57.640 --> 00:03:59.480]   for a long time.
[00:03:59.480 --> 00:04:00.560]   And nothing has happened.
[00:04:00.560 --> 00:04:03.080]   But the funny thing is, as I started to research
[00:04:03.080 --> 00:04:06.560]   more and more about how these top-tier gasolines
[00:04:06.560 --> 00:04:09.960]   have more additives, I started experiencing FOMO
[00:04:09.960 --> 00:04:12.160]   and the desire, thanks to, I think,
[00:04:12.160 --> 00:04:13.720]   what is really mostly marketing,
[00:04:13.720 --> 00:04:16.480]   to add more premium gasoline.
[00:04:16.480 --> 00:04:18.800]   But I'm proud to say that I didn't.
[00:04:18.800 --> 00:04:24.600]   Once again, I started to add the 87 octane Speedway Express
[00:04:24.600 --> 00:04:27.200]   gasoline, fill it up the tank, 23 gallons.
[00:04:27.200 --> 00:04:30.840]   And I saved myself $0.70 a gallon
[00:04:30.840 --> 00:04:33.520]   had I had gone to Chevron and paid for Supreme.
[00:04:33.520 --> 00:04:35.680]   And that's like $15, folks.
[00:04:35.680 --> 00:04:37.720]   $15 on a tank of gas?
[00:04:37.720 --> 00:04:39.120]   I think that's worth the savings.
[00:04:39.120 --> 00:04:39.880]   What do you think?
[00:04:39.880 --> 00:04:40.640]   I think so.
[00:04:40.640 --> 00:04:43.600]   It seems like you've found a good compromise.
[00:04:43.600 --> 00:04:47.360]   And how you have decided to manage the car,
[00:04:47.360 --> 00:04:50.200]   it's been doing great since we had it.
[00:04:50.200 --> 00:04:52.280]   Very few problems overall.
[00:04:52.280 --> 00:04:56.800]   So hey, it's a great, simple way to get some savings.
[00:04:56.800 --> 00:04:58.200]   Yeah, and the funny thing is, when
[00:04:58.200 --> 00:05:01.440]   I wrote this in my post on the three sneaky ways
[00:05:01.440 --> 00:05:05.120]   our expenses catch up to us, I had so much backlash
[00:05:05.120 --> 00:05:07.560]   from people who were ardently supporters
[00:05:07.560 --> 00:05:12.160]   of fueling top-tier gas, from mechanics to just enthusiasts.
[00:05:12.160 --> 00:05:16.600]   But really, none of us, unless we're driving F1 car racers,
[00:05:16.600 --> 00:05:19.720]   or we have like, I don't know, 911 Turbo or a Lamborghini,
[00:05:19.720 --> 00:05:23.320]   none of us really need this super high octane gas,
[00:05:23.320 --> 00:05:24.320]   premium gas.
[00:05:24.320 --> 00:05:27.400]   I don't think the vast majority of us can tell the difference.
[00:05:27.400 --> 00:05:28.560]   Can you tell the difference?
[00:05:28.560 --> 00:05:29.760]   I can't tell the difference.
[00:05:29.760 --> 00:05:31.880]   But again, you do most of the driving.
[00:05:31.880 --> 00:05:33.560]   Maybe some of these car enthusiasts,
[00:05:33.560 --> 00:05:36.560]   they're driving a lot of mileage per year
[00:05:36.560 --> 00:05:38.120]   and being on the highway a lot.
[00:05:38.120 --> 00:05:40.520]   So maybe they can tell a little bit.
[00:05:40.520 --> 00:05:44.040]   But I think based on the type and amount of driving
[00:05:44.040 --> 00:05:46.560]   that we do as a family, I think it's fine.
[00:05:46.560 --> 00:05:48.360]   Yeah, I mean, in the city, the speed limit
[00:05:48.360 --> 00:05:50.840]   is like 25 to 35 miles per hour.
[00:05:50.840 --> 00:05:55.560]   So maybe you drive 30 to 40 miles an hour max in the city.
[00:05:55.560 --> 00:05:57.440]   You don't need high-performance gas.
[00:05:57.440 --> 00:05:59.160]   And the thing is, if you really, really
[00:05:59.160 --> 00:06:01.720]   are concerned about carbon deposits building up,
[00:06:01.720 --> 00:06:05.040]   you can just buy a bottle of Tecron on Amazon for like $18
[00:06:05.040 --> 00:06:07.760]   and then dump it in your tank with up to, what,
[00:06:07.760 --> 00:06:08.960]   20 gallons of fuel.
[00:06:08.960 --> 00:06:09.920]   That's what they recommend.
[00:06:09.920 --> 00:06:12.920]   And then do that every single oil change, every 5,000
[00:06:12.920 --> 00:06:15.760]   to maybe 10,000 miles, and you're probably good to go.
[00:06:15.760 --> 00:06:17.200]   That's a great compromise.
[00:06:17.200 --> 00:06:18.920]   Yeah, it's a decent compromise.
[00:06:18.920 --> 00:06:21.640]   So it is interesting that once I started
[00:06:21.640 --> 00:06:25.480]   doing the deep dive on, quote, "the better quality fuels,"
[00:06:25.480 --> 00:06:28.440]   I was like, oh, I should do that too.
[00:06:28.440 --> 00:06:32.720]   And it just really, I think, shows what marketing and FOMO
[00:06:32.720 --> 00:06:35.000]   can do to your budget.
[00:06:35.000 --> 00:06:37.440]   And this realization also made me
[00:06:37.440 --> 00:06:41.600]   want to get into this saver's mindset, the frugal mindset,
[00:06:41.600 --> 00:06:45.720]   I think, that many of us who are practicing saving and investing
[00:06:45.720 --> 00:06:48.440]   and trying to achieve financial independence sooner rather
[00:06:48.440 --> 00:06:52.520]   than later have been doing or adopting for a while.
[00:06:52.520 --> 00:06:53.840]   Do you have the frugal mindset?
[00:06:53.840 --> 00:06:54.520]   I do.
[00:06:54.520 --> 00:06:59.800]   And I think especially this year, with us moving and having
[00:06:59.800 --> 00:07:03.480]   a big lifestyle change and a shift in how our finances are
[00:07:03.480 --> 00:07:07.840]   structured, I think we've both been really looking at ways
[00:07:07.840 --> 00:07:11.360]   to save money again, and we feel great about it.
[00:07:11.360 --> 00:07:15.600]   Why don't you tell the listeners about your recent experience
[00:07:15.600 --> 00:07:17.400]   with your jacket?
[00:07:17.400 --> 00:07:18.240]   My jacket.
[00:07:18.240 --> 00:07:19.640]   Tell them the jacket story.
[00:07:19.640 --> 00:07:21.760]   Well, it's not a big story, but the point
[00:07:21.760 --> 00:07:25.800]   is I had not been thinking from a "safe first"
[00:07:25.800 --> 00:07:28.280]   mentality for a while until we bought this house.
[00:07:28.280 --> 00:07:30.280]   Because after we bought the house in 2023,
[00:07:30.280 --> 00:07:31.840]   cash flow became tight.
[00:07:31.840 --> 00:07:34.800]   And with all these capital calls from the private investment
[00:07:34.800 --> 00:07:37.880]   funds that we do in artificial intelligence, venture capital,
[00:07:37.880 --> 00:07:40.200]   and so forth, we were really short on--
[00:07:40.200 --> 00:07:42.480]   I think we were literally living paycheck to paycheck,
[00:07:42.480 --> 00:07:44.520]   counting our dollars and wondering
[00:07:44.520 --> 00:07:47.040]   how we're going to allocate money to these capital calls
[00:07:47.040 --> 00:07:49.360]   and pay for our higher expenses now.
[00:07:49.360 --> 00:07:52.240]   And so the saver's mindset really kicked in.
[00:07:52.240 --> 00:07:54.640]   And it hadn't kicked in before because we've always
[00:07:54.640 --> 00:07:58.360]   adopted this pay yourself first, where you take money out
[00:07:58.360 --> 00:08:01.360]   of your paycheck first before you can even see your money
[00:08:01.360 --> 00:08:05.320]   and just invest it in your solo 401(k), 401(k), IRA,
[00:08:05.320 --> 00:08:06.880]   taxable investments, and so forth.
[00:08:06.880 --> 00:08:10.680]   So with the saver's mindset, suddenly everything
[00:08:10.680 --> 00:08:14.160]   started looking like a savings opportunity to me.
[00:08:14.160 --> 00:08:15.880]   So one was gas, right?
[00:08:15.880 --> 00:08:18.960]   Second was this Nike jacket that I've
[00:08:18.960 --> 00:08:22.160]   owned for two years, maybe three years.
[00:08:22.160 --> 00:08:24.200]   I wear it almost every other day.
[00:08:24.200 --> 00:08:25.680]   The parents at my school probably
[00:08:25.680 --> 00:08:27.480]   see me wearing the same thing every other--
[00:08:27.480 --> 00:08:30.280]   it's almost like a uniform, but it's just warm, long sleeve.
[00:08:30.280 --> 00:08:32.520]   It's got zipper pockets, which I need.
[00:08:32.520 --> 00:08:33.960]   And the zipper finally broke.
[00:08:33.960 --> 00:08:36.160]   It was like a two-way zipper that just finally
[00:08:36.160 --> 00:08:37.160]   stopped working.
[00:08:37.160 --> 00:08:39.160]   And I was like, OK, let's go online
[00:08:39.160 --> 00:08:41.320]   and see how much these jackets cost.
[00:08:41.320 --> 00:08:44.520]   And they cost like $110 to $120 after tax.
[00:08:44.520 --> 00:08:46.320]   And because I have the saver's mindset now,
[00:08:46.320 --> 00:08:48.480]   I was thinking, well, is there a better way
[00:08:48.480 --> 00:08:49.920]   to do this to save money?
[00:08:49.920 --> 00:08:50.840]   And we did find a way.
[00:08:50.840 --> 00:08:52.560]   We went to the local dry cleaning store.
[00:08:52.560 --> 00:08:53.920]   Then they said they could fix it.
[00:08:53.920 --> 00:08:55.760]   I was hoping they would fix it for like $18,
[00:08:55.760 --> 00:08:58.520]   but I guess due to inflation and labor, they said $28.
[00:08:58.520 --> 00:09:00.600]   And since I dropped you off to go investigate,
[00:09:00.600 --> 00:09:01.360]   I just said, well--
[00:09:01.360 --> 00:09:04.400]   I texted you back, said, OK, fine, let's do it for $28.
[00:09:04.400 --> 00:09:05.240]   So there you go.
[00:09:05.240 --> 00:09:07.720]   I saved about $90.
[00:09:07.720 --> 00:09:10.200]   And I plan to wear this jacket for years
[00:09:10.200 --> 00:09:12.960]   to come because I decided to save.
[00:09:12.960 --> 00:09:15.520]   Yeah, I think that was a great idea because even before we
[00:09:15.520 --> 00:09:17.080]   moved, I remember you were thinking
[00:09:17.080 --> 00:09:19.560]   about replacing your jacket because the zipper was always
[00:09:19.560 --> 00:09:21.080]   starting to fray at that point.
[00:09:21.080 --> 00:09:23.160]   And you were getting a little frustrated with it.
[00:09:23.160 --> 00:09:25.600]   And then you said, well, I'll wait.
[00:09:25.600 --> 00:09:27.860]   I'll think about it after we move.
[00:09:27.860 --> 00:09:30.520]   And then, yeah, the zipper finally just completely
[00:09:30.520 --> 00:09:32.380]   fell apart and wouldn't work at all.
[00:09:32.380 --> 00:09:34.040]   And then you came up with the idea, hey,
[00:09:34.040 --> 00:09:37.360]   let's see if we can have someone just replace the zipper
[00:09:37.360 --> 00:09:39.000]   because the rest of the jacket was fine.
[00:09:39.000 --> 00:09:40.640]   And it worked out quite well.
[00:09:40.640 --> 00:09:43.320]   When you got it, it was just as good, wouldn't you say?
[00:09:43.320 --> 00:09:44.400]   Looks good enough.
[00:09:44.400 --> 00:09:47.200]   I mean, it's good enough, in my opinion.
[00:09:47.200 --> 00:09:49.080]   And the other thing is I made a promise
[00:09:49.080 --> 00:09:52.360]   not to buy anything for the remainder of 2023
[00:09:52.360 --> 00:09:53.640]   after we purchased the house.
[00:09:53.640 --> 00:09:54.720]   And I didn't buy anything.
[00:09:54.720 --> 00:09:57.400]   So I was like, OK, well, yeah, I was tempted to buy,
[00:09:57.400 --> 00:09:58.240]   but I didn't buy it.
[00:09:58.240 --> 00:10:00.760]   And I made another promise for 2024
[00:10:00.760 --> 00:10:02.560]   not to buy anything as well.
