
[00:00:00.000 --> 00:00:02.600]   [silence]
[00:00:02.600 --> 00:00:05.520]   We are, however, going to talk about the practical steps
[00:00:05.520 --> 00:00:07.440]   that you can take to make sure that you're getting
[00:00:07.440 --> 00:00:12.160]   the most brain benefits from your exercise.
[00:00:12.160 --> 00:00:13.920]   Based on what we've talked about so far,
[00:00:13.920 --> 00:00:16.320]   as well as a broad survey of the literature,
[00:00:16.320 --> 00:00:20.200]   and again, it is a big literature,
[00:00:20.200 --> 00:00:21.960]   here are the four things that I believe
[00:00:21.960 --> 00:00:24.980]   everyone should be doing every single week
[00:00:24.980 --> 00:00:26.680]   in terms of their exercise program.
[00:00:26.680 --> 00:00:28.140]   I believe that everybody should include
[00:00:28.140 --> 00:00:30.440]   both resistance training,
[00:00:30.440 --> 00:00:32.200]   could be body weight, free weights, machines,
[00:00:32.200 --> 00:00:33.720]   some combination of those,
[00:00:33.720 --> 00:00:36.440]   as well as cardiovascular training each week.
[00:00:36.440 --> 00:00:38.460]   And that the cardiovascular training should include
[00:00:38.460 --> 00:00:40.480]   both high intensity interval training,
[00:00:40.480 --> 00:00:41.600]   at least once per week,
[00:00:41.600 --> 00:00:44.080]   and some so-called long slow distance training
[00:00:44.080 --> 00:00:46.600]   or zone two type training each week.
[00:00:46.600 --> 00:00:48.400]   Whatever exercise you happen to be doing
[00:00:48.400 --> 00:00:49.840]   or you happen to be planning,
[00:00:49.840 --> 00:00:53.360]   I do believe it should include four things
[00:00:53.360 --> 00:00:56.580]   specifically to improve brain health and performance.
[00:00:56.580 --> 00:00:58.400]   Although these four things will also benefit you
[00:00:58.400 --> 00:01:01.400]   at the level of your bodily health, no doubt.
[00:01:01.400 --> 00:01:05.120]   The first thing is to include at least one workout per week
[00:01:05.120 --> 00:01:07.940]   that is of a long slow distance nature.
[00:01:07.940 --> 00:01:09.240]   So zone two type cardio,
[00:01:09.240 --> 00:01:11.440]   maybe you get a little bit up into zone three,
[00:01:11.440 --> 00:01:15.660]   but basically jogging, swimming, rowing,
[00:01:15.660 --> 00:01:19.200]   any activity that you can carry out consistently
[00:01:19.200 --> 00:01:23.620]   for 45 to 75 minutes without getting injured, right?
[00:01:23.620 --> 00:01:24.960]   People always say, "Well, do I have to run?"
[00:01:24.960 --> 00:01:26.280]   No, if you don't like running
[00:01:26.280 --> 00:01:27.820]   and running's too hard on your body,
[00:01:27.820 --> 00:01:29.280]   or you'll get injured, then do something else.
[00:01:29.280 --> 00:01:30.120]   Maybe you do the row,
[00:01:30.120 --> 00:01:31.500]   or maybe you ride a stationary bike,
[00:01:31.500 --> 00:01:32.560]   maybe you ride a road bike.
[00:01:32.560 --> 00:01:36.280]   But at least one long slow distance training session per week
[00:01:36.280 --> 00:01:38.480]   is going to be very beneficial for brain health
[00:01:38.480 --> 00:01:40.880]   because of the way that it impacts cerebral blood flow
[00:01:40.880 --> 00:01:42.280]   and to theological health,
[00:01:42.280 --> 00:01:45.040]   and basically the way that cardiovascular health
[00:01:45.040 --> 00:01:46.520]   improves brain function.
[00:01:46.520 --> 00:01:48.000]   The second thing is to include
[00:01:48.000 --> 00:01:49.600]   at least one workout per week
[00:01:49.600 --> 00:01:52.760]   that's of the so-called high intensity interval training
[00:01:52.760 --> 00:01:53.720]   type.
[00:01:53.720 --> 00:01:55.480]   Now, there are a lot of different types
[00:01:55.480 --> 00:01:57.040]   of high intensity interval training out there.
[00:01:57.040 --> 00:02:00.940]   In fact, Dr. Andy Galpin says,
[00:02:00.940 --> 00:02:04.120]   we'll hear about say like the four by four by four protocol,
[00:02:04.120 --> 00:02:04.960]   right?
[00:02:04.960 --> 00:02:08.200]   Four minutes of going as hard as you can for four minutes,
[00:02:08.200 --> 00:02:10.560]   basically where there's no variation in the intensity
[00:02:10.560 --> 00:02:11.640]   through that whole four minutes,
[00:02:11.640 --> 00:02:13.200]   you're going hard the whole four minutes,
[00:02:13.200 --> 00:02:15.440]   but only as hard as you can for the entire four minutes,
[00:02:15.440 --> 00:02:16.720]   then resting four minutes,
[00:02:16.720 --> 00:02:20.640]   and then repeating that four by four cycle four times.
[00:02:20.640 --> 00:02:21.640]   Okay, so that's one way to do it.
[00:02:21.640 --> 00:02:23.600]   But Dr. Andy Galpin would be the first to tell you
[00:02:23.600 --> 00:02:25.660]   that you probably also get great results
[00:02:25.660 --> 00:02:29.180]   from a three by three by four type of workout,
[00:02:29.180 --> 00:02:32.380]   or a six by six by six type of workout.
[00:02:32.380 --> 00:02:35.120]   And generally when one finishes that type of workout,
[00:02:35.120 --> 00:02:37.500]   your heart rate is very, very elevated.
[00:02:37.500 --> 00:02:40.120]   Now, I don't tend to track my heart rate during exercise,
[00:02:40.120 --> 00:02:40.960]   perhaps I should,
[00:02:40.960 --> 00:02:43.840]   but I don't like to get too weighed down with technology
[00:02:43.840 --> 00:02:44.900]   when I exercise.
[00:02:44.900 --> 00:02:47.000]   I like to go more on feel, that's just me.
[00:02:47.000 --> 00:02:52.860]   I find that my heart rate is extremely high
[00:02:52.860 --> 00:02:54.600]   right as I get off that thing,
[00:02:54.600 --> 00:02:58.200]   but five minutes later, it's back to baseline.
[00:02:58.200 --> 00:03:00.480]   And I certainly feel energized after doing that
[00:03:00.480 --> 00:03:01.560]   to go do some cognitive work,
[00:03:01.560 --> 00:03:03.400]   to shower up and to head to work, that sort of thing.
[00:03:03.400 --> 00:03:05.760]   So pick a high intensity interval training session
[00:03:05.760 --> 00:03:07.760]   that you can do at least once per week,
[00:03:07.760 --> 00:03:09.040]   and that works for you.
[00:03:09.040 --> 00:03:12.640]   And again, it's really important to pick a form of exercise
[00:03:12.640 --> 00:03:14.400]   for the high intensity interval training
[00:03:14.400 --> 00:03:16.320]   that you can do without getting injured.
[00:03:16.320 --> 00:03:17.760]   This is so important.
[00:03:17.760 --> 00:03:20.320]   One way to really limit your brain health and bodily health
[00:03:20.320 --> 00:03:23.260]   is to get injured and to not be able to exercise.
[00:03:23.260 --> 00:03:26.200]   The third would be TUT, T-U-T, time under tension.
[00:03:26.200 --> 00:03:27.620]   If you're doing resistance training,
[00:03:27.620 --> 00:03:28.620]   and I do believe everybody
[00:03:28.620 --> 00:03:30.100]   should be doing resistance training,
[00:03:30.100 --> 00:03:32.700]   there are a near infinite number of different ways
[00:03:32.700 --> 00:03:35.140]   to do resistance training, as you well know.
[00:03:35.140 --> 00:03:36.780]   You can move the weight ballistically,
[00:03:36.780 --> 00:03:38.200]   you can control the eccentric,
[00:03:38.200 --> 00:03:39.980]   you can do any number of different things,
[00:03:39.980 --> 00:03:41.700]   but some proportion of the exercises
[00:03:41.700 --> 00:03:43.300]   that you do during your resistance training
[00:03:43.300 --> 00:03:47.380]   during the week should include time under tension training,
[00:03:47.380 --> 00:03:49.500]   where you're really emphasizing the contraction
[00:03:49.500 --> 00:03:52.060]   of the muscles, the slow lowering of the weight,
[00:03:52.060 --> 00:03:53.840]   as well as the lifting of the weight,
[00:03:53.840 --> 00:03:55.520]   contracting the muscles as hard as you can.
[00:03:55.520 --> 00:03:56.900]   And this is really to emphasize
[00:03:56.900 --> 00:03:58.380]   the nerve to muscle pathways
[00:03:58.380 --> 00:04:00.580]   and the way that time under tension
[00:04:00.580 --> 00:04:03.260]   promotes the release of things from muscles
[00:04:03.260 --> 00:04:06.280]   into the bloodstream that can positively impact the brain,
[00:04:06.280 --> 00:04:10.780]   as well as the way that focusing your brain on exercises
[00:04:10.780 --> 00:04:12.800]   such that you're isolating muscles,
[00:04:12.800 --> 00:04:15.360]   or even if you're not doing a so-called isolation exercise,
[00:04:15.360 --> 00:04:16.820]   maybe you're doing a compound exercise,
[00:04:16.820 --> 00:04:19.780]   like a dip, or a squat, or a deadlift,
[00:04:19.780 --> 00:04:21.700]   but that really concentrating on the muscles
[00:04:21.700 --> 00:04:23.620]   that are supposed to be managing the work
[00:04:23.620 --> 00:04:24.780]   and not just moving the weight,
[00:04:24.780 --> 00:04:26.140]   but challenging the muscles.
[00:04:26.140 --> 00:04:27.060]   This is a very important thing,
[00:04:27.060 --> 00:04:29.100]   challenging the muscles, using the weight,
[00:04:29.100 --> 00:04:31.460]   not lifting weights or moving weights.
[00:04:31.460 --> 00:04:33.460]   By focusing on time under tension,
[00:04:33.460 --> 00:04:35.460]   you will, of course, get benefits
[00:04:35.460 --> 00:04:38.380]   as it relates to hypertrophy and strength increases,
[00:04:38.380 --> 00:04:39.740]   in particular, hypertrophy.
[00:04:39.740 --> 00:04:42.180]   And time under tension training is very beneficial
[00:04:42.180 --> 00:04:44.220]   for the deployment of the molecules
[00:04:44.220 --> 00:04:45.880]   that work both within the body,
[00:04:45.880 --> 00:04:47.180]   but also within the brain
[00:04:47.180 --> 00:04:49.300]   to support brain health and function,
[00:04:49.300 --> 00:04:50.340]   both in the short-term
[00:04:50.340 --> 00:04:53.180]   and most particularly in the long-term.
[00:04:53.180 --> 00:04:56.980]   I tend to make a full third of my resistance training
[00:04:56.980 --> 00:04:58.500]   just focused on time under tension.
[00:04:58.500 --> 00:04:59.820]   So if I do two exercises,
[00:04:59.820 --> 00:05:02.140]   typically the first exercise is a compound exercise.
[00:05:02.140 --> 00:05:03.980]   So if it's a shoulder press, for instance,
[00:05:03.980 --> 00:05:06.020]   I'll do a couple of warmup sets and then the work sets.
[00:05:06.020 --> 00:05:07.780]   I try and move the weight.
[00:05:07.780 --> 00:05:10.260]   And generally, I tend to work pretty heavy in the,
[00:05:10.260 --> 00:05:13.300]   for me, heavy for me, in the four to eight repetition range.
[00:05:13.300 --> 00:05:15.660]   I'll try and move the weight as quickly as I can
[00:05:15.660 --> 00:05:18.140]   on the concentric phase, the lifting phase,
[00:05:18.140 --> 00:05:20.900]   and then at least twice as slow on the lowering phase.
[00:05:20.900 --> 00:05:23.420]   And then I pause while keeping the muscles under tension.
[00:05:23.420 --> 00:05:26.000]   I never really set the weight down at all during a set,
[00:05:26.000 --> 00:05:27.640]   if I'm doing my job, that is.
[00:05:27.640 --> 00:05:31.300]   And then the second exercise that I do,
[00:05:31.300 --> 00:05:33.900]   I really focus even more on time under tension.
[00:05:33.900 --> 00:05:35.900]   So whether or not it's a compound exercise
[00:05:35.900 --> 00:05:37.340]   or an isolation exercise,
[00:05:37.340 --> 00:05:39.820]   again, compound exercise, multiple joints moving,
[00:05:39.820 --> 00:05:42.100]   isolation exercise, single joints moving,
[00:05:42.100 --> 00:05:44.500]   I'll really concentrate on keeping the muscle
[00:05:44.500 --> 00:05:45.780]   under tension the entire time.
