
[00:00:00.000 --> 00:00:03.000]   Do more together this holiday in a new Chevy.
[00:00:03.000 --> 00:00:07.000]   Take on more adventure in the strong and capable Chevy Silverado.
[00:00:07.000 --> 00:00:09.000]   More confidence in the Chevy Equinox.
[00:00:09.000 --> 00:00:14.000]   Winner of the J.D. Power Award for initial quality among compact SUVs two years running.
[00:00:14.000 --> 00:00:19.000]   And more value in the all-new Chevy Trax with an available 11-inch diagonal touchscreen.
[00:00:19.000 --> 00:00:21.000]   Bring the holidays together in a new Chevy.
[00:00:21.000 --> 00:00:23.000]   Click to learn more.
[00:00:23.000 --> 00:00:25.000]   Chevrolet. Together, let's drive.
[00:00:25.000 --> 00:00:30.000]   For J.D. Power 2023 U.S. Initial Quality Study Award information, visit JDPower.com/awards.
[00:00:30.000 --> 00:00:37.000]   Welcome to Radical Personal Finance, a show dedicated to providing you with the knowledge, skills, insight, and encouragement you need to live a rich and meaningful life now,
[00:00:37.000 --> 00:00:40.000]   while building a plan for financial freedom in 10 years or less.
[00:00:40.000 --> 00:00:41.000]   My name is Joshua Sheets.
[00:00:41.000 --> 00:00:47.000]   Today, I want to talk with you very quickly about something remarkable that I just saw related to civil asset forfeiture.
[00:00:47.000 --> 00:00:56.000]   This question came up in a Q&A show a week ago where a listener called in and said, "How do I cross the United States with a significant amount of currency safely?"
[00:00:56.000 --> 00:00:58.000]   And I gave an extended monologue.
[00:00:58.000 --> 00:01:02.000]   I talked about how to drive the money across the country safely.
[00:01:02.000 --> 00:01:04.000]   And I mentioned flying with the money.
[00:01:04.000 --> 00:01:12.000]   And I specifically said that I think driving is a better plan, but that flying could potentially work.
[00:01:12.000 --> 00:01:23.000]   Definitely not in checked luggage, but I talked about how, if you had valuable personal items that you ever did need to check, how to check those with greater safety.
[00:01:23.000 --> 00:01:26.000]   And I talked about how to fly with the money.
[00:01:26.000 --> 00:01:35.000]   Well, it just so happens I saw this episode pop up on Steve Leto's YouTube channel, called "It Was a Good Week to Fight Civil Asset Forfeiture."
[00:01:35.000 --> 00:01:42.000]   And I heard about just now a case that I had never heard about that relates directly to that question and conversation from last week.
[00:01:42.000 --> 00:01:46.000]   So let's go through this together because you have got to hear this particular discussion.
[00:01:46.000 --> 00:01:48.000]   Welcome once again to Leto's Law.
[00:01:48.000 --> 00:01:49.000]   Here's Steve Leto.
[00:01:49.000 --> 00:01:52.000]   Civil asset forfeiture, of course, popular topic on this channel.
[00:01:52.000 --> 00:01:54.000]   Talk about it all the time.
[00:01:54.000 --> 00:01:57.000]   And we talk about cases, both good and bad.
[00:01:57.000 --> 00:02:03.000]   And the good cases I'm talking about are the ones where they lose, the government loses, and they have to give the money back.
[00:02:03.000 --> 00:02:06.000]   Now, all of these cases are bad on one level.
[00:02:06.000 --> 00:02:08.000]   And I know if I didn't say that, somebody would point it out.
[00:02:08.000 --> 00:02:10.000]   It's bad that they took your money.
[00:02:10.000 --> 00:02:12.000]   It's good if you got it back.
[00:02:12.000 --> 00:02:14.000]   It would be even better if they never took it in the first place.
[00:02:14.000 --> 00:02:15.000]   So I understand that.
[00:02:15.000 --> 00:02:20.000]   But TechDirt.com, Tim Cushing, has been following this topic for quite some time now.
[00:02:20.000 --> 00:02:23.000]   I love the work they do at TechDirt.com.
[00:02:23.000 --> 00:02:30.000]   And he points out now that the DEA has racked up two forfeiture losses in one week.
[00:02:30.000 --> 00:02:33.000]   They've lost twice this past week.
[00:02:33.000 --> 00:02:36.000]   By the way, it's been good to see the government lose.
[00:02:36.000 --> 00:02:39.000]   Obviously, this last Friday, we talked about the Rittenhouse case.
[00:02:39.000 --> 00:02:42.000]   I think I'll bring you a number of more comments on that.
[00:02:42.000 --> 00:02:49.000]   But on this particular issue of civil asset forfeiture, it is so, so good to see the government lose on this issue.
[00:02:49.000 --> 00:02:50.000]   So let's keep going.
[00:02:50.000 --> 00:02:56.000]   And they've been forced to return $100,000 in stolen cash to their victims.
[00:02:56.000 --> 00:03:05.000]   So in the past week, the federal government has twice been forced to give the money back that they stole from travelers.
[00:03:05.000 --> 00:03:07.000]   And they stole the money, of course, because they could.
[00:03:07.000 --> 00:03:15.000]   In both cases, it was American citizens trying to board domestic flights at U.S. airports.
