
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.360]   - Hello, hello, this is Swix with a special edition
[00:00:06.360 --> 00:00:09.420]   of the Delay in Space pod for NeurIPS 2023.
[00:00:09.420 --> 00:00:12.760]   Both Alessio and I were there covering what we could cover.
[00:00:12.760 --> 00:00:15.520]   It is an impossible conference, 15,000 people,
[00:00:15.520 --> 00:00:19.040]   3,500 papers and tons and tons of sessions.
[00:00:19.040 --> 00:00:20.800]   So it's just impossible for two people to cover it,
[00:00:20.800 --> 00:00:24.360]   especially with a limited time, but we did our best.
[00:00:24.360 --> 00:00:26.900]   A lot of you liked our OpenAI Dev Day coverage
[00:00:26.900 --> 00:00:29.320]   where we basically just jumped from paper to paper,
[00:00:29.320 --> 00:00:31.980]   person to person, founder to founder and got their takes.
[00:00:31.980 --> 00:00:34.280]   And this is effectively what we've tried to do here.
[00:00:34.280 --> 00:00:36.420]   It's still experimental and new format for us.
[00:00:36.420 --> 00:00:37.840]   So we really love your feedback.
[00:00:37.840 --> 00:00:39.620]   We're actually doing a listener survey now.
[00:00:39.620 --> 00:00:40.800]   If you click into the show notes,
[00:00:40.800 --> 00:00:42.240]   we'd really love to hear your feedback
[00:00:42.240 --> 00:00:45.140]   and know what you wanna hear for 2024.
[00:00:45.140 --> 00:00:47.200]   So we recorded a lot of audio in NeurIPS
[00:00:47.200 --> 00:00:49.260]   and I figured the most logical way to cover this
[00:00:49.260 --> 00:00:51.520]   would be to start with the best papers.
[00:00:51.520 --> 00:00:53.480]   NeurIPS does hand out best paper awards.
[00:00:53.480 --> 00:00:56.120]   So we're gonna start with the hardest one to obtain,
[00:00:56.120 --> 00:00:57.480]   which is the Test of Time Award.
[00:00:57.480 --> 00:00:59.320]   The Test of Time Award is given to a paper
[00:00:59.320 --> 00:01:01.400]   that has stood the test of time,
[00:01:01.400 --> 00:01:03.800]   which by NeurIPS's definition is a paper
[00:01:03.800 --> 00:01:06.040]   that was published 10 years ago at NeurIPS.
[00:01:06.040 --> 00:01:07.880]   NeurIPS is in its 37th year.
[00:01:07.880 --> 00:01:09.320]   So this is honestly a flex
[00:01:09.320 --> 00:01:11.440]   that very, very few conferences can actually do.
[00:01:11.440 --> 00:01:13.440]   And it's really interesting to have the original authors
[00:01:13.440 --> 00:01:15.920]   of the paper come back and talk about what they've learned
[00:01:15.920 --> 00:01:18.040]   and how they look back at the past 10 years.
[00:01:18.040 --> 00:01:19.960]   So here's Jeff Dean and Greg Corrado.
[00:01:19.960 --> 00:01:21.120]   (audience applauding)
[00:01:21.120 --> 00:01:22.160]   - Thank you very much.
[00:01:22.160 --> 00:01:23.840]   I'm Jeff.
[00:01:23.840 --> 00:01:24.920]   - And I'm Greg.
[00:01:24.920 --> 00:01:26.720]   - And we're here to give a little talk
[00:01:26.720 --> 00:01:28.360]   and a retrospective on this work.
[00:01:28.360 --> 00:01:31.080]   So this work actually started out
[00:01:31.080 --> 00:01:34.000]   as an ICLR 2013 workshop paper
[00:01:34.000 --> 00:01:37.040]   with four of our co-authors working together.
[00:01:37.040 --> 00:01:38.900]   And in that work, we sort of explored
[00:01:38.900 --> 00:01:43.080]   a bunch of different sort of loss functions and techniques
