
[00:00:00.000 --> 00:00:02.480]   (upbeat music)
[00:00:02.480 --> 00:00:04.880]   - Hello, and welcome to another episode of All The Hacks,
[00:00:04.880 --> 00:00:07.440]   a show about upgrading your life, money, and travel,
[00:00:07.440 --> 00:00:09.560]   all while spending less and saving more.
[00:00:09.560 --> 00:00:11.400]   I'm Chris Hutchins, and I'm excited to have you
[00:00:11.400 --> 00:00:14.280]   on my journey to optimize and upgrade my own life.
[00:00:14.280 --> 00:00:16.720]   Now, a good portion of the emails I get from you all
[00:00:16.720 --> 00:00:18.920]   are about how to best use all the points and miles
[00:00:18.920 --> 00:00:20.720]   you've racked up for travel.
[00:00:20.720 --> 00:00:22.000]   And while I've covered parts of that
[00:00:22.000 --> 00:00:23.600]   in at least a dozen episodes,
[00:00:23.600 --> 00:00:25.400]   I felt like it's time to have an episode
[00:00:25.400 --> 00:00:28.480]   solely focused on booking or travel.
[00:00:28.480 --> 00:00:30.900]   So for the last few months, I've been trying to track down
[00:00:30.900 --> 00:00:34.120]   someone who is truly world-class at this, and I did.
[00:00:34.120 --> 00:00:36.440]   So today, I'm joined by Tiffany Funk,
[00:00:36.440 --> 00:00:38.560]   who knows this game in and out.
[00:00:38.560 --> 00:00:41.400]   For the past decade, she's produced, written for,
[00:00:41.400 --> 00:00:44.040]   and been the managing editor of One Mile at a Time,
[00:00:44.040 --> 00:00:46.600]   the largest independently-owned travel and loyalty blog,
[00:00:46.600 --> 00:00:48.160]   and she also ran operations
[00:00:48.160 --> 00:00:50.080]   at one of the top award-booking services,
[00:00:50.080 --> 00:00:51.920]   Points Pros, for nine years.
[00:00:51.920 --> 00:00:55.140]   Then, she took all that experience to co-found Point Me,
[00:00:55.140 --> 00:00:58.360]   one of, if not the best award-searching product out there.
[00:00:58.360 --> 00:01:01.760]   So today, we're gonna break down the why, when, and how
[00:01:01.760 --> 00:01:03.320]   to search for award travel,
[00:01:03.320 --> 00:01:04.400]   talk about some of the philosophy
[00:01:04.400 --> 00:01:06.280]   about how to think about travel
[00:01:06.280 --> 00:01:07.880]   with your points and with your miles.
[00:01:07.880 --> 00:01:08.840]   We're gonna get tactical,
[00:01:08.840 --> 00:01:12.080]   so you can confidently put your points and miles to good use.
[00:01:12.080 --> 00:01:14.120]   I'm also gonna try to get a few travel hacks
[00:01:14.120 --> 00:01:15.060]   and tips from Tiffany,
[00:01:15.060 --> 00:01:17.380]   because after visiting 80-plus countries,
[00:01:17.380 --> 00:01:19.080]   I'm sure she has plenty.
[00:01:19.080 --> 00:01:21.080]   So let's get started after this.
[00:01:21.080 --> 00:01:24.760]   Tiffany, welcome to the show.
[00:01:24.760 --> 00:01:26.000]   Thank you for being here.
[00:01:26.000 --> 00:01:27.760]   - Of course, thank you.
[00:01:27.760 --> 00:01:29.400]   - Before we actually talk about the process
[00:01:29.400 --> 00:01:30.680]   of booking award travel,
[00:01:30.680 --> 00:01:33.560]   I just wanna talk about why people should even think
[00:01:33.560 --> 00:01:34.880]   about award flights.
[00:01:34.880 --> 00:01:37.160]   I know I get a lot of people that always email me in
[00:01:37.160 --> 00:01:38.920]   and say, "Wouldn't it just be easier
[00:01:38.920 --> 00:01:41.320]   "if I just redeem all these points for cashback
[00:01:41.320 --> 00:01:43.040]   "or book in the travel portal?"
[00:01:43.040 --> 00:01:45.660]   And I know you've thought about this more than anyone.
[00:01:45.660 --> 00:01:47.400]   How do you think about that trade-off?
[00:01:47.400 --> 00:01:48.980]   - Yeah, that's actually really interesting,
[00:01:48.980 --> 00:01:51.660]   because my answer three years ago would've been different,
[00:01:51.660 --> 00:01:53.360]   and I actually think as we talk today,
[00:01:53.360 --> 00:01:54.920]   there's going to be a lot of things where I will say,
[00:01:54.920 --> 00:01:56.540]   "My answer three years ago would've been different,
[00:01:56.540 --> 00:01:57.700]   "but for right now, this."
[00:01:57.700 --> 00:01:59.700]   In general, everyone has points, though,
[00:01:59.700 --> 00:02:01.020]   and no one knows how to use them.
[00:02:01.020 --> 00:02:04.000]   And I think there's an intimidation factor,
[00:02:04.000 --> 00:02:06.240]   and people just think, "Okay, it's hard,
[00:02:06.240 --> 00:02:08.080]   "but the portal is easy."
[00:02:08.080 --> 00:02:11.600]   So I think it's worth knowing what the options are
[00:02:11.600 --> 00:02:14.120]   and how to explore your alternatives,
[00:02:14.120 --> 00:02:15.880]   and just do that comparative shopping,
[00:02:15.880 --> 00:02:18.580]   even if you do ultimately end up booking through the portal
[00:02:18.580 --> 00:02:21.460]   because the nonstop flight isn't available
[00:02:21.460 --> 00:02:23.840]   using a traditional miles and points award,
[00:02:23.840 --> 00:02:25.600]   or you decide that actually for this trip,
[00:02:25.600 --> 00:02:28.080]   the economy is fine, and so the value is better
[00:02:28.080 --> 00:02:29.360]   through the portal just because of the way
[00:02:29.360 --> 00:02:32.120]   the economics have changed in the past couple of years.
[00:02:32.120 --> 00:02:36.320]   But ultimately, there is tremendous value to be had
[00:02:36.320 --> 00:02:40.960]   by leveraging these loyalty programs and their partners
[00:02:40.960 --> 00:02:44.040]   and what we refer to as distressed inventory.
[00:02:44.040 --> 00:02:45.620]   The goal of an airline executive
[00:02:45.620 --> 00:02:46.960]   who works in loyalty management
[00:02:46.960 --> 00:02:51.720]   would be to take all 150 of those seats on a 737
[00:02:51.720 --> 00:02:53.720]   and sell every single seat on the plane
[00:02:53.720 --> 00:02:55.880]   for the maximum amount
[00:02:55.880 --> 00:02:57.520]   that each passenger was willing to pay.
[00:02:57.520 --> 00:03:01.600]   So that might be a $49 WebSaver special,
[00:03:01.600 --> 00:03:05.400]   it might be a 65,000 mile redemption,
[00:03:05.400 --> 00:03:08.060]   but at the end of the day, if the seat goes out empty,
[00:03:08.060 --> 00:03:09.000]   no one gets anything.
[00:03:09.000 --> 00:03:12.680]   So because of that, there's this very complicated interaction
[00:03:12.680 --> 00:03:15.740]   between the airline, their alliance partners,
[00:03:15.740 --> 00:03:18.560]   other partners, where everyone is collaborating
[00:03:18.560 --> 00:03:21.960]   in the background to make these seats available
[00:03:21.960 --> 00:03:24.160]   in different inventory buckets,
[00:03:24.160 --> 00:03:26.360]   and that's where the magic of miles and points comes in
[00:03:26.360 --> 00:03:29.680]   because there's frequently opportunities to use points
[00:03:29.680 --> 00:03:32.400]   that you didn't even know you had or had access to,
[00:03:32.400 --> 00:03:36.080]   but they're one of 25 partners that your credit card
[00:03:36.080 --> 00:03:38.080]   or your hotel points can transfer to.
[00:03:38.080 --> 00:03:39.800]   You can move them to that program,
[00:03:39.800 --> 00:03:42.000]   you can get a seat on the same flight
[00:03:42.000 --> 00:03:43.240]   you were going to purchase otherwise,
[00:03:43.240 --> 00:03:44.840]   and you're spending a fraction of the points
[00:03:44.840 --> 00:03:45.680]   that you would have.
[00:03:45.680 --> 00:03:47.880]   - Is there a kind of rule of thumb fraction
[00:03:47.880 --> 00:03:50.520]   where using points by transferring them to partners
[00:03:50.520 --> 00:03:52.560]   can be two to three times as valuable?
[00:03:52.560 --> 00:03:54.720]   One of the scariest things is if you Google online,
[00:03:54.720 --> 00:03:57.080]   you'll find someone who writes a post about,
[00:03:57.080 --> 00:04:00.620]   I got 25 cents per point booking this crazy thing.
[00:04:00.620 --> 00:04:02.400]   I don't wanna set the bar there,
[00:04:02.400 --> 00:04:03.520]   but is there a place where you're like,
[00:04:03.520 --> 00:04:05.360]   look, even this feels like a win?
[00:04:05.360 --> 00:04:06.200]   - Yeah, for sure.
[00:04:06.200 --> 00:04:08.820]   On average, over the time we've been doing this,
[00:04:08.820 --> 00:04:12.600]   I typically find that people who are transferring
[00:04:12.600 --> 00:04:16.440]   their points to a program and redeeming
[00:04:16.440 --> 00:04:19.840]   through the loyalty program charts and those methods,
[00:04:19.840 --> 00:04:21.920]   they're getting six to 12 times the value
[00:04:21.920 --> 00:04:24.920]   of someone who redeemed through their credit card portal.
[00:04:24.920 --> 00:04:26.680]   And I like to make that comparison
[00:04:26.680 --> 00:04:29.560]   because when people talk about the value
[00:04:29.560 --> 00:04:33.440]   they got for flights, it's frequently not reality-based.
[00:04:33.440 --> 00:04:34.520]   - And what do you mean by that?
[00:04:34.520 --> 00:04:37.280]   - Because ultimately, and this gets into
[00:04:37.280 --> 00:04:39.000]   the economics classes that maybe it's been a while
[00:04:39.000 --> 00:04:42.960]   since anyone's taken, the ultimate value of a thing
[00:04:42.960 --> 00:04:46.440]   is only what you or a comparative consumer
[00:04:46.440 --> 00:04:48.160]   is willing to pay for it.
[00:04:48.160 --> 00:04:53.160]   So that flight from Los Angeles to Abu Dhabi
[00:04:53.160 --> 00:04:56.800]   is only worth $25,000 if you were ready, willing,
[00:04:56.800 --> 00:05:00.800]   prepared, and able to purchase a $25,000 flight to Abu Dhabi
[00:05:00.800 --> 00:05:03.500]   and I don't have anyone in my life for whom that's true.
[00:05:03.500 --> 00:05:05.640]   So you can't really say, okay, I traded in
[00:05:05.640 --> 00:05:09.160]   my 70,000 advantage miles for this $25,000 flight
[00:05:09.160 --> 00:05:12.200]   because those 70,000 points are not worth $25,000.
[00:05:12.200 --> 00:05:14.280]   You would not have paid $25,000, right?
[00:05:14.280 --> 00:05:17.120]   What you would have paid might have been $4,000.
[00:05:17.120 --> 00:05:18.660]   You know, if it was a special occasion or something,
