
[00:00:00.000 --> 00:00:22.280]   Well, welcome everyone, I'm happy to be here today, I'm very excited, it's a very hot topic.
[00:00:22.280 --> 00:00:30.520]   So, I am Cedric Vidal, Principal AI Advocate at Microsoft, and today we are going to talk
[00:00:30.520 --> 00:00:33.000]   about how to evaluate agents.
[00:00:33.000 --> 00:00:39.520]   So for those of you who were in this very room, the session just before, my colleagues
[00:00:39.520 --> 00:00:48.920]   presented red teaming, which is how you create data that tries to put your AI in a bad situation
[00:00:48.920 --> 00:00:53.480]   and generate bad content and try to verify that it behaves correctly.
[00:00:53.480 --> 00:01:02.280]   Today, in this session, we are going to look at more traditional, normal types of evaluations
[00:01:02.280 --> 00:01:07.920]   when you have a dataset that you want to evaluate on your AI agents.
[00:01:07.920 --> 00:01:14.840]   So, we're going to look at a bunch of things on how to make safe your AIs are safe.
[00:01:14.840 --> 00:01:21.400]   So, I see that people are still coming in the room, it's okay, please come in, don't be afraid.
[00:01:21.400 --> 00:01:29.960]   So, we don't want that, right?
[00:01:29.960 --> 00:01:31.960]   AI agents are all their age.
[00:01:31.960 --> 00:01:37.960]   To be honest, every single day, even as I was preparing this very presentation and I was trying
[00:01:37.960 --> 00:01:47.240]   the latest models and the latest SDKs, I'm always amazed at the progress that those agents are making.
[00:01:47.240 --> 00:01:54.760]   And, but of course, the more agency we give to them, the more independent they become,
[00:01:54.760 --> 00:01:59.640]   the more the risk of creating havoc increases.
[00:01:59.640 --> 00:02:08.520]   So, let's see how we can make sure that your AI agents behave correctly and do not create that kind of mess.
[00:02:09.800 --> 00:02:19.080]   So, how do you go about evaluating your AI agents?
[00:02:19.080 --> 00:02:26.040]   Do you submit like a couple prompts to validate that the models respond correctly and go, "Yeah, well, that checks,
[00:02:26.040 --> 00:02:28.360]   that should go," and put it in production?
[00:02:28.360 --> 00:02:32.360]   Or do you go about a more methodical approach?
[00:02:32.360 --> 00:02:36.200]   If you are doing the former, then I have some news for you.
[00:02:36.200 --> 00:02:39.720]   You are in the right place, you need to change something.
[00:02:39.720 --> 00:02:41.640]   It's not going to work.
[00:02:41.640 --> 00:02:48.760]   If you are in the latter, then today I have some frameworks to show to you on how to,
[00:02:48.760 --> 00:02:52.040]   which might help you improve your evaluation process.
[00:02:53.240 --> 00:02:56.600]   So, when should you start doing evaluations?
[00:02:56.600 --> 00:03:02.520]   You may be wondering, what's the evaluation, or when does it occur?
[00:03:02.520 --> 00:03:09.720]   And, I mean, if you have already built an app and you're asking yourself, "Should I evaluate now?"
[00:03:09.720 --> 00:03:13.080]   Well, good news, I mean, or bad news, you're a bit late.
[00:03:13.080 --> 00:03:15.080]   You should have started way earlier.
[00:03:15.080 --> 00:03:20.920]   Evaluation starts at the very beginning of your AI development project.
[00:03:20.920 --> 00:03:24.520]   The sooner, the better.
[00:03:24.520 --> 00:03:36.360]   So, to get a sense of how to approach the subject of AI agent evaluation, we distinguish four layers.
[00:03:39.320 --> 00:03:45.320]   First, you have the model and the safety system, which are platform-specific level protections.
[00:03:45.320 --> 00:03:47.080]   And this is built in Azure.
[00:03:47.080 --> 00:03:51.800]   You don't have to do anything about that when using Azure, models on Azure.
[00:03:51.800 --> 00:03:55.240]   And then you have system message and grounding.
[00:03:55.240 --> 00:03:57.160]   So, for that part, and user experience.
[00:03:57.160 --> 00:04:01.240]   And for that part, that's where your app design matters the most.
[00:04:01.240 --> 00:04:05.240]   The key takeaway, the foundation model, is just one part.
[00:04:06.760 --> 00:04:12.520]   Real safety comes from layering smart mitigations at the application layer.
