
[00:00:00.000 --> 00:00:02.680]   (upbeat music)
[00:00:02.680 --> 00:00:04.960]   - Welcome friends to this episode
[00:00:04.960 --> 00:00:07.840]   of the "Everyday Educator" podcast.
[00:00:07.840 --> 00:00:09.380]   I'm your host, Lisa Bailey,
[00:00:09.380 --> 00:00:12.600]   and I'm excited to spend some time with you today
[00:00:12.600 --> 00:00:15.440]   as we encourage one another,
[00:00:15.440 --> 00:00:19.560]   learn together and ponder the delights and challenges
[00:00:19.560 --> 00:00:23.000]   that make homeschooling the adventure of a lifetime.
[00:00:23.000 --> 00:00:25.080]   Whether you're just considering
[00:00:25.080 --> 00:00:27.200]   this homeschooling possibility
[00:00:27.200 --> 00:00:31.280]   or deep into the daily delight of family learning,
[00:00:31.280 --> 00:00:35.040]   I believe you'll enjoy thinking along with us.
[00:00:35.040 --> 00:00:36.360]   But don't forget,
[00:00:36.360 --> 00:00:39.740]   although this online community is awesome,
[00:00:39.740 --> 00:00:44.740]   you'll find even closer support in a local CC community.
[00:00:44.740 --> 00:00:49.680]   So go to classicalconversations.com
[00:00:49.680 --> 00:00:54.100]   and find a community near you today.
[00:00:54.100 --> 00:00:56.240]   Well, listeners, I'm super excited
[00:00:56.240 --> 00:00:58.540]   to welcome you to this episode.
[00:00:58.540 --> 00:01:01.500]   I have a great guest for you
[00:01:01.500 --> 00:01:06.500]   who is going to shed some light on homeschooling teenagers.
[00:01:06.500 --> 00:01:09.220]   Woo-hoo, we all need light about that.
[00:01:09.220 --> 00:01:13.300]   And about one of the specific projects
[00:01:13.300 --> 00:01:17.580]   that your challenge student either is going through
[00:01:17.580 --> 00:01:19.780]   or will be going through.
[00:01:19.780 --> 00:01:21.700]   So Deb Switzer is here.
[00:01:21.700 --> 00:01:23.860]   Deb, thank you so much for coming on
[00:01:23.860 --> 00:01:27.160]   to talk about the art grant proposal today.
[00:01:27.160 --> 00:01:28.320]   - Thank you so much for having me.
[00:01:28.320 --> 00:01:29.760]   I'm excited to talk about it.
[00:01:29.760 --> 00:01:31.620]   - Well, one of the reasons, Deb,
[00:01:31.620 --> 00:01:32.960]   I'm excited for you to be here
[00:01:32.960 --> 00:01:36.120]   is that you have experience, okay?
