
[00:00:00.000 --> 00:00:02.040]   (upbeat music)
[00:00:02.040 --> 00:00:04.680]   - Hello, and welcome to another episode of All The Hacks,
[00:00:04.680 --> 00:00:07.340]   a show about upgrading your life, money, and travel.
[00:00:07.340 --> 00:00:08.180]   I'm Chris Hutchins,
[00:00:08.180 --> 00:00:10.000]   and I've been tracking my spending for years,
[00:00:10.000 --> 00:00:12.920]   trying to optimize my expenses in every category
[00:00:12.920 --> 00:00:16.380]   to save money without having to make big sacrifices.
[00:00:16.380 --> 00:00:19.200]   So I am so excited to share everything I've learned,
[00:00:19.200 --> 00:00:21.860]   including the best software to make this process easy,
[00:00:21.860 --> 00:00:24.740]   how to set everything up and avoid some common pitfalls,
[00:00:24.740 --> 00:00:27.700]   as well as all my tips and tactics for saving money
[00:00:27.700 --> 00:00:29.780]   across every category of spending.
[00:00:29.780 --> 00:00:31.740]   So if you wanna understand your spending,
[00:00:31.740 --> 00:00:34.300]   be more intentional about where your money goes
[00:00:34.300 --> 00:00:36.780]   and ultimately save some money along the way,
[00:00:36.780 --> 00:00:38.580]   I think you'll love this episode.
[00:00:38.580 --> 00:00:40.720]   So let's jump in right after this.
[00:00:40.720 --> 00:00:44.780]   I've heard too many stories from friends, family,
[00:00:44.780 --> 00:00:47.920]   and even listeners about identity theft and phishing scams
[00:00:47.920 --> 00:00:50.180]   causing so much pain and hassle,
[00:00:50.180 --> 00:00:52.700]   and it's just not something I want in my life.
[00:00:52.700 --> 00:00:55.080]   And I feel like we have the right to stay private
[00:00:55.080 --> 00:00:57.520]   and protect our personal data.
[00:00:57.520 --> 00:00:59.600]   One of the biggest reasons a lot of this happens
[00:00:59.600 --> 00:01:02.240]   is that there are dozens of data broker sites out there
[00:01:02.240 --> 00:01:05.220]   selling and sharing our personal information online.
[00:01:05.220 --> 00:01:06.580]   When I first looked up OurFamily,
[00:01:06.580 --> 00:01:09.780]   there were hundreds of pieces of our personal info out there,
[00:01:09.780 --> 00:01:11.960]   but thankfully I started using Delete.me
[00:01:11.960 --> 00:01:14.580]   to automatically get all of our personal data
[00:01:14.580 --> 00:01:15.580]   removed from the web,
[00:01:15.580 --> 00:01:17.500]   and I am so excited to be partnering with them
[00:01:17.500 --> 00:01:18.780]   for this episode.
[00:01:18.780 --> 00:01:20.660]   Delete.me is an amazing service
[00:01:20.660 --> 00:01:23.240]   that will not just find and remove your personal information
[00:01:23.240 --> 00:01:25.580]   from hundreds of data broker websites,
[00:01:25.580 --> 00:01:28.380]   but they'll continuously scan for new data that shows up
[00:01:28.380 --> 00:01:30.220]   and get that removed as well.
[00:01:30.220 --> 00:01:32.980]   Delete.me removes data from over 500 websites,
[00:01:32.980 --> 00:01:36.620]   and on average, they find and remove over 2,000 pieces
[00:01:36.620 --> 00:01:40.380]   of personal data for a customer in their first two years.
[00:01:40.380 --> 00:01:41.300]   When I first signed up,
[00:01:41.300 --> 00:01:43.380]   I was actually skeptical about needing a service
[00:01:43.380 --> 00:01:44.580]   on an ongoing basis,
[00:01:44.580 --> 00:01:46.500]   but these data brokers are relentless,
[00:01:46.500 --> 00:01:49.380]   and I've seen my personal data pop up again and again
[00:01:49.380 --> 00:01:50.220]   throughout the year,
[00:01:50.220 --> 00:01:51.780]   so I love having a service
[00:01:51.780 --> 00:01:54.180]   that continuously sends me updated reports
[00:01:54.180 --> 00:01:56.980]   on all the removals they're doing in the background.
[00:01:56.980 --> 00:01:59.180]   So, if you wanna get your personal information
[00:01:59.180 --> 00:02:00.420]   removed from the web,
[00:02:00.420 --> 00:02:03.300]   go to allthehacks.com/deleteme
[00:02:03.300 --> 00:02:07.700]   and get 20% off a plan for you or your entire family.
[00:02:07.700 --> 00:02:11.700]   Again, that's allthehacks.com/deleteme.
