
[00:00:00.000 --> 00:00:02.180]   (beeping)
[00:00:02.180 --> 00:00:13.720]   (upbeat music)
[00:00:13.720 --> 00:00:18.640]   - Welcome back to Future Proof.
[00:00:18.640 --> 00:00:19.480]   What?
[00:00:19.480 --> 00:00:20.520]   Welcome back to Portfolio Rescue.
[00:00:20.520 --> 00:00:22.480]   Duncan, I don't know what I'm talking about here.
[00:00:22.480 --> 00:00:23.900]   - You're jumping into the ad.
[00:00:23.900 --> 00:00:26.080]   - Yeah, good segue.
[00:00:26.080 --> 00:00:27.660]   We're this week responsible by Future Proof.
[00:00:27.660 --> 00:00:29.400]   I'm just so excited about it still.
[00:00:30.380 --> 00:00:31.660]   Biggest wealth festival there is,
[00:00:31.660 --> 00:00:32.780]   September 10th through 13th,
[00:00:32.780 --> 00:00:34.780]   Huntington Beach, California.
[00:00:34.780 --> 00:00:36.760]   We're gonna have thousands of people there.
[00:00:36.760 --> 00:00:38.060]   It's gonna be fun.
[00:00:38.060 --> 00:00:39.180]   Last year we did a,
[00:00:39.180 --> 00:00:41.880]   Duncan and John filmed us doing a,
[00:00:41.880 --> 00:00:43.260]   recreating a rocky scene on the beach.
[00:00:43.260 --> 00:00:44.940]   That's how nice the beach is.
[00:00:44.940 --> 00:00:45.780]   That was fun.
[00:00:45.780 --> 00:00:47.300]   Can't believe I actually ever did that.
[00:00:47.300 --> 00:00:48.140]   - I'm glad you mentioned that.
[00:00:48.140 --> 00:00:49.580]   I was gonna ask what we're gonna do
[00:00:49.580 --> 00:00:51.500]   to one up that this year.
[00:00:51.500 --> 00:00:53.340]   - I don't know.
[00:00:53.340 --> 00:00:54.460]   I don't think it's possible to top it.
[00:00:54.460 --> 00:00:55.300]   If you want to check it out,
[00:00:55.300 --> 00:00:56.120]   if you want to register,
[00:00:56.120 --> 00:00:57.100]   I think if you register early now,
[00:00:57.100 --> 00:00:58.340]   you can get a decent deal.
[00:00:58.340 --> 00:01:01.820]   Futureproof.advisorcircle.com.
[00:01:01.820 --> 00:01:04.060]   All right, so we're back into the good part
[00:01:04.060 --> 00:01:04.900]   of the stock market.
[00:01:04.900 --> 00:01:05.840]   John, throw up my chart here.
[00:01:05.840 --> 00:01:08.740]   I looked at the monthly returns for the S&P
[00:01:08.740 --> 00:01:11.820]   and I realized I did January 2022 twice on here,
[00:01:11.820 --> 00:01:13.980]   but the last one's supposed to be January 2023.
[00:01:13.980 --> 00:01:16.260]   So this year to date,
[00:01:16.260 --> 00:01:17.100]   as of this morning,
[00:01:17.100 --> 00:01:19.820]   we're up like five something percent in the S&P.
[00:01:19.820 --> 00:01:21.620]   And if you look at the monthly returns over the last,
[00:01:21.620 --> 00:01:23.340]   this is 13 months or so.
[00:01:23.340 --> 00:01:24.300]   Call it a year and change.
[00:01:24.300 --> 00:01:27.700]   We have down five, down three, up four,
[00:01:27.700 --> 00:01:30.740]   down nine, down eight, up nine, down four,
[00:01:30.740 --> 00:01:34.700]   down nine, up eight, up six, down six, up five,
[00:01:34.700 --> 00:01:36.320]   and who knows where we're gonna finish.
[00:01:36.320 --> 00:01:38.460]   It's all over the place.
[00:01:38.460 --> 00:01:42.500]   And I just thinking about all of this back and forth
[00:01:42.500 --> 00:01:44.940]   and volatility and it's,
[00:01:44.940 --> 00:01:46.700]   even though there's been a downtrend in the market,
[00:01:46.700 --> 00:01:48.820]   there's been a lot of snapback rallies
[00:01:48.820 --> 00:01:51.260]   and it's very confusing to people.
[00:01:51.260 --> 00:01:53.340]   And it just reminds me of the John Bogle quote
[00:01:53.340 --> 00:01:54.940]   that the stock market is a giant distraction
[00:01:54.940 --> 00:01:56.300]   to the business of investing.
[00:01:56.300 --> 00:01:58.300]   In the last year, really last three years or so,
[00:01:58.300 --> 00:02:01.180]   we've had so much volatility and booms and busts
[00:02:01.180 --> 00:02:04.460]   and things going in different directions.
[00:02:04.460 --> 00:02:06.740]   I think it's easy to lose sight of the fact that
[00:02:06.740 --> 00:02:08.500]   like over the longterm,
[00:02:08.500 --> 00:02:12.500]   these huge moves on a daily, weekly, monthly basis
[00:02:12.500 --> 00:02:14.380]   kind of get smoothed out.
[00:02:14.380 --> 00:02:16.740]   And I think even when it's going really well,
[00:02:16.740 --> 00:02:18.460]   is it going a little bit better lately?
[00:02:18.460 --> 00:02:20.020]   You still have to kind of zoom out and realize like,
[00:02:20.020 --> 00:02:23.700]   this is not the way things are gonna be over the longterm.
[00:02:23.700 --> 00:02:25.780]   So I do think it makes sense for most people
[00:02:25.780 --> 00:02:28.020]   to just kind of ignore the stuff that's happening
[00:02:28.020 --> 00:02:29.620]   on a daily, weekly, monthly basis
[00:02:29.620 --> 00:02:31.420]   in terms of performance, especially.
[00:02:31.420 --> 00:02:36.540]   - Yeah, no, I mean, I think that the takeaway for me
[00:02:36.540 --> 00:02:38.820]   is that I've learned now why people are obsessed
[00:02:38.820 --> 00:02:40.100]   with year-to-date,
[00:02:40.100 --> 00:02:42.660]   because year-to-date is feeling great right now, you know?
