
[00:00:00.000 --> 00:00:04.000]   Time to text the group chat because Barbados is now closer than ever.
[00:00:04.000 --> 00:00:06.000]   A beautiful island adventure awaits.
[00:00:06.000 --> 00:00:08.000]   And getting here just got a little easier.
[00:00:08.000 --> 00:00:11.000]   Warm up your winter and escape to our tropical paradise.
[00:00:11.000 --> 00:00:15.000]   Connect seamlessly from LAX with Cayman Airways starting this November.
[00:00:15.000 --> 00:00:21.000]   Immerse yourself in the rich Beijing culture, spirit, and of course food in the culinary capital of the Caribbean.
[00:00:21.000 --> 00:00:27.000]   Sure, you can vacation anywhere, but we promise, vacations are better here.
[00:00:27.000 --> 00:00:30.000]   Look now at caymanairways.com
[00:00:30.000 --> 00:00:36.000]   Hey cricket customers, Max with ads is included with your cricket $60 unlimited plan at no additional cost.
[00:00:36.000 --> 00:00:43.000]   Max is the streaming platform where you can watch Scoob, Meg 2 The Trench, The Nightmare on Elm Street Collection, and so much more.
[00:00:43.000 --> 00:00:49.000]   Just log in with your cricket username and password to experience Max on all your favorite devices.
[00:00:49.000 --> 00:00:50.000]   We never say this before.
[00:00:50.000 --> 00:00:54.000]   Max, the one to watch for a good scream with cricket.
[00:00:54.000 --> 00:01:00.000]   Phone plans, streams, and standard definition. Programming subject to change. Fees, terms, and restrictions apply. See cricketwireless.com for details.
[00:01:00.000 --> 00:01:03.000]   Today on Radical Personal Finance, it's live Q&A.
[00:01:03.000 --> 00:01:19.000]   [Music]
[00:01:19.000 --> 00:01:30.000]   Welcome to Radical Personal Finance, a show dedicated to providing you with the knowledge, skills, insight, and encouragement you need to live a rich or meaningful, rich and meaningful life now, while building a plan for financial freedom in 10 years or less.
[00:01:30.000 --> 00:01:37.000]   My name is Josh Rasheeds. I am your host. Today is Friday, January 7, 2023.
[00:01:37.000 --> 00:01:43.000]   And I'm excited to kick off the inaugural Q&A. No, it's actually the second Q&A show for 2023, now that I think about it.
[00:01:43.000 --> 00:01:51.000]   [Music]
[00:01:51.000 --> 00:01:58.000]   I've been a few weeks behind on my 2023 due to being in baby mode, as my wife and I welcomed our fifth child over the last few weeks.
[00:01:58.000 --> 00:02:02.000]   And so forgive me, but I do remember I did one right at the beginning of the year.
[00:02:02.000 --> 00:02:04.000]   And we'll be doing these consistently.
[00:02:04.000 --> 00:02:06.000]   If you're new to the show, welcome.
[00:02:06.000 --> 00:02:10.000]   Each and every Friday when I can arrange the appropriate technology with an internet connection, I'll be able to do the call-in show.
[00:02:10.000 --> 00:02:14.000]   Then we have a live Q&A show. It works just like call-and-talk radio.
