
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:10.000]   - This episode is brought to you by Smiles Northwest.
[00:00:10.000 --> 00:00:11.560]   When you say hello to someone,
[00:00:11.560 --> 00:00:14.120]   one of the first things they notice is your smile.
[00:00:14.120 --> 00:00:15.600]   That's why having a dentist you can trust
[00:00:15.600 --> 00:00:17.180]   is really important.
[00:00:17.180 --> 00:00:19.520]   At Smiles Northwest, they have you covered,
[00:00:19.520 --> 00:00:23.000]   whether that's cleaning, restorative, cosmetic,
[00:00:23.000 --> 00:00:25.140]   orthodontics, or implants,
[00:00:25.140 --> 00:00:27.480]   they are focused on providing the best comprehensive care
[00:00:27.480 --> 00:00:29.680]   to you and your family.
[00:00:29.680 --> 00:00:32.800]   Smiles Northwest always invests in the latest technology,
[00:00:32.800 --> 00:00:35.000]   has their own in-office dental lab,
[00:00:35.000 --> 00:00:36.480]   and are constantly training their team
[00:00:36.480 --> 00:00:38.840]   in the newest advancements in dentistry.
[00:00:38.840 --> 00:00:42.000]   Visit smilesnw.com and book an appointment today.
[00:00:42.000 --> 00:00:46.620]   Hey guys, today we're talking about making transitions
[00:00:46.620 --> 00:00:48.480]   and pivots in your career.
[00:00:48.480 --> 00:00:49.560]   Joining us is Michael Chen.
[00:00:49.560 --> 00:00:50.760]   Michael, how are you doing?
[00:00:50.760 --> 00:00:51.600]   - Doing well, Tim.
[00:00:51.600 --> 00:00:52.440]   Hey, it's good to see you.
[00:00:52.440 --> 00:00:53.280]   - Good to see you.
[00:00:53.280 --> 00:00:56.280]   So Michael, you and I met when we worked at LinkedIn
[00:00:56.280 --> 00:00:57.360]   in LinkedIn Learning.
[00:00:57.360 --> 00:00:59.200]   It is essentially a startup at the time, right?
[00:00:59.200 --> 00:01:01.280]   It was a new business, they had acquired LinkedIn Learning,
[00:01:01.280 --> 00:01:03.760]   or lynda.com, and now they do this big thing.
[00:01:03.760 --> 00:01:06.800]   And you were a product marketing manager at the time,
[00:01:06.800 --> 00:01:08.680]   but where you started in career
[00:01:08.680 --> 00:01:10.280]   and where you've actually gone from there
[00:01:10.280 --> 00:01:11.640]   are totally different.
[00:01:11.640 --> 00:01:13.320]   So can you tell us a little bit about
[00:01:13.320 --> 00:01:14.240]   maybe what you're doing now,
[00:01:14.240 --> 00:01:15.480]   and then maybe start from the beginning,
[00:01:15.480 --> 00:01:17.120]   like what was your life journey?
[00:01:17.120 --> 00:01:17.960]   - Absolutely.
[00:01:17.960 --> 00:01:19.640]   So today I'm on the product team.
[00:01:19.640 --> 00:01:22.040]   I'm a product manager and I work at Asana.
[00:01:22.040 --> 00:01:25.060]   But my journey starts actually even before LinkedIn, Tim.
[00:01:25.060 --> 00:01:28.680]   When we first met, I had just come out of business school.
[00:01:28.680 --> 00:01:30.200]   And prior to business school,
[00:01:30.200 --> 00:01:32.520]   I was actually a consultant in the brand strategy world.
[00:01:32.520 --> 00:01:37.360]   So a few transitions from brand to product marketing,
[00:01:37.360 --> 00:01:38.520]   stint in head of marketing,
[00:01:38.520 --> 00:01:39.640]   and then now I'm a product manager.
[00:01:39.640 --> 00:01:43.040]   So a lot of different places that have overlapped.
[00:01:43.040 --> 00:01:44.840]   - So can you tell us the very beginning,
[00:01:44.840 --> 00:01:46.560]   'cause I know that you started in consulting,
[00:01:46.560 --> 00:01:48.360]   and I've always wondered,
[00:01:48.360 --> 00:01:51.160]   is it the right move for early career folks, right?
[00:01:51.160 --> 00:01:52.280]   Is it intense?
[00:01:52.280 --> 00:01:54.960]   And why did you choose to start off with consulting?
[00:01:54.960 --> 00:01:58.040]   - Yeah, consulting, I would absolutely agree with you there.
[00:01:58.040 --> 00:02:00.800]   I think consulting is a really good place to learn.
[00:02:00.800 --> 00:02:02.420]   It's great for early career.
[00:02:02.420 --> 00:02:05.920]   It's great for a lot of people coming out of graduate school
[00:02:05.920 --> 00:02:07.400]   because you get to just learn
[00:02:07.400 --> 00:02:09.760]   and see from so many different industries,
[00:02:09.760 --> 00:02:11.000]   clients, businesses,
[00:02:11.000 --> 00:02:14.200]   and also just work with a lot of different types of people.
[00:02:14.200 --> 00:02:16.720]   So not only do you get to learn the job
[00:02:16.720 --> 00:02:18.800]   and the hard skills and the soft skills
[00:02:18.800 --> 00:02:21.800]   of being a business or strategy expert,
[00:02:21.800 --> 00:02:22.960]   you also learn how to work
[00:02:22.960 --> 00:02:25.820]   with just a lot of different people, personalities,
[00:02:25.820 --> 00:02:27.680]   and learn how to manage upward and downward.
[00:02:27.680 --> 00:02:31.040]   So absolutely, it's a really good place to start.
[00:02:31.040 --> 00:02:33.760]   - Is it considered high stakes?
[00:02:33.760 --> 00:02:36.880]   'Cause obviously as a consultant, you're working for a firm.
[00:02:36.880 --> 00:02:38.440]   They're entrusting you to go out there
[00:02:38.440 --> 00:02:39.660]   and build these relationships, right?
[00:02:39.660 --> 00:02:42.240]   So if you're describing that as early career,
[00:02:42.240 --> 00:02:44.320]   like you may not have the business savvy
[00:02:44.320 --> 00:02:46.360]   or communication skills to pull it off, right?
[00:02:46.360 --> 00:02:48.720]   And so is it truly a safe place
[00:02:48.720 --> 00:02:50.600]   for the early career people to start,
[00:02:50.600 --> 00:02:53.160]   or what was your experience?
[00:02:53.160 --> 00:02:55.400]   - Yeah, it's a really good point.
[00:02:55.400 --> 00:02:58.080]   I think because you are early career
[00:02:58.080 --> 00:02:59.440]   and coming out of business school,
[00:02:59.440 --> 00:03:00.800]   a ton of consultants as well,
[00:03:00.800 --> 00:03:02.880]   and I wouldn't call them necessarily early career,
[00:03:02.880 --> 00:03:06.120]   but it is a new foray into a space
[00:03:06.120 --> 00:03:08.960]   where you have to be the expert in the industry
[00:03:08.960 --> 00:03:10.640]   or the client that you're working for, right?
