
[00:00:00.000 --> 00:00:04.000]   My first time. I can't believe how incredibly nervous I am.
[00:00:04.000 --> 00:00:07.000]   What can possibly go wrong?
[00:00:07.000 --> 00:00:11.000]   It's kind of funny, the kind of things we get nervous about in this world.
[00:00:11.000 --> 00:00:15.000]   As if we're not hurling through space at some incredible speed.
[00:00:15.000 --> 00:00:18.000]   As if something actually matters.
[00:00:18.000 --> 00:00:21.000]   Well, okay. Here I am talking to myself, alone in a room.
[00:00:21.000 --> 00:00:24.000]   And I feel naked before a large audience.
[00:00:24.000 --> 00:00:29.000]   So, first time. Just living up to the New Year's resolution of
[00:00:29.000 --> 00:00:32.000]   having a bit more fun.
[00:00:32.000 --> 00:00:35.000]   And I guess this is what one version of fun looks like.
[00:00:35.000 --> 00:00:38.000]   Okay, today the chat is going nuts.
[00:00:38.000 --> 00:00:43.000]   I'm not going to be able to at all pay attention.
[00:00:43.000 --> 00:00:47.000]   But there's an amazing team of folks that I'm now working with.
[00:00:47.000 --> 00:00:50.000]   They're helping me out. I mean, they inspire me every day.
[00:00:50.000 --> 00:00:55.000]   I love working with those guys and they're monitoring the chats for questions.
[00:00:55.000 --> 00:01:00.000]   As if I can do a good job of answering any of them.
[00:01:00.000 --> 00:01:05.000]   Still nervous. Okay. So I did a podcast conversation with Elon a few days ago.
[00:01:05.000 --> 00:01:08.000]   If you haven't gotten a chance to watch it, please do.
[00:01:08.000 --> 00:01:14.000]   I thought I would do this kind of live stream to answer any questions that folks have.
[00:01:14.000 --> 00:01:17.000]   Hopefully the audio is okay.
[00:01:17.000 --> 00:01:20.000]   If it's not, I don't know what we're going to do. I'll figure this out.
[00:01:20.000 --> 00:01:26.000]   Okay. And I'll probably do these kinds of live streams on occasion.
[00:01:26.000 --> 00:01:30.000]   Try to keep them short. Try to have a bit of fun.
[00:01:30.000 --> 00:01:34.000]   Answer whatever questions. If you have questions about the Elon Musk conversation,
[00:01:34.000 --> 00:01:36.000]   I'd love to answer them now.
[00:01:36.000 --> 00:01:40.000]   And maybe I'll do a quick recap first before I answer questions.
[00:01:40.000 --> 00:01:48.000]   And if you donate like super chats or whatever the heck those are called,
[00:01:48.000 --> 00:01:52.000]   please don't donate a lot of money.
[00:01:52.000 --> 00:01:56.000]   But let's say nothing more than $42. Let's set the limit there.
[00:01:56.000 --> 00:01:58.000]   I don't need the money. I got so much love from you guys.
[00:01:58.000 --> 00:02:04.000]   I really appreciate the support. I'm forever grateful and really humbled by that.
[00:02:04.000 --> 00:02:09.000]   Okay. Let's see. So one thing maybe get the news out of the way,
[00:02:09.000 --> 00:02:12.000]   even after the conversation is the deliveries.
[00:02:12.000 --> 00:02:22.000]   So we've been going through a couple of years of obviously a turmoil and I would even say suffering economic and otherwise.
[00:02:22.000 --> 00:02:25.000]   And one of the incredible things is on the supply chain,
[00:02:25.000 --> 00:02:32.000]   despite all those challenges that Tesla and Elon were still able to deliver in large number of vehicles.
[00:02:32.000 --> 00:02:38.000]   I don't these days pay as close of attention as I used to in terms of the deliveries.
[00:02:38.000 --> 00:02:44.000]   I used to be fascinated by sort of the number of semi-autonomous robots that are out there,
[00:02:44.000 --> 00:02:47.000]   the hundreds of thousands, which is still incredible to me.
[00:02:47.000 --> 00:02:57.000]   So I think they were able to set another record with 308,000 vehicles delivered in quarter four of this year,
[00:02:57.000 --> 00:03:03.000]   making that a total of almost a million vehicles for this year, 936,000.
[00:03:03.000 --> 00:03:09.000]   So 936,000 vehicles delivered by Tesla.
[00:03:09.000 --> 00:03:15.000]   I missed all the supply chain difficulties amongst all the growth they're going through amongst all the doubters.
[00:03:15.000 --> 00:03:21.000]   I think you'll listen to the podcast and you can you can listen to what Elon says about the doubters,
[00:03:21.000 --> 00:03:27.000]   includes the letters FCK that and you can fill in the blank.
[00:03:27.000 --> 00:03:31.000]   Anyway, on the conversation itself, there's so much I could say.
[00:03:31.000 --> 00:03:33.000]   Maybe people have questions specifically to that.
[00:03:33.000 --> 00:03:38.000]   I just want to kind of comment on as a human being, as an interviewer,
[00:03:38.000 --> 00:03:45.000]   as a researcher and a fan of the ideas in the field of artificial intelligence.
[00:03:45.000 --> 00:03:48.000]   I took a lot away from that conversation was really inspiring.
