
[00:00:00.000 --> 00:00:03.360]   [MUSIC PLAYING]
[00:00:03.360 --> 00:00:10.320]   Welcome, everyone, to Navigating Vision Systems
[00:00:10.320 --> 00:00:13.120]   with Weights and Biases and SmartCal.
[00:00:13.120 --> 00:00:14.840]   Today, we will see a presentation
[00:00:14.840 --> 00:00:16.420]   from Sumik, who's a machine learning
[00:00:16.420 --> 00:00:18.200]   engineer at Weights and Biases, and Anton,
[00:00:18.200 --> 00:00:21.800]   who's a senior software engineer, ML, and solutions
[00:00:21.800 --> 00:00:23.440]   at SmartCal.
[00:00:23.440 --> 00:00:25.800]   Today, we will start with Sumik's presentation
[00:00:25.800 --> 00:00:28.840]   on the role of ultralytics in elevating computer vision
[00:00:28.840 --> 00:00:31.920]   tasks and a big picture of the weights and biases ecosystem
[00:00:31.920 --> 00:00:33.680]   for computer vision.
[00:00:33.680 --> 00:00:35.040]   Right after Sumik's presentation,
[00:00:35.040 --> 00:00:37.400]   we will have a Q&A session.
[00:00:37.400 --> 00:00:41.640]   So please don't hesitate to post your questions in the chat.
[00:00:41.640 --> 00:00:44.320]   Thanks, everyone, and thanks, Sumik, for joining us.
[00:00:44.320 --> 00:00:47.360]   And you can start.
[00:00:47.360 --> 00:00:48.240]   Hello, everyone.
[00:00:48.240 --> 00:00:49.880]   So today, I'm going to be speaking
[00:00:49.880 --> 00:00:52.760]   on how you can supercharge your computer vision
[00:00:52.760 --> 00:00:57.280]   workflows using ultralytics and weights and biases.
[00:00:57.280 --> 00:01:01.120]   So if you want to follow along the presentation,
[00:01:01.120 --> 00:01:05.240]   you can do so at this particular link, which
[00:01:05.240 --> 00:01:06.440]   is present on screen.
[00:01:06.440 --> 00:01:09.040]   And you can also scan this particular QR code
[00:01:09.040 --> 00:01:11.760]   to get access to the presentation.
[00:01:11.760 --> 00:01:14.840]   So I'll give you a moment to scan the presentation
[00:01:14.840 --> 00:01:18.600]   or jot down the link.
[00:01:18.600 --> 00:01:19.840]   Yes, it's the same thing.
[00:01:19.840 --> 00:01:26.080]   And before we get started, a little bit about myself.
[00:01:26.080 --> 00:01:29.000]   So as Agata mentioned, I'm a machine learning engineer
[00:01:29.000 --> 00:01:30.800]   at Weights and Biases.
[00:01:30.800 --> 00:01:35.320]   I'm also a Google Developer Expert for JAX.
[00:01:35.320 --> 00:01:38.920]   I have formerly served as a software engineer at IBM
[00:01:38.920 --> 00:01:43.280]   and a staff machine learning engineer at Igniterium.
[00:01:43.280 --> 00:01:46.240]   I often build a lot of MLF pipelines
[00:01:46.240 --> 00:01:50.960]   for open source repositories, including Keras, Ultralytics,
[00:01:50.960 --> 00:01:53.720]   Hugging Phase Diffusers, and a lot more.
[00:01:53.720 --> 00:01:58.240]   I am an active contributor to Weights and Biases add-ons,
[00:01:58.240 --> 00:02:01.920]   which host all the management of your model lifecycle.
[00:02:01.920 --> 00:02:06.000]   So Weights and Biases offerings span almost the entirety
[00:02:06.000 --> 00:02:08.080]   of the MLF's lifecycle.
[00:02:08.080 --> 00:02:12.360]   It is integrated with any of the frameworks
[00:02:12.360 --> 00:02:14.400]   that you might be wanting to use,
[00:02:14.400 --> 00:02:17.840]   and also with the training inference or workflow
[00:02:17.840 --> 00:02:20.960]   environment that you might want to use.
[00:02:20.960 --> 00:02:25.280]   And we are also trusted by the leading machine learning teams
[00:02:25.280 --> 00:02:28.240]   all across the world, including OpenAI, Meta, NVIDIA,
[00:02:28.240 --> 00:02:28.880]   and many more.
[00:02:28.880 --> 00:02:33.920]   Well, Ultralytics, at this point,
[00:02:33.920 --> 00:02:37.160]   is the best way to define Ultralytics
[00:02:37.160 --> 00:02:41.080]   is the home of state-of-the-art computer vision models.
[00:02:41.080 --> 00:02:47.440]   And right from YOLO models, right from V3 to V8,
[00:02:47.440 --> 00:02:52.480]   the latest ones being YOLO-NAS, which are also integrated.
[00:02:52.480 --> 00:02:56.480]   Segmented Athing model, or SAM, RTD, PR,
[00:02:56.480 --> 00:02:58.240]   and a lot of other models are currently
