
[00:00:00.000 --> 00:00:05.900]   Since late April, myself and machine learning engineer Josh Stapleton have evaluated over
[00:00:05.900 --> 00:00:13.480]   120,000 answers from GPT models to explore their limits. In my original SmartGPT video,
[00:00:13.480 --> 00:00:19.860]   I showed that even popular TED talks calling GPT-4 stupid were not accurately testing what
[00:00:19.860 --> 00:00:25.780]   GPT-4 could do. And actually, it could easily get such questions right. Little did we foresee that
[00:00:25.780 --> 00:00:31.400]   come the summer, our tests with GPT-4 would be revealing a host of mistakes in an official
[00:00:31.400 --> 00:00:37.720]   globally used benchmark, uncovering concerns that even OpenAI and Google don't appear to be aware
[00:00:37.720 --> 00:00:43.820]   of. But by the end of the video, I want to show how you can tangibly benefit from our experiments,
[00:00:43.820 --> 00:00:50.160]   including in unexpected domains like medicine. Where to start? Well, here's a super quick intro
[00:00:50.160 --> 00:00:55.340]   to those of you who haven't seen the original video. SmartGPT was a way of using the latest
[00:00:55.340 --> 00:00:55.760]   prompting methods to test GPT-4. So, let's get started.
[00:00:55.760 --> 00:01:01.880]   engineering research to trigger better performance in a model like GPT-4. Getting the model to think
[00:01:01.880 --> 00:01:07.260]   a bit, aka use some tokens, before giving a final answer was key. Another important element I talked
[00:01:07.260 --> 00:01:12.380]   about in that video was the power of getting the model to self-reflect. An insight I drew on from
[00:01:12.380 --> 00:01:18.520]   talks with the lead author of the famous reflection paper. My manual experiments showed that using
[00:01:18.520 --> 00:01:23.900]   optimized prompts, reflection, and self-dialogue, you could boost performance in almost any task.
[00:01:23.900 --> 00:01:25.560]   And I demoed the improvement on,
[00:01:25.560 --> 00:01:30.500]   formal logic and college mathematics. But there was a problem, which is why you guys haven't heard
[00:01:30.500 --> 00:01:35.920]   about SmartGPT in a while. How could I systematically benchmark GPT-4 using these methods,
[00:01:35.920 --> 00:01:41.440]   when I'm just one guy? Well, enter Josh Stapleton, machine learning engineer extraordinaire. Without
[00:01:41.440 --> 00:01:46.320]   him, it would have been impossible to build out such a fleshed out, flexible code base,
[00:01:46.320 --> 00:01:51.040]   with which we could systematize experiments and iterate rapidly. But then we both quickly
[00:01:51.040 --> 00:01:55.540]   realized that there was another problem with benchmarking the original version of SmartGPT.
[00:01:55.540 --> 00:01:58.880]   And that was that the software was not designed to be able to do the work of the original version.
[00:01:58.880 --> 00:02:05.320]   It would be hell to manually extract out the final answers within pages of reflection and resolving,
