
[00:00:00.000 --> 00:00:02.500]   [Silence]
[00:00:02.500 --> 00:00:05.980]   Most all of the studies, yes, most all of the studies
[00:00:05.980 --> 00:00:08.380]   that have explored the relationship between exercise,
[00:00:08.380 --> 00:00:10.260]   brain health and longevity and performance,
[00:00:10.260 --> 00:00:12.460]   find positive effects.
[00:00:12.460 --> 00:00:14.540]   Now, for some of you who are skeptics,
[00:00:14.540 --> 00:00:15.940]   you might be thinking, well, great,
[00:00:15.940 --> 00:00:17.860]   so you can do any form of exercise.
[00:00:17.860 --> 00:00:19.660]   Well, in some sense, yes,
[00:00:19.660 --> 00:00:22.060]   I'll actually tell you this right off the bat.
[00:00:22.060 --> 00:00:23.740]   There are good data showing
[00:00:23.740 --> 00:00:26.260]   that if people do six second sprints,
[00:00:26.260 --> 00:00:30.340]   max all out sprints on a stationary bicycle
[00:00:30.340 --> 00:00:35.340]   followed by one minute rest and repeat that six times,
[00:00:35.340 --> 00:00:40.860]   you see significant acute effects on brain performance.
[00:00:40.860 --> 00:00:43.380]   So the brain performance could be a memory task.
[00:00:43.380 --> 00:00:44.820]   Sometimes it is a memory task.
[00:00:44.820 --> 00:00:46.220]   It could be what's called a Stroop task,
[00:00:46.220 --> 00:00:47.740]   which is a cognitive flexibility task
[00:00:47.740 --> 00:00:50.300]   where you have to distinguish between the colors
[00:00:50.300 --> 00:00:52.700]   that words are written in and the content of the words.
[00:00:52.700 --> 00:00:53.860]   Okay, so-called Stroop task.
[00:00:53.860 --> 00:00:55.220]   I've talked about this on previous podcasts.
[00:00:55.220 --> 00:00:56.620]   I'll talk about it a little bit more later.
[00:00:56.620 --> 00:00:58.700]   Regardless of the cognitive test that's used,
[00:00:58.700 --> 00:01:01.580]   that very short duration, high intensity training
[00:01:01.580 --> 00:01:04.620]   increases performance significantly.
[00:01:04.620 --> 00:01:09.020]   As well, 20 or 30 minutes of so-called steady state cardio,
[00:01:09.020 --> 00:01:12.380]   you know, figuring out how fast you can run or row or swim
[00:01:12.380 --> 00:01:17.060]   or stationary bike for 20 to 30 minutes at a steady state.
[00:01:17.060 --> 00:01:20.120]   And then you analyze people's cognitive performance
[00:01:20.120 --> 00:01:20.960]   on a memory task.
[00:01:20.960 --> 00:01:22.060]   It can be a working memory task,
[00:01:22.060 --> 00:01:24.100]   so remembering a short string of numbers,
[00:01:24.100 --> 00:01:25.260]   or it could be math problems.
[00:01:25.260 --> 00:01:26.180]   It could be the Stroop task.
[00:01:26.180 --> 00:01:28.940]   Any number of different tasks reveal the same thing,
[00:01:28.940 --> 00:01:31.660]   which is that the longer duration, lower intensity cardio
[00:01:31.660 --> 00:01:34.700]   also significantly improves performance.
[00:01:34.700 --> 00:01:38.460]   Now, does that mean that you can do six rounds
[00:01:38.460 --> 00:01:40.820]   of six seconds of sprinting with a minute in between
[00:01:40.820 --> 00:01:43.620]   or 20 minutes of cardiovascular exercise
[00:01:43.620 --> 00:01:46.100]   and get the same effect on brain performance?
[00:01:46.100 --> 00:01:48.780]   Well, if you're just looking at overall improvements
