
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:10.000]   This episode is brought to you by Smiles Northwest.
[00:00:10.000 --> 00:00:11.560]   When you say hello to someone,
[00:00:11.560 --> 00:00:14.120]   one of the first things they notice is your smile.
[00:00:14.120 --> 00:00:15.600]   That's why having a dentist you can trust
[00:00:15.600 --> 00:00:17.200]   is really important.
[00:00:17.200 --> 00:00:19.540]   At Smiles Northwest, they have you covered,
[00:00:19.540 --> 00:00:23.000]   whether that's cleaning, restorative, cosmetic,
[00:00:23.000 --> 00:00:25.160]   orthodontics, or implants,
[00:00:25.160 --> 00:00:27.480]   they are focused on providing the best comprehensive care
[00:00:27.480 --> 00:00:29.680]   to you and your family.
[00:00:29.680 --> 00:00:32.800]   Smiles Northwest always invests in the latest technology,
[00:00:32.800 --> 00:00:35.000]   has their own in-office dental lab,
[00:00:35.000 --> 00:00:36.480]   and are constantly training their team
[00:00:36.480 --> 00:00:38.840]   in the newest advancements in dentistry.
[00:00:38.840 --> 00:00:42.000]   Visit smilesnw.com and book an appointment today.
[00:00:42.000 --> 00:00:45.880]   Are you listening to Let's Talk Jobs,
[00:00:45.880 --> 00:00:48.680]   where we give you practical insights into jobs and careers?
[00:00:48.680 --> 00:00:50.180]   Today, we're talking about the journey
[00:00:50.180 --> 00:00:51.900]   of starting up your own podcast
[00:00:51.900 --> 00:00:54.820]   and why you want to do this content creator life.
[00:00:54.820 --> 00:00:56.080]   Joining us is Andrew Cappell.
[00:00:56.080 --> 00:00:57.720]   Andrew, how are you doing?
[00:00:57.720 --> 00:00:58.560]   - Thanks, Tim.
[00:00:58.560 --> 00:01:02.380]   It is great to be here and we're on this journey together.
[00:01:02.380 --> 00:01:04.800]   Tim and I got virtually connected
[00:01:04.800 --> 00:01:06.920]   through my sister, Jennifer Cappell.
[00:01:06.920 --> 00:01:09.440]   Must have been about almost six months ago now.
[00:01:09.440 --> 00:01:12.840]   And when Jen heard that I was starting a podcast,
[00:01:12.840 --> 00:01:15.320]   I think she saw some of the design and the creative
[00:01:15.320 --> 00:01:19.180]   and the logo that I designed in Canva in about 30 seconds,
[00:01:19.180 --> 00:01:20.440]   and she was horrified.
[00:01:20.440 --> 00:01:24.320]   So she said, "Go look at Tim's stuff.
[00:01:24.320 --> 00:01:26.880]   "Maybe connect with him, maybe he'll talk with you."
[00:01:26.880 --> 00:01:29.360]   And so we started virtually chatting
[00:01:29.360 --> 00:01:30.800]   and we've been able to keep in touch.
[00:01:30.800 --> 00:01:33.640]   And now we're still working on it almost a year later.
[00:01:33.640 --> 00:01:35.020]   And so it's really fun.
[00:01:35.020 --> 00:01:36.960]   Tim and I hadn't had a chance to speak
[00:01:36.960 --> 00:01:40.000]   because we're both doing the podcast
[00:01:40.000 --> 00:01:42.640]   as a nights and weekends and lunchtime thing.
[00:01:42.640 --> 00:01:44.760]   And so, yeah, we didn't really have,
[00:01:44.760 --> 00:01:46.440]   we weren't just sitting around
[00:01:46.440 --> 00:01:47.760]   just hanging out all the time.
[00:01:47.760 --> 00:01:49.400]   But now we're, six months later,
[00:01:49.400 --> 00:01:51.280]   we're talking and I'm really excited to be here.
[00:01:51.280 --> 00:01:53.520]   - Yeah, you know, we totally bootstrapped this thing.
[00:01:53.520 --> 00:01:55.120]   You know, it's funny for me.
[00:01:55.120 --> 00:01:59.080]   If I had not gotten laid off at the right time,
[00:01:59.080 --> 00:02:00.900]   I would never have afforded my time to do this.
[00:02:00.900 --> 00:02:02.200]   'Cause I've always told myself, I was like,
[00:02:02.200 --> 00:02:05.680]   "You know what, like in the back half of my career,
[00:02:05.680 --> 00:02:07.040]   "maybe the last 10 or 15 years,
[00:02:07.040 --> 00:02:08.120]   "what do I want to be doing?"
[00:02:08.120 --> 00:02:10.560]   And ideally it's something that maybe
[00:02:10.560 --> 00:02:13.300]   is less dependent on income and more passion driven.
[00:02:13.300 --> 00:02:15.880]   I was like, doing something like a podcast
[00:02:15.880 --> 00:02:18.240]   would be something that fit that ilk,
[00:02:18.240 --> 00:02:20.600]   but always been too busy, didn't have time to do that.
[00:02:20.600 --> 00:02:21.980]   So at least for me personally,
[00:02:21.980 --> 00:02:23.600]   maybe I'm just bad at time management.
[00:02:23.600 --> 00:02:26.160]   Like there's no way it would have gotten us off the ground.
[00:02:26.160 --> 00:02:28.120]   Like, so what really propelled you
[00:02:28.120 --> 00:02:30.840]   to want to even do podcasts?
[00:02:30.840 --> 00:02:32.320]   - Yeah, it's a great question.
[00:02:32.320 --> 00:02:35.640]   So I've definitely been a consumer of podcasts
[00:02:35.640 --> 00:02:37.560]   for about a decade.
[00:02:37.560 --> 00:02:40.640]   I had a short stint at an early stage startup
[00:02:40.640 --> 00:02:42.120]   called Sprout Connections.
[00:02:42.120 --> 00:02:45.500]   This was back in 2016.
[00:02:45.500 --> 00:02:48.280]   And the mission of that company,
[00:02:48.280 --> 00:02:50.120]   it was started by an entrepreneur,
[00:02:50.120 --> 00:02:54.200]   was to connect podcasters with their audience.
[00:02:54.200 --> 00:02:55.320]   'Cause it's still the same,
[00:02:55.320 --> 00:02:57.040]   but when you have a podcast,
[00:02:57.040 --> 00:02:58.320]   you don't really know who is listening.
[00:02:58.320 --> 00:03:00.120]   You get anecdotal feedback.
[00:03:00.120 --> 00:03:03.320]   Some people, it's a lot of friends and family at the start,
[00:03:03.320 --> 00:03:04.840]   but you don't know who your audience is.
[00:03:04.840 --> 00:03:07.520]   And you can see the metrics, but they're anonymized.
[00:03:07.520 --> 00:03:10.640]   And I attribute it to Apple,
[00:03:10.640 --> 00:03:13.120]   is a privacy centric organization.
[00:03:13.120 --> 00:03:15.680]   They just don't give any visibility to the podcasters.
[00:03:15.680 --> 00:03:16.520]   So this was a problem.
[00:03:16.520 --> 00:03:20.160]   And I was doing business development
