
[00:00:00.000 --> 00:00:01.960]   (upbeat music)
[00:00:01.960 --> 00:00:04.760]   - Hello, and welcome to another episode of All The Hacks,
[00:00:04.760 --> 00:00:07.280]   a show about upgrading your life, money, and travel.
[00:00:07.280 --> 00:00:08.960]   I'm Chris Hutchins, and I'm so excited
[00:00:08.960 --> 00:00:11.640]   to introduce today's guest, David Chang.
[00:00:11.640 --> 00:00:13.760]   He's a culinary icon known for founding
[00:00:13.760 --> 00:00:15.880]   the renowned restaurant group Momofuku,
[00:00:15.880 --> 00:00:18.320]   but wow, has he done so much more.
[00:00:18.320 --> 00:00:20.560]   He's received six James Beard Awards,
[00:00:20.560 --> 00:00:22.960]   has three New York Times bestsellers,
[00:00:22.960 --> 00:00:26.760]   hosts two podcasts, and has four original TV series,
[00:00:26.760 --> 00:00:30.440]   including "Secret Chef" on Hulu, which comes out this week.
[00:00:30.440 --> 00:00:32.920]   With a resume like that, we could take this conversation
[00:00:32.920 --> 00:00:34.560]   in so many directions,
[00:00:34.560 --> 00:00:37.360]   but today I wanna focus on cooking at home,
[00:00:37.360 --> 00:00:39.840]   which is not only something Dave is super passionate about,
[00:00:39.840 --> 00:00:42.160]   but also it's the title of a book he released
[00:00:42.160 --> 00:00:43.320]   during the pandemic.
[00:00:43.320 --> 00:00:45.080]   And if you didn't know, Dave is on a mission
[00:00:45.080 --> 00:00:48.400]   to empower people to become masters of their own kitchens.
[00:00:48.400 --> 00:00:50.060]   We're gonna cover a range of topics,
[00:00:50.060 --> 00:00:52.600]   like his favorite easy home cooking techniques,
[00:00:52.600 --> 00:00:55.940]   some underrated ingredients, a lot of home cooking hacks,
[00:00:55.940 --> 00:00:58.320]   the biggest of which might be using your microwave more,
[00:00:58.320 --> 00:01:00.960]   a device he's called the single best piece of equipment
[00:01:00.960 --> 00:01:03.480]   in a kitchen, and so much more.
[00:01:03.480 --> 00:01:05.800]   So let's jump in right after this.
[00:01:05.800 --> 00:01:08.680]   Dave, thanks for being here.
[00:01:08.680 --> 00:01:09.680]   - Excited to be here.
[00:01:09.680 --> 00:01:11.560]   - You've really spent a lot of time talking about recently
[00:01:11.560 --> 00:01:13.520]   in the past few years, cooking at home.
[00:01:13.520 --> 00:01:14.680]   Why do you think home cooking
[00:01:14.680 --> 00:01:16.240]   and restaurant cooking is so different?
[00:01:16.240 --> 00:01:17.840]   And what are people getting wrong
[00:01:17.840 --> 00:01:19.360]   when they maybe try to emulate
[00:01:19.360 --> 00:01:21.200]   all these recipes they find online?
[00:01:21.200 --> 00:01:23.400]   - Restaurant cooking is something entirely different
[00:01:23.400 --> 00:01:24.280]   than home cooking.
[00:01:24.280 --> 00:01:28.660]   50% of many of the things that home cooks use and do
[00:01:28.660 --> 00:01:31.660]   are distilled from fine dining concepts.
[00:01:31.660 --> 00:01:34.620]   And the rest, they're just like whatever works best.
[00:01:34.620 --> 00:01:37.020]   But I would say most of the times,
[00:01:37.020 --> 00:01:40.300]   however you cook in a high-end professional kitchen
[00:01:40.300 --> 00:01:43.660]   does not translate whatsoever in a home kitchen.
[00:01:43.660 --> 00:01:45.820]   And I jokingly say it's like learning
[00:01:45.820 --> 00:01:48.380]   how to drive an F1 race car.
[00:01:48.380 --> 00:01:50.540]   It's the same thing as a car, as a Prius,
[00:01:50.540 --> 00:01:52.980]   but very, very, very different.
[00:01:52.980 --> 00:01:54.500]   And as crazy as it sounds,
[00:01:54.500 --> 00:01:56.420]   I do think it's somewhat applicable
[00:01:56.420 --> 00:02:00.060]   because how I would drive a race car
[00:02:00.060 --> 00:02:01.860]   is very different than how I would drive at home.
[00:02:01.860 --> 00:02:04.620]   And a lot of things are just sort of unnecessary.
[00:02:04.620 --> 00:02:06.260]   And so much of professional cooking
[00:02:06.260 --> 00:02:09.380]   is about volume, exquisite knife cuts,
[00:02:09.380 --> 00:02:11.800]   getting specific kinds of ingredients.
[00:02:11.800 --> 00:02:14.980]   They're just really not at all useful for the home cook.
[00:02:14.980 --> 00:02:17.940]   And I had never cooked at home before.
[00:02:17.940 --> 00:02:20.200]   I watched my mom cook, but I never cooked myself.
[00:02:20.200 --> 00:02:21.900]   In college, I never cooked.
[00:02:21.900 --> 00:02:26.200]   So my real first job cooking was in a professional kitchen.
[00:02:26.200 --> 00:02:28.780]   And when you start cooking professionally,
[00:02:28.780 --> 00:02:31.020]   if you have friends that cook in restaurants on the line
[00:02:31.020 --> 00:02:32.780]   or something like that,
[00:02:32.780 --> 00:02:35.300]   you'll probably hear them say they never cook at home
[00:02:35.300 --> 00:02:37.900]   because they just are always too tired.
[00:02:37.900 --> 00:02:39.140]   And the last thing they wanna do
[00:02:39.140 --> 00:02:42.540]   is spend all day cooking on their one day off.
[00:02:42.540 --> 00:02:46.260]   So you fast forward, I don't know, 15, 20 years later,
[00:02:46.260 --> 00:02:47.500]   I had never cooked at home.
[00:02:47.500 --> 00:02:49.580]   And almost in all of my apartments,
[00:02:49.580 --> 00:02:52.900]   I had paper plates or those plastic bundles
[00:02:52.900 --> 00:02:55.180]   of salt and pepper and soy sauce and chopsticks
[00:02:55.180 --> 00:02:56.720]   and plastic forks and knives.
[00:02:56.720 --> 00:02:59.260]   Those were my utensils.
[00:02:59.260 --> 00:03:00.340]   And I never had anything.
[00:03:00.340 --> 00:03:02.660]   I never had a plate or cups
[00:03:02.660 --> 00:03:04.700]   until I started dating my now wife.
[00:03:04.700 --> 00:03:06.180]   She was like aghast at the fact
[00:03:06.180 --> 00:03:08.820]   that I didn't have anything to cook with or eat on.
[00:03:08.820 --> 00:03:10.620]   So literally, I never cooked at home.
[00:03:10.620 --> 00:03:13.640]   And then when my wife became pregnant with our first child,
[00:03:13.640 --> 00:03:15.620]   that's when I started to cook in earnest.
[00:03:15.620 --> 00:03:18.540]   And everything that I did
[00:03:18.540 --> 00:03:21.620]   was not how I would ever teach anybody else to cook.
[00:03:21.620 --> 00:03:23.620]   They were very, very, very,
[00:03:23.620 --> 00:03:26.120]   I would almost say inappropriate ways of cooking
[00:03:26.120 --> 00:03:29.780]   because it was almost perverse.
[00:03:29.780 --> 00:03:31.420]   The thing that allows me to do it
[00:03:31.420 --> 00:03:34.980]   is I understand food science and I understand technique
[00:03:34.980 --> 00:03:37.340]   and I can sort of reverse engineer
[00:03:37.340 --> 00:03:39.420]   how to get to the end goal of a dish,
[00:03:39.420 --> 00:03:40.540]   which ultimately is delicious.
[00:03:40.540 --> 00:03:42.940]   So long story cut short,
[00:03:42.940 --> 00:03:46.060]   I figured out a bunch of hacks that work for me
[00:03:46.060 --> 00:03:49.060]   and some of them work for other people as a home cook.
[00:03:49.060 --> 00:03:50.900]   - I love it 'cause I feel like I had the opposite thing.
[00:03:50.900 --> 00:03:52.400]   I was cooking at home a lot
[00:03:52.400 --> 00:03:54.940]   and then we had kids about three years ago.
[00:03:54.940 --> 00:03:55.960]   And it's like, where's this time?
[00:03:55.960 --> 00:03:57.260]   I don't have time to cook.
[00:03:57.260 --> 00:03:59.860]   And we went through a few cycles
[00:03:59.860 --> 00:04:02.100]   and in preparation for this conversation,
[00:04:02.100 --> 00:04:03.460]   I read your "Cooking at Home" book.
[00:04:03.460 --> 00:04:04.940]   And I was like, okay, I'm ready to get back into it
[00:04:04.940 --> 00:04:07.180]   because we went from we have no time
[00:04:07.180 --> 00:04:09.180]   and we tried hiring someone to meal prep
[00:04:09.180 --> 00:04:10.660]   and deliver food to us.
[00:04:10.660 --> 00:04:11.800]   We tried a lot of stuff.
[00:04:11.800 --> 00:04:15.700]   I'm ready to get back into cooking,
[00:04:15.700 --> 00:04:19.220]   but in a much more casual, not high stress,
[00:04:19.220 --> 00:04:21.600]   way things out like ridiculous way.
[00:04:21.600 --> 00:04:24.660]   So all these hacks are great and I wanna hear them.
[00:04:24.660 --> 00:04:26.340]   But you mentioned you have all this background
[00:04:26.340 --> 00:04:27.820]   in the science, you understand it all.
[00:04:27.820 --> 00:04:28.900]   Does everyone need that?
