
[00:00:00.000 --> 00:00:04.000]   (Music)
[00:00:04.000 --> 00:00:08.000]   Hello everyone and welcome to this final episode of the week.
[00:00:08.000 --> 00:00:12.000]   Pastor John joined us today remotely over Skype for this question.
[00:00:12.000 --> 00:00:16.000]   A question that comes all the way from a believer in Hong Kong.
[00:00:16.000 --> 00:00:20.000]   Pastor John, what can I say to my friend that refuses
[00:00:20.000 --> 00:00:24.000]   to study the Bible for himself because he thinks he can get all
[00:00:24.000 --> 00:00:28.000]   the answers from teachers like you and others online?
[00:00:28.000 --> 00:00:32.000]   He thinks that hours spent listening to good and faithful expositions of
[00:00:32.000 --> 00:00:36.000]   scripture is time better spent than reading the Bible for himself.
[00:00:36.000 --> 00:00:40.000]   He thinks sermons are less confusing and more efficient in his pursuit
[00:00:40.000 --> 00:00:44.000]   to comprehend the message of the Bible. How would you make the case
[00:00:44.000 --> 00:00:48.000]   otherwise? Well, when I saw this question
[00:00:48.000 --> 00:00:52.000]   I was really eager to say something about it because
[00:00:52.000 --> 00:00:56.000]   just this morning when I read the question
[00:00:56.000 --> 00:01:00.000]   I was on a Zoom call with two precious friends
[00:01:00.000 --> 00:01:04.000]   exulting together over Psalm 119
[00:01:04.000 --> 00:01:08.000]   97 to 100 which
[00:01:08.000 --> 00:01:12.000]   addresses this very issue
[00:01:12.000 --> 00:01:16.000]   directly and ties into my own personal
[00:01:16.000 --> 00:01:20.000]   experience and fills me with a longing to help this young brother
[00:01:20.000 --> 00:01:24.000]   wake up both to the preciousness
[00:01:24.000 --> 00:01:28.000]   of what he's missing and the danger
[00:01:28.000 --> 00:01:32.000]   that he's in if he keeps thinking
[00:01:32.000 --> 00:01:36.000]   that mere human teachers can replace
[00:01:36.000 --> 00:01:40.000]   the very Word of God as the focus of
[00:01:40.000 --> 00:01:44.000]   his meditation. So, let me start
[00:01:44.000 --> 00:01:48.000]   with that passage of scripture and show how relevant it is
[00:01:48.000 --> 00:01:52.000]   to his question and what it has meant to me
[00:01:52.000 --> 00:01:56.000]   in my personal experience and then give
[00:01:56.000 --> 00:02:00.000]   two other reasons for why I think he should
[00:02:00.000 --> 00:02:04.000]   give himself primarily to serious, prayerful
[00:02:04.000 --> 00:02:08.000]   personal meditation directly
[00:02:08.000 --> 00:02:12.000]   on God's Word rather than
[00:02:12.000 --> 00:02:16.000]   assuming that he will be better off receiving
[00:02:16.000 --> 00:02:20.000]   God's Word always through the filter of human teachers.
[00:02:20.000 --> 00:02:24.000]   So, here's what the psalmist wrote in Psalm 119
[00:02:24.000 --> 00:02:28.000]   97 following. "Oh, how I love
[00:02:28.000 --> 00:02:32.000]   your law. It is my meditation
[00:02:32.000 --> 00:02:36.000]   all the day. Your commandment makes me
[00:02:36.000 --> 00:02:40.000]   wiser than my enemies, for it is ever
[00:02:40.000 --> 00:02:44.000]   with me. I have more understanding than
[00:02:44.000 --> 00:02:48.000]   all my teachers, for your testimonies are my
[00:02:48.000 --> 00:02:52.000]   meditation. I understand more than the
[00:02:52.000 --> 00:02:56.000]   aged, for I keep your precepts."
[00:02:56.000 --> 00:03:00.000]   When I was in graduate school in Germany, which is 45
[00:03:00.000 --> 00:03:04.000]   years ago or so, I was in my 20s,
[00:03:04.000 --> 00:03:08.000]   I was surrounded by
[00:03:08.000 --> 00:03:12.000]   world-class, high-powered
[00:03:12.000 --> 00:03:16.000]   scholarship in people who did not believe
[00:03:16.000 --> 00:03:20.000]   the scriptures as God's Word or share my love for
[00:03:20.000 --> 00:03:24.000]   the gospel. I knew that given my limits
[00:03:24.000 --> 00:03:28.000]   I could never read as much as they read
[00:03:28.000 --> 00:03:32.000]   or remember as much as they remember or have my
[00:03:32.000 --> 00:03:36.000]   have in my head as many historical facts as they
[00:03:36.000 --> 00:03:40.000]   did, but I took tremendous
[00:03:40.000 --> 00:03:44.000]   heart from Psalm 119
[00:03:44.000 --> 00:03:48.000]   verse 99. It had a powerful effect on my
[00:03:48.000 --> 00:03:52.000]   perseverance and confidence that God would make
[00:03:52.000 --> 00:03:56.000]   himself known to me, that he would keep me
[00:03:56.000 --> 00:04:00.000]   from doctrinal error and that he would use me
