
[00:00:00.000 --> 00:00:05.480]   Hey, my name is Chip and I'm here to hopefully talk about topics that is
[00:00:05.480 --> 00:00:09.560]   In the mind on the mind a lot of people they have a talk about recently
[00:00:09.560 --> 00:00:11.240]   So everywhere I go today
[00:00:11.240 --> 00:00:16.560]   I see that companies want to do something with Jerev AI and when I ask for more information
[00:00:16.560 --> 00:00:20.680]   It's like yeah, we don't exactly know what we are doing
[00:00:20.680 --> 00:00:28.640]   So our curiosity who here are thinking about doing something with Jerev AI, but not quite sure what to do yet
[00:00:28.720 --> 00:00:30.320]   Raise your hand
[00:00:30.320 --> 00:00:32.680]   Okay, I can see quite a lot of hands here
[00:00:32.680 --> 00:00:37.120]   So I would say that like if your leadership wants you to do something with Jerev AI
[00:00:37.120 --> 00:00:42.840]   You're pretty lucky because I also meet a lot of people was like, okay, I see the incredible high
[00:00:42.840 --> 00:00:48.720]   There's so much excitement and I just want to do something with it, but my company doesn't let me do it
[00:00:48.720 --> 00:00:50.720]   So I feel like you're in a great spot
[00:00:50.720 --> 00:00:55.020]   So the agenda is pretty clear like it's pretty short
[00:00:55.280 --> 00:00:59.880]   So I think it's gonna divide the two phases once it's like when we are in
[00:00:59.880 --> 00:01:05.440]   Explorations to decide what you do and then once you figure on use case and we want to build
[00:01:05.440 --> 00:01:09.200]   Then how do we go about it and seeing we have only 15 minutes?
[00:01:09.200 --> 00:01:13.360]   So it's not gonna be very in-depth discussions and we know that we still in the early days
[00:01:13.360 --> 00:01:19.240]   So I hope that if there's anything you feel like we can relate to or you don't think it's quite right hit me up
[00:01:19.240 --> 00:01:21.240]   I would happy to talk to with you more
[00:01:22.080 --> 00:01:28.760]   So during explorations I would go through like four steps like set expectations minimize risk
[00:01:28.760 --> 00:01:32.000]   Invest in things at last and just experiment
[00:01:32.000 --> 00:01:35.320]   So set expectations at this point
[00:01:35.320 --> 00:01:42.000]   I think that a lot of us has realized that it's pretty easy to build some cool demos with LMS
[00:01:42.000 --> 00:01:44.480]   But very hard to build an actual product
[00:01:44.480 --> 00:01:50.840]   So in the beginning maybe can test some goal if you just want to build some cool demos you show to the customers
[00:01:50.840 --> 00:01:54.100]   You show that hey, we are ahead of the curve. We know what's up
[00:01:54.100 --> 00:01:54.920]   It's okay
[00:01:54.920 --> 00:01:59.560]   If you just want to like put some engineers at it just so you can build out the in-house
[00:01:59.560 --> 00:02:01.920]   Muscles, it's okay as well
[00:02:01.920 --> 00:02:04.320]   But if you want to build an actual product
[00:02:04.320 --> 00:02:10.080]   Then you would need to think about it more carefully and see like what you want to achieve with this product how much money you
[00:02:10.080 --> 00:02:12.500]   Want to put in it and what you will get out of it
[00:02:12.500 --> 00:02:19.720]   So we see in the early day, right like charge EPT came out in November last year
[00:02:19.720 --> 00:02:24.400]   So it less than a year old since so far we have seen incredible capacity of it
[00:02:24.400 --> 00:02:29.360]   So there are many things that LMS can do but whether this thing would actually
[00:02:29.360 --> 00:02:33.440]   Translate to net revenue for the company is still unclear
[00:02:33.440 --> 00:02:36.820]   So people when I told people I'm giving this talk
[00:02:36.820 --> 00:02:43.240]   They said like oh, I would love to hear more about what LMS can do cannot do and I think it's a pretty hard
[00:02:43.240 --> 00:02:44.120]   So there's a book
[00:02:44.120 --> 00:02:51.240]   I think it's a really interesting book by Arthur Clark called called like profiles of the future and he mentioned that like no one should
[00:02:51.240 --> 00:02:55.840]   Ever go but go around and tell people what technology cannot do in the future
[00:02:55.840 --> 00:02:58.960]   Because they will always be proven wrong in the long run
[00:02:58.960 --> 00:03:03.160]   So I do think that's like there are a lot of things today that LMS cannot do very well
[00:03:03.160 --> 00:03:06.880]   But we have no idea like for how long this will stay true
[00:03:06.880 --> 00:03:13.400]   So I would say that we are living in an era of like a lot of changes and uncertainty
[00:03:13.680 --> 00:03:18.000]   So we do not know what's gonna happen a year down the line or what will happen
[00:03:18.000 --> 00:03:20.640]   It's like even it's like six months down the line
