
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.680]   - Andrew from Benton, Kansas writes in,
[00:00:07.680 --> 00:00:10.400]   Pastor John, you once described how you would explain
[00:00:10.400 --> 00:00:14.920]   Christian hedonism to somebody over lunch at Pizza Hut.
[00:00:14.920 --> 00:00:18.140]   Realizing divine election may take a bit longer,
[00:00:18.140 --> 00:00:20.240]   what is the easiest way to share this with someone
[00:00:20.240 --> 00:00:23.080]   and with what key scripture would you explain it
[00:00:23.080 --> 00:00:26.200]   over, say, a weekend brunch?
[00:00:26.200 --> 00:00:28.220]   What would you say, Pastor John?
[00:00:28.220 --> 00:00:31.360]   - Okay, so we're moving from a Christian hedonism
[00:00:31.360 --> 00:00:35.160]   Pizza Hut lunch to an election lunch.
[00:00:35.160 --> 00:00:36.440]   - A weekend brunch some more time.
[00:00:36.440 --> 00:00:38.200]   - Brunch, brunch, okay.
[00:00:38.200 --> 00:00:40.480]   All right, good.
[00:00:40.480 --> 00:00:44.400]   Now I'm going to assume that we're talking to a Christian.
[00:00:44.400 --> 00:00:46.900]   I don't know if that's the intention,
[00:00:46.900 --> 00:00:49.660]   but I'm gonna assume it because if the person,
[00:00:49.660 --> 00:00:51.660]   we're not a Christian, election is not where
[00:00:51.660 --> 00:00:52.800]   I would go first.
[00:00:52.800 --> 00:00:53.640]   (laughs)
[00:00:53.640 --> 00:00:57.160]   I would go to the gospel, I might get around to election
[00:00:57.160 --> 00:00:58.440]   and they may have a question about it
[00:00:58.440 --> 00:01:01.400]   and that would be okay, but that's not the first
[00:01:01.400 --> 00:01:02.240]   on the agenda.
[00:01:02.240 --> 00:01:04.860]   So my first assumption is we're talking to a believer
[00:01:04.860 --> 00:01:08.580]   who's got some stumbling blocks or problems
[00:01:08.580 --> 00:01:09.840]   with the doctrine of election,
[00:01:09.840 --> 00:01:13.840]   is not sure what he believes about it.
[00:01:13.840 --> 00:01:16.280]   And I'm going to assume that we're on the same page
[00:01:16.280 --> 00:01:17.940]   with regard to the authority of the Bible,
[00:01:17.940 --> 00:01:20.000]   because I don't think anybody comes to the doctrine
[00:01:20.000 --> 00:01:23.940]   of election without believing that the Bible teaches it
[00:01:23.940 --> 00:01:26.920]   and submitting to the Bible.
[00:01:26.920 --> 00:01:29.840]   So that's what I'm assuming.
[00:01:29.840 --> 00:01:31.540]   Now here's my approach.
[00:01:31.540 --> 00:01:36.240]   I would not start with election directly.
[00:01:36.240 --> 00:01:40.120]   I would start by asking this person to describe to me
[00:01:40.120 --> 00:01:41.360]   how they got saved.
[00:01:41.360 --> 00:01:44.480]   That is, tell me how you were converted
[00:01:44.480 --> 00:01:47.640]   or actually the words I would use to make it more clear
[00:01:47.640 --> 00:01:49.880]   instead of that passive got saved,
[00:01:49.880 --> 00:01:52.120]   I would say, how did God save you?
[00:01:52.120 --> 00:01:55.240]   I mean, historically, what did he do in history to save you?
[00:01:55.240 --> 00:01:58.040]   And existentially, what did he do 10 years ago
[00:01:58.040 --> 00:01:59.800]   or when you were six or when you were 16
[00:01:59.800 --> 00:02:01.240]   or when you were 30?
[00:02:01.240 --> 00:02:02.880]   What did he do?
