
[00:00:00.000 --> 00:00:01.880]   (upbeat music)
[00:00:01.880 --> 00:00:04.960]   - Hello, and welcome to another episode of "All The Hacks,"
[00:00:04.960 --> 00:00:07.920]   a show about upgrading your life, money, and travel.
[00:00:07.920 --> 00:00:10.500]   I'm Chris Hutchins, and I am excited for today's episode
[00:00:10.500 --> 00:00:11.880]   because it's with my friend
[00:00:11.880 --> 00:00:15.040]   and now third time "All The Hacks" guest, Sahil Bloom.
[00:00:15.040 --> 00:00:17.380]   This time we're in person at the studio
[00:00:17.380 --> 00:00:18.760]   I built in my office,
[00:00:18.760 --> 00:00:20.380]   which has been so much fun to use
[00:00:20.380 --> 00:00:22.040]   for these in-person episodes.
[00:00:22.040 --> 00:00:24.600]   If you don't know Sahil, he's one of my favorite writers
[00:00:24.600 --> 00:00:26.100]   and the lessons he shares online
[00:00:26.100 --> 00:00:28.220]   are some of the best on the internet.
[00:00:28.220 --> 00:00:30.340]   So today we're gonna tackle an area
[00:00:30.340 --> 00:00:33.060]   he's written a lot about, paradoxes,
[00:00:33.060 --> 00:00:36.180]   which are seemingly absurd or self-contradictory statements
[00:00:36.180 --> 00:00:38.340]   that when investigated or explained
[00:00:38.340 --> 00:00:41.060]   may actually prove to be well-founded or true.
[00:00:41.060 --> 00:00:43.660]   I love this topic because I believe that so many
[00:00:43.660 --> 00:00:45.580]   of the most important truths in our life
[00:00:45.580 --> 00:00:47.280]   actually do appear contradictory
[00:00:47.280 --> 00:00:48.940]   or convoluted on the surface.
[00:00:48.940 --> 00:00:51.660]   We're not only gonna share some of our favorite paradoxes,
[00:00:51.660 --> 00:00:54.140]   but we'll also cover how you can turn these paradoxes
[00:00:54.140 --> 00:00:58.200]   to your advantage to live your best and most optimized life.
[00:00:58.200 --> 00:00:59.620]   Oh, and one quick update.
[00:00:59.620 --> 00:01:01.140]   Last week I shared that I was gonna put
[00:01:01.140 --> 00:01:04.500]   my personal 150,000 point welcome bonus referral link
[00:01:04.500 --> 00:01:06.500]   for the Amex Platinum in the show notes,
[00:01:06.500 --> 00:01:09.420]   except that it turns out I didn't have one like I thought.
[00:01:09.420 --> 00:01:11.760]   So I reached out to our amazing All The Hacks members
[00:01:11.760 --> 00:01:14.020]   and managed to find a few working links.
[00:01:14.020 --> 00:01:15.500]   So if you're looking for that bonus,
[00:01:15.500 --> 00:01:18.820]   you can find it at allthehacks.com/platinum.
[00:01:18.820 --> 00:01:20.700]   Going forward, I'm gonna solicit members
[00:01:20.700 --> 00:01:22.080]   for all their referral links
[00:01:22.080 --> 00:01:24.140]   whenever there are amazing offers
[00:01:24.140 --> 00:01:25.740]   and share them with you all.
[00:01:25.740 --> 00:01:27.740]   So stay tuned for the next one.
[00:01:27.740 --> 00:01:29.780]   And if you're interested in having your referral link
[00:01:29.780 --> 00:01:32.540]   be part of the rotation or just becoming a member,
[00:01:32.540 --> 00:01:36.220]   you can do that at allthehacks.com/join.
[00:01:36.220 --> 00:01:39.060]   Okay, I am so excited for this episode with Sahil.
[00:01:39.060 --> 00:01:41.360]   Let's get into it right after this.
[00:01:41.360 --> 00:01:45.620]   There is no shortage of helpful AI tools out there,
[00:01:45.620 --> 00:01:47.700]   but using them means switching back and forth
[00:01:47.700 --> 00:01:49.740]   between yet another digital tool.
[00:01:49.740 --> 00:01:51.800]   So instead of simplifying your workflow,
[00:01:51.800 --> 00:01:54.220]   it sometimes just gets more complicated.
[00:01:54.220 --> 00:01:55.820]   Unless of course you're in Notion
[00:01:55.820 --> 00:01:57.900]   who I'm excited to partner with today.
[00:01:57.900 --> 00:02:00.460]   Notion is an amazing product I use every day
[00:02:00.460 --> 00:02:02.660]   that combines your notes, docs, and projects
[00:02:02.660 --> 00:02:06.140]   into one space that's simple and beautifully designed.
[00:02:06.140 --> 00:02:09.240]   And you can leverage the power of AI right inside Notion
[00:02:09.240 --> 00:02:13.220]   across all your information without a separate AI tool.
[00:02:13.220 --> 00:02:15.420]   I've used it to find information from old notes,
[00:02:15.420 --> 00:02:17.260]   answer questions about a marketing plan,
[00:02:17.260 --> 00:02:20.940]   or even find my travel details, all in seconds.
[00:02:20.940 --> 00:02:22.920]   I love the features Notion keeps shipping,
[00:02:22.920 --> 00:02:24.660]   and it just reinforces our decision
[00:02:24.660 --> 00:02:28.140]   to use it as the central place we manage our life and work.
[00:02:28.140 --> 00:02:30.300]   And the fully integrated Notion AI
[00:02:30.300 --> 00:02:33.500]   helps you work faster, write better, and think bigger,
[00:02:33.500 --> 00:02:37.180]   doing tasks that normally take you hours in just seconds.
[00:02:37.180 --> 00:02:39.740]   So try Notion AI for free
[00:02:39.740 --> 00:02:43.140]   when you go to notion.com/allthehacks.
[00:02:43.140 --> 00:02:47.620]   That's all lowercase letters, notion.com/allthehacks
[00:02:47.620 --> 00:02:51.340]   to try the powerful, easy to use Notion AI today.
[00:02:51.340 --> 00:02:53.940]   And when you use our link, you're supporting our show,
[00:02:53.940 --> 00:02:56.780]   notion.com/allthehacks.
[00:02:56.780 --> 00:03:00.500]   - Sahil, thanks for being here.
[00:03:00.500 --> 00:03:04.020]   - Glad to be back, and in the new home studio even better.
[00:03:04.020 --> 00:03:05.780]   - I know, we're building the sauna out front,
[00:03:05.780 --> 00:03:07.420]   and the construction has been paused
[00:03:07.420 --> 00:03:09.140]   for two hours for us to record.
[00:03:09.140 --> 00:03:10.100]   - Next time I come here,
[00:03:10.100 --> 00:03:12.260]   I expect to do a sauna episode though.
[00:03:12.260 --> 00:03:13.460]   Sauna cold plunge?
[00:03:13.460 --> 00:03:14.380]   - Yeah, one too.
[00:03:14.380 --> 00:03:15.940]   The company building the sauna,
[00:03:15.940 --> 00:03:17.180]   everyone will hear about it later.
[00:03:17.180 --> 00:03:21.300]   It's called Haven Sauna, and it's gonna be really nice.
[00:03:21.300 --> 00:03:23.100]   They're doing really great work.
[00:03:23.100 --> 00:03:24.820]   But next time we'll do it.
[00:03:24.820 --> 00:03:26.540]   It's always trouble to narrow down the scope
[00:03:26.540 --> 00:03:27.660]   of these conversations,
[00:03:27.660 --> 00:03:29.860]   because you've written about so much,
[00:03:29.860 --> 00:03:32.220]   and I'm an avid reader of yours.
[00:03:32.220 --> 00:03:34.100]   But I was thinking about the topic today,
[00:03:34.100 --> 00:03:36.580]   and I thought there is one topic
[00:03:36.580 --> 00:03:37.900]   that you've written about on Twitter
[00:03:37.900 --> 00:03:40.500]   that has actually led to tremendous amazement
[00:03:40.500 --> 00:03:42.380]   of a lunch with a billionaire.
[00:03:42.380 --> 00:03:45.100]   So maybe we just start with what is that topic,
[00:03:45.100 --> 00:03:46.700]   and why should we talk about it?
[00:03:46.700 --> 00:03:48.420]   - So I think what you're alluding to,
[00:03:48.420 --> 00:03:51.300]   because it's the only one, is the topic of paradoxes.
[00:03:51.300 --> 00:03:53.380]   And the funny story around all of this,
[00:03:53.380 --> 00:03:54.940]   and the lunch with the billionaire story,
[00:03:54.940 --> 00:03:58.820]   goes back to, let's see, November of 2021,
[00:03:58.820 --> 00:04:02.780]   I wrote my first, this was like a Twitter thread,
[00:04:02.780 --> 00:04:04.260]   on the topic of paradoxes.
[00:04:04.260 --> 00:04:08.180]   So basically, a paradox is like a seemingly absurd
[00:04:08.180 --> 00:04:09.820]   or contradictory statement
[00:04:09.820 --> 00:04:12.300]   that once you actually dig into it and investigate it,
[00:04:12.300 --> 00:04:13.420]   may actually prove true.
[00:04:13.420 --> 00:04:16.140]   I wrote a sort of curation of like 20
[00:04:16.140 --> 00:04:17.580]   of my favorite paradoxes
[00:04:17.580 --> 00:04:19.340]   that I feel like I've come across in my own life,
[00:04:19.340 --> 00:04:21.540]   or that I've struggled with on a regular basis,
[00:04:21.540 --> 00:04:22.380]   and shared it.
[00:04:22.380 --> 00:04:24.300]   And it went pretty viral at the time,
[00:04:24.300 --> 00:04:26.580]   probably had like 60 or so thousand likes,
[00:04:26.580 --> 00:04:28.820]   reached tons of people, et cetera, went away.
[00:04:28.820 --> 00:04:30.740]   Just like most things do on Twitter,
[00:04:30.740 --> 00:04:32.740]   you know, it's kind of an ephemeral platform.
[00:04:32.740 --> 00:04:35.220]   Once something has like buzzed for 24 hours,
