
[00:00:00.000 --> 00:00:03.700]   [music playing]
[00:00:03.700 --> 00:00:08.940]   Hi, everyone. We are here today at the Fully Connected Conference,
[00:00:08.940 --> 00:00:13.400]   User Conference is our first ever user conference for Weights and Biases.
[00:00:13.400 --> 00:00:16.740]   We are, as you know, in the session,
[00:00:16.740 --> 00:00:20.040]   a panel session on state of MLOps tools.
[00:00:20.040 --> 00:00:22.740]   We have a few luminaries with us.
[00:00:22.740 --> 00:00:24.900]   We are really, really honored to have them with us.
[00:00:24.900 --> 00:00:27.340]   So we'll start by introducing them.
[00:00:28.160 --> 00:00:31.900]   Let's first start with Will. Will Benton from NVIDIA.
[00:00:31.900 --> 00:00:35.140]   Will, do you want to take a quick minute to introduce yourself?
[00:00:35.140 --> 00:00:36.700]   Yeah, hi, thanks. I'm Will Benton.
[00:00:36.700 --> 00:00:38.360]   I'm a product architect at NVIDIA
[00:00:38.360 --> 00:00:41.240]   focusing on data science and practitioner experience.
[00:00:41.240 --> 00:00:45.160]   Before joining NVIDIA, I worked in sort of MLOps
[00:00:45.160 --> 00:00:47.560]   and tools for MLOps on Kubernetes.
[00:00:47.560 --> 00:00:48.940]   And sort of before that,
[00:00:48.940 --> 00:00:51.040]   distributed systems and programming language research.
[00:00:51.040 --> 00:00:53.160]   So that's where my biases are.
[00:00:53.160 --> 00:00:54.900]   Awesome. Great to have you, Will.
[00:00:55.640 --> 00:00:59.840]   Then next, Ben Forshman, founder and CEO of Replicate.
[00:00:59.840 --> 00:01:02.340]   Ben, do you want to quickly introduce yourself?
[00:01:02.340 --> 00:01:03.580]   Yeah, sure. I've got a background
[00:01:03.580 --> 00:01:05.740]   in starting a few developer tools companies.
[00:01:05.740 --> 00:01:08.780]   Most recently, I was head of open source product at Docker.
[00:01:08.780 --> 00:01:13.380]   And then taking that experience to Replicate now where we've got,
[00:01:13.380 --> 00:01:16.940]   partly we're building an open source tool called Cog,
[00:01:16.940 --> 00:01:19.420]   which is a little bit like Docker for machine learning.
[00:01:19.420 --> 00:01:20.680]   And we've also got Replicate,
[00:01:20.680 --> 00:01:23.120]   which is a place to run machine learning models in the cloud.
[00:01:23.120 --> 00:01:24.580]   Awesome. Welcome.
[00:01:24.720 --> 00:01:30.180]   And then we have Robert Nishihara from co-founder and CEO of AnyScale.
[00:01:30.180 --> 00:01:32.040]   Robert, do you want to introduce yourself?
[00:01:32.040 --> 00:01:35.620]   Hey, I'm Robert. I'm working on building AnyScale.
[00:01:35.620 --> 00:01:39.620]   And we're commercializing Ray, which is an open source project
[00:01:39.620 --> 00:01:43.180]   aimed at making it easy to build and scale machine
[00:01:43.180 --> 00:01:44.180]   learning applications.
[00:01:44.180 --> 00:01:45.940]   So as you probably know,
[00:01:45.940 --> 00:01:49.320]   machine learning is incredibly computationally intensive.
[00:01:49.320 --> 00:01:52.140]   You need to run it across tons of machines or tons of GPUs.
[00:01:53.020 --> 00:01:56.040]   And we are trying to make it easier to program and run
[00:01:56.040 --> 00:01:58.420]   and build and scale these kinds of applications.
[00:01:58.420 --> 00:02:01.040]   Awesome. Really great to have all three of you here.
[00:02:01.040 --> 00:02:02.780]   And my name is Gaurab Dey.
[00:02:02.780 --> 00:02:06.180]   I support the customer success organization
[00:02:06.180 --> 00:02:07.620]   within Bits and Biases.
