
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.200]   - Well, Pastor John and Noel are back in the Twin Cities.
[00:00:07.200 --> 00:00:08.920]   Thank you for your prayers as they traveled
[00:00:08.920 --> 00:00:11.640]   and ministered in Brazil and Argentina.
[00:00:11.640 --> 00:00:14.840]   It sounds like the trip was a big success.
[00:00:14.840 --> 00:00:19.160]   Here are just a few updates from the trip by the numbers.
[00:00:19.160 --> 00:00:22.600]   25,000, that was the total number of people
[00:00:22.600 --> 00:00:27.600]   who heard Pastor John speak at live events, 25,000 folks.
[00:00:28.480 --> 00:00:32.120]   1,300 is the number of pastors who convened
[00:00:32.120 --> 00:00:37.120]   at two events with Pastor John, 1,300 pastors, amazing.
[00:00:37.120 --> 00:00:41.880]   And 20,000 free copies of books were given away
[00:00:41.880 --> 00:00:45.520]   on this trip, including titles like "Expository Exaltation,"
[00:00:45.520 --> 00:00:49.280]   "God is the Gospel," and "Dangerous Duty of Delight,"
[00:00:49.280 --> 00:00:53.160]   20,000 books given away.
[00:00:53.160 --> 00:00:55.480]   And on top of those big numbers came several personal
[00:00:55.480 --> 00:00:58.720]   testimonies of how God has used Pastor John's ministry
[00:00:58.720 --> 00:01:01.720]   over the years to bring in people's lives,
[00:01:01.720 --> 00:01:05.120]   saving faith, to restore broken marriages,
[00:01:05.120 --> 00:01:09.840]   and even to rescue one man from suicide.
[00:01:09.840 --> 00:01:12.480]   It's incredible, both the big stats
[00:01:12.480 --> 00:01:14.760]   and especially those individual stories
[00:01:14.760 --> 00:01:18.180]   that you really only hear in face-to-face meetings
[00:01:18.180 --> 00:01:20.320]   when you're on the road like this.
[00:01:20.320 --> 00:01:22.340]   And on top of it all, God kept the Pipers
[00:01:22.340 --> 00:01:25.260]   and DG's team safe and healthy on the road.
[00:01:25.260 --> 00:01:28.080]   I miss all the flights and the hotels and the travel
[00:01:28.080 --> 00:01:30.200]   in this eight-day whirlwind of a trip
[00:01:30.200 --> 00:01:31.860]   to Brazil and Argentina.
[00:01:31.860 --> 00:01:36.000]   Again, thank you for supporting us and for praying for us
[00:01:36.000 --> 00:01:38.700]   so that we can send them out on the road
[00:01:38.700 --> 00:01:41.280]   to do ministry like this.
[00:01:41.280 --> 00:01:43.740]   And the day the Pipers flew to South America,
[00:01:43.740 --> 00:01:47.460]   I flew to Texas to speak on campus at Texas A&M,
[00:01:47.460 --> 00:01:50.320]   or TAMU as it's affectionately called.
[00:01:50.320 --> 00:01:52.480]   There I spoke to students about social media,
[00:01:52.480 --> 00:01:55.880]   digital temptations, and smartphone habits.
[00:01:55.880 --> 00:01:58.400]   The topics for conversation centered around my two books,
[00:01:58.400 --> 00:02:00.600]   "12 Ways Your Phone is Changing You"
[00:02:00.600 --> 00:02:03.320]   and the new one, "Competing Spectacles."
[00:02:03.320 --> 00:02:07.720]   The campus assembly was put on by Rachio Christi TAMU
[00:02:07.720 --> 00:02:10.000]   and by the Veritas Forum.
[00:02:10.000 --> 00:02:13.400]   It was made possible by a new friend, Micah Green,
[00:02:13.400 --> 00:02:15.200]   who serves as the Associate Professor
[00:02:15.200 --> 00:02:17.360]   of Chemical Engineering at the school,
[00:02:17.360 --> 00:02:19.520]   and by an old friend, Jared Oliphant,
[00:02:19.520 --> 00:02:22.160]   a PhD student in philosophy at TAMU,
[00:02:22.160 --> 00:02:24.120]   who moderated the event.
[00:02:24.120 --> 00:02:26.960]   We had a solid turnout, really good engagement,
[00:02:26.960 --> 00:02:29.200]   and since there's no new Piper audio this week,
[00:02:29.200 --> 00:02:31.400]   you're getting some new Ranky audio,
[00:02:31.400 --> 00:02:34.200]   and I can hear your disappointment already.
[00:02:34.200 --> 00:02:36.360]   Today's episode is that hour-long gathering
[00:02:36.360 --> 00:02:37.660]   with students on fighting back
[00:02:37.660 --> 00:02:39.220]   against compulsive smartphone habits,
[00:02:39.220 --> 00:02:41.600]   and it opened with a robust howdy,
[00:02:41.600 --> 00:02:42.880]   which is how you get a whole room
[00:02:42.880 --> 00:02:45.240]   to quiet down immediately in Texas.
[00:02:45.240 --> 00:02:48.680]   Apparently every howdy calls for an equal response.
[00:02:48.680 --> 00:02:51.240]   And here's the howdy, and here's the discussion.
[00:02:51.240 --> 00:02:52.080]   - Howdy.
[00:02:52.080 --> 00:02:53.640]   - Howdy.
[00:02:53.640 --> 00:02:55.320]   - I wanna start off, I'll introduce Tony,
[00:02:55.320 --> 00:02:57.600]   and then he'll talk about himself for a minute,
[00:02:57.600 --> 00:03:00.040]   but he is, as Zach said,
[00:03:00.040 --> 00:03:01.600]   involved in Desiring God Ministries.
[00:03:01.600 --> 00:03:05.040]   He's the Communications Director for that ministry.
[00:03:05.040 --> 00:03:07.000]   He's also the author of a number of books,
[00:03:07.000 --> 00:03:08.440]   one of which will kind of be the focus
[00:03:08.440 --> 00:03:10.840]   of what we're gonna be doing tonight.
[00:03:10.840 --> 00:03:13.540]   Some of those books include Lit,
[00:03:13.540 --> 00:03:15.680]   which is kind of a theology of reading.
[00:03:15.680 --> 00:03:17.280]   Highly recommend that book, all the books,
[00:03:17.280 --> 00:03:19.960]   but I like that one in particular.
[00:03:19.960 --> 00:03:22.200]   He wrote a book on Newton on the Christian life,
[00:03:22.200 --> 00:03:25.200]   and this is kind of gonna be the one
[00:03:25.200 --> 00:03:26.440]   that we focus on tonight,
[00:03:26.440 --> 00:03:30.080]   12 Ways Your Phone is Changing You.
[00:03:30.080 --> 00:03:32.600]   And it's kind of self-explanatory.
[00:03:32.600 --> 00:03:35.000]   It's about the ways your phone is changing you,
[00:03:35.000 --> 00:03:37.240]   technology, Christianity, philosophy,
[00:03:37.240 --> 00:03:38.800]   how all those things intersect,
[00:03:38.800 --> 00:03:41.680]   and how to think about that in kind of a smart,
[00:03:41.680 --> 00:03:43.880]   engaging way, so recommend that as well.
[00:03:43.880 --> 00:03:47.480]   He has an upcoming book called Competing Spectacles,
[00:03:47.480 --> 00:03:50.400]   and like Zach said, there's some samples of these
[00:03:50.400 --> 00:03:51.840]   in the back if you wanna take a look,
[00:03:51.840 --> 00:03:55.200]   but this comes out in April, right?
[00:03:55.200 --> 00:03:58.040]   He is also the host of Ask Pastor John,
[00:03:58.040 --> 00:04:00.400]   so if you recognize his voice,
[00:04:00.400 --> 00:04:02.680]   he's on there doing his thing, too,
[00:04:02.680 --> 00:04:04.780]   asking Pastor John questions
[00:04:04.780 --> 00:04:06.440]   through Desiring God Ministries.
[00:04:06.440 --> 00:04:11.280]   So let me frame tonight just very briefly.
[00:04:11.280 --> 00:04:13.720]   Tonight is gonna be a dialogue,
[00:04:13.720 --> 00:04:17.960]   and I want it to be focusing on the big questions.
[00:04:17.960 --> 00:04:19.920]   We're gonna be focusing on technology,
[00:04:19.920 --> 00:04:23.520]   we're gonna be focusing on smartphone usage,
[00:04:23.520 --> 00:04:25.200]   and how that's affecting us,
[00:04:25.200 --> 00:04:29.100]   and we're gonna be focusing on the big questions, all right?
[00:04:29.100 --> 00:04:32.640]   So things like IT-related questions,
[00:04:32.640 --> 00:04:35.520]   like which phone to get, an iPhone versus whatever
