
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.200]   - Welcome friends to this episode
[00:00:06.200 --> 00:00:09.000]   of the "Everyday Educator" podcast.
[00:00:09.000 --> 00:00:10.720]   I'm your host, Lisa Bailey,
[00:00:10.720 --> 00:00:13.880]   and I'm excited to spend some time with you today
[00:00:13.880 --> 00:00:17.640]   as we encourage one another, learn together,
[00:00:17.640 --> 00:00:20.680]   and ponder the delights and challenges
[00:00:20.680 --> 00:00:24.400]   that make homeschooling the adventure of a lifetime.
[00:00:24.400 --> 00:00:26.600]   Whether you're just considering
[00:00:26.600 --> 00:00:28.800]   this homeschooling possibility,
[00:00:28.800 --> 00:00:33.040]   or deep into the daily delight of family learning,
[00:00:33.040 --> 00:00:36.800]   I believe you'll enjoy thinking along with us.
[00:00:36.800 --> 00:00:38.160]   But don't forget,
[00:00:38.160 --> 00:00:41.760]   although this online community is awesome,
[00:00:41.760 --> 00:00:46.760]   you'll find even closer support in a local CC community.
[00:00:46.760 --> 00:00:51.640]   So go to classicalconversations.com
[00:00:51.640 --> 00:00:56.160]   and find a community near you today.
[00:00:56.160 --> 00:00:59.720]   Well listeners, I am excited to be with you today.
[00:00:59.720 --> 00:01:02.600]   I am excited to be with a dear friend of mine
[00:01:02.600 --> 00:01:06.880]   that I've not been able to talk to for a number of years.
[00:01:06.880 --> 00:01:10.320]   Our paths have led us in different directions.
[00:01:10.320 --> 00:01:14.840]   But I have with me today, Rachel Moriarty.
[00:01:14.840 --> 00:01:19.400]   Rachel is a dear friend who is a classical educator,
[00:01:19.400 --> 00:01:21.240]   a fellow homeschooling mom.
[00:01:21.240 --> 00:01:23.800]   And I want Rachel to tell you a little bit
[00:01:23.800 --> 00:01:27.720]   about her family and her current journey.
[00:01:27.720 --> 00:01:32.720]   And then Rachel is going to help us
[00:01:32.720 --> 00:01:37.880]   find the gentle joy in assessment.
[00:01:37.880 --> 00:01:39.240]   We're gonna talk about that,
[00:01:39.240 --> 00:01:41.880]   'cause I know some of you are rolling your eyes
[00:01:41.880 --> 00:01:44.080]   when you see those three words together
[00:01:44.080 --> 00:01:48.240]   and think it's not gentle, it's not joyous,
[00:01:48.240 --> 00:01:50.360]   it's just assessment.
[00:01:50.360 --> 00:01:52.360]   But Rachel's gonna help us see it in a new way.
[00:01:52.360 --> 00:01:55.520]   Rachel, I'm so glad you could be with me today.
