
[00:00:00.000 --> 00:00:04.000]   (music)
[00:00:04.000 --> 00:00:08.000]   Well, are there morally neutral areas of life?
[00:00:08.000 --> 00:00:12.000]   That's the first question on the table as we begin this new week together.
[00:00:12.000 --> 00:00:16.000]   Welcome back to the podcast, and thank you for making us part of your weekly routine.
[00:00:16.000 --> 00:00:20.000]   We appreciate it. The question is from Mary Beth,
[00:00:20.000 --> 00:00:24.000]   who lives in Arkansas. She writes us this. "Hello, Pastor John,
[00:00:24.000 --> 00:00:28.000]   and thank you for the Ask Pastor John podcast. A question has been troubling me for a
[00:00:28.000 --> 00:00:32.000]   while." It's this one. "I'm wondering if everything in life
[00:00:32.000 --> 00:00:36.000]   is either a good thing or a sin, or are there
[00:00:36.000 --> 00:00:40.000]   some okay things that are not sin but are not exactly
[00:00:40.000 --> 00:00:44.000]   good either? Sometimes I do things that don't seem beneficial.
[00:00:44.000 --> 00:00:48.000]   I can't tell if I need forgiveness for them. I usually
[00:00:48.000 --> 00:00:52.000]   ask for forgiveness anyways. I guess basically my question boils down to that.
[00:00:52.000 --> 00:00:56.000]   Pastor John, yes or no, are there morally neutral
[00:00:56.000 --> 00:01:00.000]   areas of life?" I can't give a yes
[00:01:00.000 --> 00:01:04.000]   or a no answer until I
[00:01:04.000 --> 00:01:08.000]   clarify some terms. So, what is sin?
[00:01:08.000 --> 00:01:12.000]   What is the moral good?
[00:01:12.000 --> 00:01:16.000]   What does morally neutral
[00:01:16.000 --> 00:01:20.000]   mean? This is one of those
[00:01:20.000 --> 00:01:24.000]   great illustrations, Tony, of how simply
[00:01:24.000 --> 00:01:28.000]   defining our terms virtually answers the question.
[00:01:28.000 --> 00:01:32.000]   It's a great lesson to learn. I recommend
[00:01:32.000 --> 00:01:36.000]   it to everybody. I find that most arguments
[00:01:36.000 --> 00:01:40.000]   people are having go round and round
[00:01:40.000 --> 00:01:44.000]   because the terms are undefined with any
[00:01:44.000 --> 00:01:48.000]   biblical precision. And the reason I say biblical
[00:01:48.000 --> 00:01:52.000]   precision is because if you don't have an authority
[00:01:52.000 --> 00:01:56.000]   that you can both agree on, then you
[00:01:56.000 --> 00:02:00.000]   probably won't even be able to define your terms
[00:02:00.000 --> 00:02:04.000]   in a way that you both can agree on and you'll just be stuck.
[00:02:04.000 --> 00:02:08.000]   And our culture right now is
[00:02:08.000 --> 00:02:12.000]   stuck because we don't share much
[00:02:12.000 --> 00:02:16.000]   common ground under our disputes. And a
[00:02:16.000 --> 00:02:20.000]   stuck culture is a dangerous thing because
[00:02:20.000 --> 00:02:24.000]   if there's no agreed on arbiter of
[00:02:24.000 --> 00:02:28.000]   truth claims, then what comes in to fill that void
