
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.680]   - Our host of the "Everyday Educator" podcast, Lisa Bailey,
[00:00:07.680 --> 00:00:11.240]   has chosen a special episode for you to enjoy.
[00:00:11.240 --> 00:00:12.300]   Thanks for listening.
[00:00:12.300 --> 00:00:14.320]   And as always, we hope that you continue
[00:00:14.320 --> 00:00:16.760]   to encourage one another, learn together,
[00:00:16.760 --> 00:00:19.400]   and ponder the delights and challenges
[00:00:19.400 --> 00:00:22.700]   that make homeschooling the adventure of a lifetime.
[00:00:22.700 --> 00:00:25.240]   - You know, that was sometimes, frankly,
[00:00:25.240 --> 00:00:29.240]   one of the most bittersweet parts of my children growing up
[00:00:29.240 --> 00:00:34.040]   was realizing that there need to be boundaries
[00:00:34.040 --> 00:00:38.680]   as they grow about how much I tell them to do,
[00:00:38.680 --> 00:00:40.920]   how much I'm in charge.
[00:00:40.920 --> 00:00:45.560]   And that boundary needs to kind of, it starts to wiggle.
[00:00:45.560 --> 00:00:46.880]   - Hey, I'm Delise.
[00:00:46.880 --> 00:00:47.840]   - And I'm Jenny.
[00:00:47.840 --> 00:00:49.960]   We know that parenting comes in seasons
[00:00:49.960 --> 00:00:52.980]   and even the smallest ones deserve a happy dance.
[00:00:52.980 --> 00:00:54.720]   - Join us as we chat with moms
[00:00:54.720 --> 00:00:56.840]   in every stage of the parenting journey,
[00:00:56.840 --> 00:00:59.960]   fixing our eyes on Jesus each step of the way.
[00:00:59.960 --> 00:01:02.120]   - This is "Blessings and Motherhood"
[00:01:02.120 --> 00:01:04.160]   because we believe that you can hold tissues
[00:01:04.160 --> 00:01:06.020]   and confetti at the same time.
[00:01:06.020 --> 00:01:10.440]   - Hey guys, welcome back to another episode
[00:01:10.440 --> 00:01:12.000]   of "Blessings and Motherhood."
[00:01:12.000 --> 00:01:16.240]   Today, we are super excited to get to talk with Lisa Bailey.
[00:01:16.240 --> 00:01:18.020]   - Yeah, Lisa Bailey has been working
[00:01:18.020 --> 00:01:20.620]   with Classical Conversations for a very long time.
[00:01:20.620 --> 00:01:23.280]   And if you are not a homeschooling mom, I want you to pause.
[00:01:23.280 --> 00:01:25.220]   Do not stop the episode.
[00:01:25.220 --> 00:01:28.000]   The other really huge and exciting aspect
[00:01:28.000 --> 00:01:29.560]   of this conversation we're about to have with her
[00:01:29.560 --> 00:01:31.480]   is actually that she's a grandmother.
[00:01:31.480 --> 00:01:36.480]   Lisa drops so many beautiful nuggets about being a parent,
[00:01:36.480 --> 00:01:39.720]   about living in the moment, about regrets,
[00:01:39.720 --> 00:01:42.480]   or even things that the Lord has taught her over the years.
[00:01:42.480 --> 00:01:45.160]   And one of my favorite things that she shares
[00:01:45.160 --> 00:01:46.760]   is her grandparent name.
[00:01:46.760 --> 00:01:48.520]   We will not spoil it for you,
[00:01:48.520 --> 00:01:49.760]   but you're gonna wanna listen,
[00:01:49.760 --> 00:01:52.440]   even if it's just for a little idea for the future.
[00:01:52.440 --> 00:01:53.800]   - It is amazing, you guys.
[00:01:53.800 --> 00:01:55.420]   Definitely, don't stop.
[00:01:55.420 --> 00:01:57.080]   Don't stop the episode, just keep going.
[00:01:57.080 --> 00:01:58.000]   It's awesome. - Yeah.
[00:01:58.000 --> 00:02:00.120]   - Yeah, so without further ado,
[00:02:00.120 --> 00:02:02.200]   here is our conversation with Lisa.
[00:02:02.200 --> 00:02:05.440]   - All right, everybody, so we are so excited
[00:02:05.440 --> 00:02:09.100]   to have Lisa Bailey here on the podcast today.
[00:02:09.100 --> 00:02:11.700]   Lisa, for our listeners who do not know you,
[00:02:11.700 --> 00:02:15.300]   and you are a legend among Classical Conversations people.
[00:02:15.300 --> 00:02:16.140]   - Yes.
[00:02:16.140 --> 00:02:18.900]   - Introduce yourself, tell us about your season of life.
[00:02:18.900 --> 00:02:20.300]   What's going on with you these days?
[00:02:20.300 --> 00:02:24.100]   - Well, I don't know if I should be flattered or chagrined
[00:02:24.100 --> 00:02:25.500]   to be called a legend.
[00:02:25.500 --> 00:02:26.700]   (all laughing)
[00:02:26.700 --> 00:02:27.660]   - It's a good thing.
[00:02:27.660 --> 00:02:30.700]   - I will tell you that I've been around
[00:02:30.700 --> 00:02:33.380]   Classical Conversations for a long time,
[00:02:33.380 --> 00:02:36.580]   so maybe that affords me legend status.
[00:02:36.580 --> 00:02:42.620]   My family found Classical Conversations in 2004,
[00:02:42.620 --> 00:02:48.140]   when my daughters were fifth grade and second grade,
[00:02:48.300 --> 00:02:50.700]   and my husband and I had been homeschooling them
[00:02:50.700 --> 00:02:54.500]   the whole time and had been trying to recreate
[00:02:54.500 --> 00:02:59.340]   what I now know as a classical education on our own.
[00:02:59.340 --> 00:03:03.500]   And we were doing okay, but as I looked ahead
