
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.120]   This morning, I wanna put some energy
[00:00:07.120 --> 00:00:12.120]   into doing yet another core idea video.
[00:00:12.120 --> 00:00:15.320]   Again, we've been racking these up,
[00:00:15.320 --> 00:00:18.920]   10 to 15 minute videos where I'm touching on the big ideas
[00:00:18.920 --> 00:00:20.080]   I come back to again and again.
[00:00:20.080 --> 00:00:21.760]   So you have something to reference,
[00:00:21.760 --> 00:00:24.920]   to save and to share when you're interested in these ideas.
[00:00:24.920 --> 00:00:27.540]   So I wanted to do another one of those today.
[00:00:28.680 --> 00:00:32.600]   This is a core idea on a topic that actually
[00:00:32.600 --> 00:00:34.440]   was almost born on this podcast.
[00:00:34.440 --> 00:00:37.120]   It was born as roughly the same time as this podcast,
[00:00:37.120 --> 00:00:39.680]   and that is the deep life.
[00:00:39.680 --> 00:00:43.800]   So let's go deep about what we mean
[00:00:43.800 --> 00:00:46.020]   when we talk about the deep life.
[00:00:46.020 --> 00:00:49.840]   Now, I wanna start with the background.
[00:00:49.840 --> 00:00:53.360]   Where did this come from, this terminology come from?
[00:00:53.360 --> 00:00:55.800]   It's all about the beginning of the pandemic.
[00:00:55.800 --> 00:01:00.140]   It's all about spring of 2020.
[00:01:00.140 --> 00:01:04.720]   This is when I began first on my email newsletter,
[00:01:04.720 --> 00:01:06.700]   and then soon after on this podcast,
[00:01:06.700 --> 00:01:11.700]   coining the term, the deep life and talking about it.
[00:01:11.700 --> 00:01:13.280]   Now, what was it about that period
[00:01:13.280 --> 00:01:15.440]   that made this general type of topic really relevant?
[00:01:15.440 --> 00:01:17.680]   There's three things that went on.
[00:01:17.680 --> 00:01:19.500]   So when the pandemic hit,
[00:01:19.500 --> 00:01:21.960]   and there was those stay at home orders,
[00:01:21.960 --> 00:01:24.080]   there was definite disruption in people's routines,
[00:01:24.080 --> 00:01:25.760]   which is important when you're in a routine,
[00:01:25.760 --> 00:01:27.600]   when you're used to going from this to this to this,
[00:01:27.600 --> 00:01:29.800]   I'm in this job, I wanna get this promotion,
[00:01:29.800 --> 00:01:31.280]   where do we wanna move?
[00:01:31.280 --> 00:01:32.640]   What's my next vacation gonna be?
[00:01:32.640 --> 00:01:34.640]   It's very difficult to get some distance
[00:01:34.640 --> 00:01:36.360]   for critical self-reflection
[00:01:36.360 --> 00:01:39.240]   when you're just rolling all systems go.
[00:01:39.240 --> 00:01:42.040]   So a lot of people, myself included,
[00:01:42.040 --> 00:01:43.920]   got interested in notions like the deep life
[00:01:43.920 --> 00:01:46.400]   when those routines were disrupted.
[00:01:46.400 --> 00:01:49.160]   I think the early pandemic also did a good job
[00:01:49.160 --> 00:01:51.840]   for a lot of people of highlighting both the negative
[00:01:51.840 --> 00:01:54.680]   and the potential positive of their lives.
[00:01:55.680 --> 00:01:58.560]   It helped highlight, well, what is it that I don't really
[00:01:58.560 --> 00:02:00.960]   like, but I've been avoiding?
[00:02:00.960 --> 00:02:03.600]   I don't really like this condo I live in,
[00:02:03.600 --> 00:02:06.600]   in this sort of annoying neighborhood in this city,
[00:02:06.600 --> 00:02:10.120]   and when I'm forced to have to spend all my time here.
[00:02:10.120 --> 00:02:12.160]   And I didn't have the normal escapes of,
[00:02:12.160 --> 00:02:15.040]   let me go to the movies and a bar and weekend trips.
[00:02:15.040 --> 00:02:17.360]   It really made it clear, I don't really like where I live.
[00:02:17.360 --> 00:02:19.680]   Or having to spend all this time on Zoom
[00:02:19.680 --> 00:02:21.360]   with your colleagues, you're realizing,
[00:02:21.360 --> 00:02:23.020]   there's excitement about commuting
[00:02:23.020 --> 00:02:24.880]   into my nice building downtown,
[00:02:24.880 --> 00:02:26.360]   but I don't really like these people.
[00:02:26.360 --> 00:02:28.080]   So there's negatives that were highlighted
[00:02:28.080 --> 00:02:29.280]   by the disruption of the pandemic.
[00:02:29.280 --> 00:02:31.240]   There was also positives.
[00:02:31.240 --> 00:02:33.240]   Being home a lot, being around your family more,
[00:02:33.240 --> 00:02:36.120]   being outside more, getting separation
[00:02:36.120 --> 00:02:37.560]   from having to drive into your office.
[00:02:37.560 --> 00:02:40.720]   So people also saw positives they weren't used to before.
[00:02:40.720 --> 00:02:44.920]   And I think most importantly, things got very disrupted,
[00:02:44.920 --> 00:02:48.000]   especially in the coastal places where we had mitigations
[00:02:48.000 --> 00:02:49.900]   that lasted for a very long time.
[00:02:49.900 --> 00:02:51.440]   Schools were closed,
[00:02:51.440 --> 00:02:53.660]   jobs had completely different configurations,
[00:02:53.660 --> 00:02:56.800]   people moved to completely different locations temporarily.
[00:02:56.800 --> 00:02:59.520]   Like, let me go live with my parents in Colorado
[00:02:59.520 --> 00:03:02.000]   instead of being in suburban DC.
[00:03:02.000 --> 00:03:03.320]   And it showed a lot of people
[00:03:03.320 --> 00:03:06.540]   that actually really different stuff is possible.
[00:03:06.540 --> 00:03:08.500]   You can do something different than what you have been doing
[00:03:08.500 --> 00:03:10.360]   and it's not gonna fall apart.
[00:03:10.360 --> 00:03:12.120]   It's not as risky or scary as you once thought.
[00:03:12.120 --> 00:03:13.720]   So we had these forces come together
[00:03:13.720 --> 00:03:15.120]   and people were stepping back and saying,
[00:03:15.120 --> 00:03:16.760]   I don't know, I wanna rethink my life.
[00:03:16.760 --> 00:03:19.200]   I don't know that I wanna just get back
[00:03:19.200 --> 00:03:21.200]   to what I was doing before as quickly as possible,
[00:03:21.200 --> 00:03:22.480]   and let's just keep rolling.
[00:03:22.480 --> 00:03:24.720]   So that was the context in which we began talking
[00:03:24.720 --> 00:03:26.740]   about the deep life.
[00:03:26.740 --> 00:03:30.200]   Now, the issue was, once we started talking about it,
[00:03:30.200 --> 00:03:35.200]   is that this is a timeless topic and one that is universal.
